,test_id,kcid,lmc_prior_code,lengthscale_prior_code,lengthscales
0,0,0,2,1,"[0.2892, 0.2308, 1.3702, 1.7203, 0.7779, 0.814, 1.0486, 2.8265, 1.9286, 0.1079, 0.3496, 0.4817, 1.3089, 2.8112, 0.4566, 0.6989, 2.8788, 0.4718, 1.2294, 1.7267, 1.5882, 0.2088, 0.336, 0.3533]"
0,3,0,2,1,"[0.6966, 0.4703, 0.5786, 0.4349, 0.7184, 1.0834, 0.6989, 0.4933, 0.5578, 1.5278, 1.0186, 0.2595, 0.893, 0.2582, 0.6018, 1.6482, 1.9068, 0.3715, 0.6375, 1.2487, 0.972, 0.2382, 1.0741, 2.0833]"
0,0,0,2,1,"[0.4347, 0.1674, 2.4669, 2.7673, 0.63, 0.2802, 0.4892, 1.5221, 1.5205, 0.1827, 0.2067, 1.1109, 0.6717, 3.1843, 0.4501, 0.521, 5.0372, 0.5233, 0.7067, 2.0552, 2.6588, 0.2158, 0.3228, 1.652]"
0,3,0,2,1,"[0.6113, 0.8824, 1.9193, 0.1922, 0.5678, 1.6608, 0.5262, 0.9959, 0.4101, 1.9935, 0.2441, 1.5212, 0.6491, 0.2807, 0.5035, 0.4027, 1.76, 0.3726, 0.3923, 0.6948, 1.4152, 0.2118, 0.8769, 1.7114]"
0,0,0,2,1,"[0.6292, 0.669, 3.217, 1.3367, 0.7536, 0.24, 0.1563, 2.5279, 1.1528, 0.6078, 0.1798, 1.0766, 0.5657, 4.0782, 0.4302, 0.1624, 3.736, 0.5216, 0.3575, 2.827, 2.4476, 0.2186, 0.3449, 1.2607]"
0,3,0,2,1,"[0.5024, 1.1155, 3.1799, 0.192, 0.6297, 0.482, 0.7309, 0.3751, 0.7106, 2.6894, 0.3172, 0.9891, 1.8802, 0.3619, 1.2636, 0.743, 1.3545, 0.4155, 0.3861, 1.1426, 4.2301, 0.2218, 1.0576, 2.8839]"
0,0,0,2,1,"[1.1697, 0.4658, 2.9259, 0.5093, 1.7189, 0.1881, 0.1449, 2.4997, 0.7696, 0.276, 1.7929, 0.3321, 0.2782, 4.1611, 0.2132, 0.0562, 4.5589, 0.4744, 0.18, 3.1488, 2.0368, 1.2501, 0.2898, 1.6723]"
0,3,0,2,1,"[0.7844, 2.1294, 6.7943, 0.9744, 0.686, 0.9436, 0.7559, 0.3576, 0.9853, 1.5551, 0.8131, 0.5553, 0.8941, 0.7321, 3.403, 0.2666, 1.6265, 0.3961, 0.4541, 1.1818, 8.0633, 0.1848, 0.9517, 0.9618]"
0,0,0,2,1,"[1.3198, 2.0378, 3.5929, 1.4721, 0.8421, 0.3506, 0.1394, 2.1206, 0.3888, 1.3034, 2.3835, 1.3662, 0.4317, 3.3319, 0.6684, 0.1107, 4.0238, 0.7723, 0.3746, 2.9499, 1.2029, 1.7248, 0.4662, 1.2365]"
0,3,0,2,1,"[0.4543, 1.3503, 6.167, 0.7914, 0.9777, 1.0428, 1.5082, 0.2139, 1.2605, 3.1319, 0.6349, 1.1027, 1.4146, 0.5709, 1.1273, 0.3258, 0.7552, 0.3102, 0.5117, 1.1389, 5.2861, 0.3483, 0.586, 1.9279]"
