,test_id,kcid,lmc_prior_code,lengthscale_prior_code,test_data,elpd_loo,p_loo,se,warning,n_data_points,n_samples,scale,k_count_good,k_count_ok,k_count_bad,k_count_verybad,elpd_loo_y0,elpd_loo_y1,elpd_loo_y2,elpd_loo_y3,elpd_loo_y4
0,0,0,2,1,1,,,,True,1960,300,log,1520,0,0,440,-250.83472,4581.69007,4578.90053,-25.69985,
0,3,0,2,1,1,9195.694031885108,969.7406441968233,331.1064123225176,True,1960,300,log,1453,60,53,394,-156.42957,4720.52126,4684.07903,-28.19431,-24.28238
0,0,0,2,1,1,,,,True,1960,300,log,1576,1,0,383,-253.17104,4575.74115,4575.30925,-19.70935,
0,3,0,2,1,1,8987.338536985633,1180.9659657997854,324.3935929934494,True,1960,300,log,1356,87,61,456,-157.00185,4603.35009,4587.81856,-29.52428,-17.30399
0,0,0,2,1,1,8846.835591820703,14.643220639880383,283.3440882128882,True,1960,300,log,1558,1,0,401,-259.35344,4581.44099,4576.78934,-20.06663,-31.97467
0,3,0,2,1,1,,,,True,1960,300,log,1443,74,25,418,-160.94652,4679.44946,4622.59361,-34.80864,
0,0,0,2,1,1,8816.940642586305,15.549584969670832,283.4864733521272,True,1960,300,log,1520,0,0,440,-272.19684,4571.6361,4573.34142,-23.64015,-32.19988
0,3,0,2,1,1,9088.95294033326,843.8213778296049,306.62194787544934,True,1960,300,log,1561,55,39,305,-157.76611,4662.29672,4651.46889,-28.48917,-38.5574
0,0,0,2,1,1,,,,True,1960,300,log,1595,0,0,365,-264.40887,4572.64903,4577.95676,-22.50454,
0,3,0,2,1,1,9347.365727233508,633.4177275863294,308.7572408575803,True,1960,300,log,1441,67,25,427,-179.29598,4801.90892,4771.14913,-22.90919,-23.48716
0,0,0,2,1,1,8817.642529820525,15.88715404722825,283.31988754837863,True,1960,300,log,1551,1,0,408,-273.96257,4574.28348,4567.1711,-19.25266,-30.59681
0,3,0,2,1,1,9155.392089673378,949.8453161023517,313.3764024638974,True,1960,300,log,1545,70,37,308,-152.65226,4702.38842,4675.90415,-38.18862,-32.0596
0,0,0,2,1,1,8857.476569446288,12.673625471443302,283.15971991357696,True,1960,300,log,1538,1,0,421,-252.17823,4580.41277,4578.64895,-22.42065,-26.98628
0,3,0,2,1,1,,,,True,1960,300,log,1527,63,38,332,-177.36959,4585.6659,4560.27164,,-22.98698
0,0,0,2,1,1,8801.71671101592,16.45837656718504,283.2740033906546,True,1960,300,log,1537,0,0,423,-281.33172,4569.2311,4569.64752,-19.99715,-35.83304
