,test_id,kcid,lmc_prior_code,lengthscale_prior_code,weight,y0,y3,y4
1,0,1,2,1,linear,0.7165,0.9518,0.8974
2,0,1,2,1,quadratic,0.8295,0.9518,0.8974
0,3,1,2,1,unweighted,0.6899,0.9433,0.8943
1,3,1,2,1,linear,0.8473,0.9433,0.8943
2,3,1,2,1,quadratic,0.9152,0.9433,0.8943
0,0,1,2,1,unweighted,0.5072,0.9425,0.8768
1,0,1,2,1,linear,0.7401,0.9425,0.8768
2,0,1,2,1,quadratic,0.8443,0.9425,0.8768
0,3,1,2,1,unweighted,0.7321,0.8676,0.9179
1,3,1,2,1,linear,0.8698,0.8676,0.9179
2,3,1,2,1,quadratic,0.9284,0.8676,0.9179
0,0,1,2,1,unweighted,0.5224,0.9433,0.9265
1,0,1,2,1,linear,0.7472,0.9433,0.9265
2,0,1,2,1,quadratic,0.846,0.9433,0.9265
0,3,1,2,1,unweighted,0.7091,0.8229,0.8809
1,3,1,2,1,linear,0.8445,0.8229,0.8809
2,3,1,2,1,quadratic,0.904,0.8229,0.8809
0,0,1,2,1,unweighted,0.4636,0.953,0.9167
1,0,1,2,1,linear,0.7254,0.953,0.9167
2,0,1,2,1,quadratic,0.8382,0.953,0.9167
0,3,1,2,1,unweighted,0.7353,0.8953,0.9498
1,3,1,2,1,linear,0.8768,0.8953,0.9498
2,3,1,2,1,quadratic,0.9356,0.8953,0.9498
0,0,1,2,1,unweighted,0.4847,0.9711,0.875
1,0,1,2,1,linear,0.7299,0.9711,0.875
2,0,1,2,1,quadratic,0.8392,0.9711,0.875
0,3,1,2,1,unweighted,0.6595,0.8966,0.8943
1,3,1,2,1,linear,0.8244,0.8966,0.8943
2,3,1,2,1,quadratic,0.8981,0.8966,0.8943
0,0,1,2,1,unweighted,0.4938,0.9524,0.8636
1,0,1,2,1,linear,0.7297,0.9524,0.8636
2,0,1,2,1,quadratic,0.8349,0.9524,0.8636
0,3,1,2,1,unweighted,0.7321,0.8746,0.8943
1,3,1,2,1,linear,0.8714,0.8746,0.8943
2,3,1,2,1,quadratic,0.9289,0.8746,0.8943
0,0,1,2,1,unweighted,0.4843,0.9524,0.875
1,0,1,2,1,linear,0.7256,0.9524,0.875
2,0,1,2,1,quadratic,0.8328,0.9524,0.875
0,3,1,2,1,unweighted,0.7304,0.9518,0.949
1,3,1,2,1,linear,0.8705,0.9518,0.949
2,3,1,2,1,quadratic,0.9294,0.9518,0.949
0,0,1,2,1,unweighted,0.4782,0.9243,0.8879
1,0,1,2,1,linear,0.7208,0.9243,0.8879
2,0,1,2,1,quadratic,0.8303,0.9243,0.8879
0,3,1,2,1,unweighted,0.6982,0.9054,0.8828
1,3,1,2,1,linear,0.8413,0.9054,0.8828
2,3,1,2,1,quadratic,0.9073,0.9054,0.8828
0,0,1,2,1,unweighted,0.39,0.9002,0.9069
1,0,1,2,1,linear,0.6864,0.9002,0.9069
2,0,1,2,1,quadratic,0.8197,0.9002,0.9069
0,3,1,2,1,unweighted,0.6982,0.9433,0.8943
1,3,1,2,1,linear,0.8491,0.9433,0.8943
2,3,1,2,1,quadratic,0.9141,0.9433,0.8943
0,0,2,2,1,unweighted,0.4605,0.9342,0.8974
1,0,2,2,1,linear,0.7129,0.9342,0.8974
2,0,2,2,1,quadratic,0.8233,0.9342,0.8974
0,3,2,2,1,unweighted,0.7598,0.8835,0.9055
1,3,2,2,1,linear,0.8867,0.8835,0.9055
2,3,2,2,1,quadratic,0.9391,0.8835,0.9055
0,0,2,2,1,unweighted,0.4636,0.9524,0.9083
1,0,2,2,1,linear,0.7015,0.9524,0.9083
2,0,2,2,1,quadratic,0.81,0.9524,0.9083
0,3,2,2,1,unweighted,0.7506,0.8746,0.9287
1,3,2,2,1,linear,0.873,0.8746,0.9287
2,3,2,2,1,quadratic,0.9264,0.8746,0.9287
0,0,2,2,1,unweighted,0.4503,0.953,0.8636
1,0,2,2,1,linear,0.7228,0.953,0.8636
2,0,2,2,1,quadratic,0.8428,0.953,0.8636
0,3,2,2,1,unweighted,0.6928,0.9433,0.9191
1,3,2,2,1,linear,0.8495,0.9433,0.9191
2,3,2,2,1,quadratic,0.9178,0.9433,0.9191
0,0,2,2,1,unweighted,0.4642,0.9617,0.8863
1,0,2,2,1,linear,0.7305,0.9617,0.8863
2,0,2,2,1,quadratic,0.8464,0.9617,0.8863
0,3,2,2,1,unweighted,0.7359,0.8779,0.8691
1,3,2,2,1,linear,0.868,0.8779,0.8691
2,3,2,2,1,quadratic,0.9256,0.8779,0.8691
0,0,2,2,1,unweighted,0.4239,0.9132,0.8448
1,0,2,2,1,linear,0.706,0.9132,0.8448
2,0,2,2,1,quadratic,0.8306,0.9132,0.8448
0,3,2,2,1,unweighted,0.7363,0.9243,0.9276
1,3,2,2,1,linear,0.8697,0.9243,0.9276
2,3,2,2,1,quadratic,0.9262,0.9243,0.9276
0,0,2,2,1,unweighted,0.4816,0.944,0.9167
1,0,2,2,1,linear,0.7282,0.944,0.9167
2,0,2,2,1,quadratic,0.8361,0.944,0.9167
0,3,2,2,1,unweighted,0.7122,0.9243,0.8846
1,3,2,2,1,linear,0.8523,0.9243,0.8846
2,3,2,2,1,quadratic,0.9132,0.9243,0.8846
0,0,2,2,1,unweighted,0.4765,0.9617,0.8958
1,0,2,2,1,linear,0.7343,0.9617,0.8958
2,0,2,2,1,quadratic,0.8464,0.9617,0.8958
0,3,2,2,1,unweighted,0.7594,0.9054,0.9375
1,3,2,2,1,linear,0.8744,0.9054,0.9375
2,3,2,2,1,quadratic,0.9259,0.9054,0.9375
0,0,2,2,1,unweighted,0.4613,0.9234,0.9154
1,0,2,2,1,linear,0.7219,0.9234,0.9154
2,0,2,2,1,quadratic,0.8342,0.9234,0.9154
0,3,2,2,1,unweighted,0.7755,0.9234,0.9154
1,3,2,2,1,linear,0.8839,0.9234,0.9154
2,3,2,2,1,quadratic,0.9318,0.9234,0.9154
0,0,2,2,1,unweighted,0.4979,0.9622,0.9083
1,0,2,2,1,linear,0.7402,0.9622,0.9083
2,0,2,2,1,quadratic,0.8464,0.9622,0.9083
0,3,2,2,1,unweighted,0.753,0.8659,0.9297
1,3,2,2,1,linear,0.8811,0.8659,0.9297
2,3,2,2,1,quadratic,0.9349,0.8659,0.9297
0,0,2,2,1,unweighted,0.4724,0.9425,0.8863
1,0,2,2,1,linear,0.7362,0.9425,0.8863
2,0,2,2,1,quadratic,0.8502,0.9425,0.8863
0,3,2,2,1,unweighted,0.7241,0.9054,0.8988
1,3,2,2,1,linear,0.8498,0.9054,0.8988
2,3,2,2,1,quadratic,0.907,0.9054,0.8988
0,0,3,2,1,unweighted,0.4704,0.9143,0.8863
1,0,3,2,1,linear,0.7242,0.9143,0.8863
2,0,3,2,1,quadratic,0.8377,0.9143,0.8863
0,3,3,2,1,unweighted,0.7266,0.9054,0.9041
1,3,3,2,1,linear,0.8602,0.9054,0.9041
2,3,3,2,1,quadratic,0.919,0.9054,0.9041
0,0,3,2,1,unweighted,0.4898,0.9622,0.8542
1,0,3,2,1,linear,0.7386,0.9622,0.8542
2,0,3,2,1,quadratic,0.8478,0.9622,0.8542
0,3,3,2,1,unweighted,0.7361,0.935,0.8846
1,3,3,2,1,linear,0.8665,0.935,0.8846
2,3,3,2,1,quadratic,0.9221,0.935,0.8846
0,0,3,2,1,unweighted,0.4955,0.9518,0.8768
1,0,3,2,1,linear,0.7271,0.9518,0.8768
2,0,3,2,1,quadratic,0.8318,0.9518,0.8768
0,3,3,2,1,unweighted,0.7244,0.8966,0.9384
1,3,3,2,1,linear,0.8591,0.8966,0.9384
2,3,3,2,1,quadratic,0.9194,0.8966,0.9384
0,0,3,2,1,unweighted,0.4664,0.9425,0.8828
1,0,3,2,1,linear,0.7309,0.9425,0.8828
2,0,3,2,1,quadratic,0.8463,0.9425,0.8828
0,3,3,2,1,unweighted,0.6549,0.9132,0.9167
1,3,3,2,1,linear,0.8321,0.9132,0.9167
2,3,3,2,1,quadratic,0.9088,0.9132,0.9167
0,0,3,2,1,unweighted,0.4601,0.9524,0.9154
1,0,3,2,1,linear,0.7268,0.9524,0.9154
2,0,3,2,1,quadratic,0.8436,0.9524,0.9154
0,3,3,2,1,unweighted,0.7272,0.8966,0.8809
1,3,3,2,1,linear,0.8697,0.8966,0.8809
2,3,3,2,1,quadratic,0.9293,0.8966,0.8809
0,0,3,2,1,unweighted,0.4759,0.9425,0.9069
1,0,3,2,1,linear,0.7236,0.9425,0.9069
2,0,3,2,1,quadratic,0.8338,0.9425,0.9069
0,3,3,2,1,unweighted,0.692,0.9325,0.9375
1,3,3,2,1,linear,0.84,0.9325,0.9375
2,3,3,2,1,quadratic,0.9034,0.9325,0.9375
0,0,3,2,1,unweighted,0.4922,0.9243,0.8656
1,0,3,2,1,linear,0.7238,0.9243,0.8656
2,0,3,2,1,quadratic,0.8281,0.9243,0.8656
0,3,3,2,1,unweighted,0.6828,0.9524,0.9154
1,3,3,2,1,linear,0.8329,0.9524,0.9154
2,3,3,2,1,quadratic,0.9004,0.9524,0.9154
0,0,3,2,1,unweighted,0.498,0.9243,0.875
1,0,3,2,1,linear,0.7498,0.9243,0.875
2,0,3,2,1,quadratic,0.8603,0.9243,0.875
0,3,3,2,1,unweighted,0.7001,0.8939,0.9167
1,3,3,2,1,linear,0.8334,0.8939,0.9167
2,3,3,2,1,quadratic,0.892,0.8939,0.9167
0,0,3,2,1,unweighted,0.489,0.9334,0.9083
1,0,3,2,1,linear,0.739,0.9334,0.9083
2,0,3,2,1,quadratic,0.8495,0.9334,0.9083
0,3,3,2,1,unweighted,0.7197,0.8447,0.9384
1,3,3,2,1,linear,0.853,0.8447,0.9384
2,3,3,2,1,quadratic,0.9112,0.8447,0.9384
0,0,3,2,1,unweighted,0.459,0.9524,0.8563
1,0,3,2,1,linear,0.7247,0.9524,0.8563
2,0,3,2,1,quadratic,0.8417,0.9524,0.8563
0,3,3,2,1,unweighted,0.7082,0.8835,0.8943
1,3,3,2,1,linear,0.8541,0.8835,0.8943
2,3,3,2,1,quadratic,0.9179,0.8835,0.8943
0,0,4,2,1,unweighted,0.4901,0.9425,0.9154
1,0,4,2,1,linear,0.7395,0.9425,0.9154
2,0,4,2,1,quadratic,0.8464,0.9425,0.9154
0,3,4,2,1,unweighted,0.7263,0.888,0.9026
1,3,4,2,1,linear,0.8571,0.888,0.9026
2,3,4,2,1,quadratic,0.9159,0.888,0.9026
0,0,4,2,1,unweighted,0.5002,0.9154,0.8768
1,0,4,2,1,linear,0.7377,0.9154,0.8768
2,0,4,2,1,quadratic,0.8406,0.9154,0.8768
0,3,4,2,1,unweighted,0.6998,0.9054,0.8958
1,3,4,2,1,linear,0.8529,0.9054,0.8958
2,3,4,2,1,quadratic,0.9186,0.9054,0.8958
0,0,4,2,1,unweighted,0.4779,0.9143,0.8863
1,0,4,2,1,linear,0.731,0.9143,0.8863
2,0,4,2,1,quadratic,0.8428,0.9143,0.8863
0,3,4,2,1,unweighted,0.7716,0.9334,0.9375
1,3,4,2,1,linear,0.8819,0.9334,0.9375
2,3,4,2,1,quadratic,0.9327,0.9334,0.9375
0,0,4,2,1,unweighted,0.4524,0.9066,0.8863
1,0,4,2,1,linear,0.7238,0.9066,0.8863
2,0,4,2,1,quadratic,0.8444,0.9066,0.8863
0,3,4,2,1,unweighted,0.7405,0.8953,0.8473
1,3,4,2,1,linear,0.8741,0.8953,0.8473
2,3,4,2,1,quadratic,0.9287,0.8953,0.8473
0,0,4,2,1,unweighted,0.4776,0.9143,0.9096
1,0,4,2,1,linear,0.7243,0.9143,0.9096
2,0,4,2,1,quadratic,0.835,0.9143,0.9096
0,3,4,2,1,unweighted,0.6906,0.9253,0.8846
1,3,4,2,1,linear,0.8514,0.9253,0.8846
2,3,4,2,1,quadratic,0.9201,0.9253,0.8846
0,0,4,2,1,unweighted,0.4962,0.9425,0.8846
1,0,4,2,1,linear,0.7348,0.9425,0.8846
2,0,4,2,1,quadratic,0.8404,0.9425,0.8846
0,3,4,2,1,unweighted,0.7101,0.9054,0.9069
1,3,4,2,1,linear,0.8574,0.9054,0.9069
2,3,4,2,1,quadratic,0.9208,0.9054,0.9069
0,0,4,2,1,unweighted,0.4859,0.944,0.8768
1,0,4,2,1,linear,0.7325,0.944,0.8768
2,0,4,2,1,quadratic,0.8425,0.944,0.8768
0,3,4,2,1,unweighted,0.6435,0.8865,0.8828
1,3,4,2,1,linear,0.8186,0.8865,0.8828
2,3,4,2,1,quadratic,0.8968,0.8865,0.8828
0,0,4,2,1,unweighted,0.4754,0.9243,0.8636
1,0,4,2,1,linear,0.7225,0.9243,0.8636
2,0,4,2,1,quadratic,0.8337,0.9243,0.8636
0,3,4,2,1,unweighted,0.7119,0.9524,0.8926
1,3,4,2,1,linear,0.8598,0.9524,0.8926
2,3,4,2,1,quadratic,0.9238,0.9524,0.8926
0,0,4,2,1,unweighted,0.4926,0.9524,0.8308
1,0,4,2,1,linear,0.7383,0.9524,0.8308
2,0,4,2,1,quadratic,0.8479,0.9524,0.8308
0,3,4,2,1,unweighted,0.7135,0.9253,0.9154
1,3,4,2,1,linear,0.8575,0.9253,0.9154
2,3,4,2,1,quadratic,0.9212,0.9253,0.9154
0,0,4,2,1,unweighted,0.4436,0.8404,0.8319
1,0,4,2,1,linear,0.7226,0.8404,0.8319
2,0,4,2,1,quadratic,0.8421,0.8404,0.8319
0,3,4,2,1,unweighted,0.7041,0.9078,0.8926
1,3,4,2,1,linear,0.8467,0.9078,0.8926
2,3,4,2,1,quadratic,0.9105,0.9078,0.8926
0,0,5,2,1,unweighted,0.4973,0.9262,0.9055
1,0,5,2,1,linear,0.7415,0.9262,0.9055
2,0,5,2,1,quadratic,0.8521,0.9262,0.9055
0,3,5,2,1,unweighted,0.7117,0.9418,0.9167
1,3,5,2,1,linear,0.8566,0.9418,0.9167
2,3,5,2,1,quadratic,0.9186,0.9418,0.9167
0,0,5,2,1,unweighted,0.4823,0.9243,0.8974
1,0,5,2,1,linear,0.73,0.9243,0.8974
2,0,5,2,1,quadratic,0.8386,0.9243,0.8974
0,0,5,2,1,unweighted,0.519,0.944,0.9055
1,0,5,2,1,linear,0.7453,0.944,0.9055
2,0,5,2,1,quadratic,0.8459,0.944,0.9055
0,0,5,2,1,unweighted,0.4832,0.9066,0.8974
1,0,5,2,1,linear,0.7275,0.9066,0.8974
2,0,5,2,1,quadratic,0.835,0.9066,0.8974
0,0,5,2,1,unweighted,0.4757,0.9334,0.9083
1,0,5,2,1,linear,0.7354,0.9334,0.9083
2,0,5,2,1,quadratic,0.8486,0.9334,0.9083
0,0,5,2,1,unweighted,0.4996,0.9253,0.8863
1,0,5,2,1,linear,0.7379,0.9253,0.8863
2,0,5,2,1,quadratic,0.8427,0.9253,0.8863
0,0,5,2,1,unweighted,0.5076,0.9433,0.8636
1,0,5,2,1,linear,0.7468,0.9433,0.8636
2,0,5,2,1,quadratic,0.851,0.9433,0.8636
0,0,5,2,1,unweighted,0.4944,0.9524,0.9167
1,0,5,2,1,linear,0.737,0.9524,0.9167
2,0,5,2,1,quadratic,0.8462,0.9524,0.9167
0,0,5,2,1,unweighted,0.4768,0.944,0.9041
1,0,5,2,1,linear,0.7313,0.944,0.9041
2,0,5,2,1,quadratic,0.8434,0.944,0.9041
0,0,5,2,1,unweighted,0.4961,0.9262,0.9069
1,0,5,2,1,linear,0.7456,0.9262,0.9069
2,0,5,2,1,quadratic,0.8566,0.9262,0.9069
0,0,6,2,1,unweighted,0.4906,0.9425,0.8768
1,0,6,2,1,linear,0.7453,0.9425,0.8768
2,0,6,2,1,quadratic,0.8553,0.9425,0.8768
0,0,6,2,1,unweighted,0.513,0.9243,0.8974
1,0,6,2,1,linear,0.7445,0.9243,0.8974
2,0,6,2,1,quadratic,0.8484,0.9243,0.8974
0,0,6,2,1,unweighted,0.4757,0.9334,0.8863
1,0,6,2,1,linear,0.7236,0.9334,0.8863
2,0,6,2,1,quadratic,0.8337,0.9334,0.8863
0,0,6,2,1,unweighted,0.4976,0.9334,0.8974
1,0,6,2,1,linear,0.7359,0.9334,0.8974
2,0,6,2,1,quadratic,0.8443,0.9334,0.8974
0,0,6,2,1,unweighted,0.525,0.9425,0.8863
1,0,6,2,1,linear,0.7585,0.9425,0.8863
2,0,6,2,1,quadratic,0.8609,0.9425,0.8863
0,0,6,2,1,unweighted,0.4529,0.9524,0.8974
1,0,6,2,1,linear,0.7123,0.9524,0.8974
2,0,6,2,1,quadratic,0.8297,0.9524,0.8974
0,0,6,2,1,unweighted,0.491,0.9234,0.8974
1,0,6,2,1,linear,0.7314,0.9234,0.8974
2,0,6,2,1,quadratic,0.8372,0.9234,0.8974
0,0,6,2,1,unweighted,0.4636,0.9243,0.8974
1,0,6,2,1,linear,0.7158,0.9243,0.8974
2,0,6,2,1,quadratic,0.8255,0.9243,0.8974
0,0,6,2,1,unweighted,0.4781,0.935,0.9167
1,0,6,2,1,linear,0.7343,0.935,0.9167
2,0,6,2,1,quadratic,0.8471,0.935,0.9167
0,0,6,2,1,unweighted,0.5305,0.9433,0.8958
1,0,6,2,1,linear,0.7537,0.9433,0.8958
2,0,6,2,1,quadratic,0.8528,0.9433,0.8958
0,0,7,2,1,unweighted,0.481,0.9524,0.9191
1,0,7,2,1,linear,0.7373,0.9524,0.9191
2,0,7,2,1,quadratic,0.8505,0.9524,0.9191
0,0,7,2,1,unweighted,0.4824,0.9342,0.8828
1,0,7,2,1,linear,0.7355,0.9342,0.8828
2,0,7,2,1,quadratic,0.8495,0.9342,0.8828
0,0,7,2,1,unweighted,0.4576,0.9243,0.8863
1,0,7,2,1,linear,0.7208,0.9243,0.8863
2,0,7,2,1,quadratic,0.837,0.9243,0.8863
0,0,7,2,1,unweighted,0.4718,0.953,0.9069
1,0,7,2,1,linear,0.7343,0.953,0.9069
2,0,7,2,1,quadratic,0.8486,0.953,0.9069
0,0,7,2,1,unweighted,0.4975,0.9433,0.8974
1,0,7,2,1,linear,0.7349,0.9433,0.8974
2,0,7,2,1,quadratic,0.8433,0.9433,0.8974
0,0,7,2,1,unweighted,0.5272,0.9243,0.8863
1,0,7,2,1,linear,0.7516,0.9243,0.8863
2,0,7,2,1,quadratic,0.8493,0.9243,0.8863
0,0,7,2,1,unweighted,0.4832,0.9524,0.9366
1,0,7,2,1,linear,0.7257,0.9524,0.9366
2,0,7,2,1,quadratic,0.8352,0.9524,0.9366
0,0,7,2,1,unweighted,0.4822,0.9334,0.8846
1,0,7,2,1,linear,0.7348,0.9334,0.8846
2,0,7,2,1,quadratic,0.8457,0.9334,0.8846
0,0,7,2,1,unweighted,0.5058,0.9334,0.9265
1,0,7,2,1,linear,0.7561,0.9334,0.9265
2,0,7,2,1,quadratic,0.8648,0.9334,0.9265
0,0,7,2,1,unweighted,0.5154,0.9433,0.9167
1,0,7,2,1,linear,0.7459,0.9433,0.9167
2,0,7,2,1,quadratic,0.8474,0.9433,0.9167
0,0,8,2,1,unweighted,0.4999,0.9518,0.8863
1,0,8,2,1,linear,0.7352,0.9518,0.8863
2,0,8,2,1,quadratic,0.838,0.9518,0.8863
0,0,8,2,1,unweighted,0.4692,0.9154,0.8879
1,0,8,2,1,linear,0.7201,0.9154,0.8879
2,0,8,2,1,quadratic,0.8316,0.9154,0.8879
0,0,8,2,1,unweighted,0.4666,0.8979,0.875
1,0,8,2,1,linear,0.724,0.8979,0.875
2,0,8,2,1,quadratic,0.8362,0.8979,0.875
0,0,8,2,1,unweighted,0.486,0.8966,0.8846
1,0,8,2,1,linear,0.7281,0.8966,0.8846
2,0,8,2,1,quadratic,0.835,0.8966,0.8846
0,0,8,2,1,unweighted,0.4841,0.9243,0.8731
1,0,8,2,1,linear,0.7311,0.9243,0.8731
2,0,8,2,1,quadratic,0.8406,0.9243,0.8731
0,0,8,2,1,unweighted,0.484,0.9054,0.8958
1,0,8,2,1,linear,0.7356,0.9054,0.8958
2,0,8,2,1,quadratic,0.8471,0.9054,0.8958
0,0,8,2,1,unweighted,0.5073,0.9334,0.9041
1,0,8,2,1,linear,0.7497,0.9334,0.9041
2,0,8,2,1,quadratic,0.8571,0.9334,0.9041
0,0,8,2,1,unweighted,0.4877,0.9433,0.8943
1,0,8,2,1,linear,0.7535,0.9433,0.8943
2,0,8,2,1,quadratic,0.8674,0.9433,0.8943
0,0,8,2,1,unweighted,0.4957,0.9433,0.8958
1,0,8,2,1,linear,0.7392,0.9433,0.8958
2,0,8,2,1,quadratic,0.8471,0.9433,0.8958
0,0,8,2,1,unweighted,0.4959,0.9425,0.875
1,0,8,2,1,linear,0.7393,0.9425,0.875
2,0,8,2,1,quadratic,0.8471,0.9425,0.875
0,0,9,2,1,unweighted,0.4895,0.9524,0.8768
1,0,9,2,1,linear,0.7303,0.9524,0.8768
2,0,9,2,1,quadratic,0.8363,0.9524,0.8768
0,0,9,2,1,unweighted,0.4792,0.9334,0.9055
1,0,9,2,1,linear,0.7181,0.9334,0.9055
2,0,9,2,1,quadratic,0.8264,0.9334,0.9055
0,0,9,2,1,unweighted,0.5107,0.9617,0.8958
1,0,9,2,1,linear,0.7444,0.9617,0.8958
2,0,9,2,1,quadratic,0.8458,0.9617,0.8958
0,0,9,2,1,unweighted,0.472,0.8725,0.8547
1,0,9,2,1,linear,0.7216,0.8725,0.8547
2,0,9,2,1,quadratic,0.8336,0.8725,0.8547
0,0,9,2,1,unweighted,0.5361,0.9243,0.8846
1,0,9,2,1,linear,0.7673,0.9243,0.8846
2,0,9,2,1,quadratic,0.8662,0.9243,0.8846
0,0,9,2,1,unweighted,0.4808,0.9325,0.8863
1,0,9,2,1,linear,0.7396,0.9325,0.8863
2,0,9,2,1,quadratic,0.8507,0.9325,0.8863
0,0,9,2,1,unweighted,0.493,0.9334,0.8958
1,0,9,2,1,linear,0.7331,0.9334,0.8958
2,0,9,2,1,quadratic,0.8405,0.9334,0.8958
0,0,9,2,1,unweighted,0.4836,0.9334,0.8988
1,0,9,2,1,linear,0.7309,0.9334,0.8988
2,0,9,2,1,quadratic,0.8404,0.9334,0.8988
0,0,9,2,1,unweighted,0.4814,0.944,0.8974
1,0,9,2,1,linear,0.7272,0.944,0.8974
2,0,9,2,1,quadratic,0.8372,0.944,0.8974
0,0,9,2,1,unweighted,0.4859,0.9433,0.8731
1,0,9,2,1,linear,0.7229,0.9433,0.8731
2,0,9,2,1,quadratic,0.8297,0.9433,0.8731
0,0,10,2,1,unweighted,0.5182,0.9325,0.9167
1,0,10,2,1,linear,0.7412,0.9325,0.9167
2,0,10,2,1,quadratic,0.843,0.9325,0.9167
0,0,10,2,1,unweighted,0.5116,0.9433,0.8768
1,0,10,2,1,linear,0.7478,0.9433,0.8768
2,0,10,2,1,quadratic,0.8542,0.9433,0.8768
0,0,10,2,1,unweighted,0.4905,0.9714,0.8879
1,0,10,2,1,linear,0.7365,0.9714,0.8879
2,0,10,2,1,quadratic,0.8455,0.9714,0.8879
0,0,10,2,1,unweighted,0.4084,0.9029,0.8333
1,0,10,2,1,linear,0.7025,0.9029,0.8333
2,0,10,2,1,quadratic,0.8329,0.9029,0.8333
0,0,10,2,1,unweighted,0.4391,0.9243,0.9069
1,0,10,2,1,linear,0.7082,0.9243,0.9069
2,0,10,2,1,quadratic,0.8275,0.9243,0.9069
0,0,10,2,1,unweighted,0.4954,0.9622,0.9083
1,0,10,2,1,linear,0.7318,0.9622,0.9083
2,0,10,2,1,quadratic,0.8387,0.9622,0.9083
0,0,10,2,1,unweighted,0.4831,0.9425,0.8402
1,0,10,2,1,linear,0.7384,0.9425,0.8402
2,0,10,2,1,quadratic,0.85,0.9425,0.8402
0,0,10,2,1,unweighted,0.5446,0.9154,0.8542
1,0,10,2,1,linear,0.7533,0.9154,0.8542
2,0,10,2,1,quadratic,0.8461,0.9154,0.8542
0,0,10,2,1,unweighted,0.5356,0.9243,0.8879
