run_number,total_run_time,viper_initial_contact_range,viper_initial_contact_ata,viper_initial_contact_aa,viper_briefed_behavior,viper_briefed_launch_range,viper_briefed_evasion_range,viper_alive,cobra_initial_contact_range,cobra_initial_contact_ata,cobra_initial_contact_aa,cobra_briefed_behavior,cobra_briefed_launch_range,cobra_briefed_evasion_range,cobra_alive,outcome,viper_launched,viper_launch_range,viper_time_at_launch,cobra_launched,cobra_launch_range,cobra_time_at_launch,viper_time_in_UNKNOWN,cobra_time_in_UNKNOWN,viper_time_in_NEUTRAL,cobra_time_in_NEUTRAL,viper_time_in_DEFENSIVE,cobra_time_in_DEFENSIVE,viper_time_in_HEADON,cobra_time_in_HEADON,viper_time_in_OFFENSIVE,cobra_time_in_OFFENSIVE
1,66.5,60000.0,0.0,180.0,BehaviorType.ATTACK,39610.12148985076,30236.49070763669,0,60000.0,0.0,180.0,BehaviorType.ATTACK,56918.425395145656,572.5821007682607,1,COBRA_WIN,True,39528.92,37.3,True,56850.0,5.3,0.2,0.2,0.0,0.0,0.0,0.0,66.30000000000051,66.4000000000005,0.0,0.0
2,72.9,60000.0,0.0,180.0,BehaviorType.ATTACK,51061.78735194412,37767.94774071995,0,60000.0,0.0,180.0,BehaviorType.ATTACK,61322.676010170064,11808.83412527232,1,COBRA_WIN,True,50988.99,15.2,True,59790.0,0.4,0.2,0.2,0.0,0.0,13.899999999999967,0.0,58.800000000000566,58.800000000000566,0.0,13.999999999999966
3,165.8,60000.0,0.0,180.0,BehaviorType.ATTACK,32781.23290953119,19851.345234939596,1,60000.0,0.0,180.0,BehaviorType.ATTACK,27852.90780969698,66787.44471198067,1,BOTH_SURVIVED,True,32670.0,45.6,True,27757.391,53.8,0.2,0.2,85.99999999999939,85.99999999999939,0.0,7.899999999999988,71.8000000000002,71.8000000000002,7.899999999999988,0.0
4,67.2,60000.0,0.0,180.0,BehaviorType.ATTACK,59822.93677234362,19519.066031154507,1,60000.0,0.0,180.0,BehaviorType.ATTACK,49951.13402288704,36004.008510846106,0,VIPER_WIN,True,59730.0,0.5,True,49855.843,17.2,0.2,0.2,0.0,0.0,0.0,2.800000000000001,64.20000000000063,64.20000000000063,2.9000000000000012,0.0
5,189.2,60000.0,0.0,180.0,BehaviorType.ATTACK,47815.39295960245,41331.57567638246,1,60000.0,0.0,180.0,BehaviorType.ATTACK,22867.119231028486,3079.586821095307,1,BOTH_SURVIVED,True,47730.0,20.5,True,22815.883,69.0,0.2,0.2,64.8000000000006,64.8000000000006,40.80000000000031,0.0,83.49999999999953,83.49999999999953,0.0,40.80000000000031
6,128.0,60000.0,0.0,180.0,BehaviorType.ATTACK,55449.4512964072,67608.62249237711,1,60000.0,0.0,180.0,BehaviorType.ATTACK,42682.311035953746,53013.97490293895,1,BOTH_SURVIVED,True,55350.0,7.8,True,42627.046,31.0,0.2,0.2,89.2999999999992,89.2999999999992,0.0,2.3000000000000007,36.300000000000246,36.300000000000246,2.3000000000000007,0.0
7,63.3,60000.0,0.0,180.0,BehaviorType.ATTACK,65266.97571494345,5490.139309497942,1,60000.0,0.0,180.0,BehaviorType.ATTACK,35620.65913707324,16632.88479084801,0,VIPER_WIN,True,59790.0,0.4,True,35534.395,47.2,0.2,0.2,0.0,0.0,0.0,0.0,63.20000000000063,63.10000000000063,0.0,0.0
8,176.2,60000.0,0.0,180.0,BehaviorType.ATTACK,26535.854318034697,18871.594532930812,1,60000.0,0.0,180.0,BehaviorType.ATTACK,21080.23771499424,13793.273933534063,1,BOTH_SURVIVED,True,26430.0,56.0,True,20977.052,65.1,0.2,0.2,88.49999999999925,88.49999999999925,6.8999999999999915,0.0,80.69999999999969,80.69999999999969,0.0,6.8999999999999915
9,130.7,60000.0,0.0,180.0,BehaviorType.ATTACK,40395.022379775786,53754.50584529198,1,60000.0,0.0,180.0,BehaviorType.ATTACK,53807.28084822444,15480.832142210222,1,BOTH_SURVIVED,False,-1.0,-1.0,True,53730.0,10.5,0.2,0.2,0.0,0.0,95.29999999999886,0.0,35.30000000000023,35.30000000000023,0.0,95.29999999999886
10,160.3,60000.0,0.0,180.0,BehaviorType.ATTACK,35510.69957460329,61096.083623243394,1,60000.0,0.0,180.0,BehaviorType.ATTACK,36089.64505347124,30868.186983947136,1,BOTH_SURVIVED,True,35430.0,41.0,True,35970.0,40.1,0.2,0.2,95.49999999999885,95.49999999999885,0.5,0.0,64.20000000000063,64.20000000000063,0.0,0.5
11,146.7,60000.0,0.0,180.0,BehaviorType.ATTACK,55419.04139356301,58384.403371856126,1,60000.0,0.0,180.0,BehaviorType.ATTACK,44476.76735665689,37490.4752242187,1,BOTH_SURVIVED,True,55350.0,7.8,True,44390.388,26.5,0.2,0.2,0.0,0.0,111.99999999999791,0.0,34.60000000000022,34.60000000000022,0.0,111.99999999999791
12,150.1,60000.0,0.0,180.0,BehaviorType.ATTACK,42196.17018749809,32407.18906706995,1,60000.0,0.0,180.0,BehaviorType.ATTACK,37000.37914191262,44469.75923303981,1,BOTH_SURVIVED,True,42090.0,29.9,True,36939.444,38.5,0.2,0.2,92.899999999999,92.899999999999,0.0,0.9999999999999999,56.10000000000053,56.10000000000053,0.9999999999999999,0.0
13,144.8,60000.0,0.0,180.0,BehaviorType.ATTACK,45363.60159172483,55585.39378264812,1,60000.0,0.0,180.0,BehaviorType.ATTACK,43347.08515341601,34845.56374110488,1,BOTH_SURVIVED,True,45270.0,24.6,True,43230.045,28.0,0.2,0.2,91.39999999999908,91.39999999999908,3.800000000000002,0.0,49.50000000000043,49.50000000000043,0.0,3.800000000000002
14,172.1,60000.0,0.0,180.0,BehaviorType.ATTACK,28957.49816774342,28127.708846269175,1,60000.0,0.0,180.0,BehaviorType.ATTACK,21287.811696755576,18541.073776268455,1,BOTH_SURVIVED,True,28890.0,51.9,True,21191.616,64.8,0.2,0.2,85.09999999999944,85.09999999999944,9.89999999999998,0.0,76.9999999999999,76.9999999999999,0.0,9.89999999999998
15,129.4,60000.0,0.0,180.0,BehaviorType.ATTACK,54574.16502607605,39414.41260055523,1,60000.0,0.0,180.0,BehaviorType.ATTACK,35063.76717248944,46942.39032204791,1,BOTH_SURVIVED,True,54510.0,9.2,False,-1.0,-1.0,0.2,0.2,0.0,0.0,0.0,83.29999999999954,46.000000000000384,46.000000000000384,83.29999999999954,0.0
16,76.9,60000.0,0.0,180.0,BehaviorType.ATTACK,61962.47435209341,171.4977269496154,1,60000.0,0.0,180.0,BehaviorType.ATTACK,28298.943605277113,42187.20439785425,0,VIPER_WIN,True,59790.0,0.4,False,-1.0,-1.0,0.2,0.2,0.0,0.0,0.0,20.700000000000024,56.000000000000526,56.000000000000526,20.800000000000026,0.0
17,176.4,60000.0,0.0,180.0,BehaviorType.ATTACK,28537.973684415567,50492.156449607624,1,60000.0,0.0,180.0,BehaviorType.ATTACK,26416.23433251301,2938.0092858715248,1,BOTH_SURVIVED,True,28470.0,52.6,True,26310.061,56.2,0.2,0.2,53.40000000000049,53.40000000000049,46.40000000000039,0.0,76.49999999999993,76.49999999999993,0.0,46.40000000000039
18,122.8,60000.0,0.0,180.0,BehaviorType.ATTACK,58538.2529737297,47136.940591213104,1,60000.0,0.0,180.0,BehaviorType.ATTACK,37858.510039934525,45559.29152204914,1,BOTH_SURVIVED,True,58470.0,2.6,True,37799.322,42.5,0.2,0.2,67.10000000000046,67.10000000000046,0.0,6.799999999999992,48.80000000000042,48.80000000000042,6.799999999999992,0.0
19,120.6,60000.0,0.0,180.0,BehaviorType.ATTACK,37437.30461110967,43637.402879870504,1,60000.0,0.0,180.0,BehaviorType.ATTACK,68514.94267142675,4928.4309501817515,1,BOTH_SURVIVED,True,37362.273,43.6,True,59790.0,0.4,0.2,0.2,0.0,0.0,67.40000000000045,0.0,53.100000000000485,53.100000000000485,0.0,67.40000000000045
20,76.9,60000.0,0.0,180.0,BehaviorType.ATTACK,49727.98818739711,23935.00028717975,1,60000.0,0.0,180.0,BehaviorType.ATTACK,34666.580588369165,35993.13758377248,0,VIPER_WIN,True,49650.0,17.3,True,34597.54,44.5,0.2,0.2,0.0,0.0,0.0,12.299999999999972,64.40000000000062,64.40000000000062,12.399999999999972,0.0
21,172.0,60000.0,0.0,180.0,BehaviorType.ATTACK,28436.066408909253,19742.80442957363,1,60000.0,0.0,180.0,BehaviorType.ATTACK,29022.731997594874,11604.995713176395,1,BOTH_SURVIVED,True,28350.0,52.8,True,28950.0,51.8,0.2,0.2,57.10000000000054,57.10000000000054,37.600000000000264,0.0,77.19999999999989,77.19999999999989,0.0,37.600000000000264
22,115.9,60000.0,0.0,180.0,BehaviorType.ATTACK,21848.383626506977,55739.150562737435,0,60000.0,0.0,180.0,BehaviorType.ATTACK,41318.38294690786,41693.527885732765,1,COBRA_WIN,False,-1.0,-1.0,True,41250.0,31.3,0.2,0.2,0.0,0.0,60.00000000000058,0.0,55.70000000000052,55.70000000000052,0.0,60.100000000000584
23,67.9,60000.0,0.0,180.0,BehaviorType.ATTACK,58011.21727438547,24230.97063924468,0,60000.0,0.0,180.0,BehaviorType.ATTACK,66106.42665748378,28497.283672574344,1,COBRA_WIN,True,57930.028,3.5,True,59790.0,0.4,0.2,0.2,0.0,0.0,0.0,0.0,67.70000000000043,67.80000000000042,0.0,0.0
24,123.2,60000.0,0.0,180.0,BehaviorType.ATTACK,33062.610765597754,5534.144303217072,1,60000.0,0.0,180.0,BehaviorType.ATTACK,41322.16342141717,67044.4457979205,0,VIPER_WIN,True,32968.833,45.2,True,41250.0,31.3,0.2,0.2,0.0,0.0,0.0,65.80000000000054,57.20000000000054,57.20000000000054,65.90000000000053,0.0
25,169.7,60000.0,0.0,180.0,BehaviorType.ATTACK,21329.157351415604,60353.110415104995,1,60000.0,0.0,180.0,BehaviorType.ATTACK,30425.555021702043,56328.609511181945,1,BOTH_SURVIVED,True,21242.048,65.1,True,30330.0,49.5,0.2,0.2,95.49999999999885,95.49999999999885,0.8999999999999999,0.0,73.20000000000012,73.20000000000012,0.0,0.8999999999999999
26,121.7,60000.0,0.0,180.0,BehaviorType.ATTACK,59247.927990195836,63838.77932878856,1,60000.0,0.0,180.0,BehaviorType.ATTACK,40999.06920465443,35150.17257320795,1,BOTH_SURVIVED,True,59130.0,1.5,True,40912.45,35.4,0.2,0.2,62.300000000000615,62.300000000000615,10.699999999999978,0.0,48.60000000000042,48.60000000000042,0.0,10.699999999999978
27,64.5,60000.0,0.0,180.0,BehaviorType.ATTACK,58056.2702753855,922.1668531390214,1,60000.0,0.0,180.0,BehaviorType.ATTACK,33815.925062400405,5603.042165003398,0,VIPER_WIN,True,57990.0,3.4,True,33741.882,50.2,0.2,0.2,0.0,0.0,0.0,0.0,64.40000000000062,64.30000000000062,0.0,0.0
28,122.1,60000.0,0.0,180.0,BehaviorType.ATTACK,61671.354834051264,42260.960169353406,0,60000.0,0.0,180.0,BehaviorType.ATTACK,31684.60599850559,12330.948745879732,1,COBRA_WIN,True,59790.0,0.4,True,31603.559,55.7,0.2,0.2,0.0,0.0,52.500000000000476,0.0,69.40000000000033,69.40000000000033,0.0,52.60000000000048
29,142.9,60000.0,0.0,180.0,BehaviorType.ATTACK,40140.603298186106,60887.7486312957,1,60000.0,0.0,180.0,BehaviorType.ATTACK,46484.201368309965,11531.190715390114,1,BOTH_SURVIVED,True,40025.663,33.4,True,46410.0,22.7,0.2,0.2,0.0,0.0,95.49999999999885,0.0,47.3000000000004,47.3000000000004,0.0,95.49999999999885
30,65.5,60000.0,0.0,180.0,BehaviorType.ATTACK,63457.90050573446,24203.700563969647,1,60000.0,0.0,180.0,BehaviorType.ATTACK,47105.10406345082,33224.422567601956,0,VIPER_WIN,True,59790.0,0.4,True,47035.386,22.7,0.2,0.2,0.0,0.0,0.0,0.0,65.40000000000056,65.30000000000057,0.0,0.0
31,123.6,60000.0,0.0,180.0,BehaviorType.ATTACK,58091.85017825986,15444.749427464309,1,60000.0,0.0,180.0,BehaviorType.ATTACK,50551.82906786338,59208.27916561361,1,BOTH_SURVIVED,True,57990.0,3.4,True,50439.946,16.1,0.2,0.2,0.0,0.0,0.0,93.89999999999894,29.60000000000015,29.60000000000015,93.89999999999894,0.0
32,143.3,60000.0,0.0,180.0,BehaviorType.ATTACK,20002.765921238857,57584.256830407176,1,60000.0,0.0,180.0,BehaviorType.ATTACK,46230.8497075255,54762.86356139662,1,BOTH_SURVIVED,False,-1.0,-1.0,True,46170.0,23.1,0.2,0.2,0.0,0.0,95.49999999999885,0.0,47.70000000000041,47.70000000000041,0.0,95.49999999999885
33,173.0,60000.0,0.0,180.0,BehaviorType.ATTACK,28440.92440822108,69306.09581195688,1,60000.0,0.0,180.0,BehaviorType.ATTACK,26960.719170310287,18799.25850848988,1,BOTH_SURVIVED,True,28350.0,52.8,True,26850.009,55.3,0.2,0.2,93.69999999999895,93.69999999999895,2.600000000000001,0.0,76.59999999999992,76.59999999999992,0.0,2.600000000000001
34,120.6,60000.0,0.0,180.0,BehaviorType.ATTACK,55872.05880705118,41635.62891330296,1,60000.0,0.0,180.0,BehaviorType.ATTACK,66404.15136047086,6831.038524710307,1,BOTH_SURVIVED,True,55771.443,7.1,True,59790.0,0.4,0.2,0.2,0.0,0.0,70.20000000000029,0.0,50.300000000000445,50.300000000000445,0.0,70.20000000000029
35,106.1,60000.0,0.0,180.0,BehaviorType.ATTACK,21123.113591291254,55507.158565951846,0,60000.0,0.0,180.0,BehaviorType.ATTACK,39686.74130873394,6052.064152684451,1,COBRA_WIN,False,-1.0,-1.0,True,39570.0,34.1,0.2,0.2,0.0,0.0,47.500000000000405,0.0,58.40000000000056,58.40000000000056,0.0,47.600000000000406
36,63.9,60000.0,0.0,180.0,BehaviorType.ATTACK,63523.46228215432,5570.748732866463,1,60000.0,0.0,180.0,BehaviorType.ATTACK,39864.20444956813,4167.134348162944,0,VIPER_WIN,True,59790.0,0.4,True,39787.167,38.1,0.2,0.2,0.0,0.0,0.0,0.0,63.80000000000064,63.700000000000635,0.0,0.0
37,120.6,60000.0,0.0,180.0,BehaviorType.ATTACK,67657.86046474936,61960.587017706726,1,60000.0,0.0,180.0,BehaviorType.ATTACK,58670.80551856702,50808.254687665234,1,BOTH_SURVIVED,True,59790.0,0.4,True,58590.003,2.4,0.2,0.2,92.39999999999903,92.39999999999903,2.700000000000001,0.0,25.40000000000009,25.40000000000009,0.0,2.700000000000001
38,63.1,60000.0,0.0,180.0,BehaviorType.ATTACK,26259.54582951304,31019.61044080151,0,60000.0,0.0,180.0,BehaviorType.ATTACK,66847.4503693794,24947.965198741884,1,COBRA_WIN,False,-1.0,-1.0,True,59790.0,0.4,0.2,0.2,0.0,0.0,0.0,0.0,62.900000000000624,63.000000000000625,0.0,0.0
39,76.6,60000.0,0.0,180.0,BehaviorType.ATTACK,21518.757658517512,9799.219494917013,0,60000.0,0.0,180.0,BehaviorType.ATTACK,42629.25657661305,15391.29280019106,1,COBRA_WIN,True,21430.263,69.4,True,42510.0,29.2,0.2,0.2,0.0,0.0,0.0,0.0,76.39999999999993,76.49999999999993,0.0,0.0
40,106.7,60000.0,0.0,180.0,BehaviorType.ATTACK,29381.852021366172,14952.776422622366,1,60000.0,0.0,180.0,BehaviorType.ATTACK,33147.42151836426,55098.17989045829,0,VIPER_WIN,True,29310.991,51.2,True,33030.0,45.0,0.2,0.2,0.0,0.0,0.0,36.900000000000254,69.60000000000032,69.60000000000032,37.000000000000256,0.0
41,300.0,60000.0,0.0,180.0,BehaviorType.ATTACK,62361.76294167631,4432.213386028039,0,60000.0,0.0,180.0,BehaviorType.ATTACK,67034.4215003014,11445.417820650044,0,MUTUAL_KILL,True,59790.0,0.4,True,59790.0,0.4,0.2,0.2,0.0,0.0,0.0,0.0,74.40000000000005,74.40000000000005,0.0,0.0
42,173.7,60000.0,0.0,180.0,BehaviorType.ATTACK,23227.818635751195,36821.116114710014,1,60000.0,0.0,180.0,BehaviorType.ATTACK,28044.461876280406,31695.121597125948,1,BOTH_SURVIVED,True,23138.505,61.5,True,27930.0,53.5,0.2,0.2,96.2999999999988,96.2999999999988,0.4,0.0,76.8999999999999,76.8999999999999,0.0,0.4
43,174.6,60000.0,0.0,180.0,BehaviorType.ATTACK,26586.64339682921,38953.06063511481,1,60000.0,0.0,180.0,BehaviorType.ATTACK,27453.11506552229,65142.682429572575,1,BOTH_SURVIVED,True,26490.001,55.9,True,27390.0,54.4,0.2,0.2,96.69999999999878,96.69999999999878,0.1,0.0,77.69999999999986,77.69999999999986,0.0,0.1
44,120.6,60000.0,0.0,180.0,BehaviorType.ATTACK,35022.987304204515,43944.31507589155,1,60000.0,0.0,180.0,BehaviorType.ATTACK,62344.28146337826,30885.306569777393,1,BOTH_SURVIVED,False,-1.0,-1.0,True,59790.0,0.4,0.2,0.2,0.0,0.0,68.00000000000041,0.0,52.500000000000476,52.500000000000476,0.0,68.00000000000041
45,120.6,60000.0,0.0,180.0,BehaviorType.ATTACK,68194.63844935302,19184.122592663694,1,60000.0,0.0,180.0,BehaviorType.ATTACK,21696.928348224075,46586.739073925,1,BOTH_SURVIVED,True,59790.0,0.4,False,-1.0,-1.0,0.2,0.2,0.0,0.0,0.0,73.20000000000012,47.3000000000004,47.3000000000004,73.20000000000012,0.0
46,127.5,60000.0,0.0,180.0,BehaviorType.ATTACK,33903.93001026137,62756.15280007889,1,60000.0,0.0,180.0,BehaviorType.ATTACK,55722.22563208099,15406.00550815485,1,BOTH_SURVIVED,False,-1.0,-1.0,True,55650.0,7.3,0.2,0.2,0.0,0.0,95.29999999999886,0.0,32.100000000000186,32.100000000000186,0.0,95.29999999999886
47,127.1,60000.0,0.0,180.0,BehaviorType.ATTACK,55990.404149220674,18314.883820301395,1,60000.0,0.0,180.0,BehaviorType.ATTACK,64848.17111470959,67300.60026780258,1,BOTH_SURVIVED,True,55891.238,6.9,True,59790.0,0.4,0.2,0.2,0.0,0.0,0.0,101.09999999999853,25.900000000000098,25.900000000000098,101.09999999999853,0.0
48,120.6,60000.0,0.0,180.0,BehaviorType.ATTACK,66657.67995527829,41231.96609236028,1,60000.0,0.0,180.0,BehaviorType.ATTACK,29180.37683828441,58397.77518663537,1,BOTH_SURVIVED,True,59790.0,0.4,False,-1.0,-1.0,0.2,0.2,0.0,0.0,0.0,92.99999999999899,27.50000000000012,27.50000000000012,92.99999999999899,0.0
49,77.8,60000.0,0.0,180.0,BehaviorType.ATTACK,50355.23184189969,18361.338050980423,1,60000.0,0.0,180.0,BehaviorType.ATTACK,62524.06358012815,33716.34588001632,0,VIPER_WIN,True,50251.107,16.5,True,59790.0,0.4,0.2,0.2,0.0,0.0,0.0,5.299999999999997,72.30000000000017,72.30000000000017,5.399999999999997,0.0
50,176.7,60000.0,0.0,180.0,BehaviorType.ATTACK,23117.531164256805,56275.05859500238,1,60000.0,0.0,180.0,BehaviorType.ATTACK,26241.521004223054,45589.317966303424,1,BOTH_SURVIVED,True,23010.946,61.7,True,26130.0,56.5,0.2,0.2,96.69999999999878,96.69999999999878,0.2,0.0,79.69999999999975,79.69999999999975,0.0,0.2
51,150.0,60000.0,0.0,180.0,BehaviorType.ATTACK,42251.78054712142,1431.23774968143,1,60000.0,0.0,180.0,BehaviorType.ATTACK,27331.169971579493,47923.645029731604,1,BOTH_SURVIVED,True,42150.0,29.8,False,-1.0,-1.0,0.2,0.2,0.0,0.0,0.0,93.89999999999894,56.000000000000526,56.000000000000526,93.89999999999894,0.0
52,68.2,60000.0,0.0,180.0,BehaviorType.ATTACK,54050.82992346806,29002.15722049195,0,60000.0,0.0,180.0,BehaviorType.ATTACK,57939.79466504707,4981.4691371850495,1,COBRA_WIN,True,53971.239,10.1,True,57870.0,3.6,0.2,0.2,0.0,0.0,0.0,0.0,68.00000000000041,68.1000000000004,0.0,0.0
53,67.1,60000.0,0.0,180.0,BehaviorType.ATTACK,55689.273831547085,11977.267490243874,0,60000.0,0.0,180.0,BehaviorType.ATTACK,64424.772863691695,16763.162894203422,1,COBRA_WIN,True,55591.801,7.4,True,59790.0,0.4,0.2,0.2,0.0,0.0,0.0,0.0,66.90000000000047,67.00000000000047,0.0,0.0
54,120.6,60000.0,0.0,180.0,BehaviorType.ATTACK,69976.92084463523,3417.9999929679584,1,60000.0,0.0,180.0,BehaviorType.ATTACK,29672.511031515012,62738.50064688502,1,BOTH_SURVIVED,True,59790.0,0.4,False,-1.0,-1.0,0.2,0.2,0.0,0.0,0.0,93.89999999999894,26.600000000000108,26.600000000000108,93.89999999999894,0.0
55,116.5,60000.0,0.0,180.0,BehaviorType.ATTACK,29217.299667423013,42529.03085850559,0,60000.0,0.0,180.0,BehaviorType.ATTACK,41375.04757382045,53407.761322697996,1,COBRA_WIN,False,-1.0,-1.0,True,41310.0,31.2,0.2,0.2,0.0,0.0,60.70000000000059,0.0,55.60000000000052,55.60000000000052,0.0,60.800000000000594
56,132.1,60000.0,0.0,180.0,BehaviorType.ATTACK,51470.546375153084,57535.46981108789,1,60000.0,0.0,180.0,BehaviorType.ATTACK,53007.03144417764,61048.13011774233,1,BOTH_SURVIVED,True,51390.021,14.4,True,52890.0,11.9,0.2,0.2,95.29999999999886,95.29999999999886,0.1,0.0,36.60000000000025,36.60000000000025,0.0,0.1
57,163.9,60000.0,0.0,180.0,BehaviorType.ATTACK,27544.567883318872,55844.93765768745,1,60000.0,0.0,180.0,BehaviorType.ATTACK,33924.98618651893,48914.444034278655,1,BOTH_SURVIVED,True,27485.241,54.3,True,33810.0,43.7,0.2,0.2,95.49999999999885,95.49999999999885,0.7,0.0,67.60000000000043,67.60000000000043,0.0,0.7
58,152.7,60000.0,0.0,180.0,BehaviorType.ATTACK,29693.33545752438,18170.870786218464,1,60000.0,0.0,180.0,BehaviorType.ATTACK,40600.04377026178,23419.43270619009,1,BOTH_SURVIVED,True,29631.284,51.1,True,40530.0,32.5,0.2,0.2,37.20000000000026,37.20000000000026,0.0,39.100000000000286,76.29999999999994,76.29999999999994,39.100000000000286,0.0
59,65.8,60000.0,0.0,180.0,BehaviorType.ATTACK,62474.801997215916,26988.69057534349,1,60000.0,0.0,180.0,BehaviorType.ATTACK,49663.1606249955,4043.013584456473,0,VIPER_WIN,True,59790.0,0.4,True,49584.459,17.7,0.2,0.2,0.0,0.0,0.0,0.0,65.70000000000054,65.60000000000055,0.0,0.0
60,120.6,60000.0,0.0,180.0,BehaviorType.ATTACK,69705.79077845052,41835.78440900242,1,60000.0,0.0,180.0,BehaviorType.ATTACK,63823.872786724125,46940.01642147907,1,BOTH_SURVIVED,True,59790.0,0.4,True,59790.0,0.4,0.2,0.2,0.0,0.0,0.0,87.4999999999993,33.0000000000002,33.0000000000002,87.4999999999993,0.0
61,118.1,60000.0,0.0,180.0,BehaviorType.ATTACK,30204.889191347247,5885.95143153456,1,60000.0,0.0,180.0,BehaviorType.ATTACK,39673.93021350716,60752.67113607721,0,VIPER_WIN,True,30147.37,50.0,True,39570.0,34.1,0.2,0.2,0.0,0.0,0.0,57.70000000000055,60.200000000000585,60.200000000000585,57.80000000000055,0.0
62,66.2,60000.0,0.0,180.0,BehaviorType.ATTACK,51428.582541454176,28547.227758034926,0,60000.0,0.0,180.0,BehaviorType.ATTACK,64937.50239615751,27148.292124459844,1,COBRA_WIN,True,51334.035,14.6,True,59790.0,0.4,0.2,0.2,0.0,0.0,0.0,0.0,66.00000000000053,66.10000000000052,0.0,0.0
63,64.6,60000.0,0.0,180.0,BehaviorType.ATTACK,57851.51752209423,36729.621027545174,1,60000.0,0.0,180.0,BehaviorType.ATTACK,24756.82296537796,11343.33159994,0,VIPER_WIN,True,57750.0,3.8,False,-1.0,-1.0,0.2,0.2,0.0,0.0,0.0,0.0,64.50000000000061,64.40000000000062,0.0,0.0
64,63.1,60000.0,0.0,180.0,BehaviorType.ATTACK,23244.257858266814,26594.056696410324,0,60000.0,0.0,180.0,BehaviorType.ATTACK,68875.56208698584,50916.284555304104,1,COBRA_WIN,False,-1.0,-1.0,True,59790.0,0.4,0.2,0.2,0.0,0.0,0.0,0.0,62.900000000000624,63.000000000000625,0.0,0.0
65,191.8,60000.0,0.0,180.0,BehaviorType.ATTACK,21212.789109544687,8324.757965354667,1,60000.0,0.0,180.0,BehaviorType.ATTACK,45655.344690495585,68367.34893632132,1,BOTH_SURVIVED,True,21135.554,71.6,True,45570.0,24.1,0.2,0.2,68.3000000000004,68.3000000000004,0.0,38.50000000000028,84.89999999999945,84.89999999999945,38.50000000000028,0.0
66,63.2,60000.0,0.0,180.0,BehaviorType.ATTACK,25324.27315800755,34170.008209733736,0,60000.0,0.0,180.0,BehaviorType.ATTACK,61940.862425177445,24543.39961067658,1,COBRA_WIN,False,-1.0,-1.0,True,59790.0,0.4,0.2,0.2,0.0,0.0,0.0,0.0,63.000000000000625,63.10000000000063,0.0,0.0
67,120.6,60000.0,0.0,180.0,BehaviorType.ATTACK,41850.04886113013,42954.63424689585,1,60000.0,0.0,180.0,BehaviorType.ATTACK,64357.268546053536,38599.542941828564,1,BOTH_SURVIVED,True,41759.986,33.9,True,59790.0,0.4,0.2,0.2,66.10000000000052,66.10000000000052,0.0,0.4,54.0000000000005,54.0000000000005,0.4,0.0
68,137.9,60000.0,0.0,180.0,BehaviorType.ATTACK,49482.21668145037,34031.446532472546,1,60000.0,0.0,180.0,BehaviorType.ATTACK,40398.79024867011,23775.59921686631,1,BOTH_SURVIVED,True,49410.0,17.7,True,40324.623,33.0,0.2,0.2,0.0,0.0,80.89999999999968,0.0,56.90000000000054,56.90000000000054,0.0,80.89999999999968
69,131.5,60000.0,0.0,180.0,BehaviorType.ATTACK,60214.65683290499,39899.781697570754,0,60000.0,0.0,180.0,BehaviorType.ATTACK,34423.9924845061,15208.16056709778,1,COBRA_WIN,True,59790.0,0.4,True,34373.072,49.7,0.2,0.2,0.0,0.0,67.70000000000043,0.0,63.600000000000634,63.600000000000634,0.0,67.80000000000042
70,165.0,60000.0,0.0,180.0,BehaviorType.ATTACK,20232.19868888109,32075.565962008215,1,60000.0,0.0,180.0,BehaviorType.ATTACK,33267.25901466085,15283.097672843094,1,BOTH_SURVIVED,False,-1.0,-1.0,True,33150.0,44.8,0.2,0.2,43.200000000000344,43.200000000000344,51.40000000000046,0.0,70.30000000000028,70.30000000000028,0.0,51.40000000000046
71,120.6,60000.0,0.0,180.0,BehaviorType.ATTACK,31849.387738931808,59314.718590141354,1,60000.0,0.0,180.0,BehaviorType.ATTACK,67337.75884425483,35224.415417896824,1,BOTH_SURVIVED,False,-1.0,-1.0,True,59790.0,0.4,0.2,0.2,0.0,0.0,94.4999999999989,0.0,26.0000000000001,26.0000000000001,0.0,94.4999999999989
72,126.8,60000.0,0.0,180.0,BehaviorType.ATTACK,36835.379224988676,54504.94432911441,1,60000.0,0.0,180.0,BehaviorType.ATTACK,56155.30534292204,37228.34253471819,1,BOTH_SURVIVED,False,-1.0,-1.0,True,56070.0,6.6,0.2,0.2,0.0,0.0,92.799999999999,0.0,33.90000000000021,33.90000000000021,0.0,92.799999999999
73,120.6,60000.0,0.0,180.0,BehaviorType.ATTACK,46522.325947260884,30265.251986313095,1,60000.0,0.0,180.0,BehaviorType.ATTACK,68759.23604180099,32175.38710011079,1,BOTH_SURVIVED,True,46469.276,23.9,True,59790.0,0.4,0.2,0.2,40.3000000000003,40.3000000000003,0.0,4.899999999999999,75.3,75.3,4.899999999999999,0.0
74,74.5,60000.0,0.0,180.0,BehaviorType.ATTACK,45431.43172744145,5180.229865955118,1,60000.0,0.0,180.0,BehaviorType.ATTACK,25665.803571545563,13932.184931262078,0,VIPER_WIN,True,45330.0,24.5,True,25601.968,61.7,0.2,0.2,0.0,0.0,0.0,0.0,74.40000000000005,74.30000000000005,0.0,0.0
