,run_number,total_run_time,viper_initial_contact_range,viper_initial_contact_ata,viper_initial_contact_aa,viper_briefed_behavior,viper_briefed_launch_range,viper_briefed_evasion_range,viper_alive,cobra_initial_contact_range,cobra_initial_contact_ata,cobra_initial_contact_aa,cobra_briefed_behavior,cobra_briefed_launch_range,cobra_briefed_evasion_range,cobra_alive,outcome,viper_launched,viper_launch_range,viper_time_at_launch,cobra_launched,cobra_launch_range,cobra_time_at_launch,viper_time_in_NEUTRAL,cobra_time_in_NEUTRAL,viper_time_in_DEFENSIVE,cobra_time_in_DEFENSIVE,viper_time_in_HEADON,cobra_time_in_HEADON,viper_time_in_OFFENSIVE,cobra_time_in_OFFENSIVE,viper_p_NEUTRAL,viper_p_DEFENSIVE,viper_p_HEADON,viper_p_OFFENSIVE,cobra_p_NEUTRAL,cobra_p_DEFENSIVE,cobra_p_HEADON,cobra_p_OFFENSIVE,lognorm_viper_launch_range,lognorm_viper_briefed_launch_range,lognorm_viper_briefed_evasion_range,lognorm_cobra_launch_range,lognorm_cobra_briefed_launch_range,lognorm_cobra_briefed_evasion_range,norm_viper_launch_range,norm_viper_briefed_launch_range,norm_viper_briefed_evasion_range,norm_cobra_launch_range,norm_cobra_briefed_launch_range,norm_cobra_briefed_evasion_range,briefed_evasion_range_diff,launch_range_diff,briefed_launch_range_diff,time_at_launch_diff,viper_launch_cobra_evade_diff,viper_evade_cobra_launch_diff
734,748,137.2,60000.0,0.0,180.0,BehaviorType.ATTACK,24438.46387313753,43328.40489365556,1,60000.0,0.0,180.0,BehaviorType.ATTACK,49910.400592436985,47200.15957161573,1,2,0,-1.0,-1.0,1,49830.0,17.0,0.0,0.0,85.19999999999943,0.0,52.10000000000047,52.10000000000047,0.0,85.19999999999943,9.990719990119971e-05,0.6204149731473878,0.37938521245280993,9.990719990119971e-05,9.990719990119971e-05,9.990719990119971e-05,0.37938521245280993,0.6204149731473878,,0.15990561426535224,0.92765317109461,0.8312756449013244,0.7292673912537236,0.9438286980396787,0.0,0.0887297427028986,0.6194976738162473,0.8334197454466391,0.5980535624844708,0.6745782627125794,-0.05540942138870486,-0.8334197454466391,-0.5095293718727006,-18.0,-22761.6956984782,-6581.995698781422
735,749,63.1,60000.0,0.0,180.0,BehaviorType.ATTACK,59903.97418297373,19268.15500767429,1,60000.0,0.0,180.0,BehaviorType.ATTACK,31792.455307448945,2410.0356318428685,0,3,1,59790.0,0.4,1,31741.324,55.4,0.0,0.0,0.0,0.0,63.200000000000635,63.10000000000063,0.0,0.0,9.998000399920017e-05,9.998000399920017e-05,0.9997000599880025,9.998000399920017e-05,9.998000399920017e-05,9.998000399920017e-05,0.9997000599880025,9.998000399920017e-05,1.0,0.8757203781380398,0.8050078104357615,0.41368259945120633,0.3672959335965747,0.5188948134266967,1.0,0.7981661467916342,0.2747398747864753,0.5308879931762306,0.23435838202254894,0.0335782361461424,0.2412597692808015,0.4691120068237694,0.5623304074943404,-55.0,57493.938551130865,-12524.300299774655
736,750,63.1,60000.0,0.0,180.0,BehaviorType.ATTACK,67969.29734059857,21749.604009578157,1,60000.0,0.0,180.0,BehaviorType.ATTACK,33074.86904210034,14111.428610382198,0,3,1,59790.0,0.4,1,32984.851,52.7,0.0,0.0,0.0,0.0,63.200000000000635,63.10000000000063,0.0,0.0,9.998000399920017e-05,9.998000399920017e-05,0.9997000599880025,9.998000399920017e-05,9.998000399920017e-05,9.998000399920017e-05,0.9997000599880025,9.998000399920017e-05,1.0,0.9765662856394841,0.8233423521991365,0.44926518999854226,0.3990344161676112,0.7713539039481286,1.0,0.9595013090033575,0.3102964006062449,0.551685889180646,0.26010124012894453,0.20103910810518671,0.10931138838524374,0.448314110819354,0.6980127317652893,-52.300000000000004,53857.868730216374,-11325.265032522184
737,751,134.7,60000.0,0.0,180.0,BehaviorType.ATTACK,36366.61823052984,65845.41600475715,1,60000.0,0.0,180.0,BehaviorType.ATTACK,51425.4053903412,21052.92857056807,1,2,0,-1.0,-1.0,1,51330.0,14.5,0.0,0.0,95.39999999999884,0.0,39.40000000000029,39.40000000000029,0.0,95.39999999999884,9.990584967663054e-05,0.7075737237676643,0.29222646453298234,9.990584967663054e-05,9.990584967663057e-05,9.990584967663057e-05,0.29222646453298246,0.7075737237676645,,0.4772558813048295,0.990992415946082,0.8587370728267822,0.7532673687715329,0.8285003718058084,0.0,0.32733527412751795,0.9421425020362307,0.858507133180579,0.6284653964263136,0.30038024109408173,0.6410338509868745,-0.858507133180579,-0.30122932728903207,-15.5,15313.689659961772,14420.01061441595
738,752,131.4,60000.0,0.0,180.0,BehaviorType.ATTACK,49306.66992443596,41567.41646554029,1,60000.0,0.0,180.0,BehaviorType.ATTACK,53392.28304017426,49886.05194876875,1,2,1,49231.56,18.0,1,53310.0,11.2,87.89999999999928,87.89999999999928,0.0,6.799999999999992,36.80000000000025,36.80000000000025,6.799999999999992,0.0,0.6683742780379178,9.991397057358717e-05,0.2798199480295307,0.05170585996197807,0.6683742780379178,0.05170585996197807,0.2798199480295307,9.991397057358717e-05,0.8234027884462257,0.7202890694686097,0.9213734774336069,0.8937822406661388,0.7833919585793959,0.951734427220647,0.8234108812363065,0.5861823529442871,0.5942645819958813,0.8916224849893797,0.6679480149324677,0.7130165820042318,-0.11904958273649702,-0.06821160375307322,-0.08172680026327628,6.800000000000001,-579.3820243327864,-11824.866574633968
739,754,123.4,60000.0,0.0,180.0,BehaviorType.ATTACK,37914.02845356699,52618.50387016407,1,60000.0,0.0,180.0,BehaviorType.ATTACK,58217.982694655184,40469.70056312179,1,2,0,-1.0,-1.0,1,58110.0,3.2,0.0,0.0,86.49999999999936,0.0,37.000000000000256,37.000000000000256,0.0,86.49999999999936,9.989906470512646e-05,0.7002649187190741,0.29953528315151573,9.989906470512646e-05,9.989906470512644e-05,9.989906470512644e-05,0.2995352831515157,0.7002649187190739,,0.5105242884308531,0.9570538977296684,0.9736103446814632,0.8528391022699652,0.9218526393382657,0.0,0.358288984780235,0.7526149145385038,0.9719021257379873,0.7648179236933513,0.5782573771296312,0.1738638467050424,-0.9719021257379873,-0.40615133293556044,-4.2,-2555.672109554798,-5599.478824491111
740,755,67.0,60000.0,0.0,180.0,BehaviorType.ATTACK,55196.6709289678,15301.95812378726,0,60000.0,0.0,180.0,BehaviorType.ATTACK,69089.89232039929,26964.10915326649,1,0,1,55113.109,8.2,1,59790.0,0.4,0.0,0.0,0.0,0.0,67.00000000000048,67.10000000000048,0.0,0.0,9.998000399920017e-05,9.998000399920017e-05,0.9997000599880025,9.998000399920017e-05,9.998000399920017e-05,9.998000399920017e-05,0.9997000599880025,9.998000399920017e-05,0.9259715600192271,0.8103808319786224,0.7701262503066274,1.0,0.990255027489421,0.8638502054202595,0.9217793480624173,0.7040033315860408,0.21790849046222785,1.0,0.983057965326379,0.38497627649786115,-0.16689927292386714,-0.07822065193758265,-0.2779138644569916,7.799999999999999,28232.561775701306,-53787.93419661203
741,756,156.5,60000.0,0.0,180.0,BehaviorType.ATTACK,37330.32002059896,54286.32135263247,1,60000.0,0.0,180.0,BehaviorType.ATTACK,38336.057895245,55647.95512820439,1,2,1,37230.003,38.0,1,38250.0,36.3,95.79999999999885,95.79999999999885,0.1,0.0,60.70000000000059,60.70000000000059,0.0,0.1,0.6116885509206722,0.0006385057942804588,0.38757301712824227,9.99261568048918e-05,0.6116885509206723,9.992615680489183e-05,0.3875730171282424,0.0006385057942804589,0.5694456189631792,0.4981371731282982,0.961776620179353,0.5863911650376065,0.5175114708293429,0.9673481212047598,0.6226857386563195,0.34661273909524737,0.7765129657708894,0.6397451121406231,0.36571305202541493,0.7954762799514354,-0.01948660127596391,-0.01705937348430364,-0.020118336237413326,1.7000000000000028,-18317.635107605427,15950.263457387467
742,757,78.6,60000.0,0.0,180.0,BehaviorType.ATTACK,44650.61140431034,19307.732134213587,1,60000.0,0.0,180.0,BehaviorType.ATTACK,45058.33477770724,25468.109493135664,0,3,1,44550.0,25.8,1,44970.0,25.1,0.0,0.0,0.0,0.0,78.69999999999982,78.59999999999982,0.0,0.0,9.998000399920017e-05,9.998000399920017e-05,0.9997000599880025,9.998000399920017e-05,9.997000899730104e-05,9.997000899730104e-05,0.9997000899730081,9.997000899730104e-05,0.7325857355391242,0.6410967153676655,0.8053183625287305,0.7362550643423197,0.6471846729777537,0.855696571678539,0.7451121406231707,0.4930446147618332,0.2753069729297727,0.7521366091886739,0.5006543859032605,0.36356673936023953,-0.08816233810913521,-0.007024468565503206,-0.00815591828113088,0.6999999999999993,19182.501911174673,-25750.602643493654
743,758,156.3,60000.0,0.0,180.0,BehaviorType.ATTACK,38458.81482876207,36293.16289202134,1,60000.0,0.0,180.0,BehaviorType.ATTACK,21286.239879816447,24838.967975805903,1,2,1,38370.0,36.1,1,21211.258,67.9,74.90000000000002,74.90000000000002,1.9000000000000008,0.0,79.59999999999977,79.59999999999977,0.0,1.9000000000000008,0.47885240113152455,0.012147123660212242,0.5089005491331006,9.99260751626933e-05,0.4788524011315245,9.992607516269328e-05,0.5089005491331005,0.012147123660212238,0.596858074312226,0.5219145587505257,0.900837520330863,0.040451333446273184,0.04531967334215512,0.8521234981957452,0.6417521031593384,0.3691866508123446,0.5186901360882865,0.3547734274389122,0.023459195838857392,0.3545629748280249,0.16392317323041727,0.2869786757204262,0.3435126046204226,-31.800000000000004,13619.846852956169,15006.923012204894
744,759,63.1,60000.0,0.0,180.0,BehaviorType.ATTACK,24237.30132273639,17159.243852703625,0,60000.0,0.0,180.0,BehaviorType.ATTACK,62412.8799009382,7818.537835103299,1,0,0,-1.0,-1.0,1,59790.0,0.4,0.0,0.0,0.0,0.0,63.10000000000063,63.200000000000635,0.0,0.0,9.998000399920017e-05,9.998000399920017e-05,0.9997000599880025,9.998000399920017e-05,9.998000399920017e-05,9.998000399920017e-05,0.9997000599880025,9.998000399920017e-05,,0.15330664349599604,0.7874640776825962,1.0,0.9086816771419295,0.6870047514399445,0.0,0.08470577589268968,0.2445214202158665,1.0,0.8490252591533182,0.11098034516098407,0.1336766295507922,-1.0,-0.7636474127658346,-1.4,16418.763487633092,-45253.63604823458
745,760,172.8,60000.0,0.0,180.0,BehaviorType.ATTACK,27340.05580565033,36755.31976086349,1,60000.0,0.0,180.0,BehaviorType.ATTACK,28545.038737532697,39837.08445487687,1,2,1,27270.007,54.6,1,28470.0,52.6,96.5999999999988,96.5999999999988,0.1,0.0,76.19999999999996,76.19999999999996,0.0,0.1,0.5586486208897079,0.0005783112017491873,0.44067313573288047,9.993217566225956e-05,0.5586486208897081,9.993217566225959e-05,0.4406731357328806,0.0005783112017491874,0.286488496551316,0.24947948026832656,0.9027526138150068,0.3129703964657367,0.2808194559280206,0.9196020459548415,0.45610555100265926,0.1467719061668161,0.5253123526348131,0.4761753441153351,0.16917053997683296,0.5692038870625661,-0.04410372370012472,-0.020069793112675816,-0.024103946361257872,2.0,-12497.028649226544,8210.28102333079
746,761,128.3,60000.0,0.0,180.0,BehaviorType.ATTACK,55073.95826774272,34367.307250285776,1,60000.0,0.0,180.0,BehaviorType.ATTACK,55249.10956392999,34406.46073692812,1,2,1,54990.0,8.4,1,55170.0,8.1,56.60000000000053,56.60000000000053,0.0,2.600000000000001,69.20000000000036,69.20000000000036,2.600000000000001,0.0,0.4407659265822592,9.991213494788575e-05,0.5388869632419119,0.020247198040880984,0.4407659265822592,0.020247198040880984,0.5388869632419119,9.991213494788575e-05,0.9239390929252488,0.808603907018981,0.8925854912437664,0.9255374278355505,0.8108295315872377,0.8986673141215209,0.9197203592513924,0.7015486417097319,0.49109467239026916,0.9227308457794652,0.7052214941830851,0.4914851928218838,-0.0005603330326046652,-0.0030104865280727866,-0.0035036491693768435,0.3000000000000007,20667.497530814595,-20881.802313644213
747,762,77.5,60000.0,0.0,180.0,BehaviorType.ATTACK,30648.283648303164,16917.65567249056,0,60000.0,0.0,180.0,BehaviorType.ATTACK,42566.74422001921,18089.22654230739,1,0,1,30576.597,49.8,1,42450.0,29.3,0.0,0.0,0.0,0.0,77.49999999999989,77.59999999999988,0.0,0.0,9.997000899730094e-05,9.997000899730094e-05,0.999700089973008,9.997000899730094e-05,9.998000399920017e-05,9.998000399920017e-05,0.9997000599880025,9.998000399920017e-05,0.39050668344215594,0.3406734154533301,0.7853180819401006,0.6828578107271289,0.6015292117543928,0.8068272309797205,0.5114080212741048,0.212948234777177,0.2410597184597932,0.7099897977956549,0.45063880945340773,0.2579661347744703,-0.016766574695949804,-0.19858177652155007,-0.2384116212174322,20.499999999999996,12559.057105995773,-25649.08854752865
748,763,63.9,60000.0,0.0,180.0,BehaviorType.ATTACK,39942.11347334679,27890.08828895696,0,60000.0,0.0,180.0,BehaviorType.ATTACK,64758.76104894963,14555.604997228616,1,0,1,39880.999,37.9,1,59790.0,0.4,0.0,0.0,0.0,0.0,63.900000000000645,64.00000000000064,0.0,0.0,9.998000399920017e-05,9.998000399920017e-05,0.9997000599880025,9.998000399920017e-05,9.998000399920017e-05,9.998000399920017e-05,0.9997000599880025,9.998000399920017e-05,0.6319624612635696,0.5521278896479952,0.8609788780476295,1.0,0.938295357884404,0.7757808835121802,0.6670234483450687,0.39885790176603597,0.3982830115170905,1.0,0.896115900727071,0.20739580129388124,0.19083233964123125,-0.33297655165493134,-0.4964212572655473,37.5,25386.508476118175,-36868.67275999267
749,764,75.4,60000.0,0.0,180.0,BehaviorType.ATTACK,58328.33578211358,32816.97696419368,0,60000.0,0.0,180.0,BehaviorType.ATTACK,51628.71067107924,7583.7035551604895,1,0,1,58230.0,3.0,1,51529.292,14.2,0.0,0.0,0.0,0.0,75.4,75.5,0.0,0.0,9.998000399920017e-05,9.998000399920017e-05,0.9997000599880025,9.998000399920017e-05,9.998000399920017e-05,9.998000399920017e-05,0.9997000599880025,9.998000399920017e-05,0.9759714588701434,0.8544396991487486,0.8855993138083205,0.8623250999987179,0.7564341004971671,0.6826485167250695,0.9739091167567026,0.7666477721373623,0.46888008776478995,0.8618402769647606,0.6325464966616781,0.10761958688568972,0.36111819979104226,0.11206883979194193,0.13401634167932952,-11.2,50744.632226953094,-18811.733706885563
750,765,147.4,60000.0,0.0,180.0,BehaviorType.ATTACK,33159.19566548478,69260.7051723217,1,60000.0,0.0,180.0,BehaviorType.ATTACK,43779.71769091927,20624.82446013008,1,2,1,33098.733,46.0,1,43710.0,27.2,0.0,0.0,95.59999999999884,0.0,51.900000000000475,51.900000000000475,0.0,95.59999999999884,9.991223449035453e-05,0.6480060798695914,0.3517940956614279,9.991223449035453e-05,9.991223449035453e-05,9.991223449035453e-05,0.3517940956614279,0.6480060798695914,0.4625440276413616,0.40354054288454594,0.9986457550630573,0.7099413029034204,0.624080051496176,0.8255656940282287,0.5535905571072569,0.2631754097674795,0.9910799645330695,0.7310632034921644,0.4749877407729016,0.29425356132572594,0.696037386958724,-0.17747264638490745,-0.21244823180169425,18.8,12534.371205354702,25480.98748140243
751,766,144.1,60000.0,0.0,180.0,BehaviorType.ATTACK,32398.29731735977,22459.87881133729,1,60000.0,0.0,180.0,BehaviorType.ATTACK,45751.16711819761,23920.42904972661,1,2,1,32338.508,47.5,1,45690.0,23.9,61.4000000000006,61.4000000000006,0.0,2.2000000000000006,80.59999999999971,80.59999999999971,2.2000000000000006,0.0,0.42575495749696907,9.992066673503687e-05,0.558890058212626,0.015255063623669756,0.42575495749696907,0.015255063623669756,0.558890058212626,9.992066673503687e-05,0.44142519892246074,0.38500679745676325,0.8282059126163283,0.7509624255081212,0.6594317564525212,0.8467409160208857,0.5408758508805673,0.2479547352796475,0.32047388332239335,0.764178555300965,0.5145621320158004,0.3414175886529198,-0.02090221368594669,-0.22330270442039768,-0.2671049098973255,23.6,8477.868267633163,-23291.288306860322
752,767,143.9,60000.0,0.0,180.0,BehaviorType.ATTACK,45920.85615151837,59707.16343621264,1,60000.0,0.0,180.0,BehaviorType.ATTACK,40939.31613624684,45340.019896449005,1,2,1,45810.0,23.7,1,40837.639,32.0,94.79999999999887,94.79999999999887,0.2,0.0,49.000000000000426,49.000000000000426,0.0,0.2,0.6582675522911241,0.0013887501103188437,0.3402437770281197,9.992057043744082e-05,0.658267552291124,9.992057043744079e-05,0.3402437770281196,0.0013887501103188435,0.757934429862496,0.6634923753985217,0.9761818564616863,0.6470032141079194,0.570242047929157,0.9380852358252554,0.7661855463196802,0.5184540296525005,0.854187869168795,0.6830231807462662,0.4179702181034376,0.6479574482043978,0.2056109378722788,0.08316236557341394,0.09964852625504766,-8.3,580.8362550693637,18767.847299965804
753,768,140.9,60000.0,0.0,180.0,BehaviorType.ATTACK,47725.70378414783,8304.863710070684,1,60000.0,0.0,180.0,BehaviorType.ATTACK,24634.38523542825,63991.964091886046,1,2,1,47610.0,20.7,0,-1.0,-1.0,0.0,0.0,0.0,93.89999999999894,47.1000000000004,47.1000000000004,93.89999999999894,0.0,9.990911036361717e-05,9.990911036361717e-05,0.33397580540286786,0.6658243763764049,9.990911036361717e-05,0.6658243763764049,0.33397580540286786,9.990911036361717e-05,0.7929627665484589,0.6942704808601446,0.6776316652213031,,0.16256492635394812,0.9873055380974721,0.7962904116004081,0.5545574045436154,0.11764756710905974,0.0,0.09066904277061359,0.914888987417537,-0.7969487396853251,0.7962904116004081,0.46190853744257876,21.7,-16266.260307738215,-16329.521525357566
754,769,67.9,60000.0,0.0,180.0,BehaviorType.ATTACK,64677.464666691565,22475.917713046183,1,60000.0,0.0,180.0,BehaviorType.ATTACK,58015.78578427212,11629.126407331918,0,3,1,59790.0,0.4,1,57930.028,3.5,0.0,0.0,0.0,0.0,68.00000000000043,67.90000000000043,0.0,0.0,9.998000399920017e-05,9.998000399920017e-05,0.9997000599880025,9.998000399920017e-05,9.998000399920017e-05,9.998000399920017e-05,0.9997000599880025,9.998000399920017e-05,1.0,0.9369321251351537,0.8283139535108268,0.9707382000139951,0.8500467511471936,0.7437170544353354,1.0,0.8936529421072891,0.3207037037306691,0.9688921075078188,0.7607590726120678,0.165514406716981,0.15523050403862534,0.031107892492181155,0.13325728208193233,-3.1,53048.33825935965,-35539.86807122594
755,770,131.3,60000.0,0.0,180.0,BehaviorType.ATTACK,42786.606744362114,52442.31729916677,1,60000.0,0.0,180.0,BehaviorType.ATTACK,53463.05569238408,6394.505338113054,1,2,1,42699.823,29.7,1,53370.0,11.1,0.0,0.0,93.89999999999894,0.0,37.50000000000026,37.50000000000026,0.0,93.89999999999894,9.990393091913351e-05,0.7144690870758972,0.2853311050622645,9.990393091913351e-05,9.990393091913354e-05,9.990393091913354e-05,0.28533110506226456,0.7144690870758973,0.6940337319546832,0.6070515183328574,0.9565462781203279,0.8948237834973869,0.7844551138634899,0.6582842218027032,0.7141680687728922,0.4557578888242804,0.7500903483048411,0.8926259804987373,0.6693686877577988,0.09060074385357036,0.6589990402806509,-0.17845791172584513,-0.2135669692597369,18.6,36392.10140624906,-1020.7383932173107
756,771,190.6,60000.0,0.0,180.0,BehaviorType.ATTACK,46189.64192004717,64690.93873139466,1,60000.0,0.0,180.0,BehaviorType.ATTACK,21848.446411527595,12241.040660908771,1,2,1,46110.0,23.2,1,21776.343,70.4,64.00000000000064,64.00000000000064,43.20000000000034,0.0,83.49999999999955,83.49999999999955,0.0,43.20000000000034,0.33557212373005857,0.22651118351778904,0.437816755179054,9.993757309835708e-05,0.33557212373005857,9.993757309835708e-05,0.437816755179054,0.22651118351778904,0.7638670412612737,0.6681518586908436,0.9883152752127996,0.06479603372385453,0.06624254206319209,0.7510424371485119,0.7712030238664682,0.523830701450803,0.9256000701961422,0.3642244317706678,0.03474479157233033,0.17427162858416242,0.7506205185276131,0.4069785920958004,0.4869105241098323,-47.2,33948.6012591384,42842.49231986706
757,772,120.6,60000.0,0.0,180.0,BehaviorType.ATTACK,63532.82954408781,46103.53128478564,1,60000.0,0.0,180.0,BehaviorType.ATTACK,29245.68872975268,59254.51394676514,1,2,1,59790.0,0.4,0,-1.0,-1.0,0.0,0.0,0.0,94.39999999999893,26.3000000000001,26.3000000000001,94.39999999999893,0.0,9.989718707413314e-05,9.989718707413314e-05,0.21785207463098769,0.781948130994864,9.989718707413314e-05,0.781948130994864,0.21785207463098769,9.989718707413314e-05,1.0,0.9226762101573524,0.937049009899595,,0.3002816425730403,0.9763184092790074,1.0,0.8707561666688579,0.6592622843738829,0.0,0.18323521570870135,0.8470904326967913,-0.18820622704770207,1.0,0.6858648211544195,1.4,4278.315597322668,16857.84255503296
758,773,80.1,60000.0,0.0,180.0,BehaviorType.ATTACK,41596.79256607584,31821.788422997102,0,60000.0,0.0,180.0,BehaviorType.ATTACK,51057.48145768072,26093.996279196614,1,0,1,41488.557,31.1,1,50970.0,15.1,0.0,0.0,19.300000000000004,0.0,60.800000000000594,60.800000000000594,0.0,19.40000000000001,9.998000399919941e-05,0.24090063385574895,0.7588994061362527,9.998000399919941e-05,9.985536554917509e-05,9.985536554917509e-05,0.7579533365031093,0.24184695276579246,0.6678789885119802,0.5845355674113709,0.8809385981950419,0.8522202261296097,0.7475045369350233,0.8591646309924088,0.6939097355789333,0.43195737151033387,0.4546200940943797,0.8524861601244335,0.6210797818336873,0.37252392481103486,0.08197152839496608,-0.15857642454550014,-0.1892474420592486,16.0,15502.796286879227,-19235.693034683616
759,774,70.3,60000.0,0.0,180.0,BehaviorType.ATTACK,50619.91832433871,11744.616450441305,1,60000.0,0.0,180.0,BehaviorType.ATTACK,20117.589731364074,3541.156577238146,0,3,1,50550.0,15.8,0,-1.0,-1.0,0.0,0.0,0.0,0.0,70.40000000000029,70.3000000000003,0.0,0.0,9.998000399920017e-05,9.998000399920017e-05,0.9997000599880025,9.998000399920017e-05,9.998000399920017e-05,9.998000399920017e-05,0.9997000599880025,9.998000399920017e-05,0.8474225381940865,0.741275095735566,0.7300817779877979,,0.0,0.5738638972640413,0.8454616915589303,0.6124519939099183,0.16693556659354378,0.0,0.0,0.04976592424057957,0.1174012825624387,0.8454616915589303,0.6101551091267207,16.8,47078.761747100565,-8372.97328092277
760,775,166.9,60000.0,0.0,180.0,BehaviorType.ATTACK,29248.8405456412,43604.395641134,1,60000.0,0.0,180.0,BehaviorType.ATTACK,32099.491668493087,11017.233254299468,1,2,1,29130.62,51.5,1,32010.0,46.7,42.600000000000335,42.600000000000335,53.70000000000049,0.0,70.70000000000027,70.70000000000027,0.0,53.70000000000049,0.2550643291996749,0.32152475300522443,0.4233109876623696,9.993013273104557e-05,0.2550643291996749,9.993013273104557e-05,0.4233109876623696,0.32152475300522443,0.3464762862304842,0.30335976796655467,0.9286141597976357,0.42148720721230143,0.37500984103972435,0.7359958871751852,0.4872241641718653,0.1849543930474012,0.6234523277830246,0.5353815791674332,0.2405217544680351,0.1567574868237245,0.46636111085053766,-0.048157414995567915,-0.05702316600662777,4.799999999999997,18231.60729134173,11504.90397264091
761,776,152.1,60000.0,0.0,180.0,BehaviorType.ATTACK,40973.69736389576,65362.55007505415,1,60000.0,0.0,180.0,BehaviorType.ATTACK,36118.87119867111,34045.10905426913,1,2,1,40890.0,31.9,1,36033.808,40.0,88.09999999999927,88.09999999999927,6.799999999999992,0.0,57.300000000000544,57.300000000000544,0.0,6.799999999999992,0.5787857862561789,0.04467359076665203,0.37644069866605717,9.992431111187915e-05,0.5787857862561789,9.992431111187915e-05,0.37644069866605717,0.04467359076665203,0.6546711394397928,0.5724858412843667,0.9898784439027222,0.5311260637669067,0.46969641943111057,0.897159142546495,0.6838989145523574,0.4194932502900907,0.935223546666284,0.602679466809386,0.3212057912381581,0.4863138198090362,0.44818988563883444,0.0812194477429714,0.09711379836476358,-8.100000000000001,6928.588309626626,29243.678876383034
762,777,144.2,60000.0,0.0,180.0,BehaviorType.ATTACK,45714.98447600947,60787.3384707637,1,60000.0,0.0,180.0,BehaviorType.ATTACK,38782.62230154489,49702.12634345312,1,2,1,45630.0,24.0,1,38713.919,35.6,93.39999999999895,93.39999999999895,0.0,0.5,50.400000000000446,50.400000000000446,0.5,0.0,0.6471979723162754,9.992071478373442e-05,0.3492374497295603,0.003464657239380528,0.6471979723162754,0.003464657239380528,0.3492374497295603,9.992071478373442e-05,0.754356185716048,0.6599050452450107,0.9788954482098692,0.5975538608600998,0.5268066285420652,0.9512067905789481,0.7631750597916074,0.5143358635835282,0.8696656289278784,0.647504122694051,0.37467727615692725,0.7103843875041207,0.15864258999718917,0.11567093709755638,0.13867191110257088,-11.600000000000001,-3987.14186744365,22004.71616921881
763,778,120.6,60000.0,0.0,180.0,BehaviorType.ATTACK,58673.57660522441,34338.13480043412,1,60000.0,0.0,180.0,BehaviorType.ATTACK,60708.14481890899,49601.325863491154,1,2,1,58590.003,2.4,1,59790.0,0.4,0.0,0.0,0.0,93.79999999999896,26.90000000000011,26.90000000000011,93.79999999999896,0.0,9.989718707413309e-05,9.989718707413309e-05,0.22282208393815844,0.7769781216876933,9.989718707413309e-05,0.7769781216876933,0.22282208393815844,9.989718707413309e-05,0.9815732047376531,0.8591513145203675,0.8924569661998377,1.0,0.8864547295491302,0.9509167902768318,0.9799301399876235,0.77355381707941,0.49067666220123024,1.0,0.8148048261215386,0.7089418125646003,-0.21843444528226458,-0.02006986001237654,-0.04069860393322222,2.0,9072.250741733253,-26370.010018474874
764,779,169.2,60000.0,0.0,180.0,BehaviorType.ATTACK,27675.57097368378,40271.91143387979,1,60000.0,0.0,180.0,BehaviorType.ATTACK,30697.892723183395,36404.06092476339,1,2,1,27570.847,54.1,1,30630.0,49.0,96.1999999999988,96.1999999999988,0.2,0.0,72.90000000000015,72.90000000000015,0.0,0.2,0.5681653079916609,0.0011812168565315344,0.43055354420574515,9.99309460625678e-05,0.5681653079916608,9.993094606256778e-05,0.43055354420574504,0.0011812168565315342,0.296460188374934,0.25921750479834776,0.9165814499422777,0.38068285772520233,0.3391769597642655,0.9067290037211309,0.4611370774865783,0.15348340340025265,0.5757013723258311,0.5123011824522086,0.21238640173728066,0.5200732310062234,0.05535354808199233,-0.051164104965630286,-0.060457189399852285,5.100000000000001,-8728.48995107961,9574.018710696393
765,780,120.6,60000.0,0.0,180.0,BehaviorType.ATTACK,69411.23107536786,56713.87928109826,1,60000.0,0.0,180.0,BehaviorType.ATTACK,67236.18647889265,7430.563931270414,1,2,1,59790.0,0.4,1,59790.0,0.4,0.0,0.0,94.09999999999891,0.0,26.600000000000104,26.600000000000104,0.0,94.09999999999891,9.989718707413314e-05,0.7794631263412786,0.22033707928457313,9.989718707413314e-05,9.989718707413314e-05,9.989718707413314e-05,0.22033707928457313,0.7794631263412786,1.0,0.9933263412437725,0.9683975816950557,1.0,0.9684269223715994,0.67973445641322,1.0,0.9883451145708543,0.8112972898074727,1.0,0.9458471298842009,0.10542797645134695,0.7053029478328776,0.0,0.04350863144997663,0.0,61980.667144097446,-10522.307197794384
766,781,120.6,60000.0,0.0,180.0,BehaviorType.ATTACK,33810.80099489121,62398.86502574327,1,60000.0,0.0,180.0,BehaviorType.ATTACK,63864.854895803765,35205.34285573408,1,2,0,-1.0,-1.0,1,59790.0,0.4,0.0,0.0,95.19999999999888,0.0,25.50000000000009,25.50000000000009,0.0,95.19999999999888,9.989718707413318e-05,0.7885748100710918,0.21122539555475997,9.989718707413318e-05,9.989718707413318e-05,9.989718707413318e-05,0.21122539555475997,0.7885748100710918,,0.4190771950280732,0.9828555481244863,1.0,0.9271394325947081,0.9019461443433712,0.0,0.2762098349806123,0.8927570910201527,1.0,0.878171848320986,0.5029181475524098,0.3891716945648459,-1.0,-0.6011880201774238,-1.4,-1394.5418608428736,-1465.9898700604972
