run_number,total_run_time,viper_initial_contact_range,viper_initial_contact_ata,viper_initial_contact_aa,viper_briefed_behavior,viper_briefed_launch_range,viper_briefed_evasion_range,viper_alive,cobra_initial_contact_range,cobra_initial_contact_ata,cobra_initial_contact_aa,cobra_briefed_behavior,cobra_briefed_launch_range,cobra_briefed_evasion_range,cobra_alive,outcome,viper_launched,viper_launch_range,viper_time_at_launch,cobra_launched,cobra_launch_range,cobra_time_at_launch
110,300.0,50000.0,-0.005,-179.995,BehaviorType.ATTACK,49557.20500706199,18660.765031204723,1,50000.0,-0.005,-179.995,BehaviorType.ATTACK,49158.01909325642,5416.247595583445,0,VIPER_WIN,True,49490.0,0.9,True,49070.0,1.6
111,300.0,50000.0,0.004,179.99599999999998,BehaviorType.ATTACK,49643.84999704199,40319.501262968406,1,50000.0,0.004,179.99599999999998,BehaviorType.ATTACK,49885.655519367836,3355.4854199821684,1,BOTH_SURVIVED,True,49550.0,0.8,True,49790.0,0.4
112,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49750.50247007854,34377.37664864964,1,50000.0,0.0,180.0,BehaviorType.ATTACK,49092.82774849738,47741.06513035314,1,BOTH_SURVIVED,True,49670.0,0.6,True,49010.0,1.7
113,300.0,50000.0,0.004,179.99599999999998,BehaviorType.ATTACK,49643.75137718038,28462.911635624085,0,50000.0,0.004,179.99599999999998,BehaviorType.ATTACK,49658.30591979799,14622.603533680323,1,COBRA_WIN,True,49550.0,0.8,True,49550.0,0.8
114,300.0,50000.001,-0.009000000000000001,-179.99099999999999,BehaviorType.ATTACK,49239.84347358888,21698.80995045841,0,50000.001,-0.009000000000000001,-179.99099999999999,BehaviorType.ATTACK,49522.33683600167,1853.0801459481106,1,COBRA_WIN,True,49130.001,1.5,True,49430.001,1.0
115,300.0,50000.0,0.003,179.997,BehaviorType.ATTACK,49236.15133461142,31511.295617131953,0,50000.0,0.003,179.997,BehaviorType.ATTACK,49298.38369042967,17828.546341949917,1,COBRA_WIN,True,49130.0,1.5,True,49190.0,1.4
116,300.0,50000.0,-0.005,-179.995,BehaviorType.ATTACK,49678.69233406745,18411.37863211587,1,50000.0,-0.005,-179.995,BehaviorType.ATTACK,49032.259380383526,44238.531196028925,1,BOTH_SURVIVED,True,49610.0,0.7,True,48950.0,1.8
117,300.0,50000.0,-0.006999999999999999,-179.993,BehaviorType.ATTACK,49858.68844908759,39153.70959755293,1,50000.0,-0.006999999999999999,-179.993,BehaviorType.ATTACK,49545.79393604669,28139.406650973215,1,BOTH_SURVIVED,True,49790.0,0.4,True,49430.0,1.0
118,300.0,50000.0,-0.003,-179.997,BehaviorType.ATTACK,49301.89219259999,12922.940700885798,1,50000.0,-0.003,-179.997,BehaviorType.ATTACK,49047.3121257904,41231.36814385907,1,BOTH_SURVIVED,True,49190.0,1.4,True,48950.0,1.8
119,300.0,50000.0,-0.005,-179.995,BehaviorType.ATTACK,49375.143183679786,42969.89201475671,1,50000.0,-0.005,-179.995,BehaviorType.ATTACK,49183.78998346926,26791.755354116754,1,BOTH_SURVIVED,True,49310.0,1.2,True,49070.0,1.6
120,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49207.16152588936,3538.8110841986895,1,50000.0,0.0,180.0,BehaviorType.ATTACK,49385.97049989138,46471.507799200765,1,BOTH_SURVIVED,True,49130.0,1.5,True,49310.0,1.2
121,300.0,50000.0,0.006,179.99400000000003,BehaviorType.ATTACK,49453.04431320061,23274.427852093228,1,50000.0,0.006,179.99400000000003,BehaviorType.ATTACK,49778.64977101934,27404.125353281233,0,VIPER_WIN,True,49370.0,1.1,True,49670.0,0.6
122,300.0,50000.001,-0.009000000000000001,-179.99099999999999,BehaviorType.ATTACK,49241.31255585607,20735.46995004781,1,50000.001,-0.009000000000000001,-179.99099999999999,BehaviorType.ATTACK,49680.97177644965,34448.271019227635,0,VIPER_WIN,True,49130.001,1.5,True,49610.001,0.7
123,300.0,50000.0,0.006999999999999999,179.993,BehaviorType.ATTACK,49065.36055124231,476.37951585878244,0,50000.0,0.006999999999999999,179.993,BehaviorType.ATTACK,49315.558536902754,2007.1284185496975,1,COBRA_WIN,True,48950.0,1.8,True,49250.0,1.3
124,300.0,50000.0,0.001,179.99900000000002,BehaviorType.ATTACK,49191.33945004684,39176.67582198229,1,50000.0,0.001,179.99900000000002,BehaviorType.ATTACK,49597.62995095108,28222.314819495386,1,BOTH_SURVIVED,True,49130.0,1.5,True,49490.0,0.9
125,300.0,50000.0,-0.001,-179.99900000000002,BehaviorType.ATTACK,49881.75574291742,21723.157418632567,1,50000.0,-0.001,-179.99900000000002,BehaviorType.ATTACK,49744.36774421894,6901.699029822561,0,VIPER_WIN,True,49790.0,0.4,True,49670.0,0.6
126,300.0,50000.0,-0.005,-179.995,BehaviorType.ATTACK,49945.97888016644,1714.2155396451585,1,50000.0,-0.005,-179.995,BehaviorType.ATTACK,49441.31067945264,5887.366706936148,0,VIPER_WIN,True,49790.0,0.4,True,49370.0,1.1
127,300.0,50000.0,-0.001,-179.99900000000002,BehaviorType.ATTACK,49600.75175323586,16223.924174981885,1,50000.0,-0.001,-179.99900000000002,BehaviorType.ATTACK,49085.86903300101,17731.17981927261,0,VIPER_WIN,True,49490.0,0.9,True,49010.0,1.7
128,300.0,50000.0,0.006,179.99400000000003,BehaviorType.ATTACK,49899.47287123644,21513.21100625822,1,50000.0,0.006,179.99400000000003,BehaviorType.ATTACK,49512.63544276124,31630.698031150656,0,VIPER_WIN,True,49790.0,0.4,True,49430.0,1.0
129,300.0,50000.0,-0.005,-179.995,BehaviorType.ATTACK,49731.56512981437,23630.726970256455,1,50000.0,-0.005,-179.995,BehaviorType.ATTACK,49253.87994193265,11534.501506635243,0,VIPER_WIN,True,49670.0,0.6,True,49190.0,1.4
130,300.0,50000.0,0.001,179.99900000000002,BehaviorType.ATTACK,49834.67597737545,14396.006471049182,1,50000.0,0.001,179.99900000000002,BehaviorType.ATTACK,49532.32436155589,9943.441762067123,0,VIPER_WIN,True,49730.0,0.5,True,49430.0,1.0
131,300.0,50000.0,-0.002,-179.998,BehaviorType.ATTACK,49680.34040069759,14040.480265603966,1,50000.0,-0.002,-179.998,BehaviorType.ATTACK,49478.58007867275,34200.72421930046,0,VIPER_WIN,True,49610.0,0.7,True,49370.0,1.1
132,300.0,50000.0,-0.003,-179.997,BehaviorType.ATTACK,49049.96554546565,2756.4762778706454,0,50000.0,-0.003,-179.997,BehaviorType.ATTACK,49253.22028998902,6576.729856111624,1,COBRA_WIN,True,48950.0,1.8,True,49190.0,1.4
133,300.0,50000.0,0.006999999999999999,179.993,BehaviorType.ATTACK,49587.255994093226,30317.545989778177,0,50000.0,0.006999999999999999,179.993,BehaviorType.ATTACK,49190.55704136172,23927.313445527678,1,COBRA_WIN,True,49490.0,0.9,True,49130.0,1.5
134,300.0,50000.0,0.001,179.99900000000002,BehaviorType.ATTACK,49745.41838381045,23469.886500116703,1,50000.0,0.001,179.99900000000002,BehaviorType.ATTACK,49095.87719936222,32371.699872708985,0,VIPER_WIN,True,49670.0,0.6,True,49010.0,1.7
135,300.0,50000.0,-0.002,-179.998,BehaviorType.ATTACK,49201.47060050014,48375.9961281981,1,50000.0,-0.002,-179.998,BehaviorType.ATTACK,49893.12497624285,25144.580475586114,1,BOTH_SURVIVED,True,49130.0,1.5,True,49790.0,0.4
136,300.0,50000.0,0.006999999999999999,179.993,BehaviorType.ATTACK,49040.055893324,4056.50415950195,0,50000.0,0.006999999999999999,179.993,BehaviorType.ATTACK,49406.849575763306,23037.085738587222,1,COBRA_WIN,True,48950.0,1.8,True,49310.0,1.2
137,300.0,50000.0,-0.005,-179.995,BehaviorType.ATTACK,49923.05694807051,36139.72247257189,1,50000.0,-0.005,-179.995,BehaviorType.ATTACK,49149.47271281034,33284.78003563343,1,BOTH_SURVIVED,True,49790.0,0.4,True,49070.0,1.6
138,300.0,50000.0,-0.005,-179.995,BehaviorType.ATTACK,49911.56039500161,38424.03051269423,1,50000.0,-0.005,-179.995,BehaviorType.ATTACK,49806.65067456519,49024.15200216098,1,BOTH_SURVIVED,True,49790.0,0.4,True,49730.0,0.5
139,300.0,50000.0,0.002,179.998,BehaviorType.ATTACK,49813.5027923622,31934.263688140014,0,50000.0,0.002,179.998,BehaviorType.ATTACK,49043.6700402098,17374.204701593582,1,COBRA_WIN,True,49730.0,0.5,True,48950.0,1.8
140,300.0,50000.001,-0.01,-179.99,BehaviorType.ATTACK,49133.8405336555,2896.2527264449755,1,50000.001,-0.01,-179.99,BehaviorType.ATTACK,49816.19573671906,31895.272515248278,0,VIPER_WIN,True,49070.001,1.6,True,49730.001,0.5
141,300.0,50000.0,0.003,179.997,BehaviorType.ATTACK,49461.91830691545,45648.58259126248,1,50000.0,0.003,179.997,BehaviorType.ATTACK,49901.37494057855,43163.116551332845,1,BOTH_SURVIVED,True,49370.0,1.1,True,49790.0,0.4
142,300.0,50000.001,-0.008,-179.99200000000002,BehaviorType.ATTACK,49893.95509632989,1343.2903321445533,1,50000.001,-0.008,-179.99200000000002,BehaviorType.ATTACK,49239.19430073003,39787.97609816204,1,BOTH_SURVIVED,True,49790.001,0.4,True,49130.001,1.5
143,300.0,50000.0,0.005,179.995,BehaviorType.ATTACK,49493.67250089193,32118.66168702504,0,50000.0,0.005,179.995,BehaviorType.ATTACK,49212.2885042676,25923.471286767286,1,COBRA_WIN,True,49430.0,1.0,True,49130.0,1.5
144,300.0,50000.001,0.008,179.99200000000002,BehaviorType.ATTACK,49079.448221484956,41869.23850922109,1,50000.001,0.008,179.99200000000002,BehaviorType.ATTACK,49999.44784330365,48251.40423010542,1,BOTH_SURVIVED,True,49010.001,1.7,True,49790.001,0.4
145,300.0,50000.001,0.01,179.99,BehaviorType.ATTACK,49258.27596545864,29541.65822391502,1,50000.001,0.01,179.99,BehaviorType.ATTACK,49363.61186761672,44304.80898803177,1,BOTH_SURVIVED,True,49190.001,1.4,True,49250.001,1.3
146,300.0,50000.0,0.005,179.995,BehaviorType.ATTACK,49828.21911103339,33799.51261392831,0,50000.0,0.005,179.995,BehaviorType.ATTACK,49336.20988495906,18052.32910000205,1,COBRA_WIN,True,49730.0,0.5,True,49250.0,1.3
147,300.0,50000.0,0.004,179.99599999999998,BehaviorType.ATTACK,49822.164610811604,41582.96221366358,1,50000.0,0.004,179.99599999999998,BehaviorType.ATTACK,49122.10560294217,9050.797147980566,1,BOTH_SURVIVED,True,49730.0,0.5,True,49010.0,1.7
148,300.0,50000.001,-0.011000000000000001,-179.989,BehaviorType.ATTACK,49817.38019170634,31350.60355975504,1,50000.001,-0.011000000000000001,-179.989,BehaviorType.ATTACK,49220.96725819981,32290.847553164658,1,BOTH_SURVIVED,True,49730.001,0.5,True,49130.001,1.5
149,300.0,50000.0,-0.002,-179.998,BehaviorType.ATTACK,49460.62348591186,1825.979487130175,1,50000.0,-0.002,-179.998,BehaviorType.ATTACK,49962.96522753397,30273.044800861648,0,VIPER_WIN,True,49370.0,1.1,True,49790.0,0.4
150,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49602.09073298156,34645.68069586131,0,50000.0,0.0,180.0,BehaviorType.ATTACK,49230.79631502365,30427.336830701566,1,COBRA_WIN,True,49490.0,0.9,True,49130.0,1.5
151,300.0,50000.0,-0.001,-179.99900000000002,BehaviorType.ATTACK,49622.39372772127,8651.671082465922,1,50000.0,-0.001,-179.99900000000002,BehaviorType.ATTACK,49101.5930749072,23618.436309369845,0,VIPER_WIN,True,49550.0,0.8,True,49010.0,1.7
152,300.0,50000.0,0.001,179.99900000000002,BehaviorType.ATTACK,49107.23730802209,37363.317853999775,1,50000.0,0.001,179.99900000000002,BehaviorType.ATTACK,49182.80416441915,24394.18169333695,1,BOTH_SURVIVED,True,49010.0,1.7,True,49070.0,1.6
153,300.0,50000.0,0.006,179.99400000000003,BehaviorType.ATTACK,49356.66654576196,36818.61906906151,1,50000.0,0.006,179.99400000000003,BehaviorType.ATTACK,49792.15007001875,13824.935346303007,1,BOTH_SURVIVED,True,49250.0,1.3,True,49730.0,0.5
154,300.0,50000.0,0.006,179.99400000000003,BehaviorType.ATTACK,49229.49910922389,42863.996464829346,1,50000.0,0.006,179.99400000000003,BehaviorType.ATTACK,49940.418218027735,10155.292597865917,1,BOTH_SURVIVED,True,49130.0,1.5,True,49790.0,0.4
155,300.0,50000.0,-0.003,-179.997,BehaviorType.ATTACK,49324.50780508967,46419.215935822096,1,50000.0,-0.003,-179.997,BehaviorType.ATTACK,49002.31725545392,24390.945101053745,1,BOTH_SURVIVED,True,49250.0,1.3,True,48890.0,1.9
156,300.0,50000.0,0.002,179.998,BehaviorType.ATTACK,49045.27847499047,42211.56232636426,1,50000.0,0.002,179.998,BehaviorType.ATTACK,49554.89496329259,5775.040368804584,1,BOTH_SURVIVED,True,48950.0,1.8,True,49490.0,0.9
157,300.0,50000.0,0.003,179.997,BehaviorType.ATTACK,49821.03292548211,11229.663248974332,1,50000.0,0.003,179.997,BehaviorType.ATTACK,49083.21454286121,33326.34230216951,0,VIPER_WIN,True,49730.0,0.5,True,49010.0,1.7
158,300.0,50000.0,-0.001,-179.99900000000002,BehaviorType.ATTACK,49218.29837117954,38143.03789653731,1,50000.0,-0.001,-179.99900000000002,BehaviorType.ATTACK,49468.36258681673,11807.912898397222,1,BOTH_SURVIVED,True,49130.0,1.5,True,49370.0,1.1
159,300.0,50000.0,0.005,179.995,BehaviorType.ATTACK,49450.62286725156,32002.529335355062,0,50000.0,0.005,179.995,BehaviorType.ATTACK,49531.07924165921,8908.309542339442,1,COBRA_WIN,True,49370.0,1.1,True,49430.0,1.0
160,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49117.821113397906,24972.69057635543,0,50000.0,0.0,180.0,BehaviorType.ATTACK,49272.290624549845,21034.578413545634,1,COBRA_WIN,True,49010.0,1.7,True,49190.0,1.4
161,300.0,50000.0,0.001,179.99900000000002,BehaviorType.ATTACK,49407.18429248311,22261.041950074436,0,50000.0,0.001,179.99900000000002,BehaviorType.ATTACK,49762.59305607009,3564.3404305882477,1,COBRA_WIN,True,49310.0,1.2,True,49670.0,0.6
162,300.0,50000.0,0.003,179.997,BehaviorType.ATTACK,49084.49231284306,25843.549368606135,0,50000.0,0.003,179.997,BehaviorType.ATTACK,49860.45694723279,14059.832798303496,1,COBRA_WIN,True,49010.0,1.7,True,49790.0,0.4
163,300.0,50000.0,0.001,179.99900000000002,BehaviorType.ATTACK,49645.328831549225,21552.442008831924,0,50000.0,0.001,179.99900000000002,BehaviorType.ATTACK,49708.54091684383,24851.627279584038,1,COBRA_WIN,True,49550.0,0.8,True,49610.0,0.7
164,300.0,50000.0,-0.001,-179.99900000000002,BehaviorType.ATTACK,49877.451545844,7441.3060668539865,0,50000.0,-0.001,-179.99900000000002,BehaviorType.ATTACK,49850.760309359495,7823.158607207242,0,MUTUAL_KILL,True,49790.0,0.4,True,49790.0,0.4
165,300.0,50000.0,0.006,179.99400000000003,BehaviorType.ATTACK,49683.75189195601,4272.339332417696,1,50000.0,0.006,179.99400000000003,BehaviorType.ATTACK,49541.67545389887,19126.358720329794,0,VIPER_WIN,True,49610.0,0.7,True,49430.0,1.0
166,300.0,50000.0,-0.006,-179.99400000000003,BehaviorType.ATTACK,49674.94367503518,30553.917190765475,1,50000.0,-0.006,-179.99400000000003,BehaviorType.ATTACK,49988.15207142607,33734.5608149897,1,BOTH_SURVIVED,True,49610.0,0.7,True,49790.0,0.4
167,300.0,50000.0,-0.006,-179.99400000000003,BehaviorType.ATTACK,49718.94023357536,34789.207843584605,1,50000.0,-0.006,-179.99400000000003,BehaviorType.ATTACK,49235.69810863661,36419.76440055044,1,BOTH_SURVIVED,True,49610.0,0.7,True,49130.0,1.5
168,300.0,50000.0,-0.008,-179.99200000000002,BehaviorType.ATTACK,49656.74040299911,43511.26886332304,1,50000.0,-0.008,-179.99200000000002,BehaviorType.ATTACK,49940.320304608445,33327.8535527024,1,BOTH_SURVIVED,True,49550.001,0.8,True,49790.0,0.4
169,300.0,50000.0,0.001,179.99900000000002,BehaviorType.ATTACK,49030.01560145175,28166.789103569357,1,50000.0,0.001,179.99900000000002,BehaviorType.ATTACK,49225.88049235436,48453.15339640926,1,BOTH_SURVIVED,True,48950.0,1.8,True,49130.0,1.5
170,300.0,50000.0,-0.001,-179.99900000000002,BehaviorType.ATTACK,49879.11504033244,27506.226278652273,0,50000.0,-0.001,-179.99900000000002,BehaviorType.ATTACK,49701.68401669708,11024.852131448604,1,COBRA_WIN,True,49790.0,0.4,True,49610.0,0.7
171,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49597.14746846357,2018.828547939272,0,50000.0,0.0,180.0,BehaviorType.ATTACK,49567.154103540626,18420.56516312352,0,MUTUAL_KILL,True,49490.0,0.9,True,49490.0,0.9
172,300.0,50000.0,0.001,179.99900000000002,BehaviorType.ATTACK,49990.17440173617,15415.595316090108,1,50000.0,0.001,179.99900000000002,BehaviorType.ATTACK,49172.83268654062,32291.301081020185,0,VIPER_WIN,True,49790.0,0.4,True,49070.0,1.6
173,300.0,50000.0,0.001,179.99900000000002,BehaviorType.ATTACK,49563.90819281787,13996.748397096797,1,50000.0,0.001,179.99900000000002,BehaviorType.ATTACK,49352.747590714294,11834.053468291822,0,VIPER_WIN,True,49490.0,0.9,True,49250.0,1.3
174,300.0,50000.0,-0.005,-179.995,BehaviorType.ATTACK,49944.514913858504,34369.572852139245,0,50000.0,-0.005,-179.995,BehaviorType.ATTACK,49452.91954804077,3307.874442544817,1,COBRA_WIN,True,49790.0,0.4,True,49370.0,1.1
175,300.0,50000.0,-0.0,-180.0,BehaviorType.ATTACK,49519.24023254226,2987.053196220907,1,50000.0,-0.0,-180.0,BehaviorType.ATTACK,49081.560732055426,1043.2012031241,0,VIPER_WIN,True,49430.0,1.0,True,49010.0,1.7
176,300.0,50000.0,0.002,179.998,BehaviorType.ATTACK,49726.90356711605,18494.53065422238,1,50000.0,0.002,179.998,BehaviorType.ATTACK,49002.54332041368,27638.772537306268,0,VIPER_WIN,True,49610.0,0.7,True,48890.0,1.9
177,300.0,50000.0,-0.004,-179.99599999999998,BehaviorType.ATTACK,49735.48392136684,4110.13906038824,1,50000.0,-0.004,-179.99599999999998,BehaviorType.ATTACK,49426.23346913941,42060.41788976614,1,BOTH_SURVIVED,True,49670.0,0.6,True,49310.0,1.2
178,300.0,50000.0,-0.002,-179.998,BehaviorType.ATTACK,49185.302405101815,1310.1804220856939,1,50000.0,-0.002,-179.998,BehaviorType.ATTACK,49543.92233539082,47646.40123172995,1,BOTH_SURVIVED,True,49070.0,1.6,True,49430.0,1.0
179,300.0,50000.0,0.006999999999999999,179.993,BehaviorType.ATTACK,49355.27336767268,7658.786931551969,0,50000.0,0.006999999999999999,179.993,BehaviorType.ATTACK,49594.47640230032,14853.396395096974,1,COBRA_WIN,True,49250.0,1.3,True,49490.0,0.9
180,300.0,50000.0,0.003,179.997,BehaviorType.ATTACK,49226.39053409067,24961.28152660077,0,50000.0,0.003,179.997,BehaviorType.ATTACK,49238.24377420991,24729.33528960311,0,MUTUAL_KILL,True,49130.0,1.5,True,49130.0,1.5
181,300.0,50000.0,-0.001,-179.99900000000002,BehaviorType.ATTACK,49930.60472969094,8538.850456334485,1,50000.0,-0.001,-179.99900000000002,BehaviorType.ATTACK,49730.72749599452,44820.586179766404,1,BOTH_SURVIVED,True,49790.0,0.4,True,49670.0,0.6
182,300.0,50000.0,-0.006999999999999999,-179.993,BehaviorType.ATTACK,49759.95607642203,13106.493528123225,0,50000.0,-0.006999999999999999,-179.993,BehaviorType.ATTACK,49732.772818072415,13207.05868366087,0,MUTUAL_KILL,True,49670.0,0.6,True,49670.0,0.6
183,300.0,50000.0,0.0,180.0,BehaviorType.ATTACK,49822.313605149015,49182.726561616655,1,50000.0,0.0,180.0,BehaviorType.ATTACK,49229.646151302586,648.6263199337205,1,BOTH_SURVIVED,True,49730.0,0.5,True,49130.0,1.5
184,300.0,50000.0,0.005,179.995,BehaviorType.ATTACK,49866.47698833649,37646.54288298092,1,50000.0,0.005,179.995,BehaviorType.ATTACK,49438.056367448524,10968.623387077176,1,BOTH_SURVIVED,True,49790.0,0.4,True,49370.0,1.1
185,300.0,50000.001,0.009000000000000001,179.99099999999999,BehaviorType.ATTACK,49818.95742292245,9072.117771862442,1,50000.001,0.009000000000000001,179.99099999999999,BehaviorType.ATTACK,49305.38553559048,11003.605450837422,0,VIPER_WIN,True,49730.001,0.5,True,49190.001,1.4
186,300.0,50000.0,-0.002,-179.998,BehaviorType.ATTACK,49793.7957547708,21042.447216821136,1,50000.0,-0.002,-179.998,BehaviorType.ATTACK,49029.02105074242,18070.18684623081,0,VIPER_WIN,True,49730.0,0.5,True,48950.0,1.8
187,300.0,50000.0,0.008,179.99200000000002,BehaviorType.ATTACK,49640.17618164779,9233.895533030145,1,50000.0,0.008,179.99200000000002,BehaviorType.ATTACK,49075.905620967096,3266.483962899197,0,VIPER_WIN,True,49550.0,0.8,True,49010.001,1.7
188,300.0,50000.001,0.008,179.99200000000002,BehaviorType.ATTACK,49994.02391592084,17037.49372693777,1,50000.001,0.008,179.99200000000002,BehaviorType.ATTACK,49775.44009225527,28862.224681631025,0,VIPER_WIN,True,49790.001,0.4,True,49670.001,0.6
189,300.0,50000.0,0.006999999999999999,179.993,BehaviorType.ATTACK,49324.69564118915,22889.68979768395,0,50000.0,0.006999999999999999,179.993,BehaviorType.ATTACK,49895.53111801093,23079.272753375157,1,COBRA_WIN,True,49250.0,1.3,True,49790.0,0.4
190,300.0,50000.0,-0.006,-179.99400000000003,BehaviorType.ATTACK,49918.01180625165,24673.263140413794,1,50000.0,-0.006,-179.99400000000003,BehaviorType.ATTACK,49057.26548582379,41980.33148874758,1,BOTH_SURVIVED,True,49790.0,0.4,True,48950.001,1.8
191,300.0,50000.001,-0.008,-179.99200000000002,BehaviorType.ATTACK,49709.19298150022,20554.077757108695,1,50000.001,-0.008,-179.99200000000002,BehaviorType.ATTACK,49613.96092843631,35660.862596586536,0,VIPER_WIN,True,49610.001,0.7,True,49550.001,0.8
192,300.0,50000.001,-0.011000000000000001,-179.989,BehaviorType.ATTACK,49804.45620578202,229.41254345760774,1,50000.001,-0.011000000000000001,-179.989,BehaviorType.ATTACK,49771.33977451189,21890.635539256466,0,VIPER_WIN,True,49730.001,0.5,True,49670.001,0.6
193,300.0,50000.0,0.001,179.99900000000002,BehaviorType.ATTACK,49986.853828921834,8188.026898047696,1,50000.0,0.001,179.99900000000002,BehaviorType.ATTACK,49977.58092527004,36513.23652551885,1,BOTH_SURVIVED,True,49790.0,0.4,True,49790.0,0.4
194,300.0,50000.0,-0.0,-180.0,BehaviorType.ATTACK,49242.49656093839,26167.748582995642,0,50000.0,-0.0,-180.0,BehaviorType.ATTACK,49081.82658630816,9298.459204055482,1,COBRA_WIN,True,49130.0,1.5,True,49010.0,1.7
195,300.0,50000.0,-0.004,-179.99599999999998,BehaviorType.ATTACK,49645.665811358325,13454.326897165714,1,50000.0,-0.004,-179.99599999999998,BehaviorType.ATTACK,49360.65048700383,16170.731912230001,0,VIPER_WIN,True,49550.0,0.8,True,49250.0,1.3
196,300.0,50000.0,-0.001,-179.99900000000002,BehaviorType.ATTACK,49501.17381191349,2264.2935326199154,0,50000.0,-0.001,-179.99900000000002,BehaviorType.ATTACK,49500.54834628236,6099.445909837626,0,MUTUAL_KILL,True,49430.0,1.0,True,49430.0,1.0
197,300.0,50000.0,-0.005,-179.995,BehaviorType.ATTACK,49781.46926458373,1766.0786036009679,1,50000.0,-0.005,-179.995,BehaviorType.ATTACK,49653.957326779644,5388.453076648559,0,VIPER_WIN,True,49670.0,0.6,True,49550.0,0.8
198,300.0,50000.0,0.002,179.998,BehaviorType.ATTACK,49863.570603979584,33206.27606701538,0,50000.0,0.002,179.998,BehaviorType.ATTACK,49026.20133108154,16022.234337257412,1,COBRA_WIN,True,49790.0,0.4,True,48950.0,1.8
199,300.0,50000.0,0.004,179.99599999999998,BehaviorType.ATTACK,49216.68229966518,28278.104475168842,1,50000.0,0.004,179.99599999999998,BehaviorType.ATTACK,49690.14426529991,31760.98170602723,1,BOTH_SURVIVED,True,49130.0,1.5,True,49610.0,0.7
200,300.0,50000.0,-0.002,-179.998,BehaviorType.ATTACK,49857.13776013071,45884.194561966084,1,50000.0,-0.002,-179.998,BehaviorType.ATTACK,49019.523548683814,45820.6904434938,1,BOTH_SURVIVED,True,49790.0,0.4,True,48950.0,1.8
