,test_id,kcid,lmc_prior_code,lengthscale_prior_code,input,kernel_structure,n_kernels
335,0,8,2,1,1,['SE_1^(1) x PPoly2_1^(1) + SE_2^(1) x M52_1^(1) + SE_3^(1)'],3
336,0,8,2,1,1,['SE_1^(1) x PPoly2_1^(1) + SE_2^(1) x M52_1^(1) + SE_3^(1)'],3
337,0,8,2,1,1,['SE_1^(1) x PPoly2_1^(1) + SE_2^(1) x M52_1^(1) + SE_3^(1)'],3
338,0,8,2,1,1,['SE_1^(1) x PPoly2_1^(1) + SE_2^(1) x M52_1^(1) + SE_3^(1)'],3
339,0,8,2,1,1,['SE_1^(1) x PPoly2_1^(1) + SE_2^(1) x M52_1^(1) + SE_3^(1)'],3
340,0,8,2,1,2,['SE_1^(2) x PPoly2_1^(2) + SE_2^(2) x M52_1^(2) + SE_3^(2)'],3
341,0,8,2,1,2,['SE_1^(2) x PPoly2_1^(2) + SE_2^(2) x M52_1^(2) + SE_3^(2)'],3
342,0,8,2,1,2,['SE_1^(2) x PPoly2_1^(2) + SE_2^(2) x M52_1^(2) + SE_3^(2)'],3
343,0,8,2,1,2,['SE_1^(2) x PPoly2_1^(2) + SE_2^(2) x M52_1^(2) + SE_3^(2)'],3
344,0,8,2,1,2,['SE_1^(2) x PPoly2_1^(2) + SE_2^(2) x M52_1^(2) + SE_3^(2)'],3
345,0,8,2,1,2,['SE_1^(2) x PPoly2_1^(2) + SE_2^(2) x M52_1^(2) + SE_3^(2)'],3
346,0,8,2,1,2,['SE_1^(2) x PPoly2_1^(2) + SE_2^(2) x M52_1^(2) + SE_3^(2)'],3
347,0,8,2,1,2,['SE_1^(2) x PPoly2_1^(2) + SE_2^(2) x M52_1^(2) + SE_3^(2)'],3
348,0,8,2,1,2,['SE_1^(2) x PPoly2_1^(2) + SE_2^(2) x M52_1^(2) + SE_3^(2)'],3
349,0,8,2,1,2,['SE_1^(2) x PPoly2_1^(2) + SE_2^(2) x M52_1^(2) + SE_3^(2)'],3
350,0,8,2,1,3,['SE_1^(3) x PPoly2_1^(3) + SE_2^(3) x M52_1^(3) + SE_3^(3)'],3
351,0,8,2,1,3,['SE_1^(3) x PPoly2_1^(3) + SE_2^(3) x M52_1^(3) + SE_3^(3)'],3
352,0,8,2,1,3,['SE_1^(3) x PPoly2_1^(3) + SE_2^(3) x M52_1^(3) + SE_3^(3)'],3
353,0,8,2,1,3,['SE_1^(3) x PPoly2_1^(3) + SE_2^(3) x M52_1^(3) + SE_3^(3)'],3
354,0,8,2,1,3,['SE_1^(3) x PPoly2_1^(3) + SE_2^(3) x M52_1^(3) + SE_3^(3)'],3
355,0,8,2,1,3,['SE_1^(3) x PPoly2_1^(3) + SE_2^(3) x M52_1^(3) + SE_3^(3)'],3
356,0,8,2,1,3,['SE_1^(3) x PPoly2_1^(3) + SE_2^(3) x M52_1^(3) + SE_3^(3)'],3
357,0,8,2,1,3,['SE_1^(3) x PPoly2_1^(3) + SE_2^(3) x M52_1^(3) + SE_3^(3)'],3
358,0,8,2,1,3,['SE_1^(3) x PPoly2_1^(3) + SE_2^(3) x M52_1^(3) + SE_3^(3)'],3
359,0,8,2,1,3,['SE_1^(3) x PPoly2_1^(3) + SE_2^(3) x M52_1^(3) + SE_3^(3)'],3
