,test_id,kcid,lmc_prior_code,lengthscale_prior_code,input,time_to_converge,iterations_to_converge
88,0.0,2.0,2.0,1.0,0.0,12.27657,396.0
89,0.0,2.0,2.0,1.0,0.0,13.20971,430.0
90,0.0,2.0,2.0,1.0,1.0,9.786137,313.0
91,0.0,2.0,2.0,1.0,1.0,19.349944,628.0
92,0.0,2.0,2.0,1.0,1.0,19.898618,647.0
93,0.0,2.0,2.0,1.0,1.0,19.90967,628.0
94,0.0,2.0,2.0,1.0,1.0,19.809777,628.0
95,0.0,2.0,2.0,1.0,1.0,17.343002,549.0
96,0.0,2.0,2.0,1.0,1.0,12.595668,396.0
97,0.0,2.0,2.0,1.0,1.0,17.274338,549.0
98,0.0,2.0,2.0,1.0,1.0,12.487121,399.0
99,0.0,2.0,2.0,1.0,1.0,19.695254,628.0
100,0.0,2.0,2.0,1.0,2.0,13.055633,419.0
101,0.0,2.0,2.0,1.0,2.0,13.074376,419.0
102,0.0,2.0,2.0,1.0,2.0,7.876538,252.0
103,0.0,2.0,2.0,1.0,2.0,12.280033,397.0
104,0.0,2.0,2.0,1.0,2.0,16.34197,525.0
105,0.0,2.0,2.0,1.0,2.0,34.225156,1104.0
106,0.0,2.0,2.0,1.0,2.0,13.004146,419.0
107,0.0,2.0,2.0,1.0,2.0,12.336179,397.0
108,0.0,2.0,2.0,1.0,2.0,20.008718,647.0
109,0.0,2.0,2.0,1.0,2.0,11.904774,383.0
110,0.0,2.0,2.0,1.0,3.0,16.250344,525.0
111,0.0,2.0,2.0,1.0,3.0,7.198194,230.0
112,0.0,2.0,2.0,1.0,3.0,16.247853,525.0
113,0.0,2.0,2.0,1.0,3.0,12.515931,397.0
114,0.0,2.0,2.0,1.0,3.0,7.813942,246.0
115,0.0,2.0,2.0,1.0,3.0,13.614191,431.0
116,0.0,2.0,2.0,1.0,3.0,16.440175,525.0
117,0.0,2.0,2.0,1.0,3.0,11.576468,366.0
118,0.0,2.0,2.0,1.0,3.0,16.449491,525.0
119,0.0,2.0,2.0,1.0,3.0,16.389109,525.0
120,0.0,3.0,2.0,1.0,0.0,7.917396,246.0
121,0.0,3.0,2.0,1.0,0.0,14.035471,430.0
122,0.0,3.0,2.0,1.0,0.0,12.791408,394.0
123,0.0,3.0,2.0,1.0,0.0,12.744796,394.0
124,0.0,3.0,2.0,1.0,0.0,12.798272,394.0
125,0.0,3.0,2.0,1.0,0.0,8.155067,246.0
126,0.0,3.0,2.0,1.0,0.0,14.05567,430.0
127,0.0,3.0,2.0,1.0,0.0,21.067036,647.0
128,0.0,3.0,2.0,1.0,0.0,12.816878,394.0
129,0.0,3.0,2.0,1.0,0.0,17.30586,525.0
130,0.0,3.0,2.0,1.0,1.0,8.086875,246.0
131,0.0,3.0,2.0,1.0,1.0,13.074109,396.0
132,0.0,3.0,2.0,1.0,1.0,20.599524,628.0
133,0.0,3.0,2.0,1.0,1.0,13.68331,399.0
134,0.0,3.0,2.0,1.0,1.0,8.832196,252.0
135,0.0,3.0,2.0,1.0,1.0,16.495476,487.0
136,0.0,3.0,2.0,1.0,1.0,17.876942,525.0
137,0.0,3.0,2.0,1.0,1.0,16.426333,487.0
138,0.0,3.0,2.0,1.0,1.0,13.561496,399.0
139,0.0,3.0,2.0,1.0,1.0,12.971709,383.0
140,0.0,3.0,2.0,1.0,2.0,13.331317,397.0
141,0.0,3.0,2.0,1.0,2.0,8.347733,246.0
142,0.0,3.0,2.0,1.0,2.0,17.519104,525.0
143,0.0,3.0,2.0,1.0,2.0,13.29311,397.0
144,0.0,3.0,2.0,1.0,2.0,17.554779,525.0
145,0.0,3.0,2.0,1.0,2.0,13.931854,419.0
146,0.0,3.0,2.0,1.0,2.0,20.404633,583.0
147,0.0,3.0,2.0,1.0,2.0,14.875181,430.0
148,0.0,3.0,2.0,1.0,2.0,17.616895,525.0
149,0.0,3.0,2.0,1.0,2.0,16.143097,487.0
150,0.0,3.0,2.0,1.0,3.0,8.125424,246.0
151,0.0,3.0,2.0,1.0,3.0,13.652205,419.0
152,0.0,3.0,2.0,1.0,3.0,8.054243,246.0
153,0.0,3.0,2.0,1.0,3.0,16.984602,525.0
154,0.0,3.0,2.0,1.0,3.0,17.175729,525.0
155,0.0,3.0,2.0,1.0,3.0,8.085094,246.0
156,0.0,3.0,2.0,1.0,3.0,13.109803,394.0
157,0.0,3.0,2.0,1.0,3.0,13.08842,394.0
158,0.0,3.0,2.0,1.0,3.0,17.634044,525.0
159,0.0,3.0,2.0,1.0,3.0,8.250029,246.0
160,0.0,4.0,2.0,1.0,0.0,16.366846,458.0
161,0.0,4.0,2.0,1.0,0.0,14.067491,394.0
162,0.0,4.0,2.0,1.0,0.0,22.621692,655.0
163,0.0,4.0,2.0,1.0,0.0,22.448893,655.0
164,0.0,4.0,2.0,1.0,0.0,14.802015,430.0
165,0.0,4.0,2.0,1.0,0.0,15.100769,430.0
166,0.0,4.0,2.0,1.0,0.0,13.754658,394.0
167,0.0,4.0,2.0,1.0,0.0,19.550318,563.0
168,0.0,4.0,2.0,1.0,0.0,20.444376,583.0
169,0.0,4.0,2.0,1.0,0.0,13.790712,394.0
170,0.0,4.0,2.0,1.0,1.0,9.106555,252.0
171,0.0,4.0,2.0,1.0,1.0,14.752482,419.0
172,0.0,4.0,2.0,1.0,1.0,19.462191,549.0
173,0.0,4.0,2.0,1.0,1.0,13.975085,399.0
174,0.0,4.0,2.0,1.0,1.0,14.103485,399.0
175,0.0,4.0,2.0,1.0,1.0,14.055093,399.0
176,0.0,4.0,2.0,1.0,1.0,13.39723,383.0
177,0.0,4.0,2.0,1.0,1.0,13.838931,392.0
178,0.0,4.0,2.0,1.0,1.0,19.842703,564.0
179,0.0,4.0,2.0,1.0,1.0,19.542042,549.0
180,0.0,4.0,2.0,1.0,2.0,19.004727,525.0
181,0.0,4.0,2.0,1.0,2.0,23.148432,647.0
182,0.0,4.0,2.0,1.0,2.0,8.877702,246.0
183,0.0,4.0,2.0,1.0,2.0,14.953285,419.0
184,0.0,4.0,2.0,1.0,2.0,22.930587,647.0
185,0.0,4.0,2.0,1.0,2.0,18.58467,525.0
186,0.0,4.0,2.0,1.0,2.0,14.749489,419.0
187,0.0,4.0,2.0,1.0,2.0,8.767412,246.0
188,0.0,4.0,2.0,1.0,2.0,14.512637,419.0
189,0.0,4.0,2.0,1.0,2.0,13.419071,383.0
190,0.0,4.0,2.0,1.0,3.0,8.549101,246.0
191,0.0,4.0,2.0,1.0,3.0,14.656319,419.0
192,0.0,4.0,2.0,1.0,3.0,22.663031,647.0
193,0.0,4.0,2.0,1.0,3.0,18.364754,525.0
194,0.0,4.0,2.0,1.0,3.0,22.843199,647.0
195,0.0,4.0,2.0,1.0,3.0,18.454913,525.0
196,0.0,4.0,2.0,1.0,3.0,18.380595,525.0
197,0.0,4.0,2.0,1.0,3.0,13.870286,394.0
198,0.0,4.0,2.0,1.0,3.0,8.027826,230.0
199,0.0,4.0,2.0,1.0,3.0,14.790013,419.0
200,0.0,5.0,2.0,1.0,0.0,8.741884,246.0
201,0.0,5.0,2.0,1.0,0.0,13.845703,394.0
202,0.0,5.0,2.0,1.0,0.0,15.102797,430.0
203,0.0,5.0,2.0,1.0,0.0,13.564108,394.0
204,0.0,5.0,2.0,1.0,0.0,13.680303,394.0
205,0.0,5.0,2.0,1.0,0.0,20.13953,570.0
206,0.0,5.0,2.0,1.0,0.0,18.435908,525.0
207,0.0,5.0,2.0,1.0,0.0,13.824552,394.0
208,0.0,5.0,2.0,1.0,0.0,18.216465,525.0
209,0.0,5.0,2.0,1.0,0.0,18.515659,525.0
210,0.0,5.0,2.0,1.0,1.0,14.681924,399.0
211,0.0,5.0,2.0,1.0,1.0,22.934824,628.0
212,0.0,5.0,2.0,1.0,1.0,23.034243,628.0
213,0.0,5.0,2.0,1.0,1.0,15.738395,432.0
214,0.0,5.0,2.0,1.0,1.0,22.749215,628.0
215,0.0,5.0,2.0,1.0,1.0,17.604726,487.0
216,0.0,5.0,2.0,1.0,1.0,19.643112,549.0
217,0.0,5.0,2.0,1.0,1.0,20.430253,570.0
218,0.0,5.0,2.0,1.0,1.0,15.244593,430.0
219,0.0,5.0,2.0,1.0,1.0,22.294254,628.0
220,0.0,5.0,2.0,1.0,2.0,15.062682,430.0
221,0.0,5.0,2.0,1.0,2.0,13.463991,397.0
222,0.0,5.0,2.0,1.0,2.0,17.628161,525.0
223,0.0,5.0,2.0,1.0,2.0,27.686577,815.0
224,0.0,5.0,2.0,1.0,2.0,21.671166,647.0
225,0.0,5.0,2.0,1.0,2.0,17.429997,525.0
226,0.0,5.0,2.0,1.0,2.0,17.402883,525.0
227,0.0,5.0,2.0,1.0,2.0,17.440244,525.0
228,0.0,5.0,2.0,1.0,2.0,17.49847,525.0
229,0.0,5.0,2.0,1.0,2.0,20.930665,628.0
230,0.0,5.0,2.0,1.0,3.0,8.136697,246.0
231,0.0,5.0,2.0,1.0,3.0,17.816991,525.0
232,0.0,5.0,2.0,1.0,3.0,16.097739,487.0
233,0.0,5.0,2.0,1.0,3.0,14.262502,419.0
234,0.0,5.0,2.0,1.0,3.0,17.795708,525.0
235,0.0,5.0,2.0,1.0,3.0,13.638701,394.0
236,0.0,5.0,2.0,1.0,3.0,25.374347,763.0
237,0.0,5.0,2.0,1.0,3.0,14.621918,431.0
238,0.0,5.0,2.0,1.0,3.0,17.796081,525.0
239,0.0,5.0,2.0,1.0,3.0,8.390478,246.0
240,0.0,6.0,2.0,1.0,0.0,16.981763,430.0
241,0.0,6.0,2.0,1.0,0.0,15.593433,394.0
242,0.0,6.0,2.0,1.0,0.0,15.540813,394.0
243,0.0,6.0,2.0,1.0,0.0,20.853726,525.0
244,0.0,6.0,2.0,1.0,0.0,15.745218,394.0
245,0.0,6.0,2.0,1.0,0.0,16.1891,394.0
246,0.0,6.0,2.0,1.0,0.0,15.972399,394.0
247,0.0,6.0,2.0,1.0,0.0,17.364532,430.0
248,0.0,6.0,2.0,1.0,0.0,15.982803,394.0
249,0.0,6.0,2.0,1.0,0.0,15.638111,394.0
250,0.0,6.0,2.0,1.0,1.0,9.663897,246.0
251,0.0,6.0,2.0,1.0,1.0,10.023348,252.0
252,0.0,6.0,2.0,1.0,1.0,25.171011,628.0
253,0.0,6.0,2.0,1.0,1.0,10.047308,252.0
254,0.0,6.0,2.0,1.0,1.0,9.740138,246.0
255,0.0,6.0,2.0,1.0,1.0,30.534887,778.0
256,0.0,6.0,2.0,1.0,1.0,19.442431,487.0
257,0.0,6.0,2.0,1.0,1.0,16.842725,399.0
258,0.0,6.0,2.0,1.0,1.0,26.056536,663.0
259,0.0,6.0,2.0,1.0,1.0,24.086728,628.0
260,0.0,6.0,2.0,1.0,2.0,16.716605,430.0
261,0.0,6.0,2.0,1.0,2.0,16.212007,419.0
262,0.0,6.0,2.0,1.0,2.0,16.088757,419.0
263,0.0,6.0,2.0,1.0,2.0,14.839659,383.0
264,0.0,6.0,2.0,1.0,2.0,15.33289,397.0
265,0.0,6.0,2.0,1.0,2.0,20.491892,525.0
266,0.0,6.0,2.0,1.0,2.0,15.995768,397.0
267,0.0,6.0,2.0,1.0,2.0,16.927694,419.0
268,0.0,6.0,2.0,1.0,2.0,15.499204,383.0
269,0.0,6.0,2.0,1.0,2.0,20.729496,525.0
270,0.0,6.0,2.0,1.0,3.0,15.572449,394.0
271,0.0,6.0,2.0,1.0,3.0,20.704325,525.0
272,0.0,6.0,2.0,1.0,3.0,9.748894,246.0
273,0.0,6.0,2.0,1.0,3.0,15.400086,394.0
274,0.0,6.0,2.0,1.0,3.0,15.474703,394.0
275,0.0,6.0,2.0,1.0,3.0,20.574587,525.0
276,0.0,6.0,2.0,1.0,3.0,15.405225,394.0
277,0.0,6.0,2.0,1.0,3.0,15.399431,394.0
278,0.0,6.0,2.0,1.0,3.0,20.601655,525.0
279,0.0,6.0,2.0,1.0,3.0,20.371736,525.0
280,0.0,7.0,2.0,1.0,0.0,14.824902,394.0
281,0.0,7.0,2.0,1.0,0.0,14.951048,394.0
282,0.0,7.0,2.0,1.0,0.0,9.499102,246.0
283,0.0,7.0,2.0,1.0,0.0,15.08494,396.0
284,0.0,7.0,2.0,1.0,0.0,14.844392,394.0
285,0.0,7.0,2.0,1.0,0.0,9.321092,246.0
286,0.0,7.0,2.0,1.0,0.0,9.565671,246.0
287,0.0,7.0,2.0,1.0,0.0,9.510979,246.0
288,0.0,7.0,2.0,1.0,0.0,9.510569,246.0
289,0.0,7.0,2.0,1.0,0.0,35.654035,929.0
290,0.0,7.0,2.0,1.0,1.0,21.20866,549.0
291,0.0,7.0,2.0,1.0,1.0,24.914986,655.0
292,0.0,7.0,2.0,1.0,1.0,15.047477,399.0
293,0.0,7.0,2.0,1.0,1.0,15.820019,419.0
294,0.0,7.0,2.0,1.0,1.0,9.378989,246.0
295,0.0,7.0,2.0,1.0,1.0,18.446168,487.0
296,0.0,7.0,2.0,1.0,1.0,29.310966,778.0
297,0.0,7.0,2.0,1.0,1.0,18.484533,487.0
298,0.0,7.0,2.0,1.0,1.0,20.805405,549.0
299,0.0,7.0,2.0,1.0,1.0,21.128454,556.0
300,0.0,7.0,2.0,1.0,2.0,24.437006,647.0
301,0.0,7.0,2.0,1.0,2.0,15.718003,419.0
302,0.0,7.0,2.0,1.0,2.0,14.985943,397.0
303,0.0,7.0,2.0,1.0,2.0,24.26842,647.0
304,0.0,7.0,2.0,1.0,2.0,15.900266,419.0
305,0.0,7.0,2.0,1.0,2.0,19.920745,525.0
306,0.0,7.0,2.0,1.0,2.0,15.887331,419.0
307,0.0,7.0,2.0,1.0,2.0,29.111864,775.0
308,0.0,7.0,2.0,1.0,2.0,24.884713,647.0
309,0.0,7.0,2.0,1.0,2.0,14.756648,383.0
310,0.0,7.0,2.0,1.0,3.0,9.398084,246.0
311,0.0,7.0,2.0,1.0,3.0,20.013587,525.0
312,0.0,7.0,2.0,1.0,3.0,19.998591,525.0
313,0.0,7.0,2.0,1.0,3.0,9.372177,246.0
314,0.0,7.0,2.0,1.0,3.0,19.915094,525.0
315,0.0,7.0,2.0,1.0,3.0,14.948215,394.0
316,0.0,7.0,2.0,1.0,3.0,19.771744,525.0
317,0.0,7.0,2.0,1.0,3.0,14.320754,383.0
318,0.0,7.0,2.0,1.0,3.0,19.630829,525.0
319,0.0,7.0,2.0,1.0,3.0,15.654023,419.0
320,0.0,8.0,2.0,1.0,0.0,15.108897,394.0
321,0.0,8.0,2.0,1.0,0.0,15.049524,394.0
322,0.0,8.0,2.0,1.0,0.0,9.362391,246.0
323,0.0,8.0,2.0,1.0,0.0,14.998817,394.0
324,0.0,8.0,2.0,1.0,0.0,20.129908,525.0
325,0.0,8.0,2.0,1.0,0.0,16.553738,430.0
326,0.0,8.0,2.0,1.0,0.0,16.424646,430.0
327,0.0,8.0,2.0,1.0,0.0,19.873651,516.0
328,0.0,8.0,2.0,1.0,0.0,20.153264,525.0
329,0.0,8.0,2.0,1.0,0.0,15.282115,394.0
330,0.0,8.0,2.0,1.0,1.0,26.265562,682.0
331,0.0,8.0,2.0,1.0,1.0,18.925019,487.0
332,0.0,8.0,2.0,1.0,1.0,15.39677,399.0
333,0.0,8.0,2.0,1.0,1.0,21.057989,549.0
334,0.0,8.0,2.0,1.0,1.0,9.537681,246.0
335,0.0,8.0,2.0,1.0,1.0,22.58277,564.0
336,0.0,8.0,2.0,1.0,1.0,27.369396,628.0
337,0.0,8.0,2.0,1.0,1.0,27.91817,628.0
338,0.0,8.0,2.0,1.0,1.0,27.108392,628.0
339,0.0,8.0,2.0,1.0,1.0,20.66356,525.0
340,0.0,8.0,2.0,1.0,2.0,14.969941,383.0
341,0.0,8.0,2.0,1.0,2.0,16.289034,419.0
342,0.0,8.0,2.0,1.0,2.0,25.023723,647.0
343,0.0,8.0,2.0,1.0,2.0,16.403942,419.0
344,0.0,8.0,2.0,1.0,2.0,22.159206,525.0
345,0.0,8.0,2.0,1.0,2.0,20.409314,525.0
346,0.0,8.0,2.0,1.0,2.0,15.332833,397.0
347,0.0,8.0,2.0,1.0,2.0,20.448413,525.0
348,0.0,8.0,2.0,1.0,2.0,9.319625,246.0
349,0.0,8.0,2.0,1.0,2.0,14.549136,383.0
350,0.0,8.0,2.0,1.0,3.0,20.310039,525.0
351,0.0,8.0,2.0,1.0,3.0,9.59197,246.0
352,0.0,8.0,2.0,1.0,3.0,9.424978,246.0
353,0.0,8.0,2.0,1.0,3.0,9.527477,246.0
354,0.0,8.0,2.0,1.0,3.0,16.275046,419.0
355,0.0,8.0,2.0,1.0,3.0,15.174001,394.0
356,0.0,8.0,2.0,1.0,3.0,15.100621,394.0
357,0.0,8.0,2.0,1.0,3.0,20.150038,525.0
358,0.0,8.0,2.0,1.0,3.0,20.402388,525.0
359,0.0,8.0,2.0,1.0,3.0,14.258404,366.0
