,test_id,kcid,lmc_prior_code,lengthscale_prior_code,input,weight,y0,y3,y4
273,0,2,2,1,1,unweighted,-0.1741,-0.0859,-0.0799
274,0,2,2,1,1,linear,0.3904,-0.0859,-0.0799
275,0,2,2,1,1,quadratic,0.6513,-0.0859,-0.0799
276,0,2,2,1,1,unweighted,-0.1729,-0.0859,-0.0799
277,0,2,2,1,1,linear,0.3896,-0.0859,-0.0799
278,0,2,2,1,1,quadratic,0.6502,-0.0859,-0.0799
279,0,2,2,1,1,unweighted,-0.1515,-0.0859,-0.0799
280,0,2,2,1,1,linear,0.3954,-0.0859,-0.0799
281,0,2,2,1,1,quadratic,0.6496,-0.0859,-0.0799
282,0,2,2,1,1,unweighted,-0.1542,-0.0859,-0.0799
283,0,2,2,1,1,linear,0.3969,-0.0859,-0.0799
284,0,2,2,1,1,quadratic,0.6517,-0.0859,-0.0799
285,0,2,2,1,1,unweighted,-0.1515,-0.0859,-0.0799
286,0,2,2,1,1,linear,0.3954,-0.0859,-0.0799
287,0,2,2,1,1,quadratic,0.6496,-0.0859,-0.0799
288,0,2,2,1,1,unweighted,-0.0867,-0.0859,-0.0799
289,0,2,2,1,1,linear,0.4311,-0.0859,-0.0799
290,0,2,2,1,1,quadratic,0.6637,-0.0859,-0.0799
291,0,2,2,1,1,unweighted,-0.1678,-0.0859,-0.0799
292,0,2,2,1,1,linear,0.3911,-0.0859,-0.0799
293,0,2,2,1,1,quadratic,0.649,-0.0859,-0.0799
294,0,2,2,1,1,unweighted,-0.1578,-0.0859,-0.0799
295,0,2,2,1,1,linear,0.3946,-0.0859,-0.0799
296,0,2,2,1,1,quadratic,0.6519,-0.0859,-0.0799
297,0,2,2,1,1,unweighted,-0.1653,-0.0859,-0.0799
298,0,2,2,1,1,linear,0.3896,-0.0859,-0.0799
299,0,2,2,1,1,quadratic,0.6469,-0.0859,-0.0799
300,0,2,2,1,2,unweighted,-0.1717,-0.0859,0.2314
301,0,2,2,1,2,linear,0.3888,-0.0859,0.2314
302,0,2,2,1,2,quadratic,0.6492,-0.0859,0.2314
303,0,2,2,1,2,unweighted,-0.159,-0.0859,0.2113
304,0,2,2,1,2,linear,0.3954,-0.0859,0.2113
305,0,2,2,1,2,quadratic,0.653,-0.0859,0.2113
306,0,2,2,1,2,unweighted,-0.1717,-0.0859,0.2558
307,0,2,2,1,2,linear,0.3888,-0.0859,0.2558
308,0,2,2,1,2,quadratic,0.6492,-0.0859,0.2558
309,0,2,2,1,2,unweighted,-0.1717,-0.0859,0.2802
310,0,2,2,1,2,linear,0.3888,-0.0859,0.2802
311,0,2,2,1,2,quadratic,0.6492,-0.0859,0.2802
312,0,2,2,1,2,unweighted,-0.1717,-0.0859,0.2113
313,0,2,2,1,2,linear,0.3888,-0.0859,0.2113
314,0,2,2,1,2,quadratic,0.6492,-0.0859,0.2113
315,0,2,2,1,2,unweighted,-0.1717,-0.0859,-0.0799
316,0,2,2,1,2,linear,0.3888,-0.0859,-0.0799
317,0,2,2,1,2,quadratic,0.6492,-0.0859,-0.0799
318,0,2,2,1,2,unweighted,-0.1717,-0.0859,0.1828
319,0,2,2,1,2,linear,0.3888,-0.0859,0.1828
320,0,2,2,1,2,quadratic,0.6492,-0.0859,0.1828
321,0,2,2,1,2,unweighted,-0.1717,-0.0859,0.2027
322,0,2,2,1,2,linear,0.3888,-0.0859,0.2027
323,0,2,2,1,2,quadratic,0.6492,-0.0859,0.2027
324,0,2,2,1,2,unweighted,-0.1717,-0.0859,0.2506
325,0,2,2,1,2,linear,0.3888,-0.0859,0.2506
326,0,2,2,1,2,quadratic,0.6492,-0.0859,0.2506
327,0,2,2,1,2,unweighted,-0.1717,-0.0859,0.2372
328,0,2,2,1,2,linear,0.3888,-0.0859,0.2372
329,0,2,2,1,2,quadratic,0.6492,-0.0859,0.2372
330,0,2,2,1,3,unweighted,-0.1727,-0.0859,-0.0799
331,0,2,2,1,3,linear,0.3911,-0.0859,-0.0799
332,0,2,2,1,3,quadratic,0.6517,-0.0859,-0.0799
333,0,2,2,1,3,unweighted,-0.1717,-0.0859,-0.0799
334,0,2,2,1,3,linear,0.3888,-0.0859,-0.0799
335,0,2,2,1,3,quadratic,0.6492,-0.0859,-0.0799
336,0,2,2,1,3,unweighted,-0.1441,-0.0859,-0.0799
337,0,2,2,1,3,linear,0.4032,-0.0859,-0.0799
338,0,2,2,1,3,quadratic,0.6574,-0.0859,-0.0799
339,0,2,2,1,3,unweighted,-0.1717,-0.0859,-0.0799
340,0,2,2,1,3,linear,0.3888,-0.0859,-0.0799
341,0,2,2,1,3,quadratic,0.6492,-0.0859,-0.0799
342,0,2,2,1,3,unweighted,-0.1717,-0.0859,-0.0799
343,0,2,2,1,3,linear,0.3888,-0.0859,-0.0799
344,0,2,2,1,3,quadratic,0.6492,-0.0859,-0.0799
345,0,2,2,1,3,unweighted,-0.1717,-0.0859,-0.0799
346,0,2,2,1,3,linear,0.3888,-0.0859,-0.0799
347,0,2,2,1,3,quadratic,0.6492,-0.0859,-0.0799
348,0,2,2,1,3,unweighted,-0.1717,-0.0859,-0.0799
349,0,2,2,1,3,linear,0.3888,-0.0859,-0.0799
350,0,2,2,1,3,quadratic,0.6492,-0.0859,-0.0799
351,0,2,2,1,3,unweighted,-0.1717,-0.0859,-0.0799
352,0,2,2,1,3,linear,0.3888,-0.0859,-0.0799
353,0,2,2,1,3,quadratic,0.6492,-0.0859,-0.0799
354,0,2,2,1,3,unweighted,-0.1717,-0.0859,-0.0799
355,0,2,2,1,3,linear,0.3888,-0.0859,-0.0799
356,0,2,2,1,3,quadratic,0.6492,-0.0859,-0.0799
357,0,2,2,1,3,unweighted,-0.1717,-0.0859,-0.0799
358,0,2,2,1,3,linear,0.3888,-0.0859,-0.0799
359,0,2,2,1,3,quadratic,0.6492,-0.0859,-0.0799
360,0,3,2,1,0,unweighted,-0.1717,0.3074,-0.0799
361,0,3,2,1,0,linear,0.3888,0.3074,-0.0799
362,0,3,2,1,0,quadratic,0.6492,0.3074,-0.0799
363,0,3,2,1,0,unweighted,-0.1717,0.3444,-0.0799
364,0,3,2,1,0,linear,0.3888,0.3444,-0.0799
365,0,3,2,1,0,quadratic,0.6492,0.3444,-0.0799
366,0,3,2,1,0,unweighted,-0.1717,0.3388,-0.0799
367,0,3,2,1,0,linear,0.3888,0.3388,-0.0799
368,0,3,2,1,0,quadratic,0.6492,0.3388,-0.0799
369,0,3,2,1,0,unweighted,-0.1717,0.3021,-0.0799
370,0,3,2,1,0,linear,0.3888,0.3021,-0.0799
371,0,3,2,1,0,quadratic,0.6492,0.3021,-0.0799
372,0,3,2,1,0,unweighted,-0.1717,0.2749,-0.0799
373,0,3,2,1,0,linear,0.3888,0.2749,-0.0799
374,0,3,2,1,0,quadratic,0.6492,0.2749,-0.0799
375,0,3,2,1,0,unweighted,-0.1717,0.2913,-0.0799
376,0,3,2,1,0,linear,0.3888,0.2913,-0.0799
377,0,3,2,1,0,quadratic,0.6492,0.2913,-0.0799
378,0,3,2,1,0,unweighted,-0.1717,0.3182,-0.0799
379,0,3,2,1,0,linear,0.3888,0.3182,-0.0799
380,0,3,2,1,0,quadratic,0.6492,0.3182,-0.0799
381,0,3,2,1,0,unweighted,-0.1717,0.3232,-0.0799
382,0,3,2,1,0,linear,0.3888,0.3232,-0.0799
383,0,3,2,1,0,quadratic,0.6492,0.3232,-0.0799
384,0,3,2,1,0,unweighted,-0.1717,0.3018,-0.0799
385,0,3,2,1,0,linear,0.3888,0.3018,-0.0799
386,0,3,2,1,0,quadratic,0.6492,0.3018,-0.0799
387,0,3,2,1,0,unweighted,-0.1717,0.3178,-0.0799
388,0,3,2,1,0,linear,0.3888,0.3178,-0.0799
389,0,3,2,1,0,quadratic,0.6492,0.3178,-0.0799
390,0,3,2,1,1,unweighted,-0.1666,-0.0859,-0.0799
391,0,3,2,1,1,linear,0.3904,-0.0859,-0.0799
392,0,3,2,1,1,quadratic,0.6479,-0.0859,-0.0799
393,0,3,2,1,1,unweighted,-0.1653,-0.0859,-0.0799
394,0,3,2,1,1,linear,0.3896,-0.0859,-0.0799
395,0,3,2,1,1,quadratic,0.6469,-0.0859,-0.0799
396,0,3,2,1,1,unweighted,-0.1174,-0.0859,-0.0799
397,0,3,2,1,1,linear,0.4147,-0.0859,-0.0799
398,0,3,2,1,1,quadratic,0.6614,-0.0859,-0.0799
399,0,3,2,1,1,unweighted,-0.1453,-0.0859,-0.0799
400,0,3,2,1,1,linear,0.4011,-0.0859,-0.0799
401,0,3,2,1,1,quadratic,0.6556,-0.0859,-0.0799
402,0,3,2,1,1,unweighted,-0.1528,-0.0859,-0.0799
403,0,3,2,1,1,linear,0.3961,-0.0859,-0.0799
404,0,3,2,1,1,quadratic,0.6507,-0.0859,-0.0799
405,0,3,2,1,1,unweighted,-0.1666,-0.0859,-0.0799
406,0,3,2,1,1,linear,0.3904,-0.0859,-0.0799
407,0,3,2,1,1,quadratic,0.6479,-0.0859,-0.0799
408,0,3,2,1,1,unweighted,-0.159,-0.0859,-0.0799
409,0,3,2,1,1,linear,0.3904,-0.0859,-0.0799
410,0,3,2,1,1,quadratic,0.6446,-0.0859,-0.0799
411,0,3,2,1,1,unweighted,-0.1555,-0.0859,-0.0799
412,0,3,2,1,1,linear,0.3976,-0.0859,-0.0799
413,0,3,2,1,1,quadratic,0.6527,-0.0859,-0.0799
414,0,3,2,1,1,unweighted,-0.1578,-0.0859,-0.0799
415,0,3,2,1,1,linear,0.3946,-0.0859,-0.0799
416,0,3,2,1,1,quadratic,0.6519,-0.0859,-0.0799
