,test_id,kcid,lmc_prior_code,lengthscale_prior_code,input,lmc_coeff
20,0,0,2,1,2,"[-2.71946609e-01  1.25438905e+00 -1.30581856e+00 -4.17199969e-01
  6.77813411e-01  5.90137243e-01 -8.67357671e-01  4.84088629e-01
 -1.59979701e-01  4.58395064e-01  3.78177851e-01 -9.44227815e-01
  2.88520962e-01 -1.51797086e-01 -1.36613607e+00 -2.63087916e+00
  5.26220679e-01 -2.24346471e+00  1.13455629e+00  3.34270626e-01
 -9.93588567e-03  1.50395766e-01  1.90320849e-01 -1.93716303e-01
  1.67904809e-01  1.95807796e-02  8.63083154e-02  5.41678607e-01
 -1.43196285e-02  1.85193300e-01  2.02206182e+00  1.26029062e+00
 -2.76104752e-02  7.50457585e-01  4.02311794e-03 -1.31367779e+00
 -4.27707545e-02  2.91448265e-01 -5.03456481e-02 -3.05668195e-03
 -1.47515744e-01 -1.02792144e-01  1.37971742e-02 -1.42644132e-02
  1.77810222e-01 -1.40099481e-01 -1.61882651e+00  3.79860401e+00]"
21,0,0,2,1,2,"[ 3.3928996e-01  3.5879159e+00  1.9514007e-02 -2.1593664e-03
  1.9950736e-01 -3.7038185e-02  3.3070408e-02  1.6631043e-01
 -5.0858568e-02  4.3270569e-02  1.2645508e-01  4.3739378e-02
 -1.0781661e-01  1.6819589e-02 -5.7028735e-01  3.9839425e+00
  2.3903832e-01  1.6217726e+00  3.1303659e-01 -1.2913396e+00
 -2.3915146e-01  7.2484869e-01 -2.0833261e-01 -4.6547120e-03
 -2.7378017e-01  3.2976773e-02  4.2816240e-02 -2.9607311e-01
  8.2797462e-01 -4.4160518e-01 -3.3973236e+00 -4.0476215e-01
 -2.2936216e-02  3.4493198e+00 -1.1583811e+00  2.0495234e-02
  1.7951949e-01 -5.1091287e-02 -1.2304670e+00  5.6815859e-02
 -1.8161237e-01  4.1259375e-01  3.1710914e-01 -9.5755935e-01
  2.0168275e-01 -1.6471739e-01 -1.6815424e+00 -2.8585238e+00]"
22,0,0,2,1,2,"[-5.0122243e-01  2.9608703e+00 -1.0928522e+00 -1.6374464e+00
  5.2709061e-01  8.9857057e-02 -6.8410391e-01 -2.2107530e-03
 -3.8180056e-01  2.3088329e-01 -4.4615787e-02 -3.9623207e-01
  2.5478894e-01 -5.0017679e-01 -2.3012149e+00  1.0155047e+00
  2.0112593e-01  2.8349490e+00 -1.0409331e+00  1.3594715e-01
 -4.1601527e-01  2.8209391e-03 -1.3975569e+00  5.7144957e-03
 -1.0953125e-01  2.6565409e-01  4.5645127e-01 -1.2345095e+00
  2.6777932e-01  6.2688175e-03 -2.3134809e+00 -2.0999506e+00
  1.6105402e-02 -1.5841602e+00  7.2121072e-01 -4.0043893e-01
 -1.0501758e+00 -3.1415834e-03  8.3966392e-01 -1.4679791e-01
  2.6063997e-01 -6.4969164e-01 -9.0393297e-02  4.4073322e-01
 -2.2817408e-01  4.2327648e-01  3.9027014e-01  5.0862231e+00]"
23,0,0,2,1,2,"[-0.08348947 -1.1376327   0.40778616 -1.4728508  -0.21601605  0.04579511
  0.7768554  -0.19049023  0.22577597 -0.17749222 -0.04368889  1.0262762
 -0.17678104  0.1079478   0.24893557  4.7265744   0.24042395  2.5888894
 -1.295257   -0.76262486  0.64205277  0.5095772  -0.96469     0.38709122
  0.0253949   0.589663    0.4818468  -0.722648    0.09077983 -0.12924662
 -2.1643639  -2.4627435   0.08083805 -4.4770684   0.92272335  0.75462
 -0.41784272 -0.59185505  0.6670902  -0.56071866  0.5582922  -0.05826976
 -0.09010611  1.2451164  -0.51157373  0.4346067   3.4619946  -1.2150104 ]"
24,0,0,2,1,2,"[ 0.1896844  -0.00609235  0.67680883 -0.8286656  -0.5044896  -0.19738951
  0.31894875 -0.35521793 -0.02594226 -0.49249345 -0.34431592  0.35614082
 -0.18222888 -0.03608406 -0.40691486  4.682353    0.22504532  3.903257
 -0.6233129  -0.760788    0.21506536  0.3060516  -1.1607141   0.15688609
 -0.4117922   0.4761912   0.44207233 -1.1147907   0.53150266 -0.18012108
 -3.016953    0.3796443   0.51824826  3.052103   -1.3492428  -0.36838612
  0.15933113  0.18435085 -1.1434256   0.21886544 -0.14965123  0.03497889
  0.05148649 -0.8127928   0.12777214 -0.59286904 -3.162742   -0.9367714 ]"
25,0,0,2,1,2,"[-2.37700969e-01 -3.62463093e+00  1.09378302e+00  3.01486671e-01
 -8.51683736e-01 -6.69632077e-01  9.60985959e-01 -5.73962152e-01
  2.55382478e-01 -7.41838872e-01 -7.60018766e-01  9.25842166e-01
 -5.48753798e-01  2.90761113e-01  2.71670175e+00  2.67026615e+00
  6.07924350e-03  4.61634099e-01 -2.82434886e-03 -1.18937600e+00
  2.78460801e-01  7.03939572e-02 -2.67238349e-01 -3.39785248e-01
  2.18437854e-02  1.33574558e-02  4.35765654e-01 -2.87936274e-02
 -2.38361448e-01 -1.05899654e-01 -4.60500091e-01  8.88610423e-01
  1.94254339e-01 -1.61442566e+00  3.09852719e-01  1.10445023e+00
  1.96037535e-02 -2.64877260e-01 -5.84004037e-02 -1.52958423e-01
  1.68676198e-01 -1.74166277e-01 -2.06235975e-01 -1.82949424e-01
 -4.64614838e-01  1.51093155e-01  1.86536193e+00 -3.12431216e+00]"
26,0,0,2,1,2,"[ 3.4556180e-01 -1.6912526e+00 -3.6802241e-01  1.6971359e+00
  9.7475477e-02  8.8708997e-01 -1.7989744e-04 -3.1717554e-02
 -8.5473023e-02 -4.4915803e-02  8.5700619e-01 -3.9914794e-02
 -1.6059983e-01  4.7791384e-02  1.3961754e+00 -1.2992051e+00
 -1.7729825e-01 -1.4247695e+00  9.7863311e-01 -9.8460346e-01
 -2.3849835e-01 -2.6155712e-02  1.2450230e+00 -5.8402456e-02
  1.1360998e-01 -3.9742294e-01 -3.4174860e-01  1.0732954e+00
 -8.6706370e-02  9.9226132e-02  7.3215383e-01  5.4969702e+00
  2.0547314e-01  4.4809699e+00 -1.3522937e+00 -4.5789397e-01
  2.8486294e-04  3.4932575e-01 -1.5246097e+00 -4.7120165e-02
 -4.0464559e-01 -5.5154629e-02  2.1308894e-01 -1.5487083e+00
 -1.2631413e-02 -3.5372365e-01 -3.1529739e+00 -3.4796184e-01]"
27,0,0,2,1,2,"[ 1.7138587e-01 -3.4063125e+00  8.3503664e-01  1.0767463e+00
 -2.1757251e-01 -2.1822850e-01  5.4491830e-01 -1.6861755e-01
  1.9121432e-01 -3.3628274e-02 -1.5552542e-03  5.6865221e-01
 -2.0063685e-01  2.0565918e-01  2.6851659e+00 -1.0779952e+00
  4.6258338e-02  1.5382518e+00 -9.9848235e-01  4.7598812e-01
  5.7435560e-01 -1.0235742e-01 -9.5902908e-01  1.9888867e-01
  2.4791852e-02  5.4153115e-01  2.0692079e-01 -4.7190443e-01
  3.9806858e-01 -1.4945827e-02 -1.1651304e+00 -4.1971278e+00
 -3.9597955e-02 -2.3597887e+00  9.1741568e-01 -5.3020315e-03
  1.2364435e-01 -3.7238315e-01  1.0820665e+00 -1.2728098e-01
  3.7785676e-01 -4.2599735e-01 -6.2579286e-01  1.2695724e+00
 -1.5437770e-01  3.1207353e-01  1.4122057e+00  2.2096355e+00]"
28,0,0,2,1,2,"[ 0.40556487 -1.6760694   1.2145927  -0.00758349 -0.34762782 -0.46847484
  0.96970177 -0.13337877  0.48188236  0.04578659 -0.6124197   0.8765973
 -0.14785556  0.1970075   1.9605122   3.5037742  -0.08050925 -1.9727577
 -0.23864289  0.4165629  -0.09175742 -0.7253837  -0.02680876 -0.01399891
  0.62873733  0.54238766 -0.67503405 -0.12248987 -0.19809023  0.19908285
  2.4002695  -1.9787955  -0.12560065 -3.8035896   0.81416124  0.7418487
 -0.46160936 -0.5102117   0.58299595 -0.4666575   0.23802698 -0.22181706
 -0.1296142   0.87250227 -0.26003167  0.2661938   2.8831835  -0.32752398]"
29,0,0,2,1,2,"[ 0.13127337  1.3004342  -0.62101376  0.00782963  0.7920296   0.18704045
 -0.6250107   0.03005078  0.0382361   0.1477087   0.11420137 -0.09238371
 -0.11660248 -0.05287523 -0.60692906 -1.9728731  -0.01119935  3.2051053
 -1.3345108  -0.32358345  0.3611116   0.27194005 -1.2466167   0.28066182
 -0.27045974  0.2621097   0.16748881 -1.3690237   0.1660168  -0.2688172
 -2.6392112  -2.567003    0.0589641  -1.2899015   0.12031099  1.0686754
  0.14233576 -0.07536148  0.09373815  0.09217539  0.13274984  0.13566819
  0.04246328  0.01286025 -0.10200527  0.13371542  1.5655296  -3.2350514 ]"
30,0,0,2,1,3,"[ 2.1894617   1.8852345  -1.385367   -0.44359526  0.03015639  0.97323334
  0.09203979  0.5093135  -0.29318678  0.49372372  1.1908674  -0.1858485
 -0.06691659 -0.02500255  0.05905182 -0.48468804  0.32311642  3.3513694
 -1.8600783  -0.34642366  1.1174057   0.83098173 -0.997733    0.19718903
 -0.21776666  0.39314657 -0.63405496 -1.3728411   0.82108635 -0.34725207
 -2.7720666  -1.8594972   0.868235   -0.8452347  -0.6387893  -0.46566367
  0.04209489  0.8674789   1.5822031  -0.6344208   0.42448908 -0.34316522
 -1.0426159   1.235057    0.57998466  0.39660576  0.6909776   2.5815797 ]"
31,0,0,2,1,3,"[-0.99078846  1.3218925   0.27753058  0.39640298 -0.11910743 -0.5918175
 -0.5676565   0.4889814  -0.20319754  0.5349924   0.6237065  -0.58230346
 -0.3974678  -0.46108082 -0.81692636 -1.8669045   0.43382958  1.9835663
 -1.1293858  -0.24986629  0.54041076  0.3733221  -0.98749554  0.3265134
 -0.29095194  0.6709259   0.5433821  -0.7466256   0.5807068  -0.24775884
 -1.489485   -1.6493502  -2.0183675  -0.9216741   1.290072    0.19373487
 -0.12265915 -0.9778021  -0.7967933   0.68139905 -0.22071853  0.0567244
  1.008179   -0.4215967  -0.6712961  -0.14828902  0.6204752  -1.3278612 ]"
32,0,0,2,1,3,"[ 1.1777991e+00  3.2639132e+00 -1.7185163e+00 -4.4101110e-01
  6.3856506e-01  9.4847208e-01 -8.2913494e-01 -1.8274641e-01
 -2.0827343e-01  5.5107075e-01  1.3698621e-02 -5.7229459e-01
  8.6101019e-01 -2.5991046e-01 -1.8438255e+00 -8.6208755e-01
  2.2574499e+00  1.5805198e+00 -2.0708637e+00 -2.5781989e-01
 -1.9789140e-01  3.0545622e-01 -4.5956370e-01 -6.8187684e-01
 -6.6755118e-04  1.0896687e-01 -8.6827135e-01 -7.5041169e-01
  6.1751944e-01  8.3789028e-02 -1.6156104e+00 -5.0968993e-01
  4.5556280e-01 -1.7540619e+00  1.0581702e+00  1.8319166e-01
 -7.4606991e-01 -1.0089842e-01  1.2135695e+00 -1.0941126e+00
  4.4712290e-01 -1.3328130e+00 -1.4594089e+00  8.8928467e-01
 -6.9081813e-01  4.0296191e-01  1.8128189e+00  3.0304234e+00]"
33,0,0,2,1,3,"[-1.87089797e-02  1.91405058e+00 -2.43243790e+00 -6.56646550e-01
  8.61611843e-01  6.63378000e-01 -1.69542336e+00  4.19342935e-01
 -4.08969462e-01  2.59686261e-01 -9.25311223e-02 -1.21758425e+00
  7.23087072e-01 -2.26588279e-01 -1.93725848e+00 -1.62666976e+00
  4.49697375e-01  1.83775926e+00  1.49320317e-02 -3.99117589e-01
 -1.26671746e-01  2.04007961e-02  6.64476752e-01  8.76174401e-03
 -1.10742925e-02  3.59994650e-01  2.74048507e-01 -1.38063097e+00
 -1.04983819e+00 -4.39125329e-01 -1.22249615e+00 -2.09166741e+00
 -2.33664751e+00 -1.07750684e-01  2.11110663e+00  5.77100635e-01
  1.14848476e-03 -1.25262439e+00 -6.27596974e-01  1.30239296e+00
 -2.75556058e-01 -3.38120982e-02  1.30309594e+00 -6.60289526e-01
 -1.24963439e+00 -2.85283208e-01  4.09611285e-01 -2.00812650e+00]"
