,test_id,kcid,lmc_prior_code,lengthscale_prior_code,input,y1,y2
0,0.0,0.0,2.0,1.0,0.0,7.174257278442383,7.174587249755859
1,0.0,0.0,2.0,1.0,0.0,7.186591148376465,7.187806606292725
2,0.0,0.0,2.0,1.0,0.0,7.1733622550964355,7.178255081176758
3,0.0,0.0,2.0,1.0,0.0,7.179778575897217,7.17105770111084
4,0.0,0.0,2.0,1.0,0.0,7.179794788360596,7.178877830505371
5,0.0,0.0,2.0,1.0,0.0,7.171216011047363,7.180204391479492
6,0.0,0.0,2.0,1.0,0.0,7.180099964141846,7.183361053466797
7,0.0,0.0,2.0,1.0,0.0,7.1764750480651855,7.1710524559021
8,0.0,0.0,2.0,1.0,0.0,7.179157257080078,7.176315784454346
9,0.0,0.0,2.0,1.0,0.0,7.18788480758667,7.175897121429443
10,0.0,0.0,2.0,1.0,1.0,6.959569931030273,6.957164764404297
11,0.0,0.0,2.0,1.0,1.0,6.954629898071289,6.953863143920898
12,0.0,0.0,2.0,1.0,1.0,6.957789897918701,6.956944465637207
13,0.0,0.0,2.0,1.0,1.0,6.9449262619018555,6.956957817077637
14,0.0,0.0,2.0,1.0,1.0,6.964219570159912,6.961439609527588
15,0.0,0.0,2.0,1.0,1.0,6.962915420532227,6.955987453460693
16,0.0,0.0,2.0,1.0,1.0,6.958012580871582,6.956648349761963
17,0.0,0.0,2.0,1.0,1.0,6.955894470214844,6.95381498336792
18,0.0,0.0,2.0,1.0,1.0,6.96058988571167,6.957271575927734
19,0.0,0.0,2.0,1.0,1.0,6.959767818450928,6.954069137573242
20,0.0,0.0,2.0,1.0,2.0,7.1875834465026855,7.1874566078186035
21,0.0,0.0,2.0,1.0,2.0,7.179534435272217,7.171146869659424
22,0.0,0.0,2.0,1.0,2.0,7.172917366027832,7.172130584716797
23,0.0,0.0,2.0,1.0,2.0,7.181593418121338,7.170298099517822
24,0.0,0.0,2.0,1.0,2.0,7.17891788482666,7.192174911499023
25,0.0,0.0,2.0,1.0,2.0,7.177634239196777,7.176774024963379
26,0.0,0.0,2.0,1.0,2.0,7.173283100128174,7.172656059265137
27,0.0,0.0,2.0,1.0,2.0,7.165073871612549,7.1780290603637695
28,0.0,0.0,2.0,1.0,2.0,7.180017471313477,7.1832594871521
29,0.0,0.0,2.0,1.0,2.0,7.182672023773193,7.173091411590576
30,0.0,0.0,2.0,1.0,3.0,6.9797492027282715,6.988385200500488
31,0.0,0.0,2.0,1.0,3.0,6.9767045974731445,6.981309413909912
32,0.0,0.0,2.0,1.0,3.0,6.988795280456543,6.993622303009033
33,0.0,0.0,2.0,1.0,3.0,6.984861850738525,6.985095500946045
34,0.0,0.0,2.0,1.0,3.0,6.993063926696777,6.991273880004883
35,0.0,0.0,2.0,1.0,3.0,6.979168891906738,6.985226154327393
36,0.0,0.0,2.0,1.0,3.0,6.991513729095459,6.995401382446289
37,0.0,0.0,2.0,1.0,3.0,6.97929048538208,6.988409519195557
38,0.0,0.0,2.0,1.0,3.0,6.975555419921875,6.9759202003479
39,0.0,0.0,2.0,1.0,3.0,6.98215389251709,6.984381675720215
40,0.0,1.0,2.0,1.0,0.0,7.1799445152282715,7.166010856628418
41,0.0,1.0,2.0,1.0,0.0,7.181645393371582,7.178005218505859
42,0.0,1.0,2.0,1.0,0.0,7.183243274688721,7.175545692443848
43,0.0,1.0,2.0,1.0,0.0,7.18133544921875,7.181218147277832
44,0.0,1.0,2.0,1.0,0.0,7.18280029296875,7.1760077476501465
45,0.0,1.0,2.0,1.0,0.0,7.179952621459961,7.173999786376953
46,0.0,1.0,2.0,1.0,0.0,7.172009468078613,7.174676418304443
47,0.0,1.0,2.0,1.0,0.0,7.1809515953063965,7.171439170837402
48,0.0,1.0,2.0,1.0,0.0,7.177617073059082,7.173710346221924
49,0.0,1.0,2.0,1.0,0.0,7.178960800170898,7.172008991241455
50,0.0,1.0,2.0,1.0,1.0,6.959573745727539,6.964587211608887
51,0.0,1.0,2.0,1.0,1.0,6.956421375274658,6.953214645385742
52,0.0,1.0,2.0,1.0,1.0,6.953396320343018,6.950775623321533
53,0.0,1.0,2.0,1.0,1.0,6.962705135345459,6.95650577545166
54,0.0,1.0,2.0,1.0,1.0,6.96091890335083,6.952818393707275
55,0.0,1.0,2.0,1.0,1.0,6.946948051452637,6.960938930511475
56,0.0,1.0,2.0,1.0,1.0,6.948034763336182,6.946931838989258
57,0.0,1.0,2.0,1.0,1.0,6.9538140296936035,6.950364589691162
58,0.0,1.0,2.0,1.0,1.0,6.962290287017822,6.955698490142822
59,0.0,1.0,2.0,1.0,1.0,6.976202487945557,6.966241836547852
60,0.0,1.0,2.0,1.0,2.0,7.175595760345459,7.184779644012451
61,0.0,1.0,2.0,1.0,2.0,7.173907279968262,7.183797836303711
62,0.0,1.0,2.0,1.0,2.0,7.173130512237549,7.186293125152588
63,0.0,1.0,2.0,1.0,2.0,7.188814163208008,7.189746856689453
64,0.0,1.0,2.0,1.0,2.0,7.175914764404297,7.176916599273682
65,0.0,1.0,2.0,1.0,2.0,7.178596496582031,7.177766799926758
66,0.0,1.0,2.0,1.0,2.0,7.17997407913208,7.180424213409424
67,0.0,1.0,2.0,1.0,2.0,7.181795120239258,7.180272102355957
68,0.0,1.0,2.0,1.0,2.0,7.185362339019775,7.1842265129089355
69,0.0,1.0,2.0,1.0,2.0,7.181025505065918,7.183746337890625
70,0.0,1.0,2.0,1.0,3.0,6.982471466064453,6.969435214996338
71,0.0,1.0,2.0,1.0,3.0,6.975980281829834,6.979887008666992
72,0.0,1.0,2.0,1.0,3.0,6.97544002532959,6.99131441116333
73,0.0,1.0,2.0,1.0,3.0,6.976150035858154,6.973357677459717
74,0.0,1.0,2.0,1.0,3.0,6.9954447746276855,6.995637893676758
75,0.0,1.0,2.0,1.0,3.0,6.985579490661621,6.979073524475098
76,0.0,1.0,2.0,1.0,3.0,6.984462261199951,6.992437839508057
77,0.0,1.0,2.0,1.0,3.0,6.976995944976807,6.968841075897217
78,0.0,1.0,2.0,1.0,3.0,6.980373382568359,6.980525970458984
79,0.0,1.0,2.0,1.0,3.0,6.987829685211182,6.9813642501831055
80,0.0,2.0,2.0,1.0,0.0,7.1710100173950195,7.189652442932129
81,0.0,2.0,2.0,1.0,0.0,7.179838180541992,7.173816680908203
82,0.0,2.0,2.0,1.0,0.0,7.180413722991943,7.183091640472412
83,0.0,2.0,2.0,1.0,0.0,7.1726393699646,7.176138877868652
84,0.0,2.0,2.0,1.0,0.0,7.17110013961792,7.175954341888428
85,0.0,2.0,2.0,1.0,0.0,7.177267074584961,7.169647693634033
86,0.0,2.0,2.0,1.0,0.0,7.178153038024902,7.177270889282227
87,0.0,2.0,2.0,1.0,0.0,7.181491374969482,7.178528308868408
88,0.0,2.0,2.0,1.0,0.0,7.184452056884766,7.171700477600098
89,0.0,2.0,2.0,1.0,0.0,7.176392078399658,7.171816349029541
90,0.0,2.0,2.0,1.0,1.0,6.9602251052856445,6.956678867340088
91,0.0,2.0,2.0,1.0,1.0,6.947231292724609,6.959529876708984
92,0.0,2.0,2.0,1.0,1.0,6.969162940979004,6.963126182556152
93,0.0,2.0,2.0,1.0,1.0,6.972537994384766,6.970766544342041
94,0.0,2.0,2.0,1.0,1.0,6.959412097930908,6.957822799682617
95,0.0,2.0,2.0,1.0,1.0,6.961116790771484,6.962581634521484
96,0.0,2.0,2.0,1.0,1.0,6.972561359405518,6.985488414764404
97,0.0,2.0,2.0,1.0,1.0,6.973668098449707,6.976528644561768
98,0.0,2.0,2.0,1.0,1.0,6.962367534637451,6.959226131439209
99,0.0,2.0,2.0,1.0,1.0,6.961277484893799,6.950212001800537
100,0.0,2.0,2.0,1.0,2.0,7.1725263595581055,7.174500942230225
101,0.0,2.0,2.0,1.0,2.0,7.1745076179504395,7.180609226226807
102,0.0,2.0,2.0,1.0,2.0,7.171070098876953,7.183965682983398
103,0.0,2.0,2.0,1.0,2.0,7.1809492111206055,7.175975799560547
104,0.0,2.0,2.0,1.0,2.0,7.17625093460083,7.184778213500977
105,0.0,2.0,2.0,1.0,2.0,7.177722930908203,7.185940265655518
106,0.0,2.0,2.0,1.0,2.0,7.179537296295166,7.179778575897217
107,0.0,2.0,2.0,1.0,2.0,7.179405212402344,7.178409099578857
108,0.0,2.0,2.0,1.0,2.0,7.183760643005371,7.1815361976623535
109,0.0,2.0,2.0,1.0,2.0,7.178499221801758,7.185638904571533
110,0.0,2.0,2.0,1.0,3.0,6.978185653686523,6.980984210968018
111,0.0,2.0,2.0,1.0,3.0,6.987926959991455,6.989821910858154
112,0.0,2.0,2.0,1.0,3.0,6.9813151359558105,6.985695838928223
113,0.0,2.0,2.0,1.0,3.0,6.987977981567383,6.986618518829346
114,0.0,2.0,2.0,1.0,3.0,6.985396385192871,6.9844770431518555
115,0.0,2.0,2.0,1.0,3.0,6.986297130584717,6.974857807159424
116,0.0,2.0,2.0,1.0,3.0,6.988231658935547,6.980155944824219
117,0.0,2.0,2.0,1.0,3.0,6.989680290222168,6.972955226898193
118,0.0,2.0,2.0,1.0,3.0,6.984000205993652,6.977644920349121
119,0.0,2.0,2.0,1.0,3.0,6.982915878295898,6.973898887634277
120,0.0,3.0,2.0,1.0,0.0,7.176116943359375,7.179038047790527
121,0.0,3.0,2.0,1.0,0.0,7.178094863891602,7.179178714752197
122,0.0,3.0,2.0,1.0,0.0,7.186136245727539,7.171380043029785
123,0.0,3.0,2.0,1.0,0.0,7.183211326599121,7.170560836791992
124,0.0,3.0,2.0,1.0,0.0,7.179251670837402,7.176582336425781
125,0.0,3.0,2.0,1.0,0.0,7.181797504425049,7.168564319610596
126,0.0,3.0,2.0,1.0,0.0,7.175261974334717,7.174676418304443
127,0.0,3.0,2.0,1.0,0.0,7.187436580657959,7.172680377960205
128,0.0,3.0,2.0,1.0,0.0,7.176595211029053,7.17979097366333
129,0.0,3.0,2.0,1.0,0.0,7.179377555847168,7.173221588134766
130,0.0,3.0,2.0,1.0,1.0,6.955318450927734,6.950251579284668
131,0.0,3.0,2.0,1.0,1.0,6.949830532073975,6.962082386016846
132,0.0,3.0,2.0,1.0,1.0,6.956141471862793,6.957146644592285
133,0.0,3.0,2.0,1.0,1.0,6.954446792602539,6.9562764167785645
134,0.0,3.0,2.0,1.0,1.0,6.957146644592285,6.9642109870910645
