,test_id,kcid,lmc_prior_code,lengthscale_prior_code,test_data,elpd_waic,p_waic,se,warning,n_data_points,n_samples,scale,elpd_waic_y0,elpd_waic_y1,elpd_waic_y2,elpd_waic_y3,elpd_waic_y4
0,0,0,2,1,1,11128.153266926507,16.670259552828547,313.7743253735946,False,2450,300,log,-276.80456,5730.57507,5726.9587,-28.66639,-23.90955
0,3,0,0,1,1,-2808966.9062610464,2821451.943905778,2032841.6756261506,True,2450,300,log,-182.83803,-1737165.94547,-1071573.10378,-24.71939,-20.29959
0,0,0,2,1,1,11135.848133636035,19.54204409663953,313.3475326662041,False,2450,300,log,-277.78607,5724.79811,5733.18492,-21.85624,-22.49259
0,3,0,0,1,1,5894.192867003425,6955.055921363331,1284.752471048358,True,2450,300,log,-170.34808,3219.74376,2922.12863,-49.47125,-27.86019
0,0,0,2,1,1,11130.72548559442,14.38326387810979,313.9301364965785,False,2450,300,log,-282.75322,5733.68716,5730.34149,-29.89791,-20.65203
0,3,0,0,1,1,9056.45721539883,3331.830717388806,827.189470161173,True,2450,300,log,-203.04542,4586.71717,4747.45957,-27.56401,-47.11009
0,0,0,2,1,1,11126.636500087941,18.659173914572257,313.4820204997509,False,2450,300,log,-279.19602,5726.77938,5725.47638,-26.94607,-19.47716
0,3,0,0,1,1,6391.887409207206,6053.922795897721,1885.6810156756815,True,2450,300,log,-177.6737,3596.83559,3044.83034,-32.32999,-39.77483
0,0,0,2,1,1,11131.237131449776,16.948257525671522,313.600893843834,False,2450,300,log,-276.77801,5728.03769,5726.52304,-24.88638,-21.65921
0,3,0,0,1,1,9704.454197933772,2812.252412689655,728.99921235618,True,2450,300,log,-187.15886,4959.69148,4990.78617,-38.11972,-20.74488
0,0,0,2,1,1,11124.069679558866,17.152178959042594,313.6696447705103,False,2450,300,log,-278.48293,5722.13181,5726.02824,-24.97265,-20.6348
0,3,0,0,1,1,7547.2053473750775,4949.34252001417,2262.3967295542607,True,2450,300,log,-185.97205,3836.65941,3951.99791,-36.73469,-18.74523
0,0,0,2,1,1,11129.304901642565,15.50089607019044,313.74012165074043,False,2450,300,log,-279.67414,5725.01852,5727.54574,-25.3008,-18.28443
0,3,0,0,1,1,8743.543267625655,3763.7008610429098,980.4303664688637,True,2450,300,log,-180.91497,4514.41711,4493.55962,-55.60911,-27.90939
0,0,0,2,1,1,11123.724279215434,17.573994311720142,313.7513681860499,False,2450,300,log,-278.8118,5725.04982,5726.74884,-27.73167,-21.53091
0,3,0,0,1,1,-1199331.0896474838,1211573.3704918458,848764.5845214734,True,2450,300,log,-176.39757,-541153.91233,-657936.13499,-24.02304,-40.62172
0,0,0,2,1,1,11124.937193102374,18.44814047203094,313.5830310887415,False,2450,300,log,-273.94105,5721.79134,5727.60661,-28.23256,-22.28715
0,3,0,0,1,1,-6884.116443204176,19247.605065434553,8880.337488251063,True,2450,300,log,-193.56656,-3821.57543,-2794.82393,-35.97431,-38.17621
0,0,0,2,1,1,11129.40644843829,16.774257490583768,313.6029861708449,False,2450,300,log,-275.286,5727.52081,5723.17211,-25.27321,-20.72726
0,3,0,0,1,1,-2173.177455816422,14571.812658225941,6729.26571713048,True,2450,300,log,-170.73387,-374.55268,-1569.35395,-16.87727,-41.65969
