,test_id,kcid,lmc_prior_code,lengthscale_prior_code,lengthscales
0,0,0,2,1,"[1.1804, 0.5418, 1.6642, 1.5189, 2.5251, 0.261, 0.2042, 0.8295, 1.1948, 1.6419, 0.251, 2.4689, 1.207, 0.541, 0.4003, 0.566, 0.9488, 0.6011, 1.9279, 2.4956, 0.2443, 0.3824, 1.7514, 1.0703]"
0,3,0,0,1,"[0.428, 0.6622, 0.5173, 0.9963, 1.1595, 0.2796, 0.723, 1.2591, 1.4814, 0.3904, 0.5364, 1.2163, 0.6524, 0.601, 0.7533, 0.3361, 0.6765, 1.2158, 0.8234, 0.322, 0.5824, 2.7331, 1.5196, 0.3063]"
0,0,0,2,1,"[1.2826, 0.4991, 2.3399, 1.6443, 2.5853, 0.2782, 0.3079, 1.7602, 1.8635, 2.0705, 0.3004, 2.5772, 1.6957, 0.3767, 0.7903, 2.5477, 0.3731, 0.3761, 2.32, 3.512, 0.4955, 0.3883, 1.9987, 0.3326]"
0,3,0,0,1,"[0.6869, 0.3568, 0.5419, 0.4487, 0.7333, 0.4921, 0.4041, 1.399, 1.7909, 0.3097, 0.7103, 1.3573, 0.6729, 0.2675, 1.1815, 0.399, 0.9418, 1.4245, 1.0237, 0.2564, 0.4499, 1.9211, 1.0418, 0.2896]"
0,0,0,2,1,"[1.353, 0.863, 1.8406, 1.2273, 0.3324, 1.1604, 0.6686, 2.4791, 1.5078, 0.8778, 0.2387, 3.5747, 1.8965, 0.2553, 0.859, 2.7663, 0.4279, 0.4628, 0.5373, 2.6131, 0.1888, 0.3789, 2.0509, 0.2798]"
0,3,0,0,1,"[0.586, 0.9197, 0.9977, 0.386, 0.7251, 0.4127, 0.6067, 0.7013, 1.6477, 0.204, 0.5809, 1.4486, 1.4695, 1.0401, 0.9734, 0.5172, 2.4458, 2.2123, 1.7663, 0.4971, 1.6487, 1.2892, 1.6301, 0.2455]"
0,0,0,2,1,"[1.7665, 0.3995, 2.1929, 1.2815, 0.3799, 1.756, 1.5868, 2.2588, 0.7379, 0.6272, 0.2883, 1.7595, 2.0787, 0.2905, 1.5897, 0.6309, 0.4368, 0.2812, 0.1888, 3.6511, 0.2526, 0.5817, 1.3095, 0.2596]"
0,3,0,0,1,"[1.1545, 0.4182, 0.8743, 0.8865, 1.5701, 0.3248, 0.6346, 0.5768, 2.3933, 0.1777, 2.9251, 1.9723, 0.41, 1.4283, 0.4062, 0.952, 1.0052, 1.363, 1.7194, 0.2857, 0.8729, 1.514, 0.9937, 0.1983]"
0,0,0,2,1,"[0.543, 0.3005, 2.7232, 1.9838, 0.9227, 1.1058, 0.4359, 2.0226, 0.3044, 0.6406, 0.1588, 1.6718, 1.867, 0.5239, 0.39, 0.7851, 0.5712, 0.221, 0.519, 3.5792, 0.6595, 1.9395, 3.14, 0.2092]"
0,3,0,0,1,"[0.7933, 0.8522, 0.6966, 0.3534, 1.533, 0.4242, 0.6168, 0.9132, 4.5693, 0.1717, 1.5221, 1.2561, 0.4115, 2.7413, 0.3342, 1.1174, 1.2003, 2.3686, 2.1057, 0.4164, 0.5355, 1.7322, 1.2058, 0.2747]"
