,test_id,kcid,lmc_prior_code,lengthscale_prior_code,test_data,elpd_loo,p_loo,se,warning,n_data_points,n_samples,scale,k_count_good,k_count_ok,k_count_bad,k_count_verybad,elpd_loo_y0,elpd_loo_y1,elpd_loo_y2,elpd_loo_y3,elpd_loo_y4
0,0,0,2,1,1,,,,True,2450,300,log,1911,1,0,538,-276.82569,5730.51431,5726.87091,-28.67671,
0,3,0,0,1,1,,,,True,2450,300,log,1777,108,58,507,-182.99808,-7218.06238,-1347.23341,,
0,0,0,2,1,1,11135.608018056933,19.78215967574215,313.34286151471343,True,2450,300,log,2022,1,0,427,-277.80343,5724.65421,5733.12246,-21.86716,-22.49807
0,3,0,0,1,1,,,,True,2450,300,log,1704,123,74,549,-170.26321,5040.3028,4955.47127,,-27.91349
0,0,0,2,1,1,11130.541147922366,14.56760155016309,313.92794057160086,True,2450,300,log,1955,1,0,494,-282.78306,5733.63434,5730.2679,-29.90843,-20.66961
0,3,0,0,1,1,10594.943702562949,1793.3442302246895,417.1973017737366,True,2450,300,log,1902,75,71,402,-203.15344,5423.85368,5449.04331,-27.63979,-47.16006
0,0,0,2,1,1,11126.388131277725,18.90754272478989,313.4777530177866,True,2450,300,log,1969,2,0,479,-279.22317,5726.689,5725.3683,-26.95513,-19.49088
0,3,0,0,1,1,,,,True,2450,300,log,1879,99,54,418,-177.73409,5251.40514,5200.26062,-32.39342,
0,0,0,2,1,1,11131.012283317905,17.173105657542692,313.597253804187,True,2450,300,log,1954,1,0,495,-276.80569,5727.95222,5726.43364,-24.89454,-21.67336
0,3,0,0,1,1,,,,True,2450,300,log,1846,102,60,442,-187.30839,5627.34748,5617.64625,-38.23529,
0,0,0,2,1,1,,,,True,2450,300,log,1941,1,0,508,-278.50572,5722.02191,5725.96993,,-20.65823
0,3,0,0,1,1,,,,True,2450,300,log,1777,91,55,527,-186.05035,5556.86465,5571.15904,,-18.76848
0,0,0,2,1,1,11129.10850148884,15.697296223916055,313.7377769613877,True,2450,300,log,1919,1,0,530,-279.70629,5724.93581,5727.49,-25.30567,-18.30534
0,3,0,0,1,1,,,,True,2450,300,log,1840,112,65,433,-181.05167,5438.21983,5450.79699,,-27.93218
0,0,0,2,1,1,11123.502200749292,17.79607277786272,313.74842652691024,True,2450,300,log,1958,3,0,489,-278.83959,5724.95822,5726.68066,-27.74043,-21.55665
0,3,0,0,1,1,,,,True,2450,300,log,1765,107,61,517,-176.57692,-601.16587,-2278.84992,-24.05593,
0,0,0,2,1,1,,,,True,2450,300,log,1978,1,0,471,-273.96464,5721.67376,5727.53504,-28.24092,
0,3,0,0,1,1,,,,True,2450,300,log,1865,81,49,455,-193.69253,4852.25994,4875.57169,,-38.11577
0,0,0,2,1,1,11129.18707938635,16.993626542525817,313.6005496476961,True,2450,300,log,1971,0,0,479,-275.31221,5727.4624,5723.07955,-25.29518,-20.74748
0,3,0,0,1,1,9190.593779180852,3208.0414232286676,607.9422126603102,True,2450,300,log,1738,101,59,552,-170.88499,4760.83619,4659.32376,-16.89005,-41.79114
