,test_id,kcid,lmc_prior_code,lengthscale_prior_code,test_data,elpd_loo,p_loo,se,warning,n_data_points,n_samples,scale,k_count_good,k_count_ok,k_count_bad,k_count_verybad,elpd_loo_y0,elpd_loo_y1,elpd_loo_y2,elpd_loo_y3,elpd_loo_y4
0,0,0,2,1,0,,,,True,2455,300,log,1893,0,0,562,-283.92804,5602.15369,5601.54574,-17.65291,
0,3,0,0,1,0,,,,True,2455,300,log,1906,84,46,419,-142.42657,6157.64006,6152.03921,-17.52234,
0,0,0,2,1,0,10857.541193889232,17.161415090036826,307.6157704707424,True,2455,300,log,2022,1,0,432,-288.3903,5589.31985,5598.73176,-20.26826,-21.85186
0,3,0,0,1,0,12171.85070029929,634.9950552531027,341.8422380335037,True,2455,300,log,1859,97,57,442,-157.53696,6204.19111,6168.6205,-24.08536,-19.3386
0,0,0,2,1,0,10876.796040762913,12.790946754479592,307.65524055282594,True,2455,300,log,1938,1,0,516,-282.67237,5598.06747,5597.19685,-16.9216,-18.87431
0,3,0,0,1,0,,,,True,2455,300,log,2027,73,48,307,-175.58384,6176.18588,6144.7473,,-28.93361
0,0,0,2,1,0,10877.004868255837,16.44020527628163,307.54173742943067,True,2455,300,log,1958,0,0,497,-282.91381,5596.13878,5596.95976,-14.51848,-18.66139
0,3,0,0,1,0,12065.802492921452,476.28901650274383,336.68950482875624,True,2455,300,log,1985,88,39,343,-178.6864,6146.76996,6138.70839,-13.97521,-27.01425
0,0,0,2,1,0,10888.285301143766,15.043203966448345,307.6862654955438,True,2455,300,log,1939,0,0,516,-279.40437,5602.04778,5602.7133,-17.54511,-19.5263
0,3,0,0,1,0,,,,True,2455,300,log,1951,85,46,373,-168.62569,6113.66571,6121.86884,,-16.73587
0,0,0,2,1,0,,,,True,2455,300,log,1921,1,0,533,-282.45973,5600.13634,5605.11686,-14.29829,
0,3,0,0,1,0,12121.059255710514,420.6549314674903,335.9148886692352,True,2455,300,log,1887,65,44,459,-165.27045,6167.93637,6152.30209,-17.27537,-16.63339
0,0,0,2,1,0,,,,True,2455,300,log,1902,0,0,553,-281.87366,5603.28131,5606.88549,,-19.42469
0,3,0,0,1,0,12049.44607907371,405.9731910213741,332.5131282260724,True,2455,300,log,1960,82,67,346,-160.24813,6127.28302,6132.48053,-24.71769,-25.35165
0,0,0,2,1,0,,,,True,2455,300,log,1940,2,0,513,-283.33784,5600.85644,5605.71192,,-17.80033
0,3,0,0,1,0,12099.193761690338,476.4766739011684,332.14001412643535,True,2455,300,log,1876,77,44,458,-152.04832,6145.85619,6142.68914,-13.70475,-23.59849
0,0,0,2,1,0,10877.953585465179,16.067769019839034,307.7090195758378,True,2455,300,log,1961,1,0,493,-283.7232,5597.36741,5601.75413,-18.36488,-19.07987
0,3,0,0,1,0,12116.137367022659,409.66085229508644,338.49286577882174,True,2455,300,log,1980,74,41,360,-180.28455,6175.15091,6172.63619,-22.51024,-28.85495
0,0,0,2,1,0,,,,True,2455,300,log,1958,1,0,496,-284.12767,5605.3307,5603.60673,,-18.58168
0,3,0,0,1,0,12114.707395382864,489.8123429174593,339.2286026104694,True,2455,300,log,1868,87,45,455,-172.18515,6164.52616,6171.68528,-12.89575,-36.42314
