,test_id,kcid,lmc_prior_code,lengthscale_prior_code,time_to_converge,iterations_to_converge
0,0.0,0.0,2.0,1.0,102.721771,1065.0
0,3.0,0.0,0.0,1.0,35.771701,924.0
0,0.0,0.0,2.0,1.0,99.270842,1065.0
0,3.0,0.0,0.0,1.0,34.857581,856.0
0,0.0,0.0,2.0,1.0,87.195937,881.0
0,3.0,0.0,0.0,1.0,32.49623,820.0
0,0.0,0.0,2.0,1.0,86.731558,881.0
0,3.0,0.0,0.0,1.0,30.663235,743.0
0,0.0,0.0,2.0,1.0,87.047758,881.0
0,3.0,0.0,0.0,1.0,35.749469,819.0
0,0.0,0.0,2.0,1.0,90.891873,881.0
0,3.0,0.0,0.0,1.0,29.695637,743.0
0,0.0,0.0,2.0,1.0,85.21062,881.0
0,3.0,0.0,0.0,1.0,30.954784,794.0
0,0.0,0.0,2.0,1.0,83.889321,881.0
0,3.0,0.0,0.0,1.0,34.164015,884.0
0,0.0,0.0,2.0,1.0,90.683202,881.0
0,3.0,0.0,0.0,1.0,29.304354,743.0
0,0.0,0.0,2.0,1.0,78.402723,819.0
0,3.0,0.0,0.0,1.0,41.476722,1075.0
