,test_id,kcid,lmc_prior_code,lengthscale_prior_code,weight,y0,y3,y4
2,3,0,2,1,quadratic,0.9242,0.9342,0.9069
0,0,0,2,1,unweighted,0.5127,0.9223,0.9055
1,0,0,2,1,linear,0.7564,0.9223,0.9055
2,0,0,2,1,quadratic,0.8615,0.9223,0.9055
0,3,0,2,1,unweighted,0.7125,0.9524,0.949
1,3,0,2,1,linear,0.8525,0.9524,0.949
2,3,0,2,1,quadratic,0.9153,0.9524,0.949
0,0,0,2,1,unweighted,0.5153,0.9433,0.8974
1,0,0,2,1,linear,0.749,0.9433,0.8974
2,0,0,2,1,quadratic,0.8536,0.9433,0.8974
0,3,0,2,1,unweighted,0.7094,0.9342,0.8282
1,3,0,2,1,linear,0.8532,0.9342,0.8282
2,3,0,2,1,quadratic,0.9157,0.9342,0.8282
0,0,0,2,1,unweighted,0.4998,0.9425,0.8958
1,0,0,2,1,linear,0.738,0.9425,0.8958
2,0,0,2,1,quadratic,0.8449,0.9425,0.8958
0,3,0,2,1,unweighted,0.7109,0.8992,0.8879
1,3,0,2,1,linear,0.8593,0.8992,0.8879
2,3,0,2,1,quadratic,0.9225,0.8992,0.8879
0,0,0,2,1,unweighted,0.5097,0.9234,0.9276
1,0,0,2,1,linear,0.7517,0.9234,0.9276
2,0,0,2,1,quadratic,0.8586,0.9234,0.9276
0,3,0,2,1,unweighted,0.7098,0.8953,0.8768
1,3,0,2,1,linear,0.8503,0.8953,0.8768
2,3,0,2,1,quadratic,0.9118,0.8953,0.8768
0,0,9,2,1,unweighted,0.4845,0.9622,0.8988
1,0,9,2,1,linear,0.7251,0.9622,0.8988
2,0,9,2,1,quadratic,0.8323,0.9622,0.8988
0,3,9,2,1,unweighted,0.7185,0.9143,0.9179
1,3,9,2,1,linear,0.8554,0.9143,0.9179
2,3,9,2,1,quadratic,0.9169,0.9143,0.9179
0,0,9,2,1,unweighted,0.5057,0.9518,0.9083
1,0,9,2,1,linear,0.7456,0.9518,0.9083
2,0,9,2,1,quadratic,0.8523,0.9518,0.9083
0,3,9,2,1,unweighted,0.7286,0.935,0.8958
1,3,9,2,1,linear,0.862,0.935,0.8958
2,3,9,2,1,quadratic,0.9213,0.935,0.8958
0,0,9,2,1,unweighted,0.4916,0.9524,0.8958
1,0,9,2,1,linear,0.7403,0.9524,0.8958
2,0,9,2,1,quadratic,0.8469,0.9524,0.8958
0,3,9,2,1,unweighted,0.7271,0.953,0.8974
1,3,9,2,1,linear,0.8529,0.953,0.8974
2,3,9,2,1,quadratic,0.9126,0.953,0.8974
0,0,9,2,1,unweighted,0.4941,0.953,0.8846
1,0,9,2,1,linear,0.7375,0.953,0.8846
2,0,9,2,1,quadratic,0.8457,0.953,0.8846
0,3,9,2,1,unweighted,0.7222,0.8966,0.9375
1,3,9,2,1,linear,0.8604,0.8966,0.9375
2,3,9,2,1,quadratic,0.9201,0.8966,0.9375
0,0,9,2,1,unweighted,0.4694,0.9433,0.8958
1,0,9,2,1,linear,0.7347,0.9433,0.8958
2,0,9,2,1,quadratic,0.8515,0.9433,0.8958
0,3,9,2,1,unweighted,0.7075,0.9243,0.9384
1,3,9,2,1,linear,0.8477,0.9243,0.9384
2,3,9,2,1,quadratic,0.9106,0.9243,0.9384
0,0,9,2,1,unweighted,0.502,0.9334,0.8958
1,0,9,2,1,linear,0.747,0.9334,0.8958
2,0,9,2,1,quadratic,0.8555,0.9334,0.8958
0,3,9,2,1,unweighted,0.7542,0.9253,0.9393
1,3,9,2,1,linear,0.8771,0.9253,0.9393
2,3,9,2,1,quadratic,0.9287,0.9253,0.9393
0,0,9,2,1,unweighted,0.5005,0.9425,0.8943
1,0,9,2,1,linear,0.7447,0.9425,0.8943
2,0,9,2,1,quadratic,0.8504,0.9425,0.8943
0,3,9,2,1,unweighted,0.73,0.8865,0.8497
1,3,9,2,1,linear,0.8612,0.8865,0.8497
2,3,9,2,1,quadratic,0.9192,0.8865,0.8497
0,0,9,2,1,unweighted,0.4935,0.9234,0.8958
1,0,9,2,1,linear,0.7405,0.9234,0.8958
2,0,9,2,1,quadratic,0.851,0.9234,0.8958
0,3,9,2,1,unweighted,0.6827,0.8693,0.9055
1,3,9,2,1,linear,0.8336,0.8693,0.9055
2,3,9,2,1,quadratic,0.902,0.8693,0.9055
0,0,9,2,1,unweighted,0.4831,0.9524,0.8615
1,0,9,2,1,linear,0.7288,0.9524,0.8615
2,0,9,2,1,quadratic,0.8383,0.9524,0.8615
0,3,9,2,1,unweighted,0.6849,0.8763,0.9069
1,3,9,2,1,linear,0.8311,0.8763,0.9069
2,3,9,2,1,quadratic,0.897,0.8763,0.9069
0,0,9,2,1,unweighted,0.4962,0.9617,0.8974
1,0,9,2,1,linear,0.7409,0.9617,0.8974
2,0,9,2,1,quadratic,0.8518,0.9617,0.8974
0,3,9,2,1,unweighted,0.7448,0.9334,0.8925
1,3,9,2,1,linear,0.8724,0.9334,0.8925
2,3,9,2,1,quadratic,0.9281,0.9334,0.8925
