,test_id,kcid,lmc_prior_code,lengthscale_prior_code,weight,y0,y3,y4
0,0,0,2,1,unweighted,0.4907,0.9342,0.9276
1,0,0,2,1,linear,0.7368,0.9342,0.9276
2,0,0,2,1,quadratic,0.8458,0.9342,0.9276
0,3,0,2,1,unweighted,0.6839,0.9243,0.9265
1,3,0,2,1,linear,0.8434,0.9243,0.9265
2,3,0,2,1,quadratic,0.9117,0.9243,0.9265
0,0,0,2,1,unweighted,0.5142,0.9433,0.8958
1,0,0,2,1,linear,0.7486,0.9433,0.8958
2,0,0,2,1,quadratic,0.8525,0.9433,0.8958
0,3,0,2,1,unweighted,0.7405,0.9622,0.9154
1,3,0,2,1,linear,0.8695,0.9622,0.9154
2,3,0,2,1,quadratic,0.9241,0.9622,0.9154
0,0,0,2,1,unweighted,0.5108,0.9253,0.9167
1,0,0,2,1,linear,0.7507,0.9253,0.9167
2,0,0,2,1,quadratic,0.8563,0.9253,0.9167
0,3,0,2,1,unweighted,0.728,0.9243,0.8895
1,3,0,2,1,linear,0.8655,0.9243,0.8895
2,3,0,2,1,quadratic,0.9239,0.9243,0.8895
0,0,0,2,1,unweighted,0.4686,0.9433,0.9069
1,0,0,2,1,linear,0.725,0.9433,0.9069
2,0,0,2,1,quadratic,0.841,0.9433,0.9069
0,3,0,2,1,unweighted,0.6841,0.8953,0.8828
1,3,0,2,1,linear,0.8345,0.8953,0.8828
2,3,0,2,1,quadratic,0.8997,0.8953,0.8828
0,0,0,2,1,unweighted,0.4999,0.953,0.9069
1,0,0,2,1,linear,0.7412,0.953,0.9069
2,0,0,2,1,quadratic,0.8471,0.953,0.9069
0,3,0,2,1,unweighted,0.6999,0.9342,0.8974
1,3,0,2,1,linear,0.8461,0.9342,0.8974
2,3,0,2,1,quadratic,0.9097,0.9342,0.8974
0,0,0,2,1,unweighted,0.4997,0.9334,0.8863
1,0,0,2,1,linear,0.7444,0.9334,0.8863
2,0,0,2,1,quadratic,0.8504,0.9334,0.8863
0,3,0,2,1,unweighted,0.7026,0.9342,0.9069
1,3,0,2,1,linear,0.8582,0.9342,0.9069
