,test_id,kcid,lmc_prior_code,lengthscale_prior_code,test_data,elpd_loo,p_loo,se,warning,n_data_points,n_samples,scale,k_count_good,k_count_ok,k_count_bad,k_count_verybad,elpd_loo_y0,elpd_loo_y1,elpd_loo_y2,elpd_loo_y3,elpd_loo_y4
0,0,0,2,1,0,13161.617777149348,23.001543756641695,337.63094500915605,True,2945,300,log,2352,0,0,593,-309.80941,6750.73464,6756.63546,-18.06253,-17.88038
0,3,0,2,1,0,14968.270432598008,650.4609090338272,375.6618659190535,True,2945,300,log,2124,140,90,591,-162.79953,7577.21065,7573.80063,-10.21748,-9.72383
0,0,0,2,1,0,13169.391304718905,25.154358051137024,337.43155284607076,True,2945,300,log,2373,1,0,571,-304.59601,6752.49732,6757.83138,-16.43697,-19.90441
0,3,0,2,1,0,14790.26359133755,681.7968163049136,372.59218756940913,True,2945,300,log,2104,92,63,686,-158.14655,7493.58091,7480.39337,-12.52986,-13.03428
0,0,0,2,1,0,,,,True,2945,300,log,2372,0,0,573,-312.27502,6748.98679,6758.14556,-16.14361,
0,3,0,2,1,0,,,,True,2945,300,log,2218,74,47,606,-153.29135,7438.58398,7471.51227,-16.3863,
0,0,0,2,1,0,13195.55547729721,14.813143322950054,338.0658491791092,True,2945,300,log,2287,0,0,658,-302.68936,6764.77669,6765.99297,-17.28882,-15.236
0,3,0,2,1,0,14810.452213642158,681.5595459133183,375.932169963734,True,2945,300,log,2556,71,51,267,-176.61844,7523.91286,7504.70126,-19.73434,-21.80913
0,0,0,2,1,0,13177.07135512626,21.133094004329905,337.78800640114764,True,2945,300,log,2369,0,0,576,-301.59775,6755.04092,6761.26709,-17.54382,-20.09508
0,3,0,2,1,0,,,,True,2945,300,log,2175,92,58,620,-166.69494,7455.15894,7480.08983,-16.0578,
0,0,0,2,1,0,13190.599554653574,24.158910938782356,337.52735620402956,True,2945,300,log,2380,3,0,562,-294.35343,6760.97255,6760.39511,-23.26832,-13.14635
0,3,0,2,1,0,,,,True,2945,300,log,2269,116,68,492,-156.84068,7597.06442,7561.35055,,-19.75953
0,0,0,2,1,0,13157.223652958844,24.881830113667093,337.55555794447247,True,2945,300,log,2445,0,0,500,-307.19937,6751.30623,6754.01793,-19.90246,-20.99868
0,3,0,2,1,0,14717.417743591908,636.3114675090801,373.12463626376626,True,2945,300,log,2380,68,44,453,-165.61346,7449.00479,7463.79869,-14.20844,-15.56384
0,0,0,2,1,0,,,,True,2945,300,log,2281,1,0,663,-301.4079,6765.40751,6764.11376,,-14.1823
0,3,0,2,1,0,,,,True,2945,300,log,2390,94,41,420,-150.01685,7478.32349,7490.05625,-15.59667,
0,0,0,2,1,0,13147.284040787225,20.544687831265037,337.69933398401554,True,2945,300,log,2356,0,0,589,-321.42591,6751.99081,6752.32887,-16.03748,-19.57224
0,3,0,2,1,0,,,,True,2945,300,log,2326,114,51,454,-182.89569,7486.43718,7432.58844,,-23.03753
0,0,0,2,1,0,,,,True,2945,300,log,2366,0,0,579,-306.41163,6747.88519,6755.9326,,-19.84381
0,3,0,2,1,0,14698.890786877491,619.979477347646,372.11355975363824,True,2945,300,log,2268,80,45,552,-182.77497,7471.56722,7454.15168,-23.20023,-20.85292
0,0,9,2,1,0,,,,True,2945,300,log,2255,5,1,684,-238.22525,6798.04108,6802.59172,-9.21146,
0,3,9,2,1,0,,,,True,2945,300,log,1804,272,157,712,-141.29731,7586.76689,7604.41114,,-10.11948
0,0,9,2,1,0,,,,True,2945,300,log,2364,5,0,576,-267.48022,6771.38193,6760.31635,-11.79931,
0,3,9,2,1,0,,,,True,2945,300,log,1898,204,95,748,-146.05622,7553.27614,7512.53459,-12.57938,
0,0,9,2,1,0,13265.117703722131,33.66082096318314,337.65408963806703,True,2945,300,log,2334,3,0,608,-266.79828,6771.38247,6785.94367,-13.47154,-11.93861
0,3,9,2,1,0,,,,True,2945,300,log,1949,181,111,704,-149.6658,7566.79218,7535.26403,,-17.64431
0,0,9,2,1,0,13256.795028404034,31.462978539188043,337.6553009295206,True,2945,300,log,2330,6,0,609,-271.46883,6780.24877,6774.68452,-13.08404,-13.5854
0,3,9,2,1,0,,,,True,2945,300,log,2077,146,71,651,-174.51002,7448.86242,7485.49801,-12.99106,
