,test_id,kcid,lmc_prior_code,lengthscale_prior_code,kernel_structure,n_kernels,active_dims,additive,independent_outputs
0,0,0,2,1,"['SE_1^(0) + SE_2^(0) + SE_3^(0) + SE_4^(0) + SE_5^(0) + SE_6^(0) + SE_7^(0) + SE_8^(0) + SE_9^(0)', 'SE_10^(1) + SE_11^(1) + SE_12^(1) + SE_13^(1) + SE_14^(1) + SE_15^(1) + SE_16^(1) + SE_17^(1) + SE_18^(1)', 'SE_19^(2) + SE_20^(2) + SE_21^(2) + SE_22^(2) + SE_23^(2) + SE_24^(2) + SE_25^(2) + SE_26^(2) + SE_27^(2)', 'SE_28^(3) + SE_29^(3) + SE_30^(3) + SE_31^(3) + SE_32^(3) + SE_33^(3) + SE_34^(3) + SE_35^(3) + SE_36^(3)']",9,,True,False
0,3,0,2,1,['SE_1^(0) + SE_2^(0) + SE_3^(0) + SE_4^(0) + SE_5^(0) + SE_6^(0) + SE_7^(0) + SE_8^(0) + SE_9^(0)'],9,,False,False
0,0,0,2,1,"['SE_1^(0) + SE_2^(0) + SE_3^(0) + SE_4^(0) + SE_5^(0) + SE_6^(0) + SE_7^(0) + SE_8^(0) + SE_9^(0)', 'SE_10^(1) + SE_11^(1) + SE_12^(1) + SE_13^(1) + SE_14^(1) + SE_15^(1) + SE_16^(1) + SE_17^(1) + SE_18^(1)', 'SE_19^(2) + SE_20^(2) + SE_21^(2) + SE_22^(2) + SE_23^(2) + SE_24^(2) + SE_25^(2) + SE_26^(2) + SE_27^(2)', 'SE_28^(3) + SE_29^(3) + SE_30^(3) + SE_31^(3) + SE_32^(3) + SE_33^(3) + SE_34^(3) + SE_35^(3) + SE_36^(3)']",9,,True,False
0,3,0,2,1,['SE_1^(0) + SE_2^(0) + SE_3^(0) + SE_4^(0) + SE_5^(0) + SE_6^(0) + SE_7^(0) + SE_8^(0) + SE_9^(0)'],9,,False,False
0,0,0,2,1,"['SE_1^(0) + SE_2^(0) + SE_3^(0) + SE_4^(0) + SE_5^(0) + SE_6^(0) + SE_7^(0) + SE_8^(0) + SE_9^(0)', 'SE_10^(1) + SE_11^(1) + SE_12^(1) + SE_13^(1) + SE_14^(1) + SE_15^(1) + SE_16^(1) + SE_17^(1) + SE_18^(1)', 'SE_19^(2) + SE_20^(2) + SE_21^(2) + SE_22^(2) + SE_23^(2) + SE_24^(2) + SE_25^(2) + SE_26^(2) + SE_27^(2)', 'SE_28^(3) + SE_29^(3) + SE_30^(3) + SE_31^(3) + SE_32^(3) + SE_33^(3) + SE_34^(3) + SE_35^(3) + SE_36^(3)']",9,,True,False
0,3,0,2,1,['SE_1^(0) + SE_2^(0) + SE_3^(0) + SE_4^(0) + SE_5^(0) + SE_6^(0) + SE_7^(0) + SE_8^(0) + SE_9^(0)'],9,,False,False
0,0,0,2,1,"['SE_1^(0) + SE_2^(0) + SE_3^(0) + SE_4^(0) + SE_5^(0) + SE_6^(0) + SE_7^(0) + SE_8^(0) + SE_9^(0)', 'SE_10^(1) + SE_11^(1) + SE_12^(1) + SE_13^(1) + SE_14^(1) + SE_15^(1) + SE_16^(1) + SE_17^(1) + SE_18^(1)', 'SE_19^(2) + SE_20^(2) + SE_21^(2) + SE_22^(2) + SE_23^(2) + SE_24^(2) + SE_25^(2) + SE_26^(2) + SE_27^(2)', 'SE_28^(3) + SE_29^(3) + SE_30^(3) + SE_31^(3) + SE_32^(3) + SE_33^(3) + SE_34^(3) + SE_35^(3) + SE_36^(3)']",9,,True,False
0,3,0,2,1,['SE_1^(0) + SE_2^(0) + SE_3^(0) + SE_4^(0) + SE_5^(0) + SE_6^(0) + SE_7^(0) + SE_8^(0) + SE_9^(0)'],9,,False,False
0,0,0,2,1,"['SE_1^(0) + SE_2^(0) + SE_3^(0) + SE_4^(0) + SE_5^(0) + SE_6^(0) + SE_7^(0) + SE_8^(0) + SE_9^(0)', 'SE_10^(1) + SE_11^(1) + SE_12^(1) + SE_13^(1) + SE_14^(1) + SE_15^(1) + SE_16^(1) + SE_17^(1) + SE_18^(1)', 'SE_19^(2) + SE_20^(2) + SE_21^(2) + SE_22^(2) + SE_23^(2) + SE_24^(2) + SE_25^(2) + SE_26^(2) + SE_27^(2)', 'SE_28^(3) + SE_29^(3) + SE_30^(3) + SE_31^(3) + SE_32^(3) + SE_33^(3) + SE_34^(3) + SE_35^(3) + SE_36^(3)']",9,,True,False
0,3,0,2,1,['SE_1^(0) + SE_2^(0) + SE_3^(0) + SE_4^(0) + SE_5^(0) + SE_6^(0) + SE_7^(0) + SE_8^(0) + SE_9^(0)'],9,,False,False
0,0,0,2,1,"['SE_1^(0) + SE_2^(0) + SE_3^(0) + SE_4^(0) + SE_5^(0) + SE_6^(0) + SE_7^(0) + SE_8^(0) + SE_9^(0)', 'SE_10^(1) + SE_11^(1) + SE_12^(1) + SE_13^(1) + SE_14^(1) + SE_15^(1) + SE_16^(1) + SE_17^(1) + SE_18^(1)', 'SE_19^(2) + SE_20^(2) + SE_21^(2) + SE_22^(2) + SE_23^(2) + SE_24^(2) + SE_25^(2) + SE_26^(2) + SE_27^(2)', 'SE_28^(3) + SE_29^(3) + SE_30^(3) + SE_31^(3) + SE_32^(3) + SE_33^(3) + SE_34^(3) + SE_35^(3) + SE_36^(3)']",9,,True,False
0,3,0,2,1,['SE_1^(0) + SE_2^(0) + SE_3^(0) + SE_4^(0) + SE_5^(0) + SE_6^(0) + SE_7^(0) + SE_8^(0) + SE_9^(0)'],9,,False,False
0,0,0,2,1,"['SE_1^(0) + SE_2^(0) + SE_3^(0) + SE_4^(0) + SE_5^(0) + SE_6^(0) + SE_7^(0) + SE_8^(0) + SE_9^(0)', 'SE_10^(1) + SE_11^(1) + SE_12^(1) + SE_13^(1) + SE_14^(1) + SE_15^(1) + SE_16^(1) + SE_17^(1) + SE_18^(1)', 'SE_19^(2) + SE_20^(2) + SE_21^(2) + SE_22^(2) + SE_23^(2) + SE_24^(2) + SE_25^(2) + SE_26^(2) + SE_27^(2)', 'SE_28^(3) + SE_29^(3) + SE_30^(3) + SE_31^(3) + SE_32^(3) + SE_33^(3) + SE_34^(3) + SE_35^(3) + SE_36^(3)']",9,,True,False
0,3,0,2,1,['SE_1^(0) + SE_2^(0) + SE_3^(0) + SE_4^(0) + SE_5^(0) + SE_6^(0) + SE_7^(0) + SE_8^(0) + SE_9^(0)'],9,,False,False
0,0,0,2,1,"['SE_1^(0) + SE_2^(0) + SE_3^(0) + SE_4^(0) + SE_5^(0) + SE_6^(0) + SE_7^(0) + SE_8^(0) + SE_9^(0)', 'SE_10^(1) + SE_11^(1) + SE_12^(1) + SE_13^(1) + SE_14^(1) + SE_15^(1) + SE_16^(1) + SE_17^(1) + SE_18^(1)', 'SE_19^(2) + SE_20^(2) + SE_21^(2) + SE_22^(2) + SE_23^(2) + SE_24^(2) + SE_25^(2) + SE_26^(2) + SE_27^(2)', 'SE_28^(3) + SE_29^(3) + SE_30^(3) + SE_31^(3) + SE_32^(3) + SE_33^(3) + SE_34^(3) + SE_35^(3) + SE_36^(3)']",9,,True,False
0,3,0,2,1,['SE_1^(0) + SE_2^(0) + SE_3^(0) + SE_4^(0) + SE_5^(0) + SE_6^(0) + SE_7^(0) + SE_8^(0) + SE_9^(0)'],9,,False,False
0,0,0,2,1,"['SE_1^(0) + SE_2^(0) + SE_3^(0) + SE_4^(0) + SE_5^(0) + SE_6^(0) + SE_7^(0) + SE_8^(0) + SE_9^(0)', 'SE_10^(1) + SE_11^(1) + SE_12^(1) + SE_13^(1) + SE_14^(1) + SE_15^(1) + SE_16^(1) + SE_17^(1) + SE_18^(1)', 'SE_19^(2) + SE_20^(2) + SE_21^(2) + SE_22^(2) + SE_23^(2) + SE_24^(2) + SE_25^(2) + SE_26^(2) + SE_27^(2)', 'SE_28^(3) + SE_29^(3) + SE_30^(3) + SE_31^(3) + SE_32^(3) + SE_33^(3) + SE_34^(3) + SE_35^(3) + SE_36^(3)']",9,,True,False
0,3,0,2,1,['SE_1^(0) + SE_2^(0) + SE_3^(0) + SE_4^(0) + SE_5^(0) + SE_6^(0) + SE_7^(0) + SE_8^(0) + SE_9^(0)'],9,,False,False
0,0,0,2,1,"['SE_1^(0) + SE_2^(0) + SE_3^(0) + SE_4^(0) + SE_5^(0) + SE_6^(0) + SE_7^(0) + SE_8^(0) + SE_9^(0)', 'SE_10^(1) + SE_11^(1) + SE_12^(1) + SE_13^(1) + SE_14^(1) + SE_15^(1) + SE_16^(1) + SE_17^(1) + SE_18^(1)', 'SE_19^(2) + SE_20^(2) + SE_21^(2) + SE_22^(2) + SE_23^(2) + SE_24^(2) + SE_25^(2) + SE_26^(2) + SE_27^(2)', 'SE_28^(3) + SE_29^(3) + SE_30^(3) + SE_31^(3) + SE_32^(3) + SE_33^(3) + SE_34^(3) + SE_35^(3) + SE_36^(3)']",9,,True,False
0,3,0,2,1,['SE_1^(0) + SE_2^(0) + SE_3^(0) + SE_4^(0) + SE_5^(0) + SE_6^(0) + SE_7^(0) + SE_8^(0) + SE_9^(0)'],9,,False,False
0,0,9,2,1,"['SE_1^(0) x PPoly2_1^(0) + SE_2^(0) x PPoly1_1^(0) + SE_3^(0) + SE_4^(0) x PPoly2_2^(0) + SE_5^(0) x PPoly1_2^(0) + SE_6^(0) + SE_7^(0) x PPoly2_3^(0) + SE_8^(0) x PPoly1_3^(0) + SE_9^(0)', 'SE_10^(1) x PPoly2_4^(1) + SE_11^(1) x PPoly1_4^(1) + SE_12^(1) + SE_13^(1) x PPoly2_5^(1) + SE_14^(1) x PPoly1_5^(1) + SE_15^(1) + SE_16^(1) x PPoly2_6^(1) + SE_17^(1) x PPoly1_6^(1) + SE_18^(1)', 'SE_19^(2) x PPoly2_7^(2) + SE_20^(2) x PPoly1_7^(2) + SE_21^(2) + SE_22^(2) x PPoly2_8^(2) + SE_23^(2) x PPoly1_8^(2) + SE_24^(2) + SE_25^(2) x PPoly2_9^(2) + SE_26^(2) x PPoly1_9^(2) + SE_27^(2)', 'SE_28^(3) x PPoly2_10^(3) + SE_29^(3) x PPoly1_10^(3) + SE_30^(3) + SE_31^(3) x PPoly2_11^(3) + SE_32^(3) x PPoly1_11^(3) + SE_33^(3) + SE_34^(3) x PPoly2_12^(3) + SE_35^(3) x PPoly1_12^(3) + SE_36^(3)']",9,,True,False
0,3,9,2,1,['SE_1^(0) x PPoly2_1^(0) + SE_2^(0) x PPoly1_1^(0) + SE_3^(0) + SE_4^(0) x PPoly2_2^(0) + SE_5^(0) x PPoly1_2^(0) + SE_6^(0) + SE_7^(0) x PPoly2_3^(0) + SE_8^(0) x PPoly1_3^(0) + SE_9^(0)'],9,,False,False
0,0,9,2,1,"['SE_1^(0) x PPoly2_1^(0) + SE_2^(0) x PPoly1_1^(0) + SE_3^(0) + SE_4^(0) x PPoly2_2^(0) + SE_5^(0) x PPoly1_2^(0) + SE_6^(0) + SE_7^(0) x PPoly2_3^(0) + SE_8^(0) x PPoly1_3^(0) + SE_9^(0)', 'SE_10^(1) x PPoly2_4^(1) + SE_11^(1) x PPoly1_4^(1) + SE_12^(1) + SE_13^(1) x PPoly2_5^(1) + SE_14^(1) x PPoly1_5^(1) + SE_15^(1) + SE_16^(1) x PPoly2_6^(1) + SE_17^(1) x PPoly1_6^(1) + SE_18^(1)', 'SE_19^(2) x PPoly2_7^(2) + SE_20^(2) x PPoly1_7^(2) + SE_21^(2) + SE_22^(2) x PPoly2_8^(2) + SE_23^(2) x PPoly1_8^(2) + SE_24^(2) + SE_25^(2) x PPoly2_9^(2) + SE_26^(2) x PPoly1_9^(2) + SE_27^(2)', 'SE_28^(3) x PPoly2_10^(3) + SE_29^(3) x PPoly1_10^(3) + SE_30^(3) + SE_31^(3) x PPoly2_11^(3) + SE_32^(3) x PPoly1_11^(3) + SE_33^(3) + SE_34^(3) x PPoly2_12^(3) + SE_35^(3) x PPoly1_12^(3) + SE_36^(3)']",9,,True,False
0,3,9,2,1,['SE_1^(0) x PPoly2_1^(0) + SE_2^(0) x PPoly1_1^(0) + SE_3^(0) + SE_4^(0) x PPoly2_2^(0) + SE_5^(0) x PPoly1_2^(0) + SE_6^(0) + SE_7^(0) x PPoly2_3^(0) + SE_8^(0) x PPoly1_3^(0) + SE_9^(0)'],9,,False,False
0,0,9,2,1,"['SE_1^(0) x PPoly2_1^(0) + SE_2^(0) x PPoly1_1^(0) + SE_3^(0) + SE_4^(0) x PPoly2_2^(0) + SE_5^(0) x PPoly1_2^(0) + SE_6^(0) + SE_7^(0) x PPoly2_3^(0) + SE_8^(0) x PPoly1_3^(0) + SE_9^(0)', 'SE_10^(1) x PPoly2_4^(1) + SE_11^(1) x PPoly1_4^(1) + SE_12^(1) + SE_13^(1) x PPoly2_5^(1) + SE_14^(1) x PPoly1_5^(1) + SE_15^(1) + SE_16^(1) x PPoly2_6^(1) + SE_17^(1) x PPoly1_6^(1) + SE_18^(1)', 'SE_19^(2) x PPoly2_7^(2) + SE_20^(2) x PPoly1_7^(2) + SE_21^(2) + SE_22^(2) x PPoly2_8^(2) + SE_23^(2) x PPoly1_8^(2) + SE_24^(2) + SE_25^(2) x PPoly2_9^(2) + SE_26^(2) x PPoly1_9^(2) + SE_27^(2)', 'SE_28^(3) x PPoly2_10^(3) + SE_29^(3) x PPoly1_10^(3) + SE_30^(3) + SE_31^(3) x PPoly2_11^(3) + SE_32^(3) x PPoly1_11^(3) + SE_33^(3) + SE_34^(3) x PPoly2_12^(3) + SE_35^(3) x PPoly1_12^(3) + SE_36^(3)']",9,,True,False
0,3,9,2,1,['SE_1^(0) x PPoly2_1^(0) + SE_2^(0) x PPoly1_1^(0) + SE_3^(0) + SE_4^(0) x PPoly2_2^(0) + SE_5^(0) x PPoly1_2^(0) + SE_6^(0) + SE_7^(0) x PPoly2_3^(0) + SE_8^(0) x PPoly1_3^(0) + SE_9^(0)'],9,,False,False
0,0,9,2,1,"['SE_1^(0) x PPoly2_1^(0) + SE_2^(0) x PPoly1_1^(0) + SE_3^(0) + SE_4^(0) x PPoly2_2^(0) + SE_5^(0) x PPoly1_2^(0) + SE_6^(0) + SE_7^(0) x PPoly2_3^(0) + SE_8^(0) x PPoly1_3^(0) + SE_9^(0)', 'SE_10^(1) x PPoly2_4^(1) + SE_11^(1) x PPoly1_4^(1) + SE_12^(1) + SE_13^(1) x PPoly2_5^(1) + SE_14^(1) x PPoly1_5^(1) + SE_15^(1) + SE_16^(1) x PPoly2_6^(1) + SE_17^(1) x PPoly1_6^(1) + SE_18^(1)', 'SE_19^(2) x PPoly2_7^(2) + SE_20^(2) x PPoly1_7^(2) + SE_21^(2) + SE_22^(2) x PPoly2_8^(2) + SE_23^(2) x PPoly1_8^(2) + SE_24^(2) + SE_25^(2) x PPoly2_9^(2) + SE_26^(2) x PPoly1_9^(2) + SE_27^(2)', 'SE_28^(3) x PPoly2_10^(3) + SE_29^(3) x PPoly1_10^(3) + SE_30^(3) + SE_31^(3) x PPoly2_11^(3) + SE_32^(3) x PPoly1_11^(3) + SE_33^(3) + SE_34^(3) x PPoly2_12^(3) + SE_35^(3) x PPoly1_12^(3) + SE_36^(3)']",9,,True,False
0,3,9,2,1,['SE_1^(0) x PPoly2_1^(0) + SE_2^(0) x PPoly1_1^(0) + SE_3^(0) + SE_4^(0) x PPoly2_2^(0) + SE_5^(0) x PPoly1_2^(0) + SE_6^(0) + SE_7^(0) x PPoly2_3^(0) + SE_8^(0) x PPoly1_3^(0) + SE_9^(0)'],9,,False,False
0,0,9,2,1,"['SE_1^(0) x PPoly2_1^(0) + SE_2^(0) x PPoly1_1^(0) + SE_3^(0) + SE_4^(0) x PPoly2_2^(0) + SE_5^(0) x PPoly1_2^(0) + SE_6^(0) + SE_7^(0) x PPoly2_3^(0) + SE_8^(0) x PPoly1_3^(0) + SE_9^(0)', 'SE_10^(1) x PPoly2_4^(1) + SE_11^(1) x PPoly1_4^(1) + SE_12^(1) + SE_13^(1) x PPoly2_5^(1) + SE_14^(1) x PPoly1_5^(1) + SE_15^(1) + SE_16^(1) x PPoly2_6^(1) + SE_17^(1) x PPoly1_6^(1) + SE_18^(1)', 'SE_19^(2) x PPoly2_7^(2) + SE_20^(2) x PPoly1_7^(2) + SE_21^(2) + SE_22^(2) x PPoly2_8^(2) + SE_23^(2) x PPoly1_8^(2) + SE_24^(2) + SE_25^(2) x PPoly2_9^(2) + SE_26^(2) x PPoly1_9^(2) + SE_27^(2)', 'SE_28^(3) x PPoly2_10^(3) + SE_29^(3) x PPoly1_10^(3) + SE_30^(3) + SE_31^(3) x PPoly2_11^(3) + SE_32^(3) x PPoly1_11^(3) + SE_33^(3) + SE_34^(3) x PPoly2_12^(3) + SE_35^(3) x PPoly1_12^(3) + SE_36^(3)']",9,,True,False
0,3,9,2,1,['SE_1^(0) x PPoly2_1^(0) + SE_2^(0) x PPoly1_1^(0) + SE_3^(0) + SE_4^(0) x PPoly2_2^(0) + SE_5^(0) x PPoly1_2^(0) + SE_6^(0) + SE_7^(0) x PPoly2_3^(0) + SE_8^(0) x PPoly1_3^(0) + SE_9^(0)'],9,,False,False
0,0,9,2,1,"['SE_1^(0) x PPoly2_1^(0) + SE_2^(0) x PPoly1_1^(0) + SE_3^(0) + SE_4^(0) x PPoly2_2^(0) + SE_5^(0) x PPoly1_2^(0) + SE_6^(0) + SE_7^(0) x PPoly2_3^(0) + SE_8^(0) x PPoly1_3^(0) + SE_9^(0)', 'SE_10^(1) x PPoly2_4^(1) + SE_11^(1) x PPoly1_4^(1) + SE_12^(1) + SE_13^(1) x PPoly2_5^(1) + SE_14^(1) x PPoly1_5^(1) + SE_15^(1) + SE_16^(1) x PPoly2_6^(1) + SE_17^(1) x PPoly1_6^(1) + SE_18^(1)', 'SE_19^(2) x PPoly2_7^(2) + SE_20^(2) x PPoly1_7^(2) + SE_21^(2) + SE_22^(2) x PPoly2_8^(2) + SE_23^(2) x PPoly1_8^(2) + SE_24^(2) + SE_25^(2) x PPoly2_9^(2) + SE_26^(2) x PPoly1_9^(2) + SE_27^(2)', 'SE_28^(3) x PPoly2_10^(3) + SE_29^(3) x PPoly1_10^(3) + SE_30^(3) + SE_31^(3) x PPoly2_11^(3) + SE_32^(3) x PPoly1_11^(3) + SE_33^(3) + SE_34^(3) x PPoly2_12^(3) + SE_35^(3) x PPoly1_12^(3) + SE_36^(3)']",9,,True,False
0,3,9,2,1,['SE_1^(0) x PPoly2_1^(0) + SE_2^(0) x PPoly1_1^(0) + SE_3^(0) + SE_4^(0) x PPoly2_2^(0) + SE_5^(0) x PPoly1_2^(0) + SE_6^(0) + SE_7^(0) x PPoly2_3^(0) + SE_8^(0) x PPoly1_3^(0) + SE_9^(0)'],9,,False,False
0,0,9,2,1,"['SE_1^(0) x PPoly2_1^(0) + SE_2^(0) x PPoly1_1^(0) + SE_3^(0) + SE_4^(0) x PPoly2_2^(0) + SE_5^(0) x PPoly1_2^(0) + SE_6^(0) + SE_7^(0) x PPoly2_3^(0) + SE_8^(0) x PPoly1_3^(0) + SE_9^(0)', 'SE_10^(1) x PPoly2_4^(1) + SE_11^(1) x PPoly1_4^(1) + SE_12^(1) + SE_13^(1) x PPoly2_5^(1) + SE_14^(1) x PPoly1_5^(1) + SE_15^(1) + SE_16^(1) x PPoly2_6^(1) + SE_17^(1) x PPoly1_6^(1) + SE_18^(1)', 'SE_19^(2) x PPoly2_7^(2) + SE_20^(2) x PPoly1_7^(2) + SE_21^(2) + SE_22^(2) x PPoly2_8^(2) + SE_23^(2) x PPoly1_8^(2) + SE_24^(2) + SE_25^(2) x PPoly2_9^(2) + SE_26^(2) x PPoly1_9^(2) + SE_27^(2)', 'SE_28^(3) x PPoly2_10^(3) + SE_29^(3) x PPoly1_10^(3) + SE_30^(3) + SE_31^(3) x PPoly2_11^(3) + SE_32^(3) x PPoly1_11^(3) + SE_33^(3) + SE_34^(3) x PPoly2_12^(3) + SE_35^(3) x PPoly1_12^(3) + SE_36^(3)']",9,,True,False
0,3,9,2,1,['SE_1^(0) x PPoly2_1^(0) + SE_2^(0) x PPoly1_1^(0) + SE_3^(0) + SE_4^(0) x PPoly2_2^(0) + SE_5^(0) x PPoly1_2^(0) + SE_6^(0) + SE_7^(0) x PPoly2_3^(0) + SE_8^(0) x PPoly1_3^(0) + SE_9^(0)'],9,,False,False
0,0,9,2,1,"['SE_1^(0) x PPoly2_1^(0) + SE_2^(0) x PPoly1_1^(0) + SE_3^(0) + SE_4^(0) x PPoly2_2^(0) + SE_5^(0) x PPoly1_2^(0) + SE_6^(0) + SE_7^(0) x PPoly2_3^(0) + SE_8^(0) x PPoly1_3^(0) + SE_9^(0)', 'SE_10^(1) x PPoly2_4^(1) + SE_11^(1) x PPoly1_4^(1) + SE_12^(1) + SE_13^(1) x PPoly2_5^(1) + SE_14^(1) x PPoly1_5^(1) + SE_15^(1) + SE_16^(1) x PPoly2_6^(1) + SE_17^(1) x PPoly1_6^(1) + SE_18^(1)', 'SE_19^(2) x PPoly2_7^(2) + SE_20^(2) x PPoly1_7^(2) + SE_21^(2) + SE_22^(2) x PPoly2_8^(2) + SE_23^(2) x PPoly1_8^(2) + SE_24^(2) + SE_25^(2) x PPoly2_9^(2) + SE_26^(2) x PPoly1_9^(2) + SE_27^(2)', 'SE_28^(3) x PPoly2_10^(3) + SE_29^(3) x PPoly1_10^(3) + SE_30^(3) + SE_31^(3) x PPoly2_11^(3) + SE_32^(3) x PPoly1_11^(3) + SE_33^(3) + SE_34^(3) x PPoly2_12^(3) + SE_35^(3) x PPoly1_12^(3) + SE_36^(3)']",9,,True,False
