,test_id,kcid,lmc_prior_code,lengthscale_prior_code,time_to_converge,iterations_to_converge
0,0.0,0.0,2.0,1.0,148.328085,974.0
0,3.0,0.0,2.0,1.0,42.736864,820.0
0,0.0,0.0,2.0,1.0,154.095111,974.0
0,3.0,0.0,2.0,1.0,47.897009,957.0
0,0.0,0.0,2.0,1.0,141.869346,974.0
0,3.0,0.0,2.0,1.0,47.581056,949.0
0,0.0,0.0,2.0,1.0,174.472618,1165.0
0,3.0,0.0,2.0,1.0,38.622992,798.0
0,0.0,0.0,2.0,1.0,154.89917,1089.0
0,3.0,0.0,2.0,1.0,46.220987,949.0
0,0.0,0.0,2.0,1.0,166.023721,1165.0
0,3.0,0.0,2.0,1.0,38.797088,798.0
0,0.0,0.0,2.0,1.0,138.78961,974.0
0,3.0,0.0,2.0,1.0,42.45905,871.0
0,0.0,0.0,2.0,1.0,166.333568,1165.0
0,3.0,0.0,2.0,1.0,37.400079,767.0
0,0.0,0.0,2.0,1.0,157.625306,1104.0
0,3.0,0.0,2.0,1.0,42.471106,871.0
0,0.0,0.0,2.0,1.0,138.010324,974.0
0,3.0,0.0,2.0,1.0,40.038398,820.0
0,0.0,9.0,2.0,1.0,297.501784,1104.0
0,3.0,9.0,2.0,1.0,62.155889,767.0
0,0.0,9.0,2.0,1.0,253.467532,974.0
0,3.0,9.0,2.0,1.0,75.809113,949.0
0,0.0,9.0,2.0,1.0,249.956583,988.0
0,3.0,9.0,2.0,1.0,72.403274,871.0
0,0.0,9.0,2.0,1.0,276.154214,1006.0
0,3.0,9.0,2.0,1.0,79.603076,949.0
0,0.0,9.0,2.0,1.0,210.999613,762.0
0,3.0,9.0,2.0,1.0,73.995697,871.0
0,0.0,9.0,2.0,1.0,250.628993,948.0
0,3.0,9.0,2.0,1.0,80.968295,949.0
0,0.0,9.0,2.0,1.0,262.692261,974.0
0,3.0,9.0,2.0,1.0,69.555856,820.0
0,0.0,9.0,2.0,1.0,265.224795,974.0
0,3.0,9.0,2.0,1.0,66.97203,794.0
0,0.0,9.0,2.0,1.0,258.382845,974.0
0,3.0,9.0,2.0,1.0,87.259148,1046.0
0,0.0,9.0,2.0,1.0,255.999815,919.0
0,3.0,9.0,2.0,1.0,80.003042,949.0
