,test_id,kcid,lmc_prior_code,lengthscale_prior_code,test_data,elpd_loo,p_loo,se,warning,n_data_points,n_samples,scale,k_count_good,k_count_ok,k_count_bad,k_count_verybad,elpd_loo_y0,elpd_loo_y1,elpd_loo_y2,elpd_loo_y3,elpd_loo_y4
0,0,0,2,1,0,13111.592995269304,13.881370633307597,337.9369734436267,True,2945,300,log,2771,1,0,173,-325.75267,6748.57873,6749.65554,-28.99354,-31.89505
1,0,0,2,1,0,13094.462605692197,12.62445919723541,338.41639198051547,True,2945,300,log,2881,1,0,63,-332.73251,6750.23956,6750.50773,-36.34021,-37.21196
2,0,0,2,1,0,,,,True,2945,300,log,2615,6,0,324,-334.12612,6745.92747,6748.04682,,-21.00608
3,0,0,2,1,0,13061.004506247791,12.979851722124295,337.48294504637704,True,2945,300,log,2819,1,0,125,-339.15523,6733.65671,6737.22124,-31.13038,-39.58784
4,0,0,2,1,0,13060.27099749771,12.472699471860324,337.71469557081565,True,2945,300,log,2783,1,0,161,-350.61935,6734.76381,6734.80819,-31.03469,-27.64695
5,0,0,2,1,0,12972.354522574802,11.478914966692173,339.12374263776246,False,2945,300,log,2945,0,0,0,-345.41296,6732.89919,6736.26901,-75.48301,-75.9177
6,0,0,2,1,0,,,,True,2945,300,log,2704,1,0,240,-345.53239,6744.31925,6743.4513,,-29.67548
7,0,0,2,1,0,13088.649574445957,11.970612431083282,338.0397842367611,True,2945,300,log,2745,2,0,198,-343.25025,6743.06682,6746.00845,-29.67457,-27.50088
8,0,0,2,1,0,,,,True,2945,300,log,2721,5,0,219,-340.66521,6745.46815,6746.96433,,-27.66233
9,0,0,2,1,0,,,,True,2945,300,log,2709,1,0,235,-339.96875,6751.79551,6753.60192,,-28.40766
10,1,0,0,1,0,13056.908304225148,14.127534487579396,337.74215541940623,True,2945,300,log,2895,0,0,50,-346.37524,6737.295,6741.26983,-38.08478,-37.1965
11,1,0,0,1,0,13063.713397202544,14.79400459923454,337.4596431824799,True,2945,300,log,2749,2,0,194,-345.18299,6732.34179,6734.61521,-28.06446,-29.99616
12,1,0,0,1,0,13060.072590084912,12.197530290917712,337.50408120141014,True,2945,300,log,2745,2,0,198,-346.98728,6729.60421,6733.99412,-29.75209,-26.78638
13,1,0,0,1,0,13035.36988572406,12.186878236632765,337.28143731377395,True,2945,300,log,2807,1,0,137,-357.40898,6727.4194,6727.60553,-31.95573,-30.29034
14,1,0,0,1,0,13075.085028777215,12.47196731268923,338.07885858394786,True,2945,300,log,2851,0,0,94,-343.07133,6742.37732,6743.24228,-35.7679,-31.69534
15,1,0,0,1,0,13082.853405336738,13.30976870989798,337.3971557419099,True,2945,300,log,2568,4,0,373,-341.51762,6734.41797,6737.81752,-23.76907,-24.09539
