,test_id,kcid,lmc_prior_code,lengthscale_prior_code,lengthscales
0,0,0,2,1,"[0.4852, 1.3165, 0.3719, 1.2046, 0.6605, 0.277, 0.258, 1.9857, 0.9422, 0.3243, 0.2075, 0.6344]"
1,0,0,2,1,"[0.4174, 2.979, 0.448, 0.7131, 0.4298, 0.2964, 0.2606, 2.3801, 0.612, 0.2878, 0.2593, 1.1296]"
2,0,0,2,1,"[1.1241, 3.3966, 0.305, 0.2585, 1.3652, 1.1413, 0.1509, 2.3982, 2.1228, 0.2217, 0.3084, 2.4235]"
3,0,0,2,1,"[2.6627, 3.9198, 0.7379, 0.3213, 2.9185, 1.0849, 0.1534, 2.7138, 2.7974, 0.2408, 0.2373, 1.2012]"
4,0,0,2,1,"[0.5019, 3.7266, 1.0168, 0.3146, 4.2934, 2.1756, 0.1293, 3.8629, 3.0146, 0.6999, 0.3069, 2.4353]"
5,0,0,2,1,"[0.3036, 2.8057, 1.2117, 0.3141, 5.1758, 3.2942, 0.4931, 2.5266, 2.4121, 1.043, 0.1678, 2.5034]"
6,0,0,2,1,"[0.2914, 3.23, 1.0869, 0.2255, 5.1984, 2.0514, 0.4514, 1.0977, 3.3039, 0.3733, 0.3521, 2.0892]"
7,0,0,2,1,"[0.2752, 3.5187, 0.4218, 0.3322, 4.3325, 2.9103, 0.4941, 1.6048, 4.2028, 0.514, 0.3362, 2.9524]"
8,0,0,2,1,"[0.415, 0.4642, 1.0154, 0.2759, 3.3459, 2.4251, 0.4632, 1.3627, 4.4811, 0.405, 0.2179, 4.2691]"
9,0,0,2,1,"[0.947, 0.4007, 2.9957, 1.6224, 3.2568, 0.308, 0.4736, 0.4082, 4.5212, 0.2446, 0.1808, 3.3495]"
10,1,0,0,1,"[1.9256, 0.391, 3.4341, 2.5904, 3.5712, 0.4995, 0.5476, 1.1526, 4.6103, 0.3239, 0.2346, 4.9823]"
11,1,0,0,1,"[2.8006, 0.3331, 3.769, 2.3251, 4.2651, 0.3738, 0.1313, 1.0745, 3.7395, 0.334, 0.5662, 4.4579]"
12,1,0,0,1,"[1.4857, 0.4138, 3.3903, 2.6178, 4.515, 0.3043, 0.2867, 1.8302, 4.053, 1.2699, 0.2507, 1.6679]"
13,1,0,0,1,"[2.2385, 0.1428, 2.849, 3.382, 5.5273, 0.4652, 0.6449, 0.6378, 5.3532, 0.9729, 0.2476, 2.532]"
14,1,0,0,1,"[2.1368, 0.2635, 2.9486, 3.95, 4.2968, 0.2599, 0.6232, 0.2667, 1.8244, 0.4532, 0.2174, 3.0098]"
15,1,0,0,1,"[2.787, 0.2118, 3.9334, 4.6292, 4.0718, 0.2908, 0.3318, 0.5957, 3.1224, 1.0563, 0.2138, 3.6787]"
16,1,0,0,1,"[3.5088, 0.2543, 3.2172, 5.307, 4.1517, 0.289, 0.704, 0.4466, 1.0223, 2.7857, 0.2471, 4.1579]"
17,1,0,0,1,"[4.2866, 0.201, 1.3698, 4.0003, 4.4733, 0.2923, 1.2812, 0.3667, 2.7053, 3.6807, 0.2758, 4.5537]"
18,1,0,0,1,"[0.5113, 0.2937, 1.4484, 3.6028, 3.3629, 0.3051, 2.7535, 0.3806, 1.9444, 3.7085, 1.0591, 1.4786]"
19,1,0,0,1,"[0.4773, 0.3461, 0.9679, 0.585, 2.1896, 0.8033, 0.464, 1.0194, 0.4229, 4.1571, 0.4189, 3.2977]"
