,test_id,kcid,lmc_prior_code,lengthscale_prior_code,weight,y0,y3,y4
0,0,0,2,1,unweighted,0.4092,0.9054,0.8943
1,0,0,2,1,linear,0.7014,0.9054,0.8943
2,0,0,2,1,quadratic,0.8273,0.9054,0.8943
3,0,0,2,1,unweighted,0.3833,0.912,0.8943
4,0,0,2,1,linear,0.6891,0.912,0.8943
5,0,0,2,1,quadratic,0.8228,0.912,0.8943
6,0,0,2,1,unweighted,0.3892,0.9213,0.8846
7,0,0,2,1,linear,0.6946,0.9213,0.8846
8,0,0,2,1,quadratic,0.826,0.9213,0.8846
9,0,0,2,1,unweighted,0.3946,0.8907,0.8032
10,0,0,2,1,linear,0.7061,0.8907,0.8032
11,0,0,2,1,quadratic,0.8374,0.8907,0.8032
12,0,0,2,1,unweighted,0.3971,0.873,0.8828
13,0,0,2,1,linear,0.6903,0.873,0.8828
14,0,0,2,1,quadratic,0.821,0.873,0.8828
15,0,0,2,1,unweighted,0.3729,0.8925,0.8828
16,0,0,2,1,linear,0.6856,0.8925,0.8828
17,0,0,2,1,quadratic,0.8228,0.8925,0.8828
18,0,0,2,1,unweighted,0.3924,0.9042,0.8926
19,0,0,2,1,linear,0.693,0.9042,0.8926
20,0,0,2,1,quadratic,0.8236,0.9042,0.8926
21,0,0,2,1,unweighted,0.4133,0.9325,0.8846
22,0,0,2,1,linear,0.6988,0.9325,0.8846
23,0,0,2,1,quadratic,0.8228,0.9325,0.8846
24,0,0,2,1,unweighted,0.4494,0.9042,0.8926
25,0,0,2,1,linear,0.7207,0.9042,0.8926
26,0,0,2,1,quadratic,0.8399,0.9042,0.8926
27,0,0,2,1,unweighted,0.4033,0.9325,0.875
28,0,0,2,1,linear,0.6951,0.9325,0.875
29,0,0,2,1,quadratic,0.8212,0.9325,0.875
30,1,0,0,1,unweighted,0.425,0.9334,0.8943
31,1,0,0,1,linear,0.7013,0.9334,0.8943
32,1,0,0,1,quadratic,0.8227,0.9334,0.8943
33,1,0,0,1,unweighted,0.4238,0.9342,0.8711
34,1,0,0,1,linear,0.7111,0.9342,0.8711
35,1,0,0,1,quadratic,0.8359,0.9342,0.8711
36,1,0,0,1,unweighted,0.4006,0.9213,0.8402
37,1,0,0,1,linear,0.6929,0.9213,0.8402
38,1,0,0,1,quadratic,0.8239,0.9213,0.8402
39,1,0,0,1,unweighted,0.4391,0.9042,0.8731
40,1,0,0,1,linear,0.7067,0.9042,0.8731
41,1,0,0,1,quadratic,0.8259,0.9042,0.8731
42,1,0,0,1,unweighted,0.3838,0.885,0.8426
43,1,0,0,1,linear,0.6861,0.885,0.8426
44,1,0,0,1,quadratic,0.8176,0.885,0.8426
45,1,0,0,1,unweighted,0.3957,0.8835,0.8351
