,test_id,kcid,lmc_prior_code,lengthscale_prior_code,lmc_coeff
0,0,0,2,1,"[ 8.4083974e-02  1.3007759e+00 -3.9922714e-01  1.2928732e-01
 -1.1348146e-02 -2.1515846e-02  1.7145827e-01 -1.6542090e-01
  5.3064588e-02  1.5416694e-01  3.1435344e-02 -1.5503860e-02
  3.2135952e-02 -3.8483024e-03 -2.6763842e-01 -5.4411197e-01
 -5.7372516e-01  1.2224330e+00 -2.7451283e-01 -1.2553568e-01
 -3.4568455e-02 -3.6495961e-02  1.2914656e-03  9.5603593e-02
 -4.5986334e-03 -5.0556667e-02  7.8601643e-02 -1.9343701e-04
 -4.8292413e-02  6.9702917e-04  2.6069956e+00 -3.4860232e+00
  5.2605665e-01  2.8511262e+00 -1.2829102e+00 -7.8696281e-02
 -7.8236975e-02  4.4735718e-01 -5.4958850e-01 -5.2580446e-01
 -3.3080213e-02  2.1483795e-01 -5.6650621e-01 -1.5423872e-01
  4.5514905e-01 -2.3464285e-01 -1.8349864e+00 -1.9753627e+00
  2.3164217e-01  1.5972637e+00 -1.0633998e+00  1.4224973e+00
 -3.6718908e-01 -8.5050517e-01  2.5661239e-01  2.2549148e-01
  3.1403291e-01 -7.5039864e-02  5.0184453e-01  5.5592185e-01
 -5.7008904e-01  3.0861866e-01  4.1450014e+00  2.3779552e-01
  4.3261088e-02  2.1121802e+00  2.2119936e-02 -5.4996866e-01
 -1.2404820e-02  1.7244230e-01 -4.1152583e-03  1.6208549e-03
 -1.9582495e-02 -5.1816620e-02 -3.8337037e-02 -3.9416436e-02
  1.3654439e-01 -1.6625136e-02 -4.0031319e+00  3.4774327e+00
 -1.3723653e-02  4.2423460e-01 -1.3272227e-01  8.7336805e-03
 -2.2354065e-03 -4.9630109e-02  1.3115185e-01  1.6774471e-01
  3.0375700e-02 -1.6120979e-01 -7.2534971e-02  1.0671178e-02
 -3.2862192e-01 -2.9543094e-02 -9.7983944e-01 -2.2671299e-01
 -2.4091301e-02 -3.3548069e+00  1.7412109e+00 -5.8468145e-01
 -1.5537080e-02  4.6618563e-01  9.4483662e-03 -1.9515449e-01
  3.8073419e-03  1.3391510e-01 -3.1391135e-01  9.9580735e-02
  3.1975988e-01 -1.9553502e-01  1.3308332e+00  2.0154071e+00
 -8.7708253e-01 -1.1737151e+00  1.3349293e+00  1.1719297e-01
  2.3025496e-01 -3.1744015e-01 -3.4321615e-01  8.0539316e-01
 -2.7903876e-01  2.0480902e-01  7.7068233e-01 -3.7722605e-01
 -3.5195953e-01 -2.8907517e-01  4.5420116e-01 -4.5619307e+00]"
1,0,0,2,1,"[ 1.1780020e-01  1.6856521e+00 -1.1607825e+00 -1.2276154e+00
  1.8793614e-01 -1.5178816e-01 -8.5616046e-01  2.1615899e-01
 -4.3406156e-03  5.3902584e-01  6.7850453e-01 -6.2982816e-01
 -1.5211554e-02 -1.1521052e-02 -4.8035488e+00 -3.5321821e-02
 -1.1948643e+00  2.4516642e+00 -1.0081531e+00 -8.1592512e-01
 -1.9305260e-03 -6.2328875e-02 -1.4529112e-01  1.9153316e-01
 -6.7426921e-03  1.3287681e-01  3.4192535e-01 -4.2460889e-02
  2.2451460e-02 -1.0146064e-02  2.8832800e+00 -4.3347802e+00
 -1.4702138e-01  3.6470745e-02 -1.3067980e+00  8.2983130e-01
  8.3534144e-02  3.6747169e-01 -1.3289131e-01  2.0395058e-01
 -2.4948175e-01 -1.4167128e-02  4.7295734e-02 -1.2793307e-01
  4.8608050e-01 -2.6446444e-01 -1.0154606e+00 -1.8787513e+00
  3.0092821e-01  1.1571085e+00 -7.5840992e-01  1.2738417e+00
 -5.3009879e-02 -4.8089981e-01  5.1380688e-01  4.9199730e-01
  2.7945328e-01 -2.5515932e-01  2.9251772e-01  3.1705043e-01
 -6.7955178e-01  2.8182521e-01  3.8345318e+00  2.3406765e-01
 -4.9143955e-01  3.0083025e+00 -1.0348070e+00 -1.5336536e-01
 -2.2825597e-02 -1.9675072e-01  3.3734784e-01  5.1354457e-02
  2.2650879e-02 -1.0878277e-01  2.0732523e-03  2.9255819e-01
 -2.5238070e-01  3.7263945e-02 -2.0088263e+00 -2.2545941e-01
 -3.7979645e-01  1.3326035e+00 -7.8365082e-01  7.9712546e-01
 -1.9100798e-02 -4.6234262e-01  2.4527656e-01  1.1970165e-02
  4.7975067e-02  4.5512393e-02  1.1058948e-01  3.4604740e-01
 -3.7281105e-01  6.0116239e-02  3.5934024e+00 -4.9771185e+00
  3.1741488e-01 -9.2234135e-01 -1.3304774e-02  3.0123663e-01
 -4.6115099e-03  4.1122347e-01  1.9417192e-01 -1.0377712e+00
  2.4169366e-01 -2.9550216e-01 -4.0239847e-01  8.2981050e-02
  2.6726723e-01  2.3496178e-01  3.7978008e-01  1.0392156e+00
 -1.3181115e+00 -8.8821143e-01  1.0697072e+00 -1.2525693e-01
  1.5080261e-01 -4.8479909e-01 -4.8896599e-01  7.7074200e-01
 -3.2073501e-01  2.0136684e-01  8.3699048e-01 -4.3809527e-01
 -4.3233952e-01 -3.1900436e-01  4.6054670e-01 -3.9968896e+00]"
2,0,0,2,1,"[ 1.04782808e+00 -9.10880029e-01  2.70034432e-01 -2.73005009e-01
 -2.11647466e-01 -3.09100419e-01  1.61384359e-01  1.72118053e-01
  3.41551565e-03 -1.13410726e-01  1.04244672e-01  9.53343324e-03
 -1.95074000e-03  8.42644721e-02  6.20093703e-01  1.31715035e+00
 -3.71619552e-01  1.61610723e+00  3.52436746e-03  2.05782861e-01
 -4.66422997e-02 -4.39015664e-02  1.89478267e-02  1.23469129e-01
  7.10194523e-04 -1.11737184e-01  5.37110344e-02 -5.46201281e-02
 -1.09476261e-01 -2.34296895e-04  2.90469050e+00 -3.81681752e+00
  1.74028978e-01  1.37848318e+00 -1.62206507e+00  6.99985087e-01
  1.28108272e-02 -5.42123675e-01  3.13145489e-01  2.50541896e-01
  3.13631684e-01 -2.11000189e-01  4.84884560e-01  2.46781170e-01
 -4.47875828e-01  2.12939531e-01  4.89017576e-01  1.94517210e-01
  4.68548527e-03 -1.04516459e+00  1.12901545e+00 -1.27439773e+00
  1.79859236e-01  6.53871477e-01 -5.09469748e-01 -4.74639118e-01
 -3.03276062e-01  2.20611901e-03 -5.67318082e-01 -6.54047072e-01
  5.33720791e-01 -3.16478461e-01 -4.11036968e+00 -2.90027887e-01
  5.77322483e-01 -7.74781346e-01  1.15133631e+00 -1.22806370e-01
  2.93726712e-01  6.35770321e-01 -5.46087995e-02  1.55878589e-01
 -7.11451992e-02  4.77735847e-02 -8.15933794e-02 -2.98968017e-01
  3.94340903e-01 -6.88806251e-02 -1.20796514e+00  4.39253759e+00
  3.63563118e-03  2.22637749e+00 -3.09801430e-01 -5.98537683e-01
 -1.88518912e-01 -5.14604896e-02  1.32548604e-02 -9.90287736e-02
 -2.43053143e-03 -8.91426057e-02 -9.50967835e-04  1.15817145e-01
  4.57023755e-02  4.53150307e-04 -4.06193876e+00  2.59491825e+00
 -1.16099751e+00 -4.37643147e+00  2.10297751e+00 -3.28015119e-01
 -9.67083797e-02 -1.97345093e-01  4.16014820e-01  2.54937131e-02
  1.54412165e-01 -2.27302313e-02  2.43801489e-01  6.25054598e-01
 -1.51554093e-01  1.05621420e-01  3.33035493e+00  2.16524482e+00
 -1.09138858e+00 -7.50601888e-01  1.05985296e+00 -5.00460761e-03
  3.23280275e-01 -3.01771879e-01 -3.51059020e-01  9.29065585e-01
 -3.32774162e-01  1.52122989e-01  7.48947620e-01 -5.28793216e-01
 -4.71519768e-01 -3.31731200e-01  7.47406930e-02 -4.15148544e+00]"
3,0,0,2,1,"[ 7.51356125e-01 -2.18711281e+00  5.88318348e-01 -1.69319078e-01
  2.07765624e-01  7.03720897e-02 -2.70755351e-01  3.38836640e-01
 -9.05800425e-03  1.00170761e-01  2.32509330e-01 -3.80289465e-01
 -6.03133328e-02  2.42430484e-03  6.69788495e-02  2.18437672e+00
 -3.30749243e-01  1.78105211e+00  8.90431330e-02  8.47852975e-02
 -5.92556456e-03 -4.84468415e-02 -8.57384801e-02  2.25251153e-01
 -5.12620434e-03  2.93801283e-03  2.40538329e-01 -6.97173625e-02
 -4.13709730e-02 -4.29526297e-03  3.10813022e+00 -2.42994022e+00
 -1.65041879e-01  2.76678443e+00 -1.36349475e+00  2.46527895e-01
 -2.85911653e-02 -3.19095820e-01 -9.88360822e-01 -3.13180029e-01
 -3.11797559e-01  1.35160163e-01 -6.50632977e-02 -7.91668177e-01
 -7.25104287e-02 -2.84490794e-01 -3.05687761e+00 -2.28630567e+00
 -1.62321106e-01  9.76664245e-01 -1.65395260e+00  1.20908999e+00
 -3.75516057e-01 -9.49041009e-01  3.39268982e-01  3.51518452e-01
  3.70084018e-01 -3.34608406e-01  3.91670614e-01  3.77280474e-01
 -9.06982303e-01  3.72088045e-01  3.70105672e+00  1.31314099e-01
 -2.44545951e-01  8.88815522e-01 -1.21033210e-02 -9.19561207e-01
 -5.78961633e-02  2.11818635e-01 -2.12871432e-01 -1.02917105e-01
 -4.99303862e-02  1.37687139e-02 -4.77094464e-02 -1.59183443e-01
  2.70984471e-01 -5.33517264e-02 -2.70734763e+00  2.64503264e+00
  3.48749273e-02 -1.39545250e+00  6.20404422e-01  4.70872134e-01
  1.31165937e-01  1.04412913e-01 -2.88304090e-01 -1.74407158e-02
 -2.11153924e-02  2.40826055e-01  6.77124262e-02 -2.09201798e-01
  1.94681346e-01 -2.29124688e-02  2.87077999e+00 -1.90854681e+00
 -9.28429008e-01 -1.69290721e+00  1.10388386e+00  8.07921588e-01
  1.56968698e-01 -5.49869657e-01  3.70247997e-02  4.80475098e-01
 -1.22680604e-01 -9.49450061e-02  3.97877455e-01 -1.30668148e-01
 -6.35319531e-01 -7.75002763e-02  1.99827385e+00  7.28418946e-01
 -5.81814051e-01 -2.50082910e-01  1.11879170e+00  1.07330471e-01
  1.39678806e-01 -2.86808729e-01 -3.80993247e-01  6.27387881e-01
 -2.45682210e-01  2.47113872e-02  4.96433020e-01 -5.03478825e-01
 -4.15819019e-01 -2.50019521e-01  2.57944483e-02 -2.58315825e+00]"
4,0,0,2,1,"[-8.2856619e-01  2.5302970e+00  3.5005542e-03 -4.2696677e-02
 -1.1394017e-01 -4.3499926e-01  4.1366795e-01 -1.7346932e-01
  5.5735450e-02 -2.1268182e-01  3.6065213e-02 -8.1112921e-01
 -2.0563667e-01 -1.0048304e-01  1.9525597e+00 -2.4919126e+00
 -4.7681913e-01  2.5106623e+00 -5.8875012e-01 -1.7421700e-04
 -4.0499595e-01  4.4402736e-04 -9.1334844e-01  8.2600020e-02
 -7.4470967e-02  1.9652314e-01  2.9053712e-01  1.1197662e+00
  1.8367736e-01  1.2364012e-01  2.1281977e+00 -4.3130755e+00
  2.0310185e-03  9.0760750e-01  2.3052616e-03 -4.0564421e-03
 -2.0968494e-01 -7.9359639e-01 -4.9705735e-01 -4.3116078e-01
 -4.7045422e-01  1.6043173e-01 -5.2397490e-01  6.7466444e-01
 -6.1863810e-01 -1.7948470e-01 -5.1419362e-02 -5.0691119e-03
 -1.3662449e-01  1.9199395e+00 -1.7568604e+00  1.4131796e+00
 -4.5247236e-01 -1.1588219e+00  3.5879147e-01  3.1836426e-01
  3.6807880e-01 -3.3232194e-01  4.0787199e-01  5.4906106e-01
 -1.0560167e+00  3.9535955e-01  2.2591617e+00  2.7525344e-01
  4.2549759e-02  2.5027490e+00 -5.2920092e-02 -6.3825017e-01
 -3.9740976e-02  1.6589212e-01 -4.0999874e-02 -4.1544326e-02
 -1.9743523e-02 -1.0192131e-02  7.1312755e-04 -9.9506542e-02
  2.2223857e-01 -3.6977112e-02 -2.7282059e+00  2.9558296e+00
  4.6209227e-02 -1.0964965e+00  1.0891503e+00 -9.8111135e-01
 -2.4348354e-01  2.5638029e-01  2.9450238e-02  4.3858889e-02
 -2.2419747e-02  6.5246053e-02  1.4935866e-01  1.4751306e+00
  2.1838076e-01  1.6576082e-01  1.3336122e+00  3.3159847e+00
  4.6727470e-01  2.2925088e+00 -9.5497191e-01 -2.0292135e-04
 -6.5780990e-02 -2.9972950e-01 -7.2341102e-01 -3.8908365e-01
 -3.1249917e-01 -3.2191083e-01 -5.6482768e-01 -9.4760871e-01
 -5.7880872e-01 -2.9086414e-01 -1.9523723e+00 -2.4430380e+00
 -1.3087984e+00 -2.1081319e+00  1.2981881e+00 -1.1809824e-01
  2.9120311e-01 -3.6924276e-01 -3.6953580e-01  9.7960448e-01
 -3.2879308e-01  1.5042043e-01  8.4007347e-01 -5.1500952e-01
 -5.1759583e-01 -3.3594915e-01  3.0277571e-01 -3.7023835e+00]"
5,0,0,2,1,"[ 6.58471584e-01 -8.37436020e-01 -3.47572803e-01  2.22161785e-01
  2.13579740e-02  1.60918728e-01  2.79181629e-01 -4.45438445e-01
 -5.67295030e-02  2.89014494e-03 -4.36963379e-01  2.31388971e-01
  1.18724227e-01 -8.80543962e-02 -4.99311924e+00  1.84139490e+00
 -6.37008607e-01  1.66574275e+00 -9.94464934e-01  2.57701457e-01
 -2.22384901e-04  1.68726340e-01  4.88488883e-01 -2.06144050e-01
 -1.04874581e-01 -9.74266976e-02 -2.65533805e-01  3.62180740e-01
  4.43175249e-02 -1.40363976e-01 -6.96419999e-02 -4.88865566e+00
  4.68332171e-01  9.66474354e-01 -7.75092185e-01  4.59735185e-01
 -3.10072929e-01 -7.91076899e-01 -2.33528367e-03 -2.62023836e-01
  9.63126682e-03 -2.78377291e-02 -3.00165683e-01  6.13259375e-01
 -8.94185603e-01 -3.04314733e-01 -3.50614727e-01 -4.02523965e-01
  1.52898654e-02  1.08334374e+00 -1.34922135e+00  1.38360512e+00
 -2.19702452e-01 -7.82349825e-01  5.42724431e-01  5.25138438e-01
  3.87754440e-01  4.14407207e-03  7.46383488e-01  7.54574776e-01
 -5.55993915e-01  3.86454493e-01  3.50466037e+00  2.75672525e-01
  3.55391428e-02 -2.03125715e+00 -2.27121287e-03  9.91413057e-01
  3.53559017e-01 -4.15892154e-02  3.43773335e-01  2.99726009e-01
 -1.34880340e-03  1.65795714e-01  1.91884428e-01  2.78674275e-01
 -1.65976137e-01  5.27908355e-02  4.28219509e+00 -4.49265385e+00
 -4.88966424e-03  1.05534947e+00 -5.75063884e-01  1.58716589e-02
 -1.93440259e-01 -8.28286290e-01 -4.17555720e-02 -3.84014457e-01
 -1.35359123e-01 -2.96647042e-01 -2.47891759e-03  5.51275671e-01
 -5.32290161e-01  1.40062854e-01 -2.04638764e-01  1.01265594e-01
 -5.79964936e-01 -2.07500648e+00  1.78177786e+00 -2.60519003e-03
 -1.82945490e-01 -5.66690788e-02  9.90118325e-01 -2.26183217e-02
  9.81552228e-02 -4.88133244e-02  1.77476138e-01  1.15709877e+00
  7.81238079e-02  8.00913721e-02  1.37605417e+00  2.38086057e+00
 -1.18309677e+00 -5.17018378e-01  1.35556161e+00  8.20574816e-03
 -9.55346078e-02 -7.99499869e-01 -8.27067852e-01  5.89120448e-01
 -3.50299239e-01 -6.84474230e-01 -1.15893304e-03 -1.41241682e+00
 -1.38493574e+00 -3.48817378e-01  2.57260621e-01 -3.70823216e+00]"
6,0,0,2,1,"[-2.15517823e-03  1.62129569e+00 -1.35220075e-02 -6.04737163e-01
 -6.58292621e-02 -2.13327426e-02 -4.12416369e-01  1.78040385e-01
  1.02363620e-03 -5.66406809e-02 -1.95436075e-01 -7.12899342e-02
  1.93720177e-01  2.01999158e-01 -2.05614591e+00 -9.44383144e-01
 -1.09582829e+00  8.95233035e-01 -6.54910803e-01 -4.29778248e-01
 -7.50397146e-02 -7.76218921e-02 -7.08415499e-03  1.19962670e-01
 -1.28160149e-03 -1.86438993e-01 -6.76328724e-04 -1.17902942e-01
 -1.87441096e-01 -8.63466848e-05  3.90909410e+00 -3.85506678e+00
  1.31178871e-01  2.85492468e+00 -2.33738613e+00  2.22156024e+00
 -4.23669070e-01 -1.15108836e+00 -2.31508072e-03  1.58819750e-01
  2.53806978e-01 -1.92602754e-01  8.23429644e-01  2.00954854e-01
 -1.09794188e+00 -5.46441443e-05  3.62739265e-01 -1.04147482e+00
  1.36599004e-01 -4.82289642e-01  1.09329140e+00 -8.15972090e-01
  4.15503412e-01  8.45886052e-01 -2.06912637e-01 -1.57483712e-01
 -2.98971564e-01  2.07056329e-01 -2.99097180e-01 -4.18741047e-01
  6.09035373e-01 -3.32272798e-01 -4.32329750e+00 -6.85635865e-01
 -9.04159546e-02  1.07160044e+00 -1.04221694e-01 -7.17255533e-01
 -1.23072769e-02  1.85858116e-01 -1.62537000e-03 -9.48879344e-04
 -1.99252944e-02  1.43303338e-03  3.67890927e-03  5.17052133e-03
  1.78924039e-01 -2.14292575e-02 -3.58492255e+00  3.07837009e+00
 -3.34898904e-02  1.65911269e+00 -8.40254486e-01  7.70306066e-02
 -3.05509530e-02 -2.86331445e-01 -7.74152065e-03 -4.31009494e-02
  3.55481892e-03 -3.23831558e-01  2.17070784e-02 -1.31443992e-01
  1.70516044e-01 -2.54770443e-02 -2.63912702e+00 -2.20390439e+00
  8.79064351e-02 -2.65619707e+00  1.31991184e+00  4.85642165e-01
 -1.03617109e-01 -3.54873180e-01  8.48898053e-01  2.59610385e-01
  4.22857851e-01 -5.59044003e-01  1.72035187e-01  8.63190472e-01
  1.07565649e-01  4.01516825e-01  2.39684772e+00  1.68008578e+00
  6.34290338e-01  1.07209945e+00 -1.09359419e+00 -1.56452879e-01
 -7.91596547e-02  3.72366309e-01  3.52074146e-01 -5.46695232e-01
  2.10090071e-01 -3.89525555e-02 -5.15832484e-01  3.78925711e-01
  3.87853205e-01  2.09026679e-01 -3.67645532e-01  2.78883195e+00]"
7,0,0,2,1,"[-1.0619632e+00 -1.1002029e+00  1.5274692e-01  4.2779365e-01
 -2.0284916e-01 -1.6802374e-01  5.8511597e-01 -3.9279576e-02
 -1.5416762e-01 -1.8554121e-01  1.1966913e-01  5.1942420e-01
  7.7918824e-03 -2.9122168e-01  3.5541897e+00  5.7926267e-01
  4.4382814e-01 -2.1352708e+00  1.8333524e-01  8.0632772e-03
 -2.4579887e-03 -2.9827242e-03  5.3920016e-02 -1.7768186e-01
 -2.1944452e-02 -3.4474727e-02 -1.8590614e-01  8.4294854e-03
 -1.9052323e-03 -4.5047645e-02 -2.8300076e+00  4.2901750e+00
  2.5831020e-01  2.1198578e+00 -1.4064144e+00  2.3205684e-01
 -1.0214309e-02  7.9643697e-02 -4.5160288e-01 -7.2376835e-01
 -4.2508778e-01 -1.9873078e-01 -4.1652054e-01 -4.9486902e-01
  2.2178937e-01 -5.3290522e-01 -1.4826097e+00 -3.6825979e+00
  3.5644877e-01 -1.1652086e+00  1.6323898e+00 -9.3706864e-01
  1.6521254e-01  6.2965679e-01 -4.3868321e-01 -3.9690539e-01
 -2.9394397e-01  6.0523119e-02 -5.3397548e-01 -5.5158472e-01
  5.0093126e-01 -2.8395468e-01 -3.7117715e+00 -2.8850727e-03
  8.4881252e-04 -2.5459256e+00  1.5975101e-03  6.8172240e-01
 -6.4992746e-03 -1.7430271e-01  1.0183498e-03  4.6475497e-03
  2.1788644e-02  1.5335934e-01  1.4926103e-01  1.5085231e-01
 -2.0957066e-02  2.2800321e-02  3.8931487e+00 -2.5143752e+00
  5.3002751e-03 -2.2810795e+00  1.2409904e-01  6.0378782e-02
  3.7111571e-01 -7.9391338e-02 -7.2564208e-03 -3.2362029e-01
  6.8622343e-02  3.2568246e-02  1.7357618e-01  1.6443561e-01
 -2.7122987e-03  1.0719924e-01  2.4695070e+00  5.1135814e-01
  1.7431749e+00  1.1568581e+00 -1.6441840e+00 -9.5596135e-01
 -4.8058841e-01  5.4958034e-01  4.3134734e-01 -1.1857500e+00
  4.3496513e-01 -3.6287078e-01 -1.0513449e+00  5.5079925e-01
  6.7500478e-01  4.2869309e-01 -3.1066179e-01  4.4402423e+00
 -6.4904958e-02  7.5484914e-01 -8.6116010e-01  8.8574076e-01
 -3.6532509e-03  6.1712168e-02  2.2226271e-01 -4.8973614e-01
  9.7120412e-02 -3.2717423e-03 -4.9933606e-01  2.2070609e-01
  5.9883378e-02  9.6116275e-02 -4.7093830e-01  1.6983675e+00]"
8,0,0,2,1,"[ 1.24968231e+00 -5.11372811e-04 -1.19884133e-01 -2.37155706e-01
  2.26152778e-01 -5.08750454e-02 -5.92303216e-01  4.60854232e-01
 -8.47537164e-03  2.78651088e-01  3.18807334e-01 -5.03866494e-01
 -5.98305371e-03  1.11262081e-02 -4.91768789e+00  4.68823165e-01
  4.56406921e-01 -2.52023268e+00  7.62669504e-01  5.59961617e-01
 -1.75858825e-01 -3.04289395e-03  2.42359892e-01 -5.31836092e-01
  1.38987917e-02 -6.77458197e-02 -3.08539748e-01  3.21900576e-01
  1.05886601e-01 -2.09922600e-03 -7.43973076e-01  4.33326483e+00
 -1.98296942e-02 -1.68321025e+00  5.82139492e-01  3.84817570e-01
 -2.50134736e-01 -4.38285381e-01  3.48244995e-01  3.88126075e-01
  6.47729039e-01  3.10847955e-03  1.65569589e-01 -4.42124554e-04
 -3.63462925e-01  3.19056839e-01  2.40268588e+00  2.71898842e+00
 -7.18747437e-01  1.23664093e+00 -1.99938774e+00  7.34602332e-01
 -1.68148905e-01 -6.54814780e-01  4.45492178e-01  3.98420513e-01
  2.57206321e-01 -3.27160120e-01  3.02938849e-01  3.74791205e-01
 -7.90509343e-01  3.04464638e-01  2.92049861e+00 -1.03131182e-01
  1.14825210e-02  1.99013269e+00 -8.52797851e-02 -6.14190459e-01
 -8.20302889e-02  8.25070962e-02 -7.91066214e-02 -7.69246817e-02
 -9.55908466e-03  9.77348885e-04 -4.97465162e-03 -1.58073101e-02
  1.59708694e-01 -2.01835465e-02 -2.95955753e+00  2.16388726e+00
 -3.76145691e-02 -2.02845502e+00  1.37717521e+00 -4.05280083e-01
  9.89884213e-02  6.75637973e-03  2.89422333e-01  1.66917160e-01
 -1.09085836e-01 -3.23418111e-01 -6.89409152e-02  3.28695089e-01
 -2.91666389e-01  1.45947263e-01  9.05004144e-01  3.29764509e+00
 -2.09175444e+00 -1.49831966e-01  7.07727820e-02  9.78954494e-01
  4.31589663e-01 -6.40918016e-01 -3.31650615e-01  6.52482092e-01
 -3.81402194e-01  1.37231484e-01  3.41307938e-01 -6.27700031e-01
 -9.37654436e-01 -3.84846658e-01 -6.88114405e-01 -3.12735319e+00
 -1.28931022e+00  1.36561847e+00 -1.45480692e+00  1.23763323e+00
  2.22274423e-01 -1.83764085e-01  2.05931351e-01 -3.54265362e-01
 -1.95917133e-02  1.75332531e-01 -4.15317506e-01  1.61490113e-01
 -2.30751976e-01 -1.60578638e-02 -1.12068307e+00  1.18853652e+00]"
9,0,0,2,1,"[ 5.50271310e-02  2.38264465e+00 -9.08648908e-01  4.30674583e-01
 -1.69875100e-01  6.37971237e-02  1.55409709e-01 -7.29329884e-01
  5.18581364e-03 -6.74155075e-03 -6.11268818e-01  1.34967744e-01
  1.37526572e-01 -1.17536537e-01 -5.69712973e+00  5.57835162e-01
 -7.04145253e-01  3.29619193e+00 -7.14636743e-01  5.59165657e-01
 -1.85740709e-01 -2.31548920e-02  1.59838840e-01 -2.84426421e-01
  3.50791437e-04 -9.98225436e-02 -2.37286672e-01  1.12516873e-01
 -3.35518830e-03 -9.11432728e-02  1.02779579e+00 -4.94133520e+00
  8.89054835e-01 -7.03525096e-02 -4.76380736e-02 -6.54772758e-01
  6.23475790e-01  2.39757448e-01 -6.59459829e-01 -3.24367404e-01
  2.49485880e-01 -1.63553245e-02 -1.45767059e-03 -5.17618477e-01
  4.10820603e-01  4.92595807e-02 -1.74854600e+00 -5.45537798e-04
 -3.70243311e-01  7.39352822e-01 -1.67652941e+00  9.28974867e-01
 -2.81005949e-01 -8.19059312e-01  3.65837604e-01  3.41570646e-01
  3.66735399e-01 -3.53251606e-01  3.12469125e-01  3.31116825e-01
 -8.60391736e-01  3.54181260e-01  3.64678216e+00  3.18985611e-01
 -1.57306328e-01  6.73079312e-01 -1.94072016e-02 -1.08977926e+00
 -3.66944969e-02  2.08610758e-01  4.35236667e-04 -4.90993038e-02
  1.05688744e-03 -3.00518591e-02 -1.20771518e-02  2.54634786e-02
  2.44251907e-01 -1.20453238e-02 -4.28283024e+00  4.35830069e+00
 -4.58173931e-01 -2.57686305e+00  2.45720458e+00 -6.70289516e-01
 -2.92359944e-03 -6.47576749e-02  4.65013295e-01 -3.30729127e-01
  4.57908511e-01 -1.44167364e-01  9.98819619e-02  6.88707829e-01
  3.96850020e-01  2.16131806e-01  2.68066192e+00  1.08175635e+00
 -5.16762853e-01 -1.48124766e+00  1.91362095e+00 -1.06973493e+00
 -1.19970113e-01 -4.22002733e-01 -6.73994601e-01  8.88943791e-01
 -2.03809872e-01 -1.01381848e-02  9.75058138e-01 -4.36955988e-01
 -5.64659163e-02 -1.13662764e-01  7.73240626e-01 -3.50135398e+00
 -1.35810828e+00  1.00450289e+00 -7.22484589e-01  1.97721350e+00
  4.42894787e-01 -3.70885849e-01  3.47082107e-03  1.49973400e-03
 -3.04788768e-01  6.15614414e-01  2.18082383e-01 -7.33222887e-02
 -6.56698048e-01 -4.92616951e-01 -7.01497197e-01 -2.73715091e+00]"
