,test_id,kcid,lmc_prior_code,lengthscale_prior_code,y1,y2
0,0.0,0.0,2.0,1.0,6.3193559646606445,6.330938816070557
0,3.0,0.0,2.0,1.0,4.6597490310668945,4.6510233879089355
0,0.0,0.0,2.0,1.0,6.326505661010742,6.327682971954346
0,3.0,0.0,2.0,1.0,4.588189125061035,4.573416709899902
0,0.0,0.0,2.0,1.0,6.328200817108154,6.31772518157959
0,3.0,0.0,2.0,1.0,4.695456504821777,4.687774658203125
0,0.0,0.0,2.0,1.0,6.312134265899658,6.3069047927856445
0,3.0,0.0,2.0,1.0,4.94558572769165,4.9648566246032715
0,0.0,0.0,2.0,1.0,6.3459672927856445,6.345315933227539
0,3.0,0.0,2.0,1.0,4.804321765899658,4.830704689025879
0,0.0,0.0,2.0,1.0,6.32388162612915,6.3264546394348145
0,3.0,0.0,2.0,1.0,4.745401382446289,4.7567644119262695
0,0.0,0.0,2.0,1.0,6.320341110229492,6.329460144042969
0,3.0,0.0,2.0,1.0,4.56180477142334,4.5593180656433105
0,0.0,0.0,2.0,1.0,6.328011512756348,6.330448627471924
0,3.0,0.0,2.0,1.0,4.862125396728516,4.849478721618652
0,0.0,0.0,2.0,1.0,6.317030429840088,6.325109481811523
0,3.0,0.0,2.0,1.0,4.651517391204834,4.638169765472412
0,0.0,0.0,2.0,1.0,6.324936389923096,6.336554527282715
0,3.0,0.0,2.0,1.0,4.8489274978637695,4.844314098358154
0,0.0,1.0,2.0,1.0,6.291397571563721,6.287158012390137
0,3.0,1.0,2.0,1.0,4.567427158355713,4.57522439956665
0,0.0,1.0,2.0,1.0,6.2965168952941895,6.306661605834961
0,3.0,1.0,2.0,1.0,4.344461917877197,4.3766255378723145
0,0.0,1.0,2.0,1.0,6.29732608795166,6.311400890350342
0,3.0,1.0,2.0,1.0,4.678125381469727,4.661205768585205
0,0.0,1.0,2.0,1.0,6.3252973556518555,6.306501865386963
0,3.0,1.0,2.0,1.0,4.615204811096191,4.5936384201049805
0,0.0,1.0,2.0,1.0,6.316462516784668,6.313736915588379
0,3.0,1.0,2.0,1.0,4.630241394042969,4.622832775115967
0,0.0,1.0,2.0,1.0,6.305511951446533,6.300716876983643
0,3.0,1.0,2.0,1.0,4.774208068847656,4.756553649902344
0,0.0,1.0,2.0,1.0,6.312609672546387,6.308130264282227
0,3.0,1.0,2.0,1.0,4.6161980628967285,4.652510166168213
0,0.0,1.0,2.0,1.0,6.317673206329346,6.316886901855469
0,3.0,1.0,2.0,1.0,4.522025108337402,4.517298221588135
0,0.0,1.0,2.0,1.0,6.297151565551758,6.297567367553711
0,3.0,1.0,2.0,1.0,4.799684047698975,4.800170421600342
0,0.0,1.0,2.0,1.0,6.445069789886475,6.50045919418335
0,3.0,1.0,2.0,1.0,4.62820291519165,4.652591705322266
0,0.0,2.0,2.0,1.0,6.283706188201904,6.285967826843262
0,3.0,2.0,2.0,1.0,4.205511093139648,4.213191509246826
0,0.0,2.0,2.0,1.0,6.275685787200928,6.2760443687438965
0,3.0,2.0,2.0,1.0,4.625054359436035,4.614096641540527
0,0.0,2.0,2.0,1.0,6.289871692657471,6.297826766967773
0,3.0,2.0,2.0,1.0,4.605179309844971,4.591995716094971
0,0.0,2.0,2.0,1.0,6.279021739959717,6.286444664001465
0,3.0,2.0,2.0,1.0,4.631180763244629,4.626009464263916
0,0.0,2.0,2.0,1.0,6.39198637008667,6.477860927581787
0,3.0,2.0,2.0,1.0,4.535335540771484,4.5606489181518555
0,0.0,2.0,2.0,1.0,6.313234806060791,6.3027544021606445
0,3.0,2.0,2.0,1.0,4.4375176429748535,4.420377254486084
0,0.0,2.0,2.0,1.0,6.304317951202393,6.298356056213379
0,3.0,2.0,2.0,1.0,4.5833258628845215,4.582030773162842
0,0.0,2.0,2.0,1.0,6.3227128982543945,6.310901641845703
0,3.0,2.0,2.0,1.0,4.613330841064453,4.622062683105469
0,0.0,2.0,2.0,1.0,6.28981351852417,6.286606788635254
0,3.0,2.0,2.0,1.0,4.572414875030518,4.56982946395874
0,0.0,2.0,2.0,1.0,6.289298057556152,6.290167808532715
0,3.0,2.0,2.0,1.0,4.6448845863342285,4.611380577087402
0,0.0,3.0,2.0,1.0,6.315108776092529,6.3292670249938965
0,3.0,3.0,2.0,1.0,4.483829975128174,4.443967342376709
0,0.0,3.0,2.0,1.0,6.278055191040039,6.2723002433776855
0,3.0,3.0,2.0,1.0,4.722962856292725,4.733672142028809
0,0.0,3.0,2.0,1.0,6.262293815612793,6.269396781921387
0,3.0,3.0,2.0,1.0,4.691565990447998,4.690257549285889
0,0.0,3.0,2.0,1.0,6.278600692749023,6.301277160644531
0,3.0,3.0,2.0,1.0,4.5542707443237305,4.597894668579102
0,0.0,3.0,2.0,1.0,6.328464984893799,6.322184085845947
0,3.0,3.0,2.0,1.0,4.6651177406311035,4.647252082824707
0,0.0,3.0,2.0,1.0,6.322077751159668,6.315121173858643
0,3.0,3.0,2.0,1.0,4.737063884735107,4.746505260467529
0,0.0,3.0,2.0,1.0,6.305698871612549,6.312282085418701
0,3.0,3.0,2.0,1.0,4.565051078796387,4.5562424659729
