,test_id,kcid,lmc_prior_code,lengthscale_prior_code,y0,y1,y2,y3,y4,total_nlpd
0,0.0,0.0,2.0,1.0,0.6375627438997735,-11.693214493560141,-11.686924487960582,0.06314470700971256,0.06464227766272965,-22.61478925294851
0,3.0,0.0,2.0,1.0,0.39001802327022667,-12.939415702803604,-12.941530667685326,0.06543887732188826,0.05869920837798161,-25.366790261518837
0,0.0,0.0,2.0,1.0,0.6430386367312246,-11.67945901777063,-11.679791839321455,0.04920513827342328,0.07104707642907791,-22.59596000565836
0,3.0,0.0,2.0,1.0,0.390287644120098,-12.855554089319138,-12.837942037483057,0.06752392753257544,0.042982021126888946,-25.19270253402263
0,0.0,0.0,2.0,1.0,0.6589484475208384,-11.692528445968012,-11.683171422923504,0.04964097510061555,0.07941754570615574,-22.587692900563905
0,3.0,0.0,2.0,1.0,0.399396803956859,-12.838552071835313,-12.820223962828821,0.0853752798683048,0.04096210148966662,-25.133041849349304
0,0.0,0.0,2.0,1.0,0.6896695167606784,-11.668197983264113,-11.670879969110295,0.05800534306391405,0.07873907912284536,-22.51266401342697
0,3.0,0.0,2.0,1.0,0.38785317922226425,-12.658994516268068,-12.67474583698576,0.06998589205240613,0.09496717322466407,-24.780934108754497
0,0.0,0.0,2.0,1.0,0.6722258751023383,-11.670560105897131,-11.682645639894771,0.05515453050572728,0.07278967325835062,-22.55303566692548
0,3.0,0.0,2.0,1.0,0.4515957684987256,-12.816329197697089,-12.8043220234566,0.05749803237763702,0.05751052754433857,-25.054046892732988
0,0.0,0.0,2.0,1.0,0.6959066878806571,-11.675183060509818,-11.65992447744016,0.048188591188138584,0.07622958152197659,-22.514782677359207
0,3.0,0.0,2.0,1.0,0.3787410802150868,-12.896917409787374,-12.887363480142996,0.08981354940411426,0.07448383827955463,-25.24124242203162
0,0.0,0.0,2.0,1.0,0.6410939215681181,-11.689925692239587,-11.685959079942736,0.05514083092780425,0.06743834287568518,-22.612211676810713
0,3.0,0.0,2.0,1.0,0.43277835735658393,-12.723162010387092,-12.712826125944147,0.04807318077185422,0.05406238578427715,-24.901074212418525
0,0.0,0.0,2.0,1.0,0.7144103662537881,-11.664222600946621,-11.665034090803594,0.0503377012979929,0.08953666981860653,-22.47497195437983
0,3.0,0.0,2.0,1.0,0.42831621416521315,-12.953831549542292,-12.955193919906407,0.06704599489675889,0.08140834633461862,-25.332254914052108
