,test_id,kcid,lmc_prior_code,lengthscale_prior_code,time_to_converge,iterations_to_converge
0,0.0,0.0,2.0,1.0,88.585047,889.0
0,3.0,0.0,2.0,1.0,36.246717,928.0
0,0.0,0.0,2.0,1.0,86.77075,889.0
0,3.0,0.0,2.0,1.0,31.091017,780.0
0,0.0,0.0,2.0,1.0,87.540722,889.0
0,3.0,0.0,2.0,1.0,32.662978,825.0
0,0.0,0.0,2.0,1.0,92.160006,889.0
0,3.0,0.0,2.0,1.0,35.368226,815.0
0,0.0,0.0,2.0,1.0,103.632487,1000.0
0,3.0,0.0,2.0,1.0,36.808811,928.0
0,0.0,0.0,2.0,1.0,117.250106,1192.0
0,3.0,0.0,2.0,1.0,28.149178,725.0
0,0.0,0.0,2.0,1.0,95.341741,1000.0
0,3.0,0.0,2.0,1.0,27.70342,725.0
0,0.0,0.0,2.0,1.0,86.479614,889.0
0,3.0,0.0,2.0,1.0,29.342225,788.0
0,0.0,0.0,2.0,1.0,95.26095,1000.0
0,3.0,0.0,2.0,1.0,29.530131,780.0
0,0.0,0.0,2.0,1.0,89.453191,889.0
0,3.0,0.0,2.0,1.0,34.151768,788.0
0,0.0,1.0,2.0,1.0,113.636293,885.0
0,3.0,1.0,2.0,1.0,40.795288,851.0
0,0.0,1.0,2.0,1.0,124.190675,988.0
0,3.0,1.0,2.0,1.0,31.472254,725.0
0,0.0,1.0,2.0,1.0,108.176764,904.0
0,3.0,1.0,2.0,1.0,34.331124,788.0
0,0.0,1.0,2.0,1.0,105.838686,889.0
0,3.0,1.0,2.0,1.0,39.921633,912.0
0,0.0,1.0,2.0,1.0,119.088716,1000.0
0,3.0,1.0,2.0,1.0,35.168418,808.0
0,0.0,1.0,2.0,1.0,116.369409,988.0
0,3.0,1.0,2.0,1.0,31.727289,728.0
0,0.0,1.0,2.0,1.0,118.945446,988.0
0,3.0,1.0,2.0,1.0,31.823593,725.0
0,0.0,1.0,2.0,1.0,128.638794,1000.0
0,3.0,1.0,2.0,1.0,27.965453,645.0
0,0.0,1.0,2.0,1.0,118.675431,1000.0
0,3.0,1.0,2.0,1.0,34.882034,808.0
0,0.0,1.0,2.0,1.0,14.043654,118.0
0,3.0,1.0,2.0,1.0,33.651374,788.0
0,0.0,2.0,2.0,1.0,170.648542,1223.0
0,3.0,2.0,2.0,1.0,46.848691,963.0
0,0.0,2.0,2.0,1.0,118.970954,846.0
0,3.0,2.0,2.0,1.0,40.030214,825.0
0,0.0,2.0,2.0,1.0,123.772004,889.0
0,3.0,2.0,2.0,1.0,38.986809,807.0
0,0.0,2.0,2.0,1.0,127.801798,889.0
0,3.0,2.0,2.0,1.0,31.406546,645.0
0,0.0,2.0,2.0,1.0,23.123882,165.0
0,3.0,2.0,2.0,1.0,48.809363,999.0
0,0.0,2.0,2.0,1.0,122.23316,889.0
0,3.0,2.0,2.0,1.0,35.077987,725.0
0,0.0,2.0,2.0,1.0,126.069104,889.0
0,3.0,2.0,2.0,1.0,34.879462,725.0
0,0.0,2.0,2.0,1.0,136.068326,1000.0
0,3.0,2.0,2.0,1.0,36.071651,725.0
0,0.0,2.0,2.0,1.0,132.453569,960.0
0,3.0,2.0,2.0,1.0,34.681958,725.0
0,0.0,2.0,2.0,1.0,121.125897,889.0
0,3.0,2.0,2.0,1.0,38.719403,807.0
0,0.0,3.0,2.0,1.0,95.034236,889.0
0,3.0,3.0,2.0,1.0,32.967151,807.0
0,0.0,3.0,2.0,1.0,95.32505,888.0
0,3.0,3.0,2.0,1.0,39.206584,939.0
0,0.0,3.0,2.0,1.0,94.044583,889.0
0,3.0,3.0,2.0,1.0,28.993296,725.0
0,0.0,3.0,2.0,1.0,25.587192,245.0
0,3.0,3.0,2.0,1.0,37.434116,939.0
0,0.0,3.0,2.0,1.0,109.4484,1000.0
0,3.0,3.0,2.0,1.0,38.283272,928.0
0,0.0,3.0,2.0,1.0,105.970308,1000.0
0,3.0,3.0,2.0,1.0,28.813542,725.0
0,0.0,3.0,2.0,1.0,82.73043,780.0
0,3.0,3.0,2.0,1.0,32.398284,807.0
0,0.0,3.0,2.0,1.0,111.700863,1000.0
0,3.0,3.0,2.0,1.0,13.26343,331.0
0,0.0,3.0,2.0,1.0,114.630006,1078.0
0,3.0,3.0,2.0,1.0,28.49005,725.0
0,0.0,3.0,2.0,1.0,105.947461,1000.0
0,3.0,3.0,2.0,1.0,21.989954,548.0
0,0.0,4.0,2.0,1.0,104.331903,889.0
0,3.0,4.0,2.0,1.0,35.331452,807.0
0,0.0,4.0,2.0,1.0,103.500206,852.0
0,3.0,4.0,2.0,1.0,30.970214,725.0
0,0.0,4.0,2.0,1.0,116.338562,988.0
0,3.0,4.0,2.0,1.0,32.864391,725.0
0,0.0,4.0,2.0,1.0,149.635155,1215.0
0,3.0,4.0,2.0,1.0,36.613126,807.0
0,0.0,4.0,2.0,1.0,136.924594,1124.0
0,3.0,4.0,2.0,1.0,29.091338,645.0
0,0.0,4.0,2.0,1.0,101.259255,860.0
0,3.0,4.0,2.0,1.0,40.679439,963.0
0,0.0,4.0,2.0,1.0,102.078854,860.0
0,3.0,4.0,2.0,1.0,35.194071,825.0
0,0.0,4.0,2.0,1.0,99.130524,860.0
0,3.0,4.0,2.0,1.0,27.814945,645.0
0,0.0,4.0,2.0,1.0,116.978412,1000.0
0,3.0,4.0,2.0,1.0,34.659305,788.0
0,0.0,4.0,2.0,1.0,26.541212,226.0
0,3.0,4.0,2.0,1.0,30.736381,725.0
0,0.0,5.0,2.0,1.0,51.285018,401.0
0,3.0,5.0,2.0,1.0,34.886325,767.0
0,0.0,5.0,2.0,1.0,108.176183,889.0
0,0.0,5.0,2.0,1.0,108.328747,889.0
0,0.0,5.0,2.0,1.0,116.358074,1000.0
0,0.0,5.0,2.0,1.0,163.497396,1360.0
0,0.0,5.0,2.0,1.0,116.209219,1000.0
0,0.0,5.0,2.0,1.0,116.295294,1000.0
0,0.0,5.0,2.0,1.0,103.509334,889.0
0,0.0,5.0,2.0,1.0,114.589311,988.0
0,0.0,5.0,2.0,1.0,110.158577,889.0
0,0.0,6.0,2.0,1.0,122.910162,860.0
0,0.0,6.0,2.0,1.0,187.284864,1339.0
0,0.0,6.0,2.0,1.0,173.038348,1229.0
0,0.0,6.0,2.0,1.0,140.115716,1000.0
0,0.0,6.0,2.0,1.0,124.663156,889.0
0,0.0,6.0,2.0,1.0,140.256549,1000.0
0,0.0,6.0,2.0,1.0,124.717081,889.0
0,0.0,6.0,2.0,1.0,140.628647,1000.0
0,0.0,6.0,2.0,1.0,124.588319,889.0
0,0.0,6.0,2.0,1.0,124.619366,889.0
0,0.0,7.0,2.0,1.0,82.580733,780.0
0,0.0,7.0,2.0,1.0,94.337517,889.0
0,0.0,7.0,2.0,1.0,126.589687,1192.0
0,0.0,7.0,2.0,1.0,126.668817,1192.0
0,0.0,7.0,2.0,1.0,121.84909,1152.0
0,0.0,7.0,2.0,1.0,94.661194,889.0
0,0.0,7.0,2.0,1.0,94.345986,889.0
0,0.0,7.0,2.0,1.0,107.106008,1000.0
0,0.0,7.0,2.0,1.0,106.62161,1000.0
0,0.0,7.0,2.0,1.0,94.637606,889.0
0,0.0,8.0,2.0,1.0,138.178372,1143.0
0,0.0,8.0,2.0,1.0,120.958202,1000.0
0,0.0,8.0,2.0,1.0,93.955751,780.0
0,0.0,8.0,2.0,1.0,120.642711,1000.0
0,0.0,8.0,2.0,1.0,107.210541,889.0
0,0.0,8.0,2.0,1.0,119.7015,988.0
0,0.0,8.0,2.0,1.0,123.862541,1028.0
0,0.0,8.0,2.0,1.0,120.227072,1000.0
0,0.0,8.0,2.0,1.0,120.634285,1000.0
0,0.0,8.0,2.0,1.0,102.146986,846.0
0,0.0,9.0,2.0,1.0,123.695655,860.0
0,0.0,9.0,2.0,1.0,152.91878,1027.0
0,0.0,9.0,2.0,1.0,123.517838,852.0
0,0.0,9.0,2.0,1.0,27.117776,189.0
0,0.0,9.0,2.0,1.0,147.963516,1028.0
0,0.0,9.0,2.0,1.0,143.782135,1000.0
0,0.0,9.0,2.0,1.0,127.368951,889.0
0,0.0,9.0,2.0,1.0,143.893385,1000.0
0,0.0,9.0,2.0,1.0,143.508534,1000.0
0,0.0,9.0,2.0,1.0,144.461046,1000.0
0,0.0,10.0,2.0,1.0,133.690928,1000.0
0,0.0,10.0,2.0,1.0,118.305411,889.0
0,0.0,10.0,2.0,1.0,113.530891,846.0
0,0.0,10.0,2.0,1.0,30.554047,228.0
0,0.0,10.0,2.0,1.0,118.795953,888.0
0,0.0,10.0,2.0,1.0,117.973788,889.0
0,0.0,10.0,2.0,1.0,118.248121,889.0
0,0.0,10.0,2.0,1.0,113.212455,852.0
0,0.0,10.0,2.0,1.0,114.393641,860.0
0,0.0,10.0,2.0,1.0,130.225612,978.0
0,0.0,11.0,2.0,1.0,168.733939,1152.0
0,0.0,11.0,2.0,1.0,146.66031,1000.0
0,0.0,11.0,2.0,1.0,166.318702,1143.0
0,0.0,11.0,2.0,1.0,145.902698,1000.0
0,0.0,11.0,2.0,1.0,145.383367,1000.0
0,0.0,11.0,2.0,1.0,145.714158,1000.0
0,0.0,11.0,2.0,1.0,179.216263,1229.0
0,0.0,11.0,2.0,1.0,145.869856,1000.0
0,0.0,11.0,2.0,1.0,123.207741,846.0
0,0.0,11.0,2.0,1.0,145.99246,1000.0
0,0.0,12.0,2.0,1.0,136.331374,1000.0
0,0.0,12.0,2.0,1.0,121.077745,889.0
0,0.0,12.0,2.0,1.0,135.524067,1000.0
0,0.0,12.0,2.0,1.0,26.369698,194.0
0,0.0,12.0,2.0,1.0,135.747842,1000.0
0,0.0,12.0,2.0,1.0,116.521467,860.0
0,0.0,12.0,2.0,1.0,119.937996,889.0
0,0.0,12.0,2.0,1.0,120.176676,889.0
0,0.0,12.0,2.0,1.0,134.854576,1000.0
0,0.0,12.0,2.0,1.0,21.484473,158.0
0,0.0,13.0,2.0,1.0,165.022173,852.0
0,0.0,13.0,2.0,1.0,151.401274,780.0
0,0.0,13.0,2.0,1.0,220.915398,1143.0
0,0.0,13.0,2.0,1.0,166.12293,860.0
0,0.0,13.0,2.0,1.0,171.231515,889.0
0,0.0,13.0,2.0,1.0,190.750179,988.0
0,0.0,13.0,2.0,1.0,193.127919,1000.0
0,0.0,13.0,2.0,1.0,172.226947,889.0
0,0.0,13.0,2.0,1.0,151.374858,780.0
0,0.0,13.0,2.0,1.0,193.247352,1000.0
0,0.0,14.0,2.0,1.0,154.032983,889.0
0,0.0,14.0,2.0,1.0,166.02985,960.0
0,0.0,14.0,2.0,1.0,146.857853,852.0
0,0.0,14.0,2.0,1.0,148.49384,860.0
0,0.0,14.0,2.0,1.0,148.952943,860.0
0,0.0,14.0,2.0,1.0,134.143055,780.0
0,0.0,14.0,2.0,1.0,153.186918,889.0
0,0.0,14.0,2.0,1.0,152.959779,889.0
0,0.0,14.0,2.0,1.0,145.810985,846.0
0,0.0,14.0,2.0,1.0,147.133457,852.0
0,0.0,15.0,2.0,1.0,230.679879,1152.0
0,0.0,15.0,2.0,1.0,156.443934,780.0
0,0.0,15.0,2.0,1.0,205.167103,1028.0
0,0.0,15.0,2.0,1.0,177.397088,889.0
0,0.0,15.0,2.0,1.0,227.621061,1143.0
0,0.0,15.0,2.0,1.0,199.190565,1000.0
0,0.0,15.0,2.0,1.0,230.281095,1152.0
0,0.0,15.0,2.0,1.0,177.239872,889.0
0,0.0,15.0,2.0,1.0,215.007351,1078.0
0,0.0,15.0,2.0,1.0,177.680762,889.0
0,0.0,16.0,2.0,1.0,172.890065,960.0
0,0.0,16.0,2.0,1.0,179.12856,1000.0
0,0.0,16.0,2.0,1.0,159.859706,889.0
0,0.0,16.0,2.0,1.0,179.232484,1000.0
0,0.0,16.0,2.0,1.0,179.400215,1000.0
0,0.0,16.0,2.0,1.0,24.914426,137.0
0,0.0,16.0,2.0,1.0,154.390355,852.0
0,0.0,16.0,2.0,1.0,160.02566,888.0
0,0.0,16.0,2.0,1.0,153.567157,852.0
0,0.0,16.0,2.0,1.0,152.704778,846.0
