,test_id,kcid,lmc_prior_code,lengthscale_prior_code,test_data,elpd_waic,p_waic,se,warning,n_data_points,n_samples,scale,elpd_waic_y0,elpd_waic_y1,elpd_waic_y2,elpd_waic_y3,elpd_waic_y4
0,0,0,2,1,0,13060.062695420627,81.82205992281594,335.760522255999,True,2945,300,log,-314.3788,6712.65524,6707.13004,-23.95619,-21.3876
0,3,0,2,1,0,15219.580553161795,690.2436906448019,383.54151848552067,True,2945,300,log,-139.42652,7676.57584,7702.32075,-8.86266,-11.02686
0,0,0,2,1,0,13065.960824750908,68.03961072974099,335.57663872368903,True,2945,300,log,-316.4742,6716.45342,6705.57282,-18.50965,-21.08157
0,3,0,2,1,0,15057.004177585313,604.1996195695417,377.10918314507416,True,2945,300,log,-133.12009,7597.76643,7607.5153,-6.16043,-8.99703
0,0,0,2,1,0,13003.641497876077,106.07087316583565,335.00677362522333,True,2945,300,log,-327.33759,6676.52597,6700.30992,-24.48655,-21.37025
0,3,0,2,1,0,15135.055501938788,640.0207300933525,378.9039224715355,True,2945,300,log,-129.30901,7621.50035,7666.29318,-8.06457,-15.36445
0,0,0,2,1,0,12666.609970352773,149.13945663326433,326.9404450458256,True,2945,300,log,-345.21907,6595.11709,6485.71468,-32.2355,-36.76723
0,3,0,2,1,0,14811.610450561959,505.6066865498392,369.00619176328837,True,2945,300,log,-144.09401,7503.22815,7480.58511,-11.25786,-16.85094
0,0,0,2,1,0,12931.409297061924,93.9433451128005,333.8133157602953,True,2945,300,log,-347.03081,6644.18952,6691.87229,-29.27035,-28.35135
0,3,0,2,1,0,14813.810070958518,588.7568356269207,372.0989801950541,True,2945,300,log,-154.07444,7466.99334,7530.06017,-10.33657,-18.83243
0,0,0,2,1,0,12960.920149298332,79.77093741183963,334.80449742260294,True,2945,300,log,-346.71557,6679.17269,6688.94719,-27.71948,-32.76468
0,3,0,2,1,0,14857.097531663403,515.494836922986,371.7458689627789,True,2945,300,log,-156.16142,7511.93934,7531.90168,-17.4302,-13.15188
0,0,0,2,1,0,12559.540524833363,182.97078635442236,325.8220674504754,True,2945,300,log,-374.29853,6420.63505,6589.98225,-34.49551,-42.28274
0,3,0,2,1,0,14865.722057977353,579.8492066336001,372.697629385062,True,2945,300,log,-146.81522,7523.78327,7512.49109,-10.28876,-13.44832
0,0,0,2,1,0,12423.887565796187,146.02162139678714,324.859174542255,True,2945,300,log,-424.98828,6526.7688,6439.68353,-58.08643,-59.49004
0,3,0,2,1,0,15054.225007994355,637.276864566523,378.54119488686143,True,2945,300,log,-139.71271,7619.21454,7601.77851,-12.43299,-14.62234
0,0,0,2,1,0,12962.4261454945,56.848071966929766,335.1833791024344,True,2945,300,log,-363.80315,6686.55031,6692.90354,-29.21682,-24.00773
0,3,0,2,1,0,14809.746525946313,570.9039573650277,374.4155651302161,True,2945,300,log,-148.61105,7507.13356,7484.28712,-14.64507,-18.41803
0,0,0,2,1,0,12599.198728302978,91.30334407850117,329.50233240419044,True,2945,300,log,-380.06596,6589.68956,6481.39146,-44.84473,-46.97161
0,3,0,2,1,0,14785.538978880486,551.9676671766789,371.9294111739425,True,2945,300,log,-153.02824,7495.94146,7472.9635,-17.01838,-13.31936
