,test_id,kcid,lmc_prior_code,lengthscale_prior_code,time_to_converge,iterations_to_converge
0,0.0,0.0,2.0,1.0,305.259316,906.0
0,3.0,0.0,2.0,1.0,87.351017,945.0
0,0.0,0.0,2.0,1.0,363.178911,1070.0
0,3.0,0.0,2.0,1.0,88.652984,953.0
0,0.0,0.0,2.0,1.0,304.957531,869.0
0,3.0,0.0,2.0,1.0,86.857768,945.0
0,0.0,0.0,2.0,1.0,63.560428,184.0
0,3.0,0.0,2.0,1.0,95.685942,1034.0
0,0.0,0.0,2.0,1.0,353.424981,1060.0
0,3.0,0.0,2.0,1.0,160.324555,973.0
0,0.0,0.0,2.0,1.0,388.965203,1168.0
0,3.0,0.0,2.0,1.0,90.29374,973.0
0,0.0,0.0,2.0,1.0,266.953608,257.0
0,3.0,0.0,2.0,1.0,109.567189,860.0
0,0.0,0.0,2.0,1.0,56.643879,174.0
0,3.0,0.0,2.0,1.0,81.159967,953.0
0,0.0,0.0,2.0,1.0,339.733276,1091.0
0,3.0,0.0,2.0,1.0,79.80504,953.0
0,0.0,0.0,2.0,1.0,73.197851,233.0
0,3.0,0.0,2.0,1.0,80.023691,953.0
