,test_id,kcid,lmc_prior_code,lengthscale_prior_code,test_data,elpd_loo,p_loo,se,warning,n_data_points,n_samples,scale,k_count_good,k_count_ok,k_count_bad,k_count_verybad,elpd_loo_y0,elpd_loo_y1,elpd_loo_y2,elpd_loo_y3,elpd_loo_y4
0,0,0,2,1,0,13058.70887459387,83.17588074957348,335.7281040799559,True,2945,300,log,2527,14,0,404,-314.40809,6712.0391,6706.42896,-23.96011,-21.39099
0,3,0,2,1,0,15028.50481685421,881.3194269523865,380.25101283541517,True,2945,300,log,2054,92,80,719,-139.51164,7588.52074,7599.41529,-8.87964,-11.03994
0,0,0,2,1,0,13064.903179286106,69.09725619454366,335.55187695348127,True,2945,300,log,2429,20,1,495,-316.51301,6716.02745,6704.99407,-18.51964,-21.08569
0,3,0,2,1,0,,,,True,2945,300,log,2061,110,63,711,-133.27535,7524.12625,7538.43184,-6.1853,
0,0,0,2,1,0,13001.760570784176,107.95180025773516,334.95809766843496,True,2945,300,log,2476,22,0,447,-327.37005,6675.38919,6699.60803,-24.49315,-21.37345
0,3,0,2,1,0,,,,True,2945,300,log,2009,108,70,758,-129.43675,7550.97004,7591.59333,-8.08527,
0,0,0,2,1,0,12664.131788606017,151.61763838001934,326.87839005522096,True,2945,300,log,2773,47,2,123,-345.25351,6593.93102,6484.47009,-32.24281,-36.773
0,3,0,2,1,0,14704.762137961101,612.4549991506974,367.1240488997015,True,2945,300,log,2222,91,49,583,-144.1855,7454.35027,7422.72765,-11.26803,-16.86226
0,0,0,2,1,0,12929.756479054784,95.59616311993886,333.77185478471824,True,2945,300,log,2662,21,3,259,-347.06412,6642.9833,6691.46976,-29.27631,-28.35614
0,3,0,2,1,0,,,,True,2945,300,log,2179,70,41,655,-154.13041,7402.92918,7464.27119,,-18.84806
0,0,0,2,1,0,12959.678550748986,81.01253596118659,334.77537326806623,True,2945,300,log,2650,14,0,281,-346.74547,6678.48893,6688.43329,-27.72728,-32.77092
0,3,0,2,1,0,14749.575144397404,623.017224188985,369.61507829185916,True,2945,300,log,2165,86,57,637,-156.29082,7455.89682,7480.58675,-17.45274,-13.16487
0,0,0,2,1,0,12556.441992488746,186.06931869903747,325.7413955203778,True,2945,300,log,2738,43,14,150,-374.33891,6418.36815,6589.20691,-34.50559,-42.28858
0,3,0,2,1,0,14747.111808118225,698.4594564927283,370.28636326791013,True,2945,300,log,2019,81,58,787,-146.86089,7465.13181,7452.59911,-10.29335,-13.46487
0,0,0,2,1,0,12421.910784927622,147.99840226535161,324.8133697217212,True,2945,300,log,2919,24,2,0,-425.05413,6525.91113,6438.65008,-58.09584,-59.50046
0,3,0,2,1,0,14901.2118248854,790.2900476754767,375.570262082341,True,2945,300,log,2038,84,62,761,-139.76645,7536.85231,7531.20117,-12.44114,-14.63407
0,0,0,2,1,0,12961.573731325449,57.7004861359801,335.16430689291377,True,2945,300,log,2577,6,0,362,-363.83908,6686.13911,6692.514,-29.22519,-24.0151
0,3,0,2,1,0,14705.171491648438,675.4789916629034,372.56255836681987,True,2945,300,log,2181,72,40,652,-148.67761,7461.41667,7425.52001,-14.65757,-18.43001
0,0,0,2,1,0,12597.614249557759,92.88782282371903,329.46336827692966,True,2945,300,log,2887,19,1,38,-380.1124,6588.52354,6481.03716,-44.85231,-46.98175
0,3,0,2,1,0,,,,True,2945,300,log,2136,76,41,692,-153.07794,7447.89261,7420.69765,-17.03172,
