,test_id,kcid,lmc_prior_code,lengthscale_prior_code,y1,y2
0,0.0,0.0,2.0,1.0,6.350718021392822,6.348691463470459
0,3.0,0.0,2.0,1.0,4.114016532897949,4.105498790740967
0,0.0,0.0,2.0,1.0,6.349362850189209,6.368770599365234
0,3.0,0.0,2.0,1.0,4.295446872711182,4.308022975921631
0,0.0,0.0,2.0,1.0,6.348160743713379,6.3517584800720215
0,3.0,0.0,2.0,1.0,4.267500400543213,4.236975193023682
0,0.0,0.0,2.0,1.0,6.592658996582031,6.498417377471924
0,3.0,0.0,2.0,1.0,4.628988265991211,4.636113166809082
0,0.0,0.0,2.0,1.0,6.451731204986572,6.469743251800537
0,3.0,0.0,2.0,1.0,4.570573329925537,4.5536699295043945
0,0.0,0.0,2.0,1.0,6.414440631866455,6.412996292114258
0,3.0,0.0,2.0,1.0,4.5756635665893555,4.610225677490234
0,0.0,0.0,2.0,1.0,6.606588363647461,6.523910999298096
0,3.0,0.0,2.0,1.0,4.617300510406494,4.600476264953613
0,0.0,0.0,2.0,1.0,6.655411720275879,6.746713638305664
0,3.0,0.0,2.0,1.0,4.285890102386475,4.286117076873779
0,0.0,0.0,2.0,1.0,6.444046974182129,6.448563575744629
0,3.0,0.0,2.0,1.0,4.498301982879639,4.541459560394287
0,0.0,0.0,2.0,1.0,6.6225810050964355,6.486795425415039
0,3.0,0.0,2.0,1.0,4.586175918579102,4.622646331787109
