,test_id,kcid,lmc_prior_code,lengthscale_prior_code,y1,y2
0,0.0,0.0,2.0,1.0,6.401718616485596,6.414567470550537
0,3.0,0.0,2.0,1.0,4.336143970489502,4.3279218673706055
0,0.0,0.0,2.0,1.0,6.373719215393066,6.385278701782227
0,3.0,0.0,2.0,1.0,4.389055252075195,4.3537092208862305
0,0.0,0.0,2.0,1.0,6.404548645019531,6.41191291809082
0,3.0,0.0,2.0,1.0,4.500764846801758,4.508615493774414
0,0.0,0.0,2.0,1.0,6.381983757019043,6.419959545135498
0,3.0,0.0,2.0,1.0,5.418814659118652,5.333456993103027
0,0.0,0.0,2.0,1.0,6.39107084274292,6.4066572189331055
0,3.0,0.0,2.0,1.0,4.478228569030762,4.491076469421387
0,0.0,0.0,2.0,1.0,6.420402526855469,6.43340539932251
0,3.0,0.0,2.0,1.0,4.310669422149658,4.309951305389404
0,0.0,0.0,2.0,1.0,6.411463737487793,6.401573181152344
0,3.0,0.0,2.0,1.0,5.392313480377197,5.377874374389648
0,0.0,0.0,2.0,1.0,6.38388729095459,6.370533466339111
0,3.0,0.0,2.0,1.0,4.469630241394043,4.461366176605225
0,0.0,0.0,2.0,1.0,6.40997314453125,6.41773796081543
0,3.0,0.0,2.0,1.0,4.332507610321045,4.300364971160889
0,0.0,0.0,2.0,1.0,6.395946025848389,6.40004825592041
0,3.0,0.0,2.0,1.0,4.508698463439941,4.495482444763184
0,0.0,1.0,2.0,1.0,6.036181926727295,6.0154128074646
0,3.0,1.0,2.0,1.0,3.867534875869751,3.858755111694336
0,0.0,1.0,2.0,1.0,6.173268795013428,6.178701400756836
0,3.0,1.0,2.0,1.0,4.284801006317139,4.2962517738342285
0,0.0,1.0,2.0,1.0,6.224937915802002,6.2413225173950195
0,3.0,1.0,2.0,1.0,4.037894248962402,4.045180797576904
0,0.0,1.0,2.0,1.0,6.29948616027832,6.30362606048584
0,3.0,1.0,2.0,1.0,4.51191520690918,4.49497652053833
0,0.0,1.0,2.0,1.0,6.303343296051025,6.308484077453613
0,3.0,1.0,2.0,1.0,4.4617109298706055,4.45851993560791
0,0.0,1.0,2.0,1.0,6.368420124053955,6.375202655792236
0,3.0,1.0,2.0,1.0,4.286050319671631,4.257199287414551
0,0.0,1.0,2.0,1.0,6.280297756195068,6.293163299560547
0,3.0,1.0,2.0,1.0,4.423394680023193,4.427606105804443
0,0.0,1.0,2.0,1.0,6.182609558105469,6.22362756729126
0,3.0,1.0,2.0,1.0,4.259705543518066,4.242128849029541
0,0.0,1.0,2.0,1.0,6.273803234100342,6.300099849700928
0,3.0,1.0,2.0,1.0,3.9955968856811523,4.029930114746094
0,0.0,1.0,2.0,1.0,6.179823398590088,6.173995494842529
0,3.0,1.0,2.0,1.0,4.239157676696777,4.2225022315979
0,0.0,2.0,2.0,1.0,6.118823528289795,6.091832160949707
0,3.0,2.0,2.0,1.0,3.6817147731781006,3.6963276863098145
0,0.0,2.0,2.0,1.0,6.121765613555908,6.134244918823242
0,3.0,2.0,2.0,1.0,4.027570724487305,4.021048545837402
0,0.0,2.0,2.0,1.0,6.201642990112305,6.199920654296875
0,3.0,2.0,2.0,1.0,4.201094627380371,4.2195210456848145
0,0.0,2.0,2.0,1.0,6.195687294006348,6.205978870391846
0,3.0,2.0,2.0,1.0,4.019919395446777,4.0146307945251465
0,0.0,2.0,2.0,1.0,6.2024030685424805,6.196329593658447
0,3.0,2.0,2.0,1.0,4.254416465759277,4.241757392883301
0,0.0,2.0,2.0,1.0,6.200259685516357,6.197652816772461
0,3.0,2.0,2.0,1.0,4.028303623199463,4.02236795425415
0,0.0,2.0,2.0,1.0,6.256425857543945,6.2465715408325195
0,3.0,2.0,2.0,1.0,3.9634859561920166,3.9608094692230225
0,0.0,2.0,2.0,1.0,6.233091354370117,6.216134071350098
0,3.0,2.0,2.0,1.0,4.019389629364014,4.016289234161377
0,0.0,2.0,2.0,1.0,6.158095359802246,6.1404619216918945
0,3.0,2.0,2.0,1.0,4.060307502746582,4.054072856903076
0,0.0,2.0,2.0,1.0,6.209466934204102,6.219974517822266
0,3.0,2.0,2.0,1.0,4.054651737213135,4.050346374511719
0,0.0,3.0,2.0,1.0,6.2078633308410645,6.215909481048584
0,3.0,3.0,2.0,1.0,4.105314254760742,4.108447074890137
0,0.0,3.0,2.0,1.0,6.2553839683532715,6.251065731048584
0,3.0,3.0,2.0,1.0,4.2809648513793945,4.26377534866333
0,0.0,3.0,2.0,1.0,6.291794300079346,6.284180164337158
0,3.0,3.0,2.0,1.0,4.2079243659973145,4.209811687469482
0,0.0,3.0,2.0,1.0,6.296794891357422,6.306456565856934
0,3.0,3.0,2.0,1.0,4.454954147338867,4.432665824890137
0,0.0,3.0,2.0,1.0,6.269928932189941,6.274971008300781
0,3.0,3.0,2.0,1.0,4.656274318695068,4.641202926635742
0,0.0,3.0,2.0,1.0,6.370089054107666,6.351664066314697
0,3.0,3.0,2.0,1.0,4.364974498748779,4.362927436828613
0,0.0,3.0,2.0,1.0,6.251989841461182,6.23084020614624
0,3.0,3.0,2.0,1.0,4.334375381469727,4.350523948669434
0,0.0,3.0,2.0,1.0,6.236796855926514,6.272706508636475
0,3.0,3.0,2.0,1.0,4.157886505126953,4.139580726623535
0,0.0,3.0,2.0,1.0,6.191563129425049,6.177735328674316
0,3.0,3.0,2.0,1.0,4.5487060546875,4.56288480758667
0,0.0,3.0,2.0,1.0,6.168885707855225,6.180981636047363
0,3.0,3.0,2.0,1.0,4.5192646980285645,4.490321636199951
0,0.0,4.0,2.0,1.0,6.143523216247559,6.164038181304932
0,3.0,4.0,2.0,1.0,4.020469665527344,4.023414134979248
0,0.0,4.0,2.0,1.0,6.265331268310547,6.244505405426025
0,3.0,4.0,2.0,1.0,4.199503421783447,4.176382064819336
0,0.0,4.0,2.0,1.0,6.214963436126709,6.16975736618042
0,3.0,4.0,2.0,1.0,4.094155311584473,4.093354225158691
0,0.0,4.0,2.0,1.0,6.199788570404053,6.166149139404297
0,3.0,4.0,2.0,1.0,4.207127094268799,4.200057029724121
0,0.0,4.0,2.0,1.0,6.1898932456970215,6.200037002563477
0,3.0,4.0,2.0,1.0,4.295593738555908,4.286229610443115
0,0.0,4.0,2.0,1.0,6.183525562286377,6.188304901123047
0,3.0,4.0,2.0,1.0,4.089198112487793,4.083192825317383
0,0.0,4.0,2.0,1.0,6.291715145111084,6.3019280433654785
0,3.0,4.0,2.0,1.0,4.349067211151123,4.3181047439575195
0,0.0,4.0,2.0,1.0,6.265676498413086,6.230167865753174
0,3.0,4.0,2.0,1.0,4.3987135887146,4.40849494934082
0,0.0,4.0,2.0,1.0,6.256494998931885,6.248234272003174
0,3.0,4.0,2.0,1.0,4.43842887878418,4.439910888671875
0,0.0,4.0,2.0,1.0,6.092722415924072,6.092955112457275
0,3.0,4.0,2.0,1.0,4.483273983001709,4.4832587242126465
0,0.0,5.0,2.0,1.0,6.399421215057373,6.378632068634033
