,test_id,kcid,lmc_prior_code,lengthscale_prior_code,lengthscales
0,0,0,2,1,"[0.3528, 0.9858, 0.5701, 1.3643, 0.2848, 0.4787, 1.3358, 1.6942, 0.529, 1.0955, 0.2602, 0.6437]"
1,0,0,2,1,"[0.4604, 0.3649, 1.4245, 0.5879, 0.2733, 1.955, 2.5822, 2.6795, 0.6846, 3.0912, 0.2729, 0.8004]"
2,0,0,2,1,"[0.4836, 0.3429, 1.041, 0.2596, 1.9439, 1.9391, 4.0724, 3.9909, 0.6734, 2.1563, 0.1924, 0.9343]"
3,0,0,2,1,"[2.439, 0.2363, 0.5204, 0.2635, 3.0344, 3.2338, 5.9424, 3.1546, 0.2278, 2.0768, 0.3467, 1.4139]"
4,0,0,2,1,"[2.1393, 0.6346, 0.3648, 0.2673, 1.3776, 4.1731, 1.2363, 4.2232, 0.2373, 2.9839, 0.3802, 2.3582]"
5,0,0,2,1,"[3.7178, 0.4143, 0.7881, 0.2102, 1.5061, 4.8128, 1.7581, 1.4979, 0.135, 3.6548, 0.1732, 2.367]"
6,0,0,2,1,"[4.6578, 0.308, 1.3169, 0.2963, 0.6137, 4.8122, 1.5375, 2.2282, 0.1589, 2.2903, 0.3443, 3.1046]"
7,0,0,2,1,"[2.7295, 0.335, 0.5172, 0.1647, 0.5431, 5.7242, 3.6882, 3.5276, 0.3325, 0.5133, 0.2365, 3.6604]"
8,0,0,2,1,"[3.1368, 0.6295, 0.3005, 0.1285, 0.3645, 5.3666, 3.6852, 4.026, 0.4655, 0.1916, 0.893, 1.6523]"
9,0,0,2,1,"[3.5577, 0.4255, 0.4363, 0.5515, 0.2091, 5.0586, 4.6052, 4.9776, 0.3826, 0.2585, 1.5395, 2.3413]"
10,0,0,2,1,"[0.8222, 0.5103, 1.1269, 0.9556, 0.4799, 1.4548, 0.9066, 1.1156, 0.3296, 0.7685, 0.3436, 0.5536]"
11,0,0,2,1,"[0.5437, 1.0602, 0.3914, 0.9678, 0.94, 0.3367, 4.013, 1.0219, 0.163, 2.2248, 0.3186, 2.1183]"
12,0,0,2,1,"[0.8162, 1.3245, 0.2795, 0.2694, 1.9725, 0.1601, 1.7041, 1.7882, 0.2863, 2.6882, 0.4588, 2.6663]"
13,0,0,2,1,"[0.7738, 1.3736, 0.3263, 0.9265, 2.9992, 0.2855, 3.2552, 1.2841, 0.3098, 1.9367, 0.4551, 2.1537]"
14,0,0,2,1,"[2.354, 2.3646, 0.3611, 1.1577, 2.2015, 0.2933, 3.639, 0.9022, 0.2175, 0.6759, 0.3483, 3.3021]"
15,0,0,2,1,"[0.6139, 1.5844, 0.1917, 0.3134, 0.7798, 0.7773, 3.3402, 0.5443, 0.2958, 0.5677, 0.2167, 1.4243]"
16,0,0,2,1,"[0.4129, 1.8915, 0.1906, 0.6066, 0.2827, 0.3815, 4.4697, 0.6397, 0.1371, 1.1348, 0.2022, 1.9993]"
17,0,0,2,1,"[0.502, 2.0337, 0.1283, 0.9696, 1.3454, 0.2434, 4.6078, 1.1088, 0.2559, 0.3866, 0.2885, 3.3208]"
18,0,0,2,1,"[0.3538, 3.9322, 0.2274, 0.8671, 1.925, 0.1957, 5.6611, 1.1002, 0.2371, 1.1533, 0.4002, 4.5809]"
19,0,0,2,1,"[0.6123, 2.08, 0.2198, 0.6657, 1.9095, 0.2608, 4.4999, 0.4158, 0.1033, 0.9599, 0.2592, 4.8343]"
20,0,0,2,1,"[0.4888, 0.7178, 0.5426, 0.8943, 0.2835, 0.9532, 0.5835, 0.42, 1.0133, 0.2307, 0.8201, 0.8542]"
21,0,0,2,1,"[0.497, 1.2778, 0.8475, 2.1111, 0.3113, 0.7946, 0.8009, 0.2934, 0.7928, 0.3197, 1.1246, 2.1297]"
22,0,0,2,1,"[0.4261, 1.5828, 1.4799, 3.636, 0.4834, 0.662, 1.0476, 0.3077, 0.8281, 0.4358, 1.6385, 1.3156]"
23,0,0,2,1,"[0.321, 1.7494, 1.4548, 3.365, 0.706, 0.465, 2.4263, 0.352, 1.9092, 0.2465, 2.0335, 1.6562]"
24,0,0,2,1,"[0.5243, 2.8693, 1.1874, 3.9761, 0.3353, 1.3034, 1.0536, 0.3128, 3.3161, 0.3578, 2.2958, 1.5934]"
25,0,0,2,1,"[0.273, 2.6651, 1.1422, 4.6682, 0.4018, 1.6769, 0.921, 0.4669, 4.1073, 0.3183, 2.8052, 1.1762]"
26,0,0,2,1,"[0.2474, 2.6869, 1.7216, 4.7045, 0.2163, 1.1626, 1.7771, 0.2786, 3.7229, 0.331, 3.5442, 3.3957]"
27,0,0,2,1,"[0.344, 3.3289, 1.3125, 4.7345, 0.21, 1.6795, 1.9833, 0.4694, 0.6415, 0.4139, 3.2901, 3.1234]"
28,0,0,2,1,"[0.5853, 2.984, 1.803, 3.9019, 0.1215, 0.6895, 2.8154, 1.4667, 0.4939, 0.3315, 2.9708, 3.8332]"
29,0,0,2,1,"[0.738, 0.6165, 0.6759, 5.1138, 0.1621, 0.3235, 0.4392, 1.5984, 0.7043, 0.2611, 3.191, 3.601]"
