,test_id,kcid,lmc_prior_code,lengthscale_prior_code,weight,y0,y3,y4
0,0,0,2,1,unweighted,0.4054,0.8939,0.8593
1,0,0,2,1,linear,0.6953,0.8939,0.8593
2,0,0,2,1,quadratic,0.822,0.8939,0.8593
3,0,0,2,1,unweighted,0.3959,0.9029,0.8809
4,0,0,2,1,linear,0.6963,0.9029,0.8809
5,0,0,2,1,quadratic,0.8294,0.9029,0.8809
6,0,0,2,1,unweighted,0.4099,0.9223,0.8828
7,0,0,2,1,linear,0.696,0.9223,0.8828
8,0,0,2,1,quadratic,0.8228,0.9223,0.8828
9,0,0,2,1,unweighted,0.4097,0.9132,0.8846
10,0,0,2,1,linear,0.6968,0.9132,0.8846
11,0,0,2,1,quadratic,0.8237,0.9132,0.8846
12,0,0,2,1,unweighted,0.402,0.8779,0.8711
13,0,0,2,1,linear,0.7026,0.8779,0.8711
14,0,0,2,1,quadratic,0.8333,0.8779,0.8711
15,0,0,2,1,unweighted,0.3979,0.8819,0.8333
16,0,0,2,1,linear,0.7014,0.8819,0.8333
17,0,0,2,1,quadratic,0.833,0.8819,0.8333
18,0,0,2,1,unweighted,0.4451,0.9334,0.875
19,0,0,2,1,linear,0.7185,0.9334,0.875
20,0,0,2,1,quadratic,0.8386,0.9334,0.875
21,0,0,2,1,unweighted,0.4731,0.9243,0.8402
22,0,0,2,1,linear,0.7333,0.9243,0.8402
23,0,0,2,1,quadratic,0.8471,0.9243,0.8402
24,0,0,2,1,unweighted,0.4477,0.9054,0.8863
25,0,0,2,1,linear,0.7152,0.9054,0.8863
26,0,0,2,1,quadratic,0.8348,0.9054,0.8863
27,0,0,2,1,unweighted,0.4035,0.9325,0.8828
28,0,0,2,1,linear,0.6918,0.9325,0.8828
29,0,0,2,1,quadratic,0.82,0.9325,0.8828
30,0,0,2,1,unweighted,0.3996,0.8966,0.8809
31,0,0,2,1,linear,0.6998,0.8966,0.8809
32,0,0,2,1,quadratic,0.83,0.8966,0.8809
33,0,0,2,1,unweighted,0.4169,0.9143,0.8656
34,0,0,2,1,linear,0.7117,0.9143,0.8656
35,0,0,2,1,quadratic,0.8402,0.9143,0.8656
36,0,0,2,1,unweighted,0.4613,0.9132,0.9041
37,0,0,2,1,linear,0.7323,0.9132,0.9041
38,0,0,2,1,quadratic,0.8498,0.9132,0.9041
39,0,0,2,1,unweighted,0.4009,0.912,0.8473
40,0,0,2,1,linear,0.7086,0.912,0.8473
41,0,0,2,1,quadratic,0.8407,0.912,0.8473
42,0,0,2,1,unweighted,0.439,0.9143,0.8846
43,0,0,2,1,linear,0.7139,0.9143,0.8846
44,0,0,2,1,quadratic,0.8322,0.9143,0.8846
45,0,0,2,1,unweighted,0.446,0.9132,0.8402
46,0,0,2,1,linear,0.714,0.9132,0.8402
47,0,0,2,1,quadratic,0.835,0.9132,0.8402
48,0,0,2,1,unweighted,0.4178,0.9223,0.8636
49,0,0,2,1,linear,0.7008,0.9223,0.8636
50,0,0,2,1,quadratic,0.8248,0.9223,0.8636
51,0,0,2,1,unweighted,0.4219,0.9418,0.9041
52,0,0,2,1,linear,0.7061,0.9418,0.9041
53,0,0,2,1,quadratic,0.8303,0.9418,0.9041
54,0,0,2,1,unweighted,0.4516,0.9016,0.8711
55,0,0,2,1,linear,0.7332,0.9016,0.8711
56,0,0,2,1,quadratic,0.854,0.9016,0.8711
57,0,0,2,1,unweighted,0.4245,0.912,0.8809
58,0,0,2,1,linear,0.6979,0.912,0.8809
59,0,0,2,1,quadratic,0.8204,0.912,0.8809
60,0,0,2,1,unweighted,0.392,0.9223,0.8828
61,0,0,2,1,linear,0.6935,0.9223,0.8828
62,0,0,2,1,quadratic,0.8264,0.9223,0.8828
63,0,0,2,1,unweighted,0.3981,0.9029,0.9154
64,0,0,2,1,linear,0.7023,0.9029,0.9154
65,0,0,2,1,quadratic,0.8328,0.9029,0.9154
66,0,0,2,1,unweighted,0.4242,0.8939,0.8809
67,0,0,2,1,linear,0.7024,0.8939,0.8809
68,0,0,2,1,quadratic,0.826,0.8939,0.8809
69,0,0,2,1,unweighted,0.3982,0.8953,0.8691
70,0,0,2,1,linear,0.695,0.8953,0.8691
71,0,0,2,1,quadratic,0.8243,0.8953,0.8691
72,0,0,2,1,unweighted,0.4027,0.8746,0.8593
73,0,0,2,1,linear,0.6981,0.8746,0.8593
74,0,0,2,1,quadratic,0.8276,0.8746,0.8593
75,0,0,2,1,unweighted,0.4224,0.9054,0.9265
76,0,0,2,1,linear,0.7071,0.9054,0.9265
77,0,0,2,1,quadratic,0.8311,0.9054,0.9265
78,0,0,2,1,unweighted,0.4097,0.8953,0.8943
79,0,0,2,1,linear,0.6936,0.8953,0.8943
80,0,0,2,1,quadratic,0.8194,0.8953,0.8943
81,0,0,2,1,unweighted,0.4052,0.9016,0.8943
82,0,0,2,1,linear,0.6968,0.9016,0.8943
83,0,0,2,1,quadratic,0.8236,0.9016,0.8943
84,0,0,2,1,unweighted,0.4289,0.8966,0.8691
85,0,0,2,1,linear,0.7169,0.8966,0.8691
86,0,0,2,1,quadratic,0.8416,0.8966,0.8691
87,0,0,2,1,unweighted,0.4517,0.8939,0.8828
88,0,0,2,1,linear,0.7258,0.8939,0.8828
89,0,0,2,1,quadratic,0.8434,0.8939,0.8828
