,test_id,kcid,lmc_prior_code,lengthscale_prior_code,test_data,elpd_loo,p_loo,se,warning,n_data_points,n_samples,scale,k_count_good,k_count_ok,k_count_bad,k_count_verybad,elpd_loo_y0,elpd_loo_y1,elpd_loo_y2,elpd_loo_y3,elpd_loo_y4
0,4,0,2,1,0,,,,True,2945,300,log,2259,5,0,681,-264.15856,6777.43766,6779.54956,-13.50808,
0,5,0,0,1,0,,,,True,2945,300,log,2165,156,73,551,-155.63193,7479.74993,7495.46747,-24.36313,
0,4,0,2,1,0,13249.825355230676,27.713927342543684,338.5638862740471,True,2945,300,log,2278,2,0,665,-288.08446,6782.93552,6782.56282,-13.02536,-14.56315
0,5,0,0,1,0,,,,True,2945,300,log,2274,138,65,468,-164.87306,7555.08226,7515.47162,,-17.29947
0,4,0,2,1,0,13282.475210899625,34.245784717544666,337.4003198550393,True,2945,300,log,2320,13,1,611,-253.32665,6779.8405,6782.72132,-16.4428,-10.31715
0,4,0,2,1,0,,,,True,2945,300,log,2324,8,0,613,-266.12956,6776.13668,6779.69461,,
0,5,0,0,1,0,,,,True,2945,300,log,2160,168,93,524,-148.36653,7552.2112,7551.32699,-15.08408,
0,4,0,2,1,0,,,,True,2945,300,log,2373,2,0,570,-287.84705,6771.88852,6771.19529,,-15.41286
0,5,0,0,1,0,,,,True,2945,300,log,2120,101,82,642,-141.4482,7552.65422,7520.60578,,
0,4,0,2,1,0,,,,True,2945,300,log,2309,13,3,620,-258.36565,6783.28702,6784.06993,-14.70785,
0,5,0,0,1,0,14798.04043194171,790.7446546022711,371.31190857463054,True,2945,300,log,2144,116,72,613,-174.62848,7522.55125,7488.22707,-19.78143,-18.32798
0,4,0,2,1,0,13285.12286166494,34.833901146175776,338.8160324954286,True,2945,300,log,2314,8,0,623,-275.90209,6793.25161,6795.61841,-14.70774,-13.13733
0,5,0,0,1,0,,,,True,2945,300,log,2183,116,74,572,-145.72125,7475.77792,7500.01527,-21.29061,
