,test_id,kcid,lmc_prior_code,lengthscale_prior_code,y1,y2
0,4.0,0.0,2.0,1.0,6.289130210876465,6.300224304199219
0,5.0,0.0,0.0,1.0,4.343479156494141,4.349649906158447
0,4.0,0.0,2.0,1.0,6.301405906677246,6.2906999588012695
0,5.0,0.0,0.0,1.0,4.158170223236084,4.196262359619141
0,4.0,0.0,2.0,1.0,6.30886173248291,6.302398204803467
0,4.0,0.0,2.0,1.0,6.31027889251709,6.30502462387085
0,5.0,0.0,0.0,1.0,4.30680513381958,4.309701919555664
0,4.0,0.0,2.0,1.0,6.313695907592773,6.315991401672363
0,5.0,0.0,0.0,1.0,4.483431339263916,4.480015754699707
0,4.0,0.0,2.0,1.0,6.2940497398376465,6.302599906921387
0,5.0,0.0,0.0,1.0,4.438980579376221,4.417148113250732
0,4.0,0.0,2.0,1.0,6.290511131286621,6.29140043258667
0,5.0,0.0,0.0,1.0,4.568936824798584,4.5449137687683105
