,test_id,kcid,lmc_prior_code,lengthscale_prior_code,time_to_converge,iterations_to_converge
0,4.0,0.0,2.0,1.0,216.67577,1025.0
0,5.0,0.0,0.0,1.0,202.251037,871.0
0,4.0,0.0,2.0,1.0,306.373197,919.0
0,5.0,0.0,0.0,1.0,53.178986,871.0
0,4.0,0.0,2.0,1.0,268.640039,1275.0
0,4.0,0.0,2.0,1.0,234.850212,1086.0
0,5.0,0.0,0.0,1.0,108.650679,755.0
0,4.0,0.0,2.0,1.0,240.077494,1165.0
0,5.0,0.0,0.0,1.0,54.562527,871.0
0,4.0,0.0,2.0,1.0,290.191014,1390.0
0,5.0,0.0,0.0,1.0,53.124183,820.0
0,4.0,0.0,2.0,1.0,179.752216,861.0
0,5.0,0.0,0.0,1.0,247.27409,949.0
