,test_id,kcid,lmc_prior_code,lengthscale_prior_code,test_data,elpd_loo,p_loo,se,warning,n_data_points,n_samples,scale,k_count_good,k_count_ok,k_count_bad,k_count_verybad,elpd_loo_y0,elpd_loo_y1,elpd_loo_y2,elpd_loo_y3,elpd_loo_y4
0,4,0,2,1,1,8802.707406186295,23.996559849445475,283.56787444980125,True,1960,300,log,1490,4,0,466,-273.38613,4568.95001,4570.63687,-25.04662,-38.44672
0,5,0,0,1,1,,,,True,1960,300,log,1376,79,77,428,-173.00961,4125.92379,4140.73204,-30.20655,
0,4,0,2,1,1,8805.582352886242,27.76343926465779,283.00230379964574,True,1960,300,log,1504,4,1,451,-268.5178,4567.52913,4567.2106,-23.14337,-37.49621
0,5,0,0,1,1,,,,True,1960,300,log,1436,96,47,381,-158.10604,4382.58361,4376.70518,-28.29942,
0,4,0,2,1,1,,,,True,1960,300,log,1534,7,2,417,-298.7127,4561.84117,4565.26216,,
0,4,0,2,1,1,,,,True,1960,300,log,1541,5,0,414,-316.85043,4561.0407,4562.92721,-21.1895,
0,5,0,0,1,1,8483.310911892353,1731.3709933994141,332.99384843552923,True,1960,300,log,1374,129,60,397,-165.97891,4361.04349,4340.99806,-20.38666,-32.36507
0,4,0,2,1,1,,,,True,1960,300,log,1575,2,0,383,-261.22702,4567.807,4560.37584,,-32.24654
0,5,0,0,1,1,,,,True,1960,300,log,1362,94,49,455,-177.48644,4462.57864,4468.02397,,-23.1501
0,4,0,2,1,1,,,,True,1960,300,log,1515,10,0,435,-302.46625,4566.75293,4568.022,-19.265,
0,5,0,0,1,1,8664.261490485776,1362.2702220220726,331.5695955174686,True,1960,300,log,1373,86,55,446,-173.57511,4454.62577,4433.89003,-34.10063,-16.57857
0,4,0,2,1,1,8733.010019769705,33.618013141493066,282.8305067287066,True,1960,300,log,1528,4,0,428,-293.70674,4545.89928,4545.0617,-22.29491,-41.94931
0,5,0,0,1,1,,,,True,1960,300,log,1399,81,63,417,-151.51956,4709.38677,4721.44602,,-27.55371
