,test_id,kcid,lmc_prior_code,lengthscale_prior_code,weight,y0,y3,y4
0,4,0,2,1,unweighted,0.5202,0.944,0.9191
1,4,0,2,1,linear,0.7489,0.944,0.9191
2,4,0,2,1,quadratic,0.8491,0.944,0.9191
0,5,0,0,1,unweighted,0.7131,0.8591,0.8711
1,5,0,0,1,linear,0.8619,0.8591,0.8711
2,5,0,0,1,quadratic,0.9246,0.8591,0.8711
0,4,0,2,1,unweighted,0.4897,0.9425,0.8846
1,4,0,2,1,linear,0.7232,0.9425,0.8846
2,4,0,2,1,quadratic,0.8263,0.9425,0.8846
0,5,0,0,1,unweighted,0.7251,0.9243,0.9384
1,5,0,0,1,linear,0.8534,0.9243,0.9384
2,5,0,0,1,quadratic,0.9104,0.9243,0.9384
0,4,0,2,1,unweighted,0.4683,0.9334,0.8636
1,4,0,2,1,linear,0.7238,0.9334,0.8636
2,4,0,2,1,quadratic,0.8377,0.9334,0.8636
0,4,0,2,1,unweighted,0.4401,0.9342,0.9083
1,4,0,2,1,linear,0.7144,0.9342,0.9083
2,4,0,2,1,quadratic,0.8355,0.9342,0.9083
0,5,0,0,1,unweighted,0.7373,0.9342,0.875
1,5,0,0,1,linear,0.8701,0.9342,0.875
2,5,0,0,1,quadratic,0.9285,0.9342,0.875
0,4,0,2,1,unweighted,0.4701,0.9334,0.8863
1,4,0,2,1,linear,0.7319,0.9334,0.8863
2,4,0,2,1,quadratic,0.8455,0.9334,0.8863
0,5,0,0,1,unweighted,0.6944,0.888,0.9069
1,5,0,0,1,linear,0.8434,0.888,0.9069
2,5,0,0,1,quadratic,0.9083,0.888,0.9069
0,4,0,2,1,unweighted,0.4523,0.9433,0.9096
1,4,0,2,1,linear,0.7101,0.9433,0.9096
2,4,0,2,1,quadratic,0.8276,0.9433,0.9096
0,5,0,0,1,unweighted,0.7246,0.8622,0.9096
1,5,0,0,1,linear,0.85,0.8622,0.9096
2,5,0,0,1,quadratic,0.9051,0.8622,0.9096
0,4,0,2,1,unweighted,0.4656,0.9334,0.8636
1,4,0,2,1,linear,0.7256,0.9334,0.8636
2,4,0,2,1,quadratic,0.8422,0.9334,0.8636
0,5,0,0,1,unweighted,0.7649,0.8591,0.8879
1,5,0,0,1,linear,0.8749,0.8591,0.8879
2,5,0,0,1,quadratic,0.9262,0.8591,0.8879
