,test_id,kcid,lmc_prior_code,lengthscale_prior_code,kernel_structure,n_kernels,active_dims,additive,independent_outputs,subset
43,0,1,2,1,"['SE_1^(0) + SE_2^(0) + M52_1^(0) + SE_3^(0) + SE_4^(0) + M52_2^(0)', 'SE_5^(1) + SE_6^(1) + M52_3^(1) + SE_7^(1) + SE_8^(1) + M52_4^(1)', 'SE_9^(2) + SE_10^(2) + M52_5^(2) + SE_11^(2) + SE_12^(2) + M52_6^(2)', 'SE_13^(3) + SE_14^(3) + M52_7^(3) + SE_15^(3) + SE_16^(3) + M52_8^(3)']",3,,True,False,0.6
44,0,1,2,1,"['SE_1^(0) + SE_2^(0) + M52_1^(0) + SE_3^(0) + SE_4^(0) + M52_2^(0)', 'SE_5^(1) + SE_6^(1) + M52_3^(1) + SE_7^(1) + SE_8^(1) + M52_4^(1)', 'SE_9^(2) + SE_10^(2) + M52_5^(2) + SE_11^(2) + SE_12^(2) + M52_6^(2)', 'SE_13^(3) + SE_14^(3) + M52_7^(3) + SE_15^(3) + SE_16^(3) + M52_8^(3)']",3,,True,False,0.6
45,0,1,2,1,"['SE_1^(0) + SE_2^(0) + M52_1^(0) + SE_3^(0) + SE_4^(0) + M52_2^(0)', 'SE_5^(1) + SE_6^(1) + M52_3^(1) + SE_7^(1) + SE_8^(1) + M52_4^(1)', 'SE_9^(2) + SE_10^(2) + M52_5^(2) + SE_11^(2) + SE_12^(2) + M52_6^(2)', 'SE_13^(3) + SE_14^(3) + M52_7^(3) + SE_15^(3) + SE_16^(3) + M52_8^(3)']",3,,True,False,0.6
46,0,1,2,1,"['SE_1^(0) + SE_2^(0) + M52_1^(0) + SE_3^(0) + SE_4^(0) + M52_2^(0)', 'SE_5^(1) + SE_6^(1) + M52_3^(1) + SE_7^(1) + SE_8^(1) + M52_4^(1)', 'SE_9^(2) + SE_10^(2) + M52_5^(2) + SE_11^(2) + SE_12^(2) + M52_6^(2)', 'SE_13^(3) + SE_14^(3) + M52_7^(3) + SE_15^(3) + SE_16^(3) + M52_8^(3)']",3,,True,False,0.6
47,0,1,2,1,"['SE_1^(0) + SE_2^(0) + M52_1^(0) + SE_3^(0) + SE_4^(0) + M52_2^(0)', 'SE_5^(1) + SE_6^(1) + M52_3^(1) + SE_7^(1) + SE_8^(1) + M52_4^(1)', 'SE_9^(2) + SE_10^(2) + M52_5^(2) + SE_11^(2) + SE_12^(2) + M52_6^(2)', 'SE_13^(3) + SE_14^(3) + M52_7^(3) + SE_15^(3) + SE_16^(3) + M52_8^(3)']",3,,True,False,0.6
48,0,1,2,1,"['SE_1^(0) + SE_2^(0) + M52_1^(0) + SE_3^(0) + SE_4^(0) + M52_2^(0)', 'SE_5^(1) + SE_6^(1) + M52_3^(1) + SE_7^(1) + SE_8^(1) + M52_4^(1)', 'SE_9^(2) + SE_10^(2) + M52_5^(2) + SE_11^(2) + SE_12^(2) + M52_6^(2)', 'SE_13^(3) + SE_14^(3) + M52_7^(3) + SE_15^(3) + SE_16^(3) + M52_8^(3)']",3,,True,False,0.6
49,0,1,2,1,"['SE_1^(0) + SE_2^(0) + M52_1^(0) + SE_3^(0) + SE_4^(0) + M52_2^(0)', 'SE_5^(1) + SE_6^(1) + M52_3^(1) + SE_7^(1) + SE_8^(1) + M52_4^(1)', 'SE_9^(2) + SE_10^(2) + M52_5^(2) + SE_11^(2) + SE_12^(2) + M52_6^(2)', 'SE_13^(3) + SE_14^(3) + M52_7^(3) + SE_15^(3) + SE_16^(3) + M52_8^(3)']",3,,True,False,0.6
50,1,1,0,1,"['SE_1^(0) + SE_2^(0) + M52_1^(0) + SE_3^(0) + SE_4^(0) + M52_2^(0)', 'SE_5^(1) + SE_6^(1) + M52_3^(1) + SE_7^(1) + SE_8^(1) + M52_4^(1)', 'SE_9^(2) + SE_10^(2) + M52_5^(2) + SE_11^(2) + SE_12^(2) + M52_6^(2)', 'SE_13^(3) + SE_14^(3) + M52_7^(3) + SE_15^(3) + SE_16^(3) + M52_8^(3)']",3,,True,False,0.6
51,1,1,0,1,"['SE_1^(0) + SE_2^(0) + M52_1^(0) + SE_3^(0) + SE_4^(0) + M52_2^(0)', 'SE_5^(1) + SE_6^(1) + M52_3^(1) + SE_7^(1) + SE_8^(1) + M52_4^(1)', 'SE_9^(2) + SE_10^(2) + M52_5^(2) + SE_11^(2) + SE_12^(2) + M52_6^(2)', 'SE_13^(3) + SE_14^(3) + M52_7^(3) + SE_15^(3) + SE_16^(3) + M52_8^(3)']",3,,True,False,0.6
52,1,1,0,1,"['SE_1^(0) + SE_2^(0) + M52_1^(0) + SE_3^(0) + SE_4^(0) + M52_2^(0)', 'SE_5^(1) + SE_6^(1) + M52_3^(1) + SE_7^(1) + SE_8^(1) + M52_4^(1)', 'SE_9^(2) + SE_10^(2) + M52_5^(2) + SE_11^(2) + SE_12^(2) + M52_6^(2)', 'SE_13^(3) + SE_14^(3) + M52_7^(3) + SE_15^(3) + SE_16^(3) + M52_8^(3)']",3,,True,False,0.6
53,1,1,0,1,"['SE_1^(0) + SE_2^(0) + M52_1^(0) + SE_3^(0) + SE_4^(0) + M52_2^(0)', 'SE_5^(1) + SE_6^(1) + M52_3^(1) + SE_7^(1) + SE_8^(1) + M52_4^(1)', 'SE_9^(2) + SE_10^(2) + M52_5^(2) + SE_11^(2) + SE_12^(2) + M52_6^(2)', 'SE_13^(3) + SE_14^(3) + M52_7^(3) + SE_15^(3) + SE_16^(3) + M52_8^(3)']",3,,True,False,0.6
54,1,1,0,1,"['SE_1^(0) + SE_2^(0) + M52_1^(0) + SE_3^(0) + SE_4^(0) + M52_2^(0)', 'SE_5^(1) + SE_6^(1) + M52_3^(1) + SE_7^(1) + SE_8^(1) + M52_4^(1)', 'SE_9^(2) + SE_10^(2) + M52_5^(2) + SE_11^(2) + SE_12^(2) + M52_6^(2)', 'SE_13^(3) + SE_14^(3) + M52_7^(3) + SE_15^(3) + SE_16^(3) + M52_8^(3)']",3,,True,False,0.6
55,1,1,0,1,"['SE_1^(0) + SE_2^(0) + M52_1^(0) + SE_3^(0) + SE_4^(0) + M52_2^(0)', 'SE_5^(1) + SE_6^(1) + M52_3^(1) + SE_7^(1) + SE_8^(1) + M52_4^(1)', 'SE_9^(2) + SE_10^(2) + M52_5^(2) + SE_11^(2) + SE_12^(2) + M52_6^(2)', 'SE_13^(3) + SE_14^(3) + M52_7^(3) + SE_15^(3) + SE_16^(3) + M52_8^(3)']",3,,True,False,0.6
56,1,1,0,1,"['SE_1^(0) + SE_2^(0) + M52_1^(0) + SE_3^(0) + SE_4^(0) + M52_2^(0)', 'SE_5^(1) + SE_6^(1) + M52_3^(1) + SE_7^(1) + SE_8^(1) + M52_4^(1)', 'SE_9^(2) + SE_10^(2) + M52_5^(2) + SE_11^(2) + SE_12^(2) + M52_6^(2)', 'SE_13^(3) + SE_14^(3) + M52_7^(3) + SE_15^(3) + SE_16^(3) + M52_8^(3)']",3,,True,False,0.6
57,1,1,0,1,"['SE_1^(0) + SE_2^(0) + M52_1^(0) + SE_3^(0) + SE_4^(0) + M52_2^(0)', 'SE_5^(1) + SE_6^(1) + M52_3^(1) + SE_7^(1) + SE_8^(1) + M52_4^(1)', 'SE_9^(2) + SE_10^(2) + M52_5^(2) + SE_11^(2) + SE_12^(2) + M52_6^(2)', 'SE_13^(3) + SE_14^(3) + M52_7^(3) + SE_15^(3) + SE_16^(3) + M52_8^(3)']",3,,True,False,0.6
58,1,1,0,1,"['SE_1^(0) + SE_2^(0) + M52_1^(0) + SE_3^(0) + SE_4^(0) + M52_2^(0)', 'SE_5^(1) + SE_6^(1) + M52_3^(1) + SE_7^(1) + SE_8^(1) + M52_4^(1)', 'SE_9^(2) + SE_10^(2) + M52_5^(2) + SE_11^(2) + SE_12^(2) + M52_6^(2)', 'SE_13^(3) + SE_14^(3) + M52_7^(3) + SE_15^(3) + SE_16^(3) + M52_8^(3)']",3,,True,False,0.6
59,1,1,0,1,"['SE_1^(0) + SE_2^(0) + M52_1^(0) + SE_3^(0) + SE_4^(0) + M52_2^(0)', 'SE_5^(1) + SE_6^(1) + M52_3^(1) + SE_7^(1) + SE_8^(1) + M52_4^(1)', 'SE_9^(2) + SE_10^(2) + M52_5^(2) + SE_11^(2) + SE_12^(2) + M52_6^(2)', 'SE_13^(3) + SE_14^(3) + M52_7^(3) + SE_15^(3) + SE_16^(3) + M52_8^(3)']",3,,True,False,0.6
60,2,1,0,1,,3,,True,True,0.6
61,2,1,0,1,,3,,True,True,0.6
62,2,1,0,1,,3,,True,True,0.6
63,2,1,0,1,,3,,True,True,0.6
64,2,1,0,1,,3,,True,True,0.6
65,2,1,0,1,,3,,True,True,0.6
66,2,1,0,1,,3,,True,True,0.6
67,2,1,0,1,,3,,True,True,0.6
68,2,1,0,1,,3,,True,True,0.6
69,2,1,0,1,,3,,True,True,0.6
70,3,1,2,1,['SE_1^(0) + SE_2^(0) + M52_1^(0) + SE_3^(0) + SE_4^(0) + M52_2^(0)'],3,,False,False,0.6
71,3,1,2,1,['SE_1^(0) + SE_2^(0) + M52_1^(0) + SE_3^(0) + SE_4^(0) + M52_2^(0)'],3,,False,False,0.6
72,3,1,2,1,['SE_1^(0) + SE_2^(0) + M52_1^(0) + SE_3^(0) + SE_4^(0) + M52_2^(0)'],3,,False,False,0.6
73,3,1,2,1,['SE_1^(0) + SE_2^(0) + M52_1^(0) + SE_3^(0) + SE_4^(0) + M52_2^(0)'],3,,False,False,0.6
74,3,1,2,1,['SE_1^(0) + SE_2^(0) + M52_1^(0) + SE_3^(0) + SE_4^(0) + M52_2^(0)'],3,,False,False,0.6
75,3,1,2,1,['SE_1^(0) + SE_2^(0) + M52_1^(0) + SE_3^(0) + SE_4^(0) + M52_2^(0)'],3,,False,False,0.6
76,3,1,2,1,['SE_1^(0) + SE_2^(0) + M52_1^(0) + SE_3^(0) + SE_4^(0) + M52_2^(0)'],3,,False,False,0.6
77,3,1,2,1,['SE_1^(0) + SE_2^(0) + M52_1^(0) + SE_3^(0) + SE_4^(0) + M52_2^(0)'],3,,False,False,0.6
78,3,1,2,1,['SE_1^(0) + SE_2^(0) + M52_1^(0) + SE_3^(0) + SE_4^(0) + M52_2^(0)'],3,,False,False,0.6
79,3,1,2,1,['SE_1^(0) + SE_2^(0) + M52_1^(0) + SE_3^(0) + SE_4^(0) + M52_2^(0)'],3,,False,False,0.6
80,0,2,2,1,"['SE_1^(0) + SE_2^(0) + PPoly2_1^(0) + SE_3^(0) + SE_4^(0) + PPoly2_2^(0)', 'SE_5^(1) + SE_6^(1) + PPoly2_3^(1) + SE_7^(1) + SE_8^(1) + PPoly2_4^(1)', 'SE_9^(2) + SE_10^(2) + PPoly2_5^(2) + SE_11^(2) + SE_12^(2) + PPoly2_6^(2)', 'SE_13^(3) + SE_14^(3) + PPoly2_7^(3) + SE_15^(3) + SE_16^(3) + PPoly2_8^(3)']",3,,True,False,0.6
81,0,2,2,1,"['SE_1^(0) + SE_2^(0) + PPoly2_1^(0) + SE_3^(0) + SE_4^(0) + PPoly2_2^(0)', 'SE_5^(1) + SE_6^(1) + PPoly2_3^(1) + SE_7^(1) + SE_8^(1) + PPoly2_4^(1)', 'SE_9^(2) + SE_10^(2) + PPoly2_5^(2) + SE_11^(2) + SE_12^(2) + PPoly2_6^(2)', 'SE_13^(3) + SE_14^(3) + PPoly2_7^(3) + SE_15^(3) + SE_16^(3) + PPoly2_8^(3)']",3,,True,False,0.6
82,0,2,2,1,"['SE_1^(0) + SE_2^(0) + PPoly2_1^(0) + SE_3^(0) + SE_4^(0) + PPoly2_2^(0)', 'SE_5^(1) + SE_6^(1) + PPoly2_3^(1) + SE_7^(1) + SE_8^(1) + PPoly2_4^(1)', 'SE_9^(2) + SE_10^(2) + PPoly2_5^(2) + SE_11^(2) + SE_12^(2) + PPoly2_6^(2)', 'SE_13^(3) + SE_14^(3) + PPoly2_7^(3) + SE_15^(3) + SE_16^(3) + PPoly2_8^(3)']",3,,True,False,0.6
83,0,2,2,1,"['SE_1^(0) + SE_2^(0) + PPoly2_1^(0) + SE_3^(0) + SE_4^(0) + PPoly2_2^(0)', 'SE_5^(1) + SE_6^(1) + PPoly2_3^(1) + SE_7^(1) + SE_8^(1) + PPoly2_4^(1)', 'SE_9^(2) + SE_10^(2) + PPoly2_5^(2) + SE_11^(2) + SE_12^(2) + PPoly2_6^(2)', 'SE_13^(3) + SE_14^(3) + PPoly2_7^(3) + SE_15^(3) + SE_16^(3) + PPoly2_8^(3)']",3,,True,False,0.6
84,0,2,2,1,"['SE_1^(0) + SE_2^(0) + PPoly2_1^(0) + SE_3^(0) + SE_4^(0) + PPoly2_2^(0)', 'SE_5^(1) + SE_6^(1) + PPoly2_3^(1) + SE_7^(1) + SE_8^(1) + PPoly2_4^(1)', 'SE_9^(2) + SE_10^(2) + PPoly2_5^(2) + SE_11^(2) + SE_12^(2) + PPoly2_6^(2)', 'SE_13^(3) + SE_14^(3) + PPoly2_7^(3) + SE_15^(3) + SE_16^(3) + PPoly2_8^(3)']",3,,True,False,0.6
85,0,2,2,1,"['SE_1^(0) + SE_2^(0) + PPoly2_1^(0) + SE_3^(0) + SE_4^(0) + PPoly2_2^(0)', 'SE_5^(1) + SE_6^(1) + PPoly2_3^(1) + SE_7^(1) + SE_8^(1) + PPoly2_4^(1)', 'SE_9^(2) + SE_10^(2) + PPoly2_5^(2) + SE_11^(2) + SE_12^(2) + PPoly2_6^(2)', 'SE_13^(3) + SE_14^(3) + PPoly2_7^(3) + SE_15^(3) + SE_16^(3) + PPoly2_8^(3)']",3,,True,False,0.6
86,0,2,2,1,"['SE_1^(0) + SE_2^(0) + PPoly2_1^(0) + SE_3^(0) + SE_4^(0) + PPoly2_2^(0)', 'SE_5^(1) + SE_6^(1) + PPoly2_3^(1) + SE_7^(1) + SE_8^(1) + PPoly2_4^(1)', 'SE_9^(2) + SE_10^(2) + PPoly2_5^(2) + SE_11^(2) + SE_12^(2) + PPoly2_6^(2)', 'SE_13^(3) + SE_14^(3) + PPoly2_7^(3) + SE_15^(3) + SE_16^(3) + PPoly2_8^(3)']",3,,True,False,0.6
