,test_id,kcid,lmc_prior_code,lengthscale_prior_code,lengthscales
0,0,0,2,1,"[1.3329, 0.9337, 1.6128, 0.6951, 1.0812, 0.4092, 0.4899, 0.4713, 1.5697, 1.744, 1.4543, 1.4195, 0.8392, 1.3729, 0.6983, 0.8202, 1.0868, 0.4404, 1.819, 1.7636, 0.4585, 1.2572, 0.9417, 1.1127]"
1,0,0,2,1,"[0.9688, 0.8501, 2.2034, 0.3393, 0.8519, 0.3965, 0.3716, 0.298, 1.2419, 2.8505, 2.1125, 1.7344, 0.9487, 0.6655, 0.7137, 0.267, 1.208, 0.5943, 1.3745, 2.1567, 0.227, 1.079, 1.3792, 0.5521]"
2,0,0,2,1,"[0.8224, 0.5275, 2.9854, 0.4775, 1.3512, 0.2891, 0.2545, 0.2448, 0.9779, 2.4272, 2.4748, 1.378, 0.5248, 0.6894, 0.5476, 0.1536, 0.8143, 0.8353, 1.1258, 1.5531, 0.1371, 0.2298, 0.7127, 0.4782]"
3,0,0,2,1,"[0.9801, 0.565, 2.8026, 0.5796, 1.0222, 0.4049, 0.1685, 0.2904, 1.6475, 1.8992, 2.7736, 1.302, 1.3957, 1.9945, 1.6749, 0.1213, 1.4075, 1.5569, 2.2439, 2.4038, 0.2614, 0.2351, 2.1922, 1.4792]"
4,0,0,2,1,"[0.9229, 0.7996, 3.4612, 1.5107, 0.6043, 1.2106, 0.3248, 0.3202, 2.03, 2.2658, 3.1773, 1.4425, 1.6337, 1.5292, 2.5295, 0.3508, 0.5464, 1.9092, 2.2704, 2.7203, 0.1538, 0.2666, 2.059, 2.0318]"
5,0,0,2,1,"[1.5879, 1.5243, 4.0199, 1.6752, 0.8158, 0.5155, 0.3124, 1.0662, 3.2276, 2.4168, 3.0948, 2.4585, 0.9498, 1.5455, 3.1195, 0.5666, 0.2, 2.151, 4.157, 3.2594, 0.2408, 0.7019, 2.6955, 1.6557]"
6,0,0,2,1,"[2.4971, 2.3201, 3.0049, 1.4885, 1.9627, 0.465, 0.6312, 1.7541, 2.7625, 1.984, 2.1639, 3.23, 2.0553, 2.4987, 3.3598, 0.5097, 0.9158, 2.9615, 4.7519, 3.0469, 0.3546, 0.2837, 3.3744, 1.2029]"
7,0,0,2,1,"[3.0275, 2.7382, 2.8842, 1.2413, 1.7445, 0.1936, 0.506, 1.6654, 0.9128, 0.5146, 2.4931, 3.4087, 2.2114, 2.6243, 2.8121, 0.1989, 1.6104, 2.2266, 5.2466, 2.9083, 0.3638, 0.7556, 3.406, 1.5405]"
8,0,0,2,1,"[3.1705, 2.8989, 3.1689, 1.6025, 1.576, 0.5289, 0.2834, 1.948, 0.765, 0.8514, 2.9495, 3.2711, 1.5974, 3.2796, 2.0491, 0.286, 2.7681, 2.2173, 6.1718, 4.1292, 0.2094, 1.51, 3.4119, 1.7185]"
9,0,0,2,1,"[3.0845, 2.9468, 4.5552, 1.3451, 3.0506, 0.34, 0.2577, 2.1711, 1.7006, 1.5677, 1.6707, 2.2206, 1.996, 4.5624, 1.4072, 0.3676, 4.1891, 3.4643, 4.5931, 5.2188, 0.2481, 0.467, 3.2765, 0.7054]"
10,1,0,0,1,"[4.0917, 4.0609, 3.4146, 0.7297, 2.8948, 0.4076, 0.1309, 2.549, 0.9853, 1.9198, 1.4854, 2.4956, 2.9369, 3.5758, 2.1142, 0.273, 4.3993, 4.6329, 4.5068, 5.6255, 0.2275, 0.9799, 3.3708, 0.9549]"
11,1,0,0,1,"[3.7389, 5.2219, 2.6874, 0.9354, 2.8961, 0.5416, 0.1734, 3.5667, 1.1113, 3.1402, 1.3931, 2.1849, 3.2314, 3.4006, 2.0994, 0.4133, 4.4797, 2.8363, 4.5976, 5.7023, 0.3059, 0.6888, 3.6044, 0.9777]"
12,1,0,0,1,"[2.84, 4.1092, 2.5196, 1.899, 2.8551, 0.3271, 0.2379, 3.4815, 0.794, 4.0551, 2.4678, 2.1747, 3.414, 3.2027, 1.8872, 0.2201, 4.2355, 3.2135, 5.7418, 6.6417, 0.6317, 0.4584, 3.5104, 2.2266]"
13,1,0,0,1,"[2.5833, 4.4372, 3.2912, 2.2708, 2.0434, 0.1982, 0.313, 3.9418, 2.3074, 3.4889, 3.6131, 0.5643, 3.3712, 3.3359, 3.138, 1.0361, 2.4615, 3.7865, 7.6069, 8.5534, 1.459, 0.2167, 2.2805, 3.9766]"
14,1,0,0,1,"[0.785, 4.3343, 2.1791, 2.7284, 2.4666, 0.1392, 0.2721, 2.8701, 1.9653, 3.2373, 3.2302, 0.7922, 2.965, 3.5874, 2.3919, 2.2043, 0.469, 4.416, 7.0414, 8.0208, 1.7327, 0.3012, 2.0018, 4.2198]"
15,1,0,0,1,"[0.796, 4.655, 1.1197, 2.3568, 2.8917, 0.3031, 0.3084, 4.116, 2.9833, 2.8252, 3.5307, 0.9641, 2.4873, 3.5192, 2.1304, 1.6353, 0.4018, 4.4308, 7.0929, 6.8839, 0.431, 0.413, 1.4175, 3.7891]"
16,1,0,0,1,"[0.4276, 4.8925, 0.6203, 3.2954, 3.4263, 0.5276, 0.3541, 5.3106, 3.5193, 3.0579, 4.6255, 0.9112, 2.4161, 2.2381, 2.3617, 2.6947, 1.2084, 0.6921, 4.8949, 7.0615, 1.4306, 0.4181, 1.6205, 2.8089]"
17,1,0,0,1,"[0.7239, 3.5137, 0.3416, 2.5807, 2.8005, 0.9286, 0.3002, 5.8292, 3.642, 3.2853, 5.7379, 2.2406, 1.4399, 3.6323, 1.461, 3.8891, 0.5023, 0.3842, 5.7449, 8.1126, 1.0712, 0.3989, 2.377, 3.7948]"
18,1,0,0,1,"[0.5933, 2.1496, 0.2973, 3.2787, 4.2039, 1.3093, 0.355, 6.691, 3.6836, 3.996, 4.7658, 2.1954, 1.8368, 4.6434, 0.9017, 4.9101, 0.6245, 0.3287, 5.8129, 7.6858, 0.7872, 0.1998, 2.197, 3.8945]"
19,1,0,0,1,"[0.4714, 3.6623, 0.9282, 2.8149, 5.2824, 0.9472, 0.1573, 5.504, 2.8175, 4.2515, 4.4839, 3.2068, 3.0559, 3.6489, 0.4181, 4.654, 0.859, 0.3849, 5.7292, 7.7878, 1.0077, 0.0987, 2.8769, 4.2442]"
