,test_id,kcid,lmc_prior_code,lengthscale_prior_code,weight,y0,y3,y4,subset
182,2,1,0,1,quadratic,0.808,0.9714,0.875,0.6
183,2,1,0,1,unweighted,0.5024,0.9078,0.8615,0.6
184,2,1,0,1,linear,0.7293,0.9078,0.8615,0.6
185,2,1,0,1,quadratic,0.8336,0.9078,0.8615,0.6
186,2,1,0,1,unweighted,0.5234,0.9617,0.8542,0.6
187,2,1,0,1,linear,0.7373,0.9617,0.8542,0.6
188,2,1,0,1,quadratic,0.8359,0.9617,0.8542,0.6
189,2,1,0,1,unweighted,0.5233,0.9714,0.875,0.6
190,2,1,0,1,linear,0.7461,0.9714,0.875,0.6
191,2,1,0,1,quadratic,0.8447,0.9714,0.875,0.6
192,2,1,0,1,unweighted,0.5136,0.8895,0.8863,0.6
193,2,1,0,1,linear,0.7406,0.8895,0.8863,0.6
194,2,1,0,1,quadratic,0.8425,0.8895,0.8863,0.6
195,2,1,0,1,unweighted,0.5003,0.9342,0.8656,0.6
196,2,1,0,1,linear,0.7446,0.9342,0.8656,0.6
197,2,1,0,1,quadratic,0.8525,0.9342,0.8656,0.6
198,2,1,0,1,unweighted,0.4867,0.9511,0.8768,0.6
199,2,1,0,1,linear,0.737,0.9511,0.8768,0.6
200,2,1,0,1,quadratic,0.8469,0.9511,0.8768,0.6
201,2,1,0,1,unweighted,0.5109,0.9425,0.8542,0.6
202,2,1,0,1,linear,0.7438,0.9425,0.8542,0.6
203,2,1,0,1,quadratic,0.8473,0.9425,0.8542,0.6
204,2,1,0,1,unweighted,0.5307,0.9518,0.8542,0.6
205,2,1,0,1,linear,0.7466,0.9518,0.8542,0.6
206,2,1,0,1,quadratic,0.8436,0.9518,0.8542,0.6
207,2,1,0,1,unweighted,0.5263,0.9253,0.8656,0.6
208,2,1,0,1,linear,0.7499,0.9253,0.8656,0.6
209,2,1,0,1,quadratic,0.851,0.9253,0.8656,0.6
210,3,1,2,1,unweighted,0.6724,0.9042,0.8846,0.6
211,3,1,2,1,linear,0.8222,0.9042,0.8846,0.6
212,3,1,2,1,quadratic,0.8898,0.9042,0.8846,0.6
213,3,1,2,1,unweighted,0.6827,0.8966,0.8828,0.6
214,3,1,2,1,linear,0.8452,0.8966,0.8828,0.6
215,3,1,2,1,quadratic,0.9126,0.8966,0.8828,0.6
216,3,1,2,1,unweighted,0.6387,0.8641,0.8226,0.6
217,3,1,2,1,linear,0.807,0.8641,0.8226,0.6
218,3,1,2,1,quadratic,0.8832,0.8641,0.8226,0.6
219,3,1,2,1,unweighted,0.6888,0.8659,0.875,0.6
220,3,1,2,1,linear,0.8383,0.8659,0.875,0.6
221,3,1,2,1,quadratic,0.9044,0.8659,0.875,0.6
222,3,1,2,1,unweighted,0.6947,0.8966,0.8828,0.6
223,3,1,2,1,linear,0.8489,0.8966,0.8828,0.6
224,3,1,2,1,quadratic,0.9157,0.8966,0.8828,0.6
225,3,1,2,1,unweighted,0.6327,0.8712,0.8863,0.6
226,3,1,2,1,linear,0.8156,0.8712,0.8863,0.6
227,3,1,2,1,quadratic,0.8972,0.8712,0.8863,0.6
228,3,1,2,1,unweighted,0.6543,0.9433,0.8926,0.6
229,3,1,2,1,linear,0.8363,0.9433,0.8926,0.6
230,3,1,2,1,quadratic,0.9121,0.9433,0.8926,0.6
231,3,1,2,1,unweighted,0.699,0.9617,0.8943,0.6
232,3,1,2,1,linear,0.8586,0.9617,0.8943,0.6
233,3,1,2,1,quadratic,0.9255,0.9617,0.8943,0.6
234,3,1,2,1,unweighted,0.6452,0.7796,0.9265,0.6
235,3,1,2,1,linear,0.8165,0.7796,0.9265,0.6
236,3,1,2,1,quadratic,0.8883,0.7796,0.9265,0.6
237,3,1,2,1,unweighted,0.6754,0.885,0.8731,0.6
238,3,1,2,1,linear,0.84,0.885,0.8731,0.6
239,3,1,2,1,quadratic,0.9111,0.885,0.8731,0.6
240,0,2,2,1,unweighted,0.4439,0.9433,0.8711,0.6
241,0,2,2,1,linear,0.7203,0.9433,0.8711,0.6
242,0,2,2,1,quadratic,0.8407,0.9433,0.8711,0.6
243,0,2,2,1,unweighted,0.4964,0.8939,0.9041,0.6
244,0,2,2,1,linear,0.7348,0.8939,0.9041,0.6
245,0,2,2,1,quadratic,0.8415,0.8939,0.9041,0.6
246,0,2,2,1,unweighted,0.491,0.9334,0.8593,0.6
247,0,2,2,1,linear,0.7439,0.9334,0.8593,0.6
248,0,2,2,1,quadratic,0.8559,0.9334,0.8593,0.6
249,0,2,2,1,unweighted,0.468,0.9334,0.8828,0.6
250,0,2,2,1,linear,0.7348,0.9334,0.8828,0.6
251,0,2,2,1,quadratic,0.8509,0.9334,0.8828,0.6
252,0,2,2,1,unweighted,0.4962,0.9325,0.8711,0.6
253,0,2,2,1,linear,0.7504,0.9325,0.8711,0.6
254,0,2,2,1,quadratic,0.8603,0.9325,0.8711,0.6
255,0,2,2,1,unweighted,0.5118,0.9325,0.8615,0.6
256,0,2,2,1,linear,0.7465,0.9325,0.8615,0.6
257,0,2,2,1,quadratic,0.8508,0.9325,0.8615,0.6
258,0,2,2,1,unweighted,0.4714,0.9234,0.8809,0.6
259,0,2,2,1,linear,0.7325,0.9234,0.8809,0.6
260,0,2,2,1,quadratic,0.8446,0.9234,0.8809,0.6
261,0,2,2,1,unweighted,0.4666,0.9425,0.8926,0.6
262,0,2,2,1,linear,0.7365,0.9425,0.8926,0.6
263,0,2,2,1,quadratic,0.8529,0.9425,0.8926,0.6
264,0,2,2,1,unweighted,0.4957,0.9234,0.8497,0.6
265,0,2,2,1,linear,0.7432,0.9234,0.8497,0.6
266,0,2,2,1,quadratic,0.8511,0.9234,0.8497,0.6
267,0,2,2,1,unweighted,0.4277,0.9325,0.8828,0.6
268,0,2,2,1,linear,0.7089,0.9325,0.8828,0.6
269,0,2,2,1,quadratic,0.8339,0.9325,0.8828,0.6
270,1,2,0,1,unweighted,0.4478,0.9143,0.8593,0.6
271,1,2,0,1,linear,0.7181,0.9143,0.8593,0.6
272,1,2,0,1,quadratic,0.8386,0.9143,0.8593,0.6
273,1,2,0,1,unweighted,0.4094,0.9234,0.8943,0.6
274,1,2,0,1,linear,0.7079,0.9234,0.8943,0.6
275,1,2,0,1,quadratic,0.837,0.9234,0.8943,0.6
276,1,2,0,1,unweighted,0.4351,0.9234,0.8711,0.6
277,1,2,0,1,linear,0.7151,0.9234,0.8711,0.6
278,1,2,0,1,quadratic,0.8384,0.9234,0.8711,0.6
279,1,2,0,1,unweighted,0.4007,0.873,0.8711,0.6
280,1,2,0,1,linear,0.697,0.873,0.8711,0.6
281,1,2,0,1,quadratic,0.8291,0.873,0.8711,0.6
282,1,2,0,1,unweighted,0.4362,0.9418,0.8943,0.6
283,1,2,0,1,linear,0.7133,0.9418,0.8943,0.6
284,1,2,0,1,quadratic,0.8364,0.9418,0.8943,0.6
285,1,2,0,1,unweighted,0.4107,0.9223,0.8926,0.6
286,1,2,0,1,linear,0.7045,0.9223,0.8926,0.6
287,1,2,0,1,quadratic,0.8344,0.9223,0.8926,0.6
288,1,2,0,1,unweighted,0.4437,0.9132,0.8497,0.6
289,1,2,0,1,linear,0.7112,0.9132,0.8497,0.6
290,1,2,0,1,quadratic,0.8293,0.9132,0.8497,0.6
291,1,2,0,1,unweighted,0.4484,0.9042,0.8593,0.6
292,1,2,0,1,linear,0.729,0.9042,0.8593,0.6
293,1,2,0,1,quadratic,0.8495,0.9042,0.8593,0.6
294,1,2,0,1,unweighted,0.399,0.9243,0.8711,0.6
295,1,2,0,1,linear,0.6928,0.9243,0.8711,0.6
296,1,2,0,1,quadratic,0.823,0.9243,0.8711,0.6
297,1,2,0,1,unweighted,0.3756,0.9042,0.8828,0.6
298,1,2,0,1,linear,0.6903,0.9042,0.8828,0.6
299,1,2,0,1,quadratic,0.8279,0.9042,0.8828,0.6
300,2,2,0,1,unweighted,0.4528,0.9433,0.8333,0.6
301,2,2,0,1,linear,0.6828,0.9433,0.8333,0.6
302,2,2,0,1,quadratic,0.7896,0.9433,0.8333,0.6
303,2,2,0,1,unweighted,0.4861,0.9334,0.8656,0.6
304,2,2,0,1,linear,0.7226,0.9334,0.8656,0.6
305,2,2,0,1,quadratic,0.8281,0.9334,0.8656,0.6
306,2,2,0,1,unweighted,0.4998,0.9253,0.8449,0.6
307,2,2,0,1,linear,0.7248,0.9253,0.8449,0.6
308,2,2,0,1,quadratic,0.8273,0.9253,0.8449,0.6
309,2,2,0,1,unweighted,0.4638,0.9143,0.8768,0.6
310,2,2,0,1,linear,0.7048,0.9143,0.8768,0.6
311,2,2,0,1,quadratic,0.8141,0.9143,0.8768,0.6
312,2,2,0,1,unweighted,0.4529,0.9143,0.8656,0.6
313,2,2,0,1,linear,0.6972,0.9143,0.8656,0.6
314,2,2,0,1,quadratic,0.8079,0.9143,0.8656,0.6
315,2,2,0,1,unweighted,0.4402,0.9433,0.8768,0.6
316,2,2,0,1,linear,0.6836,0.9433,0.8768,0.6
317,2,2,0,1,quadratic,0.7983,0.9433,0.8768,0.6
318,2,2,0,1,unweighted,0.4661,0.8865,0.8768,0.6
319,2,2,0,1,linear,0.711,0.8865,0.8768,0.6
320,2,2,0,1,quadratic,0.8231,0.8865,0.8768,0.6
321,2,2,0,1,unweighted,0.4146,0.9154,0.8656,0.6
322,2,2,0,1,linear,0.6726,0.9154,0.8656,0.6
323,2,2,0,1,quadratic,0.7909,0.9154,0.8656,0.6
324,2,2,0,1,unweighted,0.4732,0.9511,0.8656,0.6
325,2,2,0,1,linear,0.7122,0.9511,0.8656,0.6
326,2,2,0,1,quadratic,0.8206,0.9511,0.8656,0.6
327,2,2,0,1,unweighted,0.4597,0.9433,0.8542,0.6
328,2,2,0,1,linear,0.7004,0.9433,0.8542,0.6
329,2,2,0,1,quadratic,0.8119,0.9433,0.8542,0.6
330,3,2,2,1,unweighted,0.6749,0.8591,0.8593,0.6
331,3,2,2,1,linear,0.8367,0.8591,0.8593,0.6
332,3,2,2,1,quadratic,0.9079,0.8591,0.8593,0.6
333,3,2,2,1,unweighted,0.6604,0.944,0.875,0.6
334,3,2,2,1,linear,0.8263,0.944,0.875,0.6
335,3,2,2,1,quadratic,0.9008,0.944,0.875,0.6
336,3,2,2,1,unweighted,0.6773,0.9054,0.9154,0.6
337,3,2,2,1,linear,0.8303,0.9054,0.9154,0.6
338,3,2,2,1,quadratic,0.898,0.9054,0.9154,0.6
339,3,2,2,1,unweighted,0.706,0.9042,0.9265,0.6
340,3,2,2,1,linear,0.8553,0.9042,0.9265,0.6
341,3,2,2,1,quadratic,0.9196,0.9042,0.9265,0.6
342,3,2,2,1,unweighted,0.6893,0.9143,0.9069,0.6
343,3,2,2,1,linear,0.8529,0.9143,0.9069,0.6
344,3,2,2,1,quadratic,0.922,0.9143,0.9069,0.6
345,3,2,2,1,unweighted,0.6655,0.8382,0.9083,0.6
346,3,2,2,1,linear,0.8204,0.8382,0.9083,0.6
347,3,2,2,1,quadratic,0.8895,0.8382,0.9083,0.6
348,3,2,2,1,unweighted,0.6576,0.9132,0.9055,0.6
349,3,2,2,1,linear,0.8149,0.9132,0.9055,0.6
350,3,2,2,1,quadratic,0.8848,0.9132,0.9055,0.6
351,3,2,2,1,unweighted,0.673,0.8966,0.9265,0.6
352,3,2,2,1,linear,0.825,0.8966,0.9265,0.6
353,3,2,2,1,quadratic,0.8966,0.8966,0.9265,0.6
354,3,2,2,1,unweighted,0.681,0.9066,0.9083,0.6
355,3,2,2,1,linear,0.8283,0.9066,0.9083,0.6
356,3,2,2,1,quadratic,0.8952,0.9066,0.9083,0.6
357,3,2,2,1,unweighted,0.7097,0.944,0.8711,0.6
358,3,2,2,1,linear,0.8669,0.944,0.8711,0.6
359,3,2,2,1,quadratic,0.9305,0.944,0.8711,0.6
360,0,3,2,1,unweighted,0.4447,0.9425,0.8731,0.6
361,0,3,2,1,linear,0.7207,0.9425,0.8731,0.6
362,0,3,2,1,quadratic,0.842,0.9425,0.8731,0.6
363,0,3,2,1,unweighted,0.4963,0.9433,0.8426,0.6
364,0,3,2,1,linear,0.7434,0.9433,0.8426,0.6
365,0,3,2,1,quadratic,0.8522,0.9433,0.8426,0.6
366,0,3,2,1,unweighted,0.4433,0.9418,0.8926,0.6
367,0,3,2,1,linear,0.7217,0.9418,0.8926,0.6
368,0,3,2,1,quadratic,0.8422,0.9418,0.8926,0.6
369,0,3,2,1,unweighted,0.4122,0.9334,0.875,0.6
370,0,3,2,1,linear,0.7044,0.9334,0.875,0.6
371,0,3,2,1,quadratic,0.8318,0.9334,0.875,0.6
372,0,3,2,1,unweighted,0.4518,0.8939,0.8943,0.6
373,0,3,2,1,linear,0.7267,0.8939,0.8943,0.6
374,0,3,2,1,quadratic,0.8464,0.8939,0.8943,0.6
375,0,3,2,1,unweighted,0.4713,0.9234,0.8909,0.6
376,0,3,2,1,linear,0.7269,0.9234,0.8909,0.6
377,0,3,2,1,quadratic,0.8402,0.9234,0.8909,0.6
378,0,3,2,1,unweighted,0.4128,0.8835,0.8691,0.6
379,0,3,2,1,linear,0.7097,0.8835,0.8691,0.6
380,0,3,2,1,quadratic,0.838,0.8835,0.8691,0.6
381,0,3,2,1,unweighted,0.4156,0.9234,0.8731,0.6
382,0,3,2,1,linear,0.7143,0.9234,0.8731,0.6
383,0,3,2,1,quadratic,0.842,0.9234,0.8731,0.6
384,0,3,2,1,unweighted,0.4807,0.9029,0.8809,0.6
385,0,3,2,1,linear,0.7316,0.9029,0.8809,0.6
386,0,3,2,1,quadratic,0.8439,0.9029,0.8809,0.6
387,0,3,2,1,unweighted,0.399,0.9418,0.8846,0.6
388,0,3,2,1,linear,0.6979,0.9418,0.8846,0.6
389,0,3,2,1,quadratic,0.8293,0.9418,0.8846,0.6
390,1,3,0,1,unweighted,0.4231,0.8404,0.8593,0.6
391,1,3,0,1,linear,0.7067,0.8404,0.8593,0.6
392,1,3,0,1,quadratic,0.8316,0.8404,0.8593,0.6
393,1,3,0,1,unweighted,0.4623,0.9325,0.8711,0.6
394,1,3,0,1,linear,0.719,0.9325,0.8711,0.6
395,1,3,0,1,quadratic,0.8342,0.9325,0.8711,0.6
396,1,3,0,1,unweighted,0.4634,0.9316,0.9154,0.6
397,1,3,0,1,linear,0.7309,0.9316,0.9154,0.6
398,1,3,0,1,quadratic,0.848,0.9316,0.9154,0.6
399,1,3,0,1,unweighted,0.4054,0.9234,0.8731,0.6
400,1,3,0,1,linear,0.7075,0.9234,0.8731,0.6
401,1,3,0,1,quadratic,0.8396,0.9234,0.8731,0.6
402,1,3,0,1,unweighted,0.3868,0.9213,0.8926,0.6
403,1,3,0,1,linear,0.6909,0.9213,0.8926,0.6
404,1,3,0,1,quadratic,0.8238,0.9213,0.8926,0.6
405,1,3,0,1,unweighted,0.4021,0.8622,0.8542,0.6
406,1,3,0,1,linear,0.7027,0.8622,0.8542,0.6
407,1,3,0,1,quadratic,0.8323,0.8622,0.8542,0.6
408,1,3,0,1,unweighted,0.427,0.9042,0.8308,0.6
409,1,3,0,1,linear,0.7159,0.9042,0.8308,0.6
410,1,3,0,1,quadratic,0.8411,0.9042,0.8308,0.6
411,1,3,0,1,unweighted,0.4221,0.9054,0.8636,0.6
412,1,3,0,1,linear,0.7087,0.9054,0.8636,0.6
413,1,3,0,1,quadratic,0.836,0.9054,0.8636,0.6
414,1,3,0,1,unweighted,0.4369,0.9612,0.8636,0.6
415,1,3,0,1,linear,0.7209,0.9612,0.8636,0.6
416,1,3,0,1,quadratic,0.8439,0.9612,0.8636,0.6
417,1,3,0,1,unweighted,0.4337,0.9143,0.8615,0.6
418,1,3,0,1,linear,0.712,0.9143,0.8615,0.6
