,test_id,kcid,lmc_prior_code,lengthscale_prior_code,y1,y2,subset
0,0.0,0.0,2.0,1.0,6.390971183776856,6.375655174255371,0.6
1,0.0,0.0,2.0,1.0,6.339787483215332,6.352677345275879,0.6
2,0.0,0.0,2.0,1.0,6.322948455810547,6.331881999969482,0.6
3,0.0,0.0,2.0,1.0,6.336906433105469,6.3398871421813965,0.6
4,0.0,0.0,2.0,1.0,6.34714937210083,6.327451229095459,0.6
5,0.0,0.0,2.0,1.0,6.37984037399292,6.402774810791016,0.6
6,0.0,0.0,2.0,1.0,6.467727184295654,6.456765174865723,0.6
7,0.0,0.0,2.0,1.0,6.37605619430542,6.3812255859375,0.6
8,0.0,0.0,2.0,1.0,6.401494026184082,6.371595859527588,0.6
9,0.0,0.0,2.0,1.0,6.372938632965088,6.373080730438232,0.6
10,1.0,0.0,0.0,1.0,6.382864952087402,6.370002746582031,0.6
11,1.0,0.0,0.0,1.0,6.388830184936523,6.372416019439697,0.6
12,1.0,0.0,0.0,1.0,6.380202293395996,6.377065658569336,0.6
13,1.0,0.0,0.0,1.0,6.432661533355713,6.427610397338867,0.6
14,1.0,0.0,0.0,1.0,6.369317531585693,6.366349220275879,0.6
15,1.0,0.0,0.0,1.0,6.352364540100098,6.352517127990723,0.6
16,1.0,0.0,0.0,1.0,6.383870124816895,6.377410411834717,0.6
17,1.0,0.0,0.0,1.0,6.373363971710205,6.367216110229492,0.6
18,1.0,0.0,0.0,1.0,6.390726089477539,6.378363132476807,0.6
19,1.0,0.0,0.0,1.0,6.370190620422363,6.364865779876709,0.6
20,2.0,0.0,0.0,1.0,6.552811145782471,6.403869152069092,0.6
21,2.0,0.0,0.0,1.0,6.430370330810547,6.381719589233398,0.6
22,2.0,0.0,0.0,1.0,6.328804016113281,6.362370491027832,0.6
23,2.0,0.0,0.0,1.0,6.396499156951904,6.398396968841553,0.6
24,2.0,0.0,0.0,1.0,6.392810821533203,6.366715431213379,0.6
25,2.0,0.0,0.0,1.0,6.326140880584717,6.4106645584106445,0.6
26,2.0,0.0,0.0,1.0,6.398237705230713,6.37242603302002,0.6
27,2.0,0.0,0.0,1.0,6.309352397918701,6.3790283203125,0.6
28,2.0,0.0,0.0,1.0,6.366420269012451,6.37105655670166,0.6
29,2.0,0.0,0.0,1.0,6.40556001663208,6.36571216583252,0.6
30,3.0,0.0,2.0,1.0,5.05875301361084,5.062625885009766,0.6
31,3.0,0.0,2.0,1.0,4.929922103881836,4.928930282592773,0.6
32,3.0,0.0,2.0,1.0,4.77802324295044,4.780756950378418,0.6
33,3.0,0.0,2.0,1.0,4.546831607818604,4.544071197509766,0.6
34,3.0,0.0,2.0,1.0,4.84873104095459,4.850388526916504,0.6
35,3.0,0.0,2.0,1.0,4.904386043548584,4.9084978103637695,0.6
36,3.0,0.0,2.0,1.0,4.7856221199035645,4.782936096191406,0.6
37,3.0,0.0,2.0,1.0,4.89021635055542,4.889877796173096,0.6
38,3.0,0.0,2.0,1.0,4.888371467590332,4.884649753570557,0.6
39,3.0,0.0,2.0,1.0,4.9355058670043945,4.9392194747924805,0.6
40,0.0,1.0,2.0,1.0,6.366635799407959,6.354304790496826,0.6
41,0.0,1.0,2.0,1.0,6.3355584144592285,6.333251953125,0.6
42,0.0,1.0,2.0,1.0,6.336565971374512,6.346203327178955,0.6
43,0.0,1.0,2.0,1.0,6.337111949920654,6.328186511993408,0.6
44,0.0,1.0,2.0,1.0,6.341897010803223,6.345212936401367,0.6
45,0.0,1.0,2.0,1.0,6.464492321014404,6.43153715133667,0.6
46,0.0,1.0,2.0,1.0,6.375293731689453,6.374443054199219,0.6
47,0.0,1.0,2.0,1.0,6.343828678131104,6.335361480712891,0.6
48,0.0,1.0,2.0,1.0,6.332925796508789,6.338720321655273,0.6
49,0.0,1.0,2.0,1.0,6.366893768310547,6.372019290924072,0.6
50,1.0,1.0,0.0,1.0,6.386186122894287,6.391034126281738,0.6
51,1.0,1.0,0.0,1.0,6.418953895568848,6.39876127243042,0.6
52,1.0,1.0,0.0,1.0,6.402860641479492,6.38600492477417,0.6
53,1.0,1.0,0.0,1.0,6.39413595199585,6.397222518920898,0.6
54,1.0,1.0,0.0,1.0,6.35614824295044,6.370389938354492,0.6
55,1.0,1.0,0.0,1.0,6.436878204345703,6.426261901855469,0.6
56,1.0,1.0,0.0,1.0,6.340549468994141,6.345217227935791,0.6
57,1.0,1.0,0.0,1.0,6.36916446685791,6.389791011810303,0.6
