,test_id,kcid,lmc_prior_code,lengthscale_prior_code,time_to_converge,iterations_to_converge,subset
96,1.0,2.0,0.0,1.0,84.400671,684.0,0.6
97,1.0,2.0,0.0,1.0,82.35785,697.0,0.6
98,1.0,2.0,0.0,1.0,103.4719,846.0,0.6
99,1.0,2.0,0.0,1.0,74.805168,604.0,0.6
100,2.0,2.0,0.0,1.0,254.540558,2115.0,0.6
101,2.0,2.0,0.0,1.0,262.023126,2143.0,0.6
102,2.0,2.0,0.0,1.0,261.897526,2145.0,0.6
103,2.0,2.0,0.0,1.0,277.726854,2261.0,0.6
104,2.0,2.0,0.0,1.0,331.367761,2674.0,0.6
105,2.0,2.0,0.0,1.0,257.542662,2054.0,0.6
106,2.0,2.0,0.0,1.0,248.371894,1954.0,0.6
107,2.0,2.0,0.0,1.0,257.479069,2094.0,0.6
108,2.0,2.0,0.0,1.0,234.961428,1894.0,0.6
109,2.0,2.0,0.0,1.0,252.538819,2024.0,0.6
110,3.0,2.0,2.0,1.0,31.111932,645.0,0.6
111,3.0,2.0,2.0,1.0,38.033751,815.0,0.6
112,3.0,2.0,2.0,1.0,35.738733,667.0,0.6
113,3.0,2.0,2.0,1.0,39.796552,866.0,0.6
114,3.0,2.0,2.0,1.0,34.208503,725.0,0.6
115,3.0,2.0,2.0,1.0,47.220576,1042.0,0.6
116,3.0,2.0,2.0,1.0,32.106606,697.0,0.6
117,3.0,2.0,2.0,1.0,34.300698,725.0,0.6
118,3.0,2.0,2.0,1.0,44.493054,1013.0,0.6
119,3.0,2.0,2.0,1.0,33.486686,725.0,0.6
120,0.0,3.0,2.0,1.0,97.088869,696.0,0.6
121,0.0,3.0,2.0,1.0,89.708985,684.0,0.6
122,0.0,3.0,2.0,1.0,88.939963,684.0,0.6
123,0.0,3.0,2.0,1.0,96.176451,720.0,0.6
124,0.0,3.0,2.0,1.0,101.2693,763.0,0.6
125,0.0,3.0,2.0,1.0,102.109334,721.0,0.6
126,0.0,3.0,2.0,1.0,120.63353,911.0,0.6
127,0.0,3.0,2.0,1.0,99.412616,721.0,0.6
128,0.0,3.0,2.0,1.0,100.689254,769.0,0.6
129,0.0,3.0,2.0,1.0,103.629773,769.0,0.6
130,1.0,3.0,0.0,1.0,116.379921,888.0,0.6
131,1.0,3.0,0.0,1.0,85.035369,631.0,0.6
132,1.0,3.0,0.0,1.0,95.563197,721.0,0.6
133,1.0,3.0,0.0,1.0,79.905967,604.0,0.6
134,1.0,3.0,0.0,1.0,65.163715,498.0,0.6
135,1.0,3.0,0.0,1.0,96.979588,721.0,0.6
136,1.0,3.0,0.0,1.0,95.84576,720.0,0.6
137,1.0,3.0,0.0,1.0,117.404654,899.0,0.6
138,1.0,3.0,0.0,1.0,121.429672,888.0,0.6
139,1.0,3.0,0.0,1.0,84.440615,627.0,0.6
140,2.0,3.0,0.0,1.0,326.655638,2246.0,0.6
141,2.0,3.0,0.0,1.0,288.891826,1920.0,0.6
142,2.0,3.0,0.0,1.0,278.2305,1926.0,0.6
143,2.0,3.0,0.0,1.0,292.904052,2039.0,0.6
144,2.0,3.0,0.0,1.0,287.44834,2062.0,0.6
145,2.0,3.0,0.0,1.0,299.867225,2072.0,0.6
146,2.0,3.0,0.0,1.0,323.225424,2210.0,0.6
147,2.0,3.0,0.0,1.0,264.379206,1872.0,0.6
148,2.0,3.0,0.0,1.0,268.613761,1853.0,0.6
149,2.0,3.0,0.0,1.0,259.298163,1741.0,0.6
150,3.0,3.0,2.0,1.0,26.790437,547.0,0.6
151,3.0,3.0,2.0,1.0,35.380574,725.0,0.6
152,3.0,3.0,2.0,1.0,35.293671,725.0,0.6
153,3.0,3.0,2.0,1.0,41.777394,861.0,0.6
154,3.0,3.0,2.0,1.0,39.950403,825.0,0.6
155,3.0,3.0,2.0,1.0,35.342698,725.0,0.6
156,3.0,3.0,2.0,1.0,39.264652,808.0,0.6
157,3.0,3.0,2.0,1.0,37.573458,780.0,0.6
158,3.0,3.0,2.0,1.0,34.883174,722.0,0.6
159,3.0,3.0,2.0,1.0,39.382313,815.0,0.6
160,0.0,4.0,2.0,1.0,90.767785,631.0,0.6
161,0.0,4.0,2.0,1.0,87.07219,604.0,0.6
162,0.0,4.0,2.0,1.0,141.973247,988.0,0.6
163,0.0,4.0,2.0,1.0,118.626561,827.0,0.6
164,0.0,4.0,2.0,1.0,97.664263,680.0,0.6
165,0.0,4.0,2.0,1.0,106.736723,748.0,0.6
166,0.0,4.0,2.0,1.0,101.373497,707.0,0.6
167,0.0,4.0,2.0,1.0,104.424314,735.0,0.6
168,0.0,4.0,2.0,1.0,125.781284,885.0,0.6
169,0.0,4.0,2.0,1.0,86.07537,604.0,0.6
170,1.0,4.0,0.0,1.0,122.573541,860.0,0.6
171,1.0,4.0,0.0,1.0,86.64178,604.0,0.6
172,1.0,4.0,0.0,1.0,111.576519,780.0,0.6
173,1.0,4.0,0.0,1.0,101.674821,707.0,0.6
174,1.0,4.0,0.0,1.0,85.99514,604.0,0.6
175,1.0,4.0,0.0,1.0,127.053226,889.0,0.6
176,1.0,4.0,0.0,1.0,87.674631,614.0,0.6
177,1.0,4.0,0.0,1.0,103.096516,721.0,0.6
178,1.0,4.0,0.0,1.0,98.53593,684.0,0.6
179,1.0,4.0,0.0,1.0,79.84285,556.0,0.6
180,2.0,4.0,0.0,1.0,318.622239,2069.0,0.6
181,2.0,4.0,0.0,1.0,351.854923,2258.0,0.6
182,2.0,4.0,0.0,1.0,315.949532,2073.0,0.6
183,2.0,4.0,0.0,1.0,239.430747,1584.0,0.6
184,2.0,4.0,0.0,1.0,333.211061,2234.0,0.6
185,2.0,4.0,0.0,1.0,283.453784,1802.0,0.6
186,2.0,4.0,0.0,1.0,331.312031,2160.0,0.6
187,2.0,4.0,0.0,1.0,305.021533,1940.0,0.6
188,2.0,4.0,0.0,1.0,301.438501,1981.0,0.6
189,2.0,4.0,0.0,1.0,305.437364,2007.0,0.6
190,3.0,4.0,2.0,1.0,22.069729,435.0,0.6
191,3.0,4.0,2.0,1.0,38.363921,767.0,0.6
192,3.0,4.0,2.0,1.0,32.308586,645.0,0.6
193,3.0,4.0,2.0,1.0,32.329128,645.0,0.6
194,3.0,4.0,2.0,1.0,36.458792,725.0,0.6
195,3.0,4.0,2.0,1.0,32.028253,645.0,0.6
196,3.0,4.0,2.0,1.0,32.331123,645.0,0.6
197,3.0,4.0,2.0,1.0,37.67474,725.0,0.6
198,3.0,4.0,2.0,1.0,28.419011,547.0,0.6
199,3.0,4.0,2.0,1.0,37.136547,725.0,0.6
200,0.0,5.0,2.0,1.0,104.87593,769.0,0.6
201,0.0,5.0,2.0,1.0,115.74786,846.0,0.6
202,0.0,5.0,2.0,1.0,105.228954,780.0,0.6
203,0.0,5.0,2.0,1.0,93.68269,697.0,0.6
204,0.0,5.0,2.0,1.0,119.512843,888.0,0.6
205,0.0,5.0,2.0,1.0,76.97347,573.0,0.6
206,0.0,5.0,2.0,1.0,118.864179,884.0,0.6
207,0.0,5.0,2.0,1.0,139.637181,1028.0,0.6
208,0.0,5.0,2.0,1.0,98.006499,696.0,0.6
209,0.0,5.0,2.0,1.0,106.280611,769.0,0.6
210,1.0,5.0,0.0,1.0,99.957325,721.0,0.6
211,1.0,5.0,0.0,1.0,99.435024,715.0,0.6
212,1.0,5.0,0.0,1.0,94.774662,684.0,0.6
213,1.0,5.0,0.0,1.0,124.793896,904.0,0.6
214,1.0,5.0,0.0,1.0,77.078079,556.0,0.6
215,1.0,5.0,0.0,1.0,109.243868,707.0,0.6
216,1.0,5.0,0.0,1.0,161.300216,988.0,0.6
217,1.0,5.0,0.0,1.0,122.189325,792.0,0.6
218,1.0,5.0,0.0,1.0,99.982068,721.0,0.6
219,1.0,5.0,0.0,1.0,124.804442,889.0,0.6
220,2.0,5.0,0.0,1.0,329.086921,2117.0,0.6
221,2.0,5.0,0.0,1.0,344.655966,2228.0,0.6
222,2.0,5.0,0.0,1.0,331.569542,2125.0,0.6
223,2.0,5.0,0.0,1.0,329.904998,2058.0,0.6
224,2.0,5.0,0.0,1.0,300.526742,1960.0,0.6
225,2.0,5.0,0.0,1.0,389.786483,2631.0,0.6
226,2.0,5.0,0.0,1.0,352.800064,2387.0,0.6
227,2.0,5.0,0.0,1.0,292.827744,1988.0,0.6
228,2.0,5.0,0.0,1.0,302.445864,2058.0,0.6
229,2.0,5.0,0.0,1.0,295.430528,1988.0,0.6
230,3.0,5.0,2.0,1.0,35.44184,725.0,0.6
231,3.0,5.0,2.0,1.0,37.450014,767.0,0.6
232,3.0,5.0,2.0,1.0,38.216925,780.0,0.6
233,3.0,5.0,2.0,1.0,35.263652,725.0,0.6
234,3.0,5.0,2.0,1.0,37.185606,725.0,0.6
235,3.0,5.0,2.0,1.0,36.989933,725.0,0.6
236,3.0,5.0,2.0,1.0,27.760424,547.0,0.6
237,3.0,5.0,2.0,1.0,41.312383,825.0,0.6
238,3.0,5.0,2.0,1.0,27.911211,547.0,0.6
239,3.0,5.0,2.0,1.0,27.448285,547.0,0.6
240,0.0,6.0,2.0,1.0,165.01502,889.0,0.6
241,0.0,6.0,2.0,1.0,166.129121,889.0,0.6
242,0.0,6.0,2.0,1.0,138.098617,741.0,0.6
243,0.0,6.0,2.0,1.0,125.591817,675.0,0.6
244,0.0,6.0,2.0,1.0,134.149213,721.0,0.6
245,0.0,6.0,2.0,1.0,102.920429,556.0,0.6
246,0.0,6.0,2.0,1.0,112.380157,604.0,0.6
247,0.0,6.0,2.0,1.0,133.786041,720.0,0.6
248,0.0,6.0,2.0,1.0,118.167962,636.0,0.6
249,0.0,6.0,2.0,1.0,126.818495,684.0,0.6
250,1.0,6.0,0.0,1.0,127.067378,684.0,0.6
251,1.0,6.0,0.0,1.0,142.617179,769.0,0.6
252,1.0,6.0,0.0,1.0,147.886606,797.0,0.6
253,1.0,6.0,0.0,1.0,143.297926,793.0,0.6
254,1.0,6.0,0.0,1.0,140.490147,769.0,0.6
255,1.0,6.0,0.0,1.0,139.241528,769.0,0.6
256,1.0,6.0,0.0,1.0,163.393881,889.0,0.6
257,1.0,6.0,0.0,1.0,128.56621,707.0,0.6
258,1.0,6.0,0.0,1.0,128.505986,721.0,0.6
259,1.0,6.0,0.0,1.0,105.901155,604.0,0.6
260,2.0,6.0,0.0,1.0,481.225536,2295.0,0.6
261,2.0,6.0,0.0,1.0,416.011876,1988.0,0.6
262,2.0,6.0,0.0,1.0,452.510177,2159.0,0.6
263,2.0,6.0,0.0,1.0,426.040793,2031.0,0.6
264,2.0,6.0,0.0,1.0,460.697675,2207.0,0.6
265,2.0,6.0,0.0,1.0,489.630577,2168.0,0.6
266,2.0,6.0,0.0,1.0,421.76407,1866.0,0.6
267,2.0,6.0,0.0,1.0,450.954941,2031.0,0.6
268,2.0,6.0,0.0,1.0,512.257186,2381.0,0.6
269,2.0,6.0,0.0,1.0,408.838791,1845.0,0.6
270,3.0,6.0,2.0,1.0,55.254779,869.0,0.6
271,3.0,6.0,2.0,1.0,33.249063,547.0,0.6
272,3.0,6.0,2.0,1.0,47.661384,788.0,0.6
273,3.0,6.0,2.0,1.0,43.624161,725.0,0.6
274,3.0,6.0,2.0,1.0,56.114297,928.0,0.6
275,3.0,6.0,2.0,1.0,33.220375,548.0,0.6
276,3.0,6.0,2.0,1.0,50.505155,843.0,0.6
277,3.0,6.0,2.0,1.0,38.750056,645.0,0.6
278,3.0,6.0,2.0,1.0,48.643933,815.0,0.6
279,3.0,6.0,2.0,1.0,46.705013,780.0,0.6
280,0.0,7.0,2.0,1.0,142.100074,846.0,0.6
281,0.0,7.0,2.0,1.0,115.43365,684.0,0.6
282,0.0,7.0,2.0,1.0,113.750542,675.0,0.6
283,0.0,7.0,2.0,1.0,130.698598,778.0,0.6
284,0.0,7.0,2.0,1.0,144.77083,860.0,0.6
285,0.0,7.0,2.0,1.0,121.129205,721.0,0.6
286,0.0,7.0,2.0,1.0,142.310475,846.0,0.6
287,0.0,7.0,2.0,1.0,116.998405,696.0,0.6
288,0.0,7.0,2.0,1.0,110.214452,655.0,0.6
289,0.0,7.0,2.0,1.0,121.737882,721.0,0.6
290,1.0,7.0,0.0,1.0,121.615637,720.0,0.6
291,1.0,7.0,0.0,1.0,143.210419,852.0,0.6
292,1.0,7.0,0.0,1.0,110.850022,656.0,0.6
293,1.0,7.0,0.0,1.0,130.37657,769.0,0.6
294,1.0,7.0,0.0,1.0,110.131572,656.0,0.6
295,1.0,7.0,0.0,1.0,120.838946,721.0,0.6
296,1.0,7.0,0.0,1.0,96.158085,573.0,0.6
297,1.0,7.0,0.0,1.0,118.937245,707.0,0.6
298,1.0,7.0,0.0,1.0,133.766406,769.0,0.6
299,1.0,7.0,0.0,1.0,121.275012,697.0,0.6
300,2.0,7.0,0.0,1.0,474.435692,2255.0,0.6
301,2.0,7.0,0.0,1.0,401.936089,1969.0,0.6
302,2.0,7.0,0.0,1.0,396.314228,1866.0,0.6
303,2.0,7.0,0.0,1.0,472.543537,2172.0,0.6
304,2.0,7.0,0.0,1.0,405.595943,1926.0,0.6
305,2.0,7.0,0.0,1.0,455.690662,2267.0,0.6
306,2.0,7.0,0.0,1.0,406.038582,2070.0,0.6
307,2.0,7.0,0.0,1.0,352.913717,1726.0,0.6
308,2.0,7.0,0.0,1.0,332.700399,1647.0,0.6
309,2.0,7.0,0.0,1.0,393.980506,1914.0,0.6
310,3.0,7.0,2.0,1.0,45.199204,780.0,0.6
311,3.0,7.0,2.0,1.0,41.840242,725.0,0.6
312,3.0,7.0,2.0,1.0,45.006409,780.0,0.6
313,3.0,7.0,2.0,1.0,42.409761,725.0,0.6
314,3.0,7.0,2.0,1.0,37.869351,645.0,0.6
315,3.0,7.0,2.0,1.0,41.845932,725.0,0.6
316,3.0,7.0,2.0,1.0,44.28914,725.0,0.6
317,3.0,7.0,2.0,1.0,33.322346,547.0,0.6
318,3.0,7.0,2.0,1.0,44.085058,725.0,0.6
319,3.0,7.0,2.0,1.0,43.260915,725.0,0.6
320,0.0,8.0,2.0,1.0,121.200766,675.0,0.6
321,0.0,8.0,2.0,1.0,129.685594,721.0,0.6
322,0.0,8.0,2.0,1.0,159.968441,889.0,0.6
323,0.0,8.0,2.0,1.0,142.552051,790.0,0.6
324,0.0,8.0,2.0,1.0,92.409703,509.0,0.6
325,0.0,8.0,2.0,1.0,129.976031,721.0,0.6
326,0.0,8.0,2.0,1.0,160.587661,889.0,0.6
327,0.0,8.0,2.0,1.0,129.024761,720.0,0.6
328,0.0,8.0,2.0,1.0,118.752011,656.0,0.6
329,0.0,8.0,2.0,1.0,139.495372,769.0,0.6
330,1.0,8.0,0.0,1.0,122.877564,684.0,0.6
331,1.0,8.0,0.0,1.0,125.376699,696.0,0.6
332,1.0,8.0,0.0,1.0,99.273664,556.0,0.6
333,1.0,8.0,0.0,1.0,113.237042,636.0,0.6
334,1.0,8.0,0.0,1.0,117.560873,684.0,0.6
335,1.0,8.0,0.0,1.0,126.693884,684.0,0.6
336,1.0,8.0,0.0,1.0,126.721757,721.0,0.6
337,1.0,8.0,0.0,1.0,149.385554,852.0,0.6
338,1.0,8.0,0.0,1.0,139.486233,793.0,0.6
339,1.0,8.0,0.0,1.0,126.316114,721.0,0.6
340,2.0,8.0,0.0,1.0,466.267404,2301.0,0.6
341,2.0,8.0,0.0,1.0,464.529384,2256.0,0.6
342,2.0,8.0,0.0,1.0,439.436278,2091.0,0.6
343,2.0,8.0,0.0,1.0,476.448869,2259.0,0.6
344,2.0,8.0,0.0,1.0,482.625353,2255.0,0.6
345,2.0,8.0,0.0,1.0,380.321965,1813.0,0.6
346,2.0,8.0,0.0,1.0,473.695614,2305.0,0.6
347,2.0,8.0,0.0,1.0,490.739876,2367.0,0.6
348,2.0,8.0,0.0,1.0,431.986417,2160.0,0.6
349,2.0,8.0,0.0,1.0,453.382872,2153.0,0.6
350,3.0,8.0,2.0,1.0,49.007869,815.0,0.6
351,3.0,8.0,2.0,1.0,39.285083,645.0,0.6
352,3.0,8.0,2.0,1.0,38.94903,645.0,0.6
353,3.0,8.0,2.0,1.0,38.176612,659.0,0.6
354,3.0,8.0,2.0,1.0,38.405126,645.0,0.6
355,3.0,8.0,2.0,1.0,42.97883,725.0,0.6
356,3.0,8.0,2.0,1.0,37.250082,645.0,0.6
357,3.0,8.0,2.0,1.0,45.017611,780.0,0.6
358,3.0,8.0,2.0,1.0,36.939488,637.0,0.6
359,3.0,8.0,2.0,1.0,41.934704,725.0,0.6
